source,mode,phase,segment_index,attempt_index,t_before,h_attempted,prescribed_h,validation_status,accepted_rejected,rejection_reason,target_margin_min,raw_residual_target_violation,raw_ctrunc_residual_width_sum,polynomial_range_width_sum,subset_result,finite_residual
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,21,1,0.30454454135977771,0.011562890537903391,0.011562890537903391,validated,accepted,,6.7197480621230816e-05,false,6.7715365226605291e-05,0.82159197759066682,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,22,1,0.31610743189768109,0.012719179591693731,0.012719179591693731,validated,accepted,,6.1892491305249532e-05,false,7.8549250055945632e-05,0.82597274439101476,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,23,1,0.32882661148937481,0.013991097550863106,0.013991097550863106,validated,accepted,,5.579979777796426e-05,false,9.1019708979741455e-05,0.82918174850529436,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,24,1,0.34281770904023789,0.015390207305949418,0.015390207305949418,validated,accepted,,4.8886884417360276e-05,false,0.00010522670781222365,0.8308233196331285,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,25,1,0.35820791634618732,0.016929228036544362,0.016929228036544362,validated,accepted,,4.0943632333795247e-05,false,0.00012135449811838625,0.83044298885156032,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,26,1,0.37513714438273166,0.0186221508401988,0.0186221508401988,validated,accepted,,3.1992983627879507e-05,false,0.0001391809852226175,0.82751238919844428,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,27,1,0.39375929522293046,0.020484365924218682,0.020484365924218682,validated,accepted,,2.2209114951270498e-05,false,0.00015841892107561372,0.82145264408992713,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,28,1,0.41424366114714917,0.022532802516640551,0.022532802516640551,validated,accepted,,1.183798234536021e-05,false,0.00017845680668968222,0.81176998426757419,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,29,1,0.43677646366378969,0.012393041384152304,0.012393041384152304,validated,accepted,,7.4913140627278532e-05,false,5.2178653539460858e-05,0.71012013943860464,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,30,1,0.44916950504794201,0.013632345522567535,0.013632345522567535,validated,accepted,,7.1730017988030166e-05,false,5.8576555899030139e-05,0.70340356888028166,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,31,1,0.46280185057050954,0.014995580074824289,0.014995580074824289,validated,accepted,,6.8052206885483956e-05,false,6.5900957991267981e-05,0.69507576378003155,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,32,1,0.47779743064533381,0.01649513808230672,0.01649513808230672,validated,accepted,,6.3511480139171323e-05,false,7.4862010972720158e-05,0.68488611667947796,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,33,1,0.49429256872764055,0.018144651890537395,0.018144651890537395,validated,accepted,,5.8333291384027379e-05,false,8.4977381961205499e-05,0.67257866884268291,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,34,1,0.51243722061817798,0.019959117079591138,0.019959117079591138,validated,accepted,,5.2472879603750149e-05,false,9.6301672753686674e-05,0.657887942537146,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,35,1,0.53239633769776917,0.021955028787550252,0.021955028787550252,validated,accepted,,4.591532815923386e-05,false,0.0001088298841310362,0.64056259307612251,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,36,1,0.55435136648531946,0.024150531666305278,0.024150531666305278,validated,accepted,,3.8193168461973123e-05,false,0.00012346485046681641,0.62045174234149014,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,37,1,0.57850189815162478,0.026565584832935807,0.026565584832935807,validated,accepted,,2.9399036262563828e-05,false,0.0001399573686230144,0.5981344800330517,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,38,1,0.60506748298456059,0.029222143316229389,0.029222143316229389,validated,accepted,,1.9745432194601473e-05,false,0.00015789696890759861,0.57302540946901392,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,39,1,0.63428962630079,0.032144357647852333,0.032144357647852333,validated,accepted,,9.5827743973023096e-06,false,0.00017665234260463017,0.54474305477458651,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,40,1,0.66643398394864228,0.017679396706318785,0.017679396706318785,validated,accepted,,7.6754652396905369e-05,false,4.8455989227521162e-05,0.45024759310296203,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,41,1,0.68411338065496108,0.019447336376950664,0.019447336376950664,validated,accepted,,7.330187770956133e-05,false,5.530773989993937e-05,0.43792865333220943,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,42,1,0.7035607170319117,0.021392070014645732,0.021392070014645732,validated,accepted,,6.9347493112521531e-05,false,6.3102827817954288e-05,0.42525009264877101,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,43,1,0.72495278704655741,0.023531277016110307,0.023531277016110307,validated,accepted,,6.4901396620928694e-05,false,7.1828366189443871e-05,0.41168155305936249,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,44,1,0.74848406406266776,0.02588440471772134,0.02588440471772134,validated,accepted,,5.9964787926363556e-05,false,8.1496984660714002e-05,0.39698728342311751,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,45,1,0.77436846878038912,0.028472845189493477,0.028472845189493477,validated,accepted,,5.4582122792099073e-05,false,9.203988105624759e-05,0.38126272559127899,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,46,1,0.80284131396988256,0.031320129708442827,0.031320129708442827,validated,accepted,,4.8906849690681932e-05,false,0.00010318660554815739,0.36455543659113776,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,47,1,0.83416144367832534,0.034452142679287111,0.034452142679287111,validated,accepted,,4.3076292549992571e-05,false,0.00011471426748559662,0.34723368206213795,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,48,1,0.86861358635761243,0.037897356947215827,0.037897356947215827,validated,accepted,,3.7128319980953193e-05,false,0.00012661319999220937,0.33018840515466363,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,49,1,0.90651094330482829,0.041687092641937415,0.041687092641937415,validated,accepted,,3.027338054188495e-05,false,0.00014053940415039709,0.31290213323418908,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,50,1,0.94819803594676566,0.045855801906131158,0.045855801906131158,validated,accepted,,2.2538888260068303e-05,false,0.00015651044752692638,0.29577665769325751,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,51,1,0.9940538378528968,0.050441382096744279,0.050441382096744279,validated,accepted,,1.3497759351374284e-05,false,0.0001752579489826628,0.28071656289609387,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,52,1,1.0444952199496411,0.027742760153209357,0.027742760153209357,validated,accepted,,7.2046661736522181e-05,false,6.0227289468622979e-05,0.21859605945113153,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,53,1,1.0722379801028505,0.030517036168530295,0.030517036168530295,validated,accepted,,6.8691425222763125e-05,false,6.727487033224168e-05,0.2136277110735553,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,54,1,1.1027550162713808,0.033568739785383328,0.033568739785383328,validated,accepted,,6.4941117741020628e-05,false,7.5145113190060894e-05,0.20896920226700802,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,55,1,1.1363237560567643,0.036925613763921665,0.036925613763921665,validated,accepted,,6.0757876934349241e-05,false,8.3919245314826105e-05,0.20477448695013692,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,56,1,1.1732493698206858,0.040618175140313836,0.040618175140313836,validated,accepted,,5.6108084733979136e-05,false,9.3669575802200625e-05,0.20122723812397034,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,57,1,1.2138675449609997,0.044679992654345226,0.044679992654345226,validated,accepted,,5.094286346171428e-05,false,0.00010449698131856811,0.19855204248565209,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,58,1,1.258547537615345,0.049147991919779754,0.049147991919779754,validated,accepted,,4.5161814862041263e-05,false,0.00011660147179990076,0.19701794745341186,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,59,1,1.3076955295351247,0.054062791111757734,0.054062791111757734,validated,accepted,,3.8131923173642313e-05,false,0.00013124173404166994,0.19694607464796957,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,60,1,1.3617583206468824,0.059469070222933511,0.059469070222933511,validated,accepted,,2.9973709944683017e-05,false,0.00014815956014019223,0.19872392720114332,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,61,1,1.4212273908698159,0.065415977245226867,0.065415977245226867,validated,accepted,,2.0350928125827258e-05,false,0.00016799693174461862,0.20282445970109667,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,62,1,1.4866433681150428,0.035978787484874777,0.035978787484874777,validated,accepted,,6.9861062339452747e-05,false,6.6600636890278424e-05,0.15823645869696448,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,63,1,1.5226221555999175,0.039576666233362257,0.039576666233362257,validated,accepted,,6.6359142187803489e-05,false,7.409798544652464e-05,0.16277302408188069,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,64,1,1.5621988218332798,0.043534332856698485,0.043534332856698485,validated,accepted,,6.2338549549940817e-05,false,8.2644263274213957e-05,0.16856452867960184,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,65,1,1.6057331546899782,0.047887766142368338,0.047887766142368338,validated,accepted,,5.7679726023178942e-05,false,9.2467042682186908e-05,0.1759245998515471,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,66,1,1.6536209208323465,0.052676542756605174,0.052676542756605174,validated,accepted,,5.2220288731841839e-05,false,0.00010387258361867347,0.18525605376818613,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,67,1,1.7062974635889516,0.057944197032265693,0.057944197032265693,validated,accepted,,4.5726545952223685e-05,false,0.00011729626011726843,0.19711302779760478,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,68,1,1.7642416606212172,0.063738616735492262,0.063738616735492262,validated,accepted,,3.7803823567238431e-05,false,0.00013346521628748316,0.21229740209969208,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,69,1,1.8279802773567095,0.070112478409041501,0.070112478409041501,validated,accepted,,2.7952753099571995e-05,false,0.00015328410613388562,0.23163662605476104,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,70,1,1.898092755765751,0.077123726249945651,0.077123726249945651,validated,accepted,,1.5333062707578371e-05,false,0.00017822081789908847,0.25643672076292495,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,71,1,1.9752164820156966,0.042418049437470108,0.042418049437470108,validated,accepted,,6.8640660633132244e-05,false,6.992651195494287e-05,0.20238104492130363,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,72,1,2.0176345314531665,0.046659854381217121,0.046659854381217121,validated,accepted,,6.4652853179610406e-05,false,7.8275435905146131e-05,0.21836240008282429,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,73,1,2.0642943858343838,0.051325839819338838,0.051325839819338838,validated,accepted,,5.9830270178508216e-05,false,8.8151869324726073e-05,0.23771966295542418,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,74,1,2.1156202256537227,0.056458423801272729,0.056458423801272729,validated,accepted,,5.3841362012299493e-05,false,0.00010006212783300851,0.26136538829335126,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,75,1,2.1720786494549955,0.062104266181400004,0.062104266181400004,validated,accepted,,4.6158144219043867e-05,false,0.00011472401109252018,0.29050909192217361,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,76,1,2.2341829156363957,0.068314692799540014,0.068314692799540014,validated,accepted,,3.5501016801015438e-05,false,0.00013391821235693389,0.3278028329415798,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,77,1,2.3024976084359356,0.075146162079494025,0.075146162079494025,validated,accepted,,1.779964862145468e-05,false,0.00016390352428699291,0.3754015358900919,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,78,1,2.3776437705154296,0.041330389143721717,0.041330389143721717,validated,accepted,,7.292598209787832e-05,false,5.9984190137643667e-05,0.30350591442490932,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,79,1,2.4189741596591512,0.045463428058093891,0.045463428058093891,validated,accepted,,6.8506065935904764e-05,false,6.8280264569538454e-05,0.33268244971018363,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,80,1,2.4644375877172449,0.050009770863903284,0.050009770863903284,validated,accepted,,6.1939820986379077e-05,false,7.996459685704676e-05,0.36748022999191138,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,81,1,2.514447358581148,0.05501074795029362,0.05501074795029362,validated,accepted,,5.0318807585941658e-05,false,0.00010003689673592186,0.40893766240425722,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,82,1,2.5694581065314415,0.060511822745322991,0.060511822745322991,validated,accepted,,2.8608667241303206e-05,false,0.00013712945207222579,0.45804096017327162,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,83,1,2.6299699292767644,0.033281502509927646,0.033281502509927646,validated,accepted,,8.0752671869125766e-05,false,4.3064435987803151e-05,0.37382055258829666,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,84,1,2.663251431786692,0.036609652760920416,0.036609652760920416,validated,accepted,,7.6719211188730832e-05,false,5.0896832068260533e-05,0.40076185201641223,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,85,1,2.6998610845476123,0.040270618037012464,0.040270618037012464,validated,accepted,,7.1184720208310458e-05,false,6.1537564250551194e-05,0.43138509966766025,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,86,1,2.7401317025846246,0.044297679840713713,0.044297679840713713,validated,accepted,,6.4055098674211904e-05,false,7.5438688052132961e-05,0.46696286042578306,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,87,1,2.7844293824253383,0.048727447824785088,0.048727447824785088,validated,accepted,,5.3167332659121462e-05,false,9.808561475198511e-05,0.50574291145959605,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,88,1,2.8331568302501235,0.053600192607263598,0.053600192607263598,validated,accepted,,2.9813203851237574e-05,false,0.00015070733953467694,0.54755041296369844,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,89,1,2.8867570228573873,0.029480105933994982,0.029480105933994982,validated,accepted,,7.9248970605195714e-05,false,4.5576642396260907e-05,0.4385772838549522,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,90,1,2.9162371287913822,0.032428116527394482,0.032428116527394482,validated,accepted,,6.946934361311231e-05,false,6.3300048374716092e-05,0.45873955306508396,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,91,1,2.9486652453187765,0.035670928180133933,0.035670928180133933,validated,accepted,,5.3577294942963626e-05,false,9.0756963929915118e-05,0.47844862644986569,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,92,1,2.9843361734989102,0.039238020998147327,0.039238020998147327,validated,accepted,,2.7388764671030342e-05,false,0.0001339633774298644,0.49595361349175882,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,93,1,3.0235741944970576,0.021580911548981032,0.021580911548981032,validated,accepted,,7.8875605440738769e-05,false,4.3062758482217045e-05,0.39342849359827825,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,94,1,3.0451551060460385,0.023739002703879138,0.023739002703879138,validated,accepted,,7.1758492494583269e-05,false,5.5665231284804666e-05,0.39742739269074429,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,95,1,3.0688941087499177,0.026112902974267053,0.026112902974267053,validated,accepted,,6.1363514521382899e-05,false,7.3699382428445791e-05,0.39892573582124763,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,96,1,3.095007011724185,0.02872419327169376,0.02872419327169376,validated,accepted,,4.6493293003972014e-05,false,9.9022055172746405e-05,0.39664557410750029,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,97,1,3.1237312049958788,0.031596612598863136,0.031596612598863136,validated,accepted,,2.5828337612987342e-05,false,0.00013368140322466169,0.38888886016358948,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,98,1,3.1553278175947419,0.017378136929374725,0.017378136929374725,validated,accepted,,7.7394207871603961e-05,false,4.5420848480992343e-05,0.32717845030763643,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,99,1,3.1727059545241167,0.019115950622312198,0.019115950622312198,validated,accepted,,7.1483291136076313e-05,false,5.6389895024530304e-05,0.35835136073002399,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,100,1,3.1918219051464289,0.02102754568454342,0.02102754568454342,validated,accepted,,6.3436093703018388e-05,false,7.1316643289203555e-05,0.39481160316057801,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,101,1,3.2128494508309724,0.023130300252997765,0.023130300252997765,validated,accepted,,5.2366666966912248e-05,false,9.1970440059314105e-05,0.437467936436369,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,102,1,3.2359797510839701,0.025443330278297541,0.025443330278297541,validated,accepted,,3.7119596965718972e-05,false,0.00012076375422368624,0.48755257464129736,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,103,1,3.2614230813622678,0.013993831653063648,0.013993831653063648,validated,accepted,,7.8363821297464779e-05,false,4.454042271051634e-05,0.45555098661392718,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,104,1,3.2754169130153312,0.015393214818370015,0.015393214818370015,validated,accepted,,7.3831374017422304e-05,false,5.3491038610231813e-05,0.48341482079048881,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,105,1,3.2908101278337014,0.016932536300207017,0.016932536300207017,validated,accepted,,6.8019675482592251e-05,false,6.4984230907465633e-05,0.51450401122848388,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,106,1,3.3077426641339085,0.018625789930227721,0.018625789930227721,validated,accepted,,6.0094943364667637e-05,false,8.0732080051511046e-05,0.54895228820604081,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,107,1,3.3263684540641361,0.020488368923250497,0.020488368923250497,validated,accepted,,4.9571502809231436e-05,false,0.0001017912264027928,0.58681282114663669,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,108,1,3.3468568229873865,0.022537205815575549,0.022537205815575549,validated,accepted,,3.5395732921298924e-05,false,0.00013041102380786712,0.62812772240561576,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,109,1,3.369394028802962,0.012395463198566553,0.012395463198566553,validated,accepted,,7.7863125906701185e-05,false,4.6202679177197937e-05,0.57115588709484999,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,110,1,3.3817894920015288,0.013635009518423209,0.013635009518423209,validated,accepted,,7.3744270516741282e-05,false,5.4603217039378154e-05,0.59248753664103038,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,111,1,3.395424501519952,0.014998510470265531,0.014998510470265531,validated,accepted,,6.8625897877587196e-05,false,6.503917912820287e-05,0.61537186480578809,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,112,1,3.4104230119902175,0.016498361517292084,0.016498361517292084,validated,accepted,,6.2249307865004032e-05,false,7.804481836830582e-05,0.63968558531911179,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,113,1,3.4269213735075095,0.018148197669021295,0.018148197669021295,validated,accepted,,5.4048076703892209e-05,false,9.4771551829108007e-05,0.66519100528860642,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,114,1,3.4450695711765307,0.019963017435923425,0.019963017435923425,validated,accepted,,4.3623430705494916e-05,false,0.00011602970360753788,0.69150603856182535,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,115,1,3.4650325886124542,0.021959319179515768,0.021959319179515768,validated,accepted,,3.0635006242382744e-05,false,0.00014248887828498439,0.71813511370400385,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,116,1,3.4869919077919702,0.012077625548733673,0.012077625548733673,validated,accepted,,7.7233264881024352e-05,false,4.772258085112964e-05,0.63770746929242084,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,117,1,3.499069533340704,0.013285388103607042,0.013285388103607042,validated,accepted,,7.3482564053311991e-05,false,5.5399282902451163e-05,0.65120107359139501,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,118,1,3.5123549214443113,0.014613926913967746,0.014613926913967746,validated,accepted,,6.8918514113138949e-05,false,6.4695574920342578e-05,0.66492721403247745,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,119,1,3.5269688483582788,0.016075319605364524,0.016075319605364524,validated,accepted,,6.3257340888494835e-05,false,7.6159588049145986e-05,0.67861607898413656,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,120,1,3.5430441679636435,0.017682851565900978,0.017682851565900978,validated,accepted,,5.6326675042098698e-05,false,9.0101481886376502e-05,0.69190894563077754,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,121,1,3.5607270195295446,0.019451136722491078,0.019451136722491078,validated,accepted,,4.7818680717178523e-05,false,0.00010707252790183926,0.70504501350760063,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,122,1,3.5801781562520358,0.021396250394740187,0.021396250394740187,validated,accepted,,3.728305878749736e-05,false,0.00012784456591743282,0.71854336784574102,true,true
