source,decision,horizon,schedule_source_mode,source_schedule_steps,frozen_replayed_steps,replay_rejected_attempts,replay_h_modified_count,replay_reached_source_schedule_end,source_schedule_end_time,replay_reached_t,replay_expected_source_time,replay_reached_expected_source_time,state_identity_preserved_for_handoff,handoff_first_h_try,continuation_reached_t,continuation_reached_h10,continuation_accepted_steps,continuation_rejected_attempts,total_accepted_steps,total_rejected_attempts,pure_range_adaptive_reached_t,extension_vs_pure_range_adaptive,accepted_raw_target_violations,accepted_nonfinite_enclosures,accepted_sample_sanity_violations,max_reconstruction_polynomial_abs_diff,max_reconstruction_remainder_endpoint_diff,terminal_raw_target_rejection,continuation_minimum_accepted_margin,continuation_minimum_margin_step,continuation_minimum_margin_time,continuation_minimum_margin_h,first_handoff_margin_lt_2e_6_step,first_handoff_margin_lt_2e_6_time,first_handoff_margin_lt_2e_6_h,first_handoff_margin_lt_2e_6_margin,width_improvement_at_handoff_vs_pure_range,final_common_width_improvement_vs_pure_range,width_advantage_lost_ge_5pct_in_first_20_continuation_steps,flowstar_time_aligned_final_width_ratio,flowstar_time_aligned_tube_ratio,schedule_distance_vs_flowstar_h10,notes
torch,centering_effect_does_not_survive_continuation,10,constant_adaptive_h10,308,308,0,0,true,6.3172908799330765,6.3172908799330765,6.3172908799330765,true,true,0.0039859994324420315,6.4065548591418384,false,28,5,336,5,6.3909311096815973,0.015623749460241143,0,0,0,4.4408920985006262e-16,0,true,7.1466828532850411e-07,323,6.3732435565159591,0.0041626272081150793,323,6.3732435565159591,0.0041626272081150793,7.1466828532850411e-07,0.037533661633505563,0.024816808012121078,false,11.720259517741971,1.1551361093224506,4.1946742540379898,"terminal validation rejection is safe failure-to-progress, not an accepted unsound enclosure"
