checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6183308773731324,0.10751738125000003,6,0.6938725686443699,passed
0.5,0.589351188899744,0.5091465448253037,30,0.7624361175665264,passed
1.0,0.20061652088272414,1.0316694632848293,49,0.28060254509564175,passed
4.0,0.38602233490425786,4.0,137,0.46496721788306045,passed
