lane,segment_index,physical_time,controller_period,state,enclosure_kind,torch_width_median,torch_width_p95,torch_width_max,xiangru_width_median,xiangru_width_p95,xiangru_width_max,torch_over_xiangru_ratio_median,torch_over_xiangru_ratio_p95,torch_over_xiangru_ratio_max,torch_hull_width,xiangru_hull_width,maximum_lower_abs_difference,maximum_upper_abs_difference,torch_contains_xiangru_leaf_count,xiangru_contains_torch_leaf_count,minimum_torch_property_margin,minimum_xiangru_property_margin
common_control_plant_replay,3,0.30000000000000004,1,x4,endpoint,0.19188351008479357,0.1932380630143131,0.19337105320990622,0.19188351006535825,0.19323806299487403,0.19337105319046688,1.0000000001012872,1.0000000001021159,1.0000000001022735,0.2331597318454946,0.2331597318260567,9.719502980232164e-12,9.720446669803096e-12,48,0,1.324853788709112,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,endpoint,0.3062783669199458,0.3107935433516822,0.31123684400365725,0.30627836690252686,0.310793543334246,0.3112368439862223,1.000000000056873,1.0000000000578568,1.0000000000580416,0.44386577278895345,0.44386577277152206,8.713030297258229e-12,8.72546479513403e-12,48,0,N/A,N/A
common_control_plant_replay,3,0.30000000000000004,1,x1,tube,0.09878121306653201,0.10322450506106275,0.10396114993932981,0.0972522247452342,0.10167361410889207,0.10240584816398851,1.015721889898034,1.0162344624459823,1.0163149554788262,0.20404399856472993,0.2025124586276062,0.0003136028615394193,0.0012416989138018808,48,0,1.4319636192554122,1.4331916841788863
common_control_plant_replay,3,0.30000000000000004,1,x2,tube,0.08193733795834335,0.08635147766193403,0.08693914789796342,0.07602406082977697,0.08037894281458348,0.08115181020035311,1.0777728620993154,1.083413720600192,1.0852095666893429,0.18418092603405845,0.1785136619526113,0.0002986756811571567,0.00589041027630155,48,0,1.1096924989275996,1.1099828592077015
common_control_plant_replay,3,0.30000000000000004,1,x3,tube,0.19929973133474876,0.2008937347379846,0.20127650539619016,0.19048315209176547,0.1920243634945249,0.1924248434114449,1.0463410167005094,1.0480395489000207,1.0489308259324046,0.20419656849578008,0.19513949972228622,0.009057068763670462,0.00019434783270232125,48,0,1.6870753632030886,1.696132431966759
common_control_plant_replay,3,0.30000000000000004,1,x4,tube,0.19436622473694723,0.20068140488323347,0.20208197641602588,0.1918835100653582,0.19323806299487403,0.193371053190467,1.0145395597144993,1.041134652242075,1.0501044216701274,0.2331597318454946,0.23315973182605676,0.00964208924286869,0.003886956467297087,48,0,1.324853788709112,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,tube,0.3062783669199458,0.3107935433516822,0.31123684400365725,0.30627836690252686,0.310793543334246,0.3112368439862223,1.000000000056873,1.0000000000578568,1.0000000000580416,0.44386577278895345,0.44386577277152206,8.713030297258229e-12,8.72546479513403e-12,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,endpoint,0.020981905467688494,0.021035516552578414,0.021050473586450347,0.019640121572754132,0.019671349130050454,0.019680042225092398,1.0683185119122136,1.0693479315424854,1.0696355904973935,0.13403589731415644,0.13268579290944288,0.0009479775597602824,0.00042271578119423836,48,0,1.5895030751180843,1.589924883971222
common_control_plant_replay,4,0.4,1,x2,endpoint,0.027302211382732866,0.02736210433176356,0.027368441416785294,0.025892467164029154,0.025929073486526143,0.025930639824725654,1.0544584201124008,1.0552691967812473,1.0554583466203646,0.13807931290182662,0.13665672031266696,0.0008912344554011797,0.0005521333525198013,48,0,1.0700108574774578,1.0708863701961073
common_control_plant_replay,4,0.4,1,x3,endpoint,0.16450226937084161,0.16486348348538019,0.1648989475375384,0.1645022693423823,0.1648634834569198,0.1648989475090779,1.0000000001730025,1.00000000017344,1.0000000001735214,0.17550926184036175,0.17550926181190196,1.4230366884859791e-11,1.4230137901360962e-11,48,0,1.7845297278446561,1.7845297278588863
common_control_plant_replay,4,0.4,1,x4,endpoint,0.2225113467813313,0.2243174173540259,0.22449473761481686,0.222511346753411,0.22431741732609867,0.2244947375868891,1.0000000001254783,1.0000000001266556,1.0000000001268787,0.2775463091289334,0.27754630910100897,1.3963663558769213e-11,1.3964607248340144e-11,48,0,1.299805051611346,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,endpoint,0.30627836692425525,0.31079354335599163,0.31123684400797025,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.0000000000774738,1.0000000000787914,1.0000000000790368,0.4438657727932611,0.4438657727695219,1.1869616400872474e-11,1.1882050898748275e-11,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,tube,0.10543922051555474,0.10991228702606079,0.1109362017670949,0.10363258502119796,0.10807639927158232,0.10909221370260525,1.0174333905129036,1.017919107267159,1.0180203784502146,0.2160755310386947,0.2142645840364895,0.000493599338467321,0.0013503887260223335,48,0,1.5076135450535133,1.5089505747254293
common_control_plant_replay,4,0.4,1,x2,tube,0.07634199283017457,0.0807081643312826,0.08167430306318602,0.0699471539376802,0.07431042399427003,0.07536343199277273,1.0914036528141104,1.0982449252483637,1.1004612929600477,0.18445300197445846,0.17831763458068406,0.0003913866802710553,0.00630731397514217,48,0,1.0652854322087921,1.0656604228918347
common_control_plant_replay,4,0.4,1,x3,tube,0.22019783094217735,0.22250727438451426,0.22302536782859872,0.20986710546902648,0.2120963970167422,0.21263304104899866,1.0493433167793424,1.051034487656615,1.0519179629888,0.2293431749030882,0.2187410177483916,0.010602157140466917,0.0001943478371087895,48,0,1.7306958147819298,1.7412979719223967
common_control_plant_replay,4,0.4,1,x4,tube,0.22502906647785526,0.23160627424289568,0.23289527214525857,0.22251134675341105,0.2243174173260988,0.2244947375868892,1.0125398692163874,1.035449709210523,1.0431890337979075,0.2775463091289334,0.277546309101009,0.009642089247112129,0.0038869564715403593,48,0,1.299805051611346,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,tube,0.30627836692425525,0.31079354335599163,0.31123684400797025,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.0000000000774738,1.0000000000787914,1.0000000000790368,0.4438657727932611,0.4438657727695219,1.1869616400872474e-11,1.1882050898748275e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,endpoint,0.023164708857221855,0.02323499570219499,0.023256248207567942,0.021407031628868367,0.02144711242691935,0.02145897656983642,1.0820846064244414,1.0833674489750127,1.083753837555228,0.13993565990662069,0.13817152726259366,0.0012620893777823272,0.0005353888375815852,48,0,1.6742720368743813,1.674805924728875
common_control_plant_replay,5,0.5,1,x2,endpoint,0.02996330463596425,0.030042629484617868,0.030054834517662554,0.028142325196003903,0.028192128757242578,0.028195818085981816,1.064706074605519,1.0656729948873505,1.065935272928795,0.14495034575395238,0.14311710630075813,0.0011174067613446415,0.000748245267408798,48,0,1.0355859081832635,1.0366789187253342
common_control_plant_replay,5,0.5,1,x3,endpoint,0.1882847958881916,0.18884919294215863,0.1889046055236559,0.188284795850016,0.1888491929039809,0.18890460548547797,1.0000000002027547,1.0000000002034526,1.0000000002035823,0.2054832216218171,0.20548322158364046,1.908906366310248e-11,1.908886937407317e-11,48,0,1.8258276997591494,1.825827699778238
common_control_plant_replay,5,0.5,1,x4,endpoint,0.2531391834783302,0.2553967716942007,0.2556184220201898,0.2531391834412636,0.25539677165712327,0.25561842198311147,1.0000000001464275,1.0000000001479323,1.0000000001482172,0.32193288641283413,0.32193288637576123,1.8539059176703176e-11,1.853972531051795e-11,48,0,1.274756314513349,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,endpoint,0.30627836692856114,0.3107935433603046,0.3112368440122797,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000000980633,1.00000000009973,1.000000000100044,0.44386577279757056,0.4438657727675217,1.502442614764732e-11,1.503686064552312e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,tube,0.11119320900992243,0.11569848242524378,0.11695355471518881,0.1091009305259802,0.11356832381675205,0.11481219560126849,1.0191774526881865,1.019639559872183,1.0197589135377327,0.22610604197380416,0.22400962148862966,0.0006844697779092024,0.0014568893360111246,48,0,1.5882575433362858,1.5897013386317913
common_control_plant_replay,5,0.5,1,x2,tube,0.07022484810632051,0.07467057971356991,0.07582953330856501,0.06339443142188594,0.06784381328800113,0.06904082768493336,1.107741427041736,1.1162718279667936,1.1190987423682845,0.18310732668440755,0.17654978665292365,0.0004629658596045916,0.006695096251895127,48,0,1.0306580098909377,1.0310957487756902
common_control_plant_replay,5,0.5,1,x3,tube,0.2441472957463477,0.24721414528117677,0.2478555598339758,0.23228833884390995,0.2352560496389807,0.23592256825862695,1.0511541801202453,1.0528170014251725,1.0536765624987159,0.25892843903878565,0.24678119350199218,0.01214724551770549,0.00019434784196731628,48,0,1.7723824823421808,1.7845297278598862
common_control_plant_replay,5,0.5,1,x4,tube,0.2557631133167737,0.2625311436030197,0.2637085678749529,0.25313918344126374,0.25539677165712327,0.2556184219831114,1.0110237467648837,1.031145326159043,1.0379510485727044,0.32193288641283413,0.3219328863757613,0.009642089251686414,0.003886956476114367,48,0,1.274756314513349,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,tube,0.30627836692856114,0.3107935433603046,0.3112368440122797,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000000980633,1.00000000009973,1.000000000100044,0.44386577279757056,0.4438657727675217,1.502442614764732e-11,1.503686064552312e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,endpoint,0.025343387834567466,0.02543262355741347,0.025458914876922922,0.023172984325999207,0.023222729367604184,0.023236754865470804,1.0936319160681798,1.0951608273164823,1.0956312542055597,0.14468222162805716,0.14250859543400607,0.0015764858353134181,0.0006456741761386997,48,0,1.7622414890455933,1.762884872478132
common_control_plant_replay,6,0.6000000000000001,1,x2,endpoint,0.03260586556642742,0.0327088798643972,0.03272612153081034,0.030391985030740476,0.030458126955220773,0.03046472268356548,1.0728201118519394,1.0739106597314885,1.074230081485849,0.15063366033066616,0.1484111344134642,0.001304989640957932,0.0009633034590108558,48,0,1.011227523044488,1.01249899564916
common_control_plant_replay,6,0.6000000000000001,1,x3,endpoint,0.21513010607528987,0.21594283783300308,0.21602263195035926,0.21513010602642502,0.21594283778413445,0.21602263190149018,1.0000000002271412,1.0000000002281253,1.0000000002283085,0.23989583913171095,0.23989583908284418,2.4434565482067683e-11,2.4434496093128644e-11,48,0,1.865191887655028,1.8651918876794618
common_control_plant_replay,6,0.6000000000000001,1,x4,endpoint,0.28376702017579036,0.2864761260348378,0.286742106426025,0.2837670201289165,0.28647612598794786,0.2867421063791338,1.0000000001651843,1.000000000166998,1.0000000001673413,0.3663194636971964,0.3663194636503134,2.344546778942913e-11,2.344624494554637e-11,48,0,1.2497075774151212,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,endpoint,0.30627836693286703,0.31079354336461407,0.3112368440165927,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001186526,1.000000000120661,1.000000000121039,0.4438657728018782,0.4438657727655215,1.8181012251261564e-11,1.8193446749137365e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,tube,0.1160083299482969,0.12059946870474536,0.12197490304077752,0.1136239516577966,0.11816869361188478,0.11952937632612726,1.0209826676289095,1.0214275204224939,1.0215579802496029,0.23406325897225036,0.23167684922872173,0.0008814124123314171,0.001564114302318842,48,0,1.6730205408920464,1.674571781297034
common_control_plant_replay,6,0.6000000000000001,1,x2,tube,0.06368199290095794,0.06825255805037093,0.06949765380407003,0.056469106564123184,0.061026918011182534,0.06228762201520699,1.1276517209327828,1.138696531271303,1.1424338503323928,0.18018779550885833,0.1732644856092569,0.0005020412996863399,0.007054288287855481,48,0,1.006147265818437,1.0066148854353048
common_control_plant_replay,6,0.6000000000000001,1,x3,tube,0.2711451858244646,0.2750135031139001,0.2757670814123707,0.2577620162748514,0.2615091639934701,0.2622934250403098,1.0520321056627164,1.0536363586263338,1.0544602729977623,0.29295236090292165,0.27926002698306795,0.013692333895420822,0.0001943478473126481,48,0,1.812135365883817,1.825827699779238
common_control_plant_replay,6,0.6000000000000001,1,x4,tube,0.28641769232336056,0.2934560129636058,0.29452186360510885,0.2837670201289164,0.28647612598794786,0.2867421063791337,1.0098347022690741,1.0277730603516526,1.033846170030421,0.3663194636971964,0.36631946365031337,0.009642089256591602,0.0038869564810194435,48,0,1.2497075774151212,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,tube,0.30627836693286703,0.31079354336461407,0.3112368440165927,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001186526,1.000000000120661,1.000000000121039,0.4438657728018782,0.4438657727655215,1.8181012251261564e-11,1.8193446749137365e-11,48,0,N/A,N/A
common_control_plant_replay,7,0.7000000000000001,1,x1,endpoint,0.02752367738351337,0.027631040851728517,0.027661858990888327,0.024946778027933228,0.025005785934627857,0.025021418140848142,1.1032151154642635,1.1049858853932124,1.1055272261219118,0.14826165996427162,0.1456872141146864,0.001884512816592021,0.0007559280334481638,48,0,1.8524592547440868,1.853211568694194
common_control_plant_replay,7,0.7000000000000001,1,x2,endpoint,0.0352384798587973,0.03536439876436947,0.03538605605743261,0.03265171366699421,0.03273500162681263,0.03274294804586486,1.0791887205085664,1.080359542563943,1.080722969961819,0.1550998015762699,0.15251114690214196,0.0014469878914747936,0.001201785755218121,48,0,0.997169121317095,0.9985742674842311
common_control_plant_replay,7,0.7000000000000001,1,x3,endpoint,0.24503819993218567,0.24614441815796306,0.24625302681769795,0.2450381998715893,0.24614441809736043,0.2462530267570947,1.0000000002472937,1.0000000002485725,1.0000000002488105,0.27874711437009253,0.27874711430949317,3.0301594566850554e-11,3.0301650078001785e-11,48,0,1.8186305940976402,1.8186305941279393
common_control_plant_replay,7,0.7000000000000001,1,x4,endpoint,0.31439485687371177,0.317555480375937,0.3178657908323222,0.3143948568163692,0.31755548031857245,0.317865790774956,1.0000000001823903,1.0000000001844938,1.0000000001848919,0.41070604098202046,0.41070604092466567,2.8683000419249538e-11,2.8683833086518007e-11,48,0,1.2246588403166627,1.2246588403453411
common_control_plant_replay,7,0.7000000000000001,1,u1,endpoint,0.3062783669371729,0.31079354336892584,0.3112368440209021,0.30627836689452614,0.3107935433262453,0.3112368439782216,1.000000000139242,1.0000000001415956,1.0000000001420342,0.44386577280618766,0.44386577276352135,2.1335821998036408e-11,2.134825649591221e-11,48,0,N/A,N/A
common_control_plant_replay,7,0.7000000000000001,1,x1,tube,0.11986158409630784,0.12454899037375089,0.12597481563962384,0.11718121093306416,0.1218115713232292,0.12322046955161202,1.0228746921069352,1.0233052781702028,1.023440138637988,0.2399000019626356,0.23722071909752737,0.0010789507452354102,0.0016753953427764146,48,0,1.7609835773917029,1.7626462904286768
common_control_plant_replay,7,0.7000000000000001,1,x2,tube,0.05680508246587357,0.06147112485350384,0.06277419320540334,0.049276875611047544,0.053893782995525365,0.055203530061232686,1.1527531075425408,1.1676529699406388,1.1728130717898273,0.175752524189967,0.16852296548584966,0.0005029068402432335,0.007386328752124083,48,0,0.9919881874141026,0.9924483962777351
common_control_plant_replay,7,0.7000000000000001,1,x3,tube,0.30114894142796034,0.30590534788273366,0.3067599325638326,0.2862841189787565,0.290854765283037,0.2917456113940272,1.0521823344528396,1.0537215530237984,1.0545023119947123,0.33141494049554554,0.3161775181915989,0.015237422273647522,0.00019434785317926084,48,0,1.8186305940976402,1.8186305941279393
common_control_plant_replay,7,0.7000000000000001,1,x4,tube,0.31697772698676796,0.3243808823246536,0.3253351593357263,0.31439485681636914,0.3175554803185724,0.31786579077495614,1.0088771960832998,1.0250597158697008,1.0305426067449786,0.41070604098202046,0.41070604092466556,0.009642089261827413,0.0038869564862554773,48,0,1.2246588403166627,1.2246588403453413
common_control_plant_replay,7,0.7000000000000001,1,u1,tube,0.3062783669371729,0.31079354336892584,0.3112368440209021,0.30627836689452614,0.3107935433262453,0.3112368439782216,1.000000000139242,1.0000000001415956,1.0000000001420342,0.44386577280618766,0.44386577276352135,2.1335821998036408e-11,2.134825649591221e-11,48,0,N/A,N/A
common_control_plant_replay,8,0.8,1,x1,endpoint,0.029708401032064336,0.029835993587965765,0.029871748205328938,0.02674351235152796,0.02680734256000479,0.02682474542511764,1.1109839154100984,1.1129776570902215,1.1135892524578521,0.15067633057589747,0.1477140688451097,0.0021786048576335343,0.0008683979225777637,48,0,1.905375676066811,1.9074747284575062
common_control_plant_replay,8,0.8,1,x2,endpoint,0.037871210951657575,0.038031786308108974,0.03805643627164923,0.03493329309002796,0.03504412432605877,0.035053828720041924,1.0840786955015855,1.0852542892125447,1.0856570497787186,0.1583433451696743,0.15541395201046349,0.0015351961517133805,0.0014691435154660093,48,0,0.9935326015991344,0.9950197567814165
common_control_plant_replay,8,0.8,1,x3,endpoint,0.2780090774589332,0.2794539339170948,0.2795957901257282,0.27800907738548886,0.27945393384363887,0.27959579005227136,1.0000000002641798,1.000000000265755,1.0000000002660505,0.322037047337018,0.3220370472635673,3.6728460550694564e-11,3.672859238967874e-11,48,0,1.7398440412721414,1.7398440413088672
common_control_plant_replay,8,0.8,1,x4,endpoint,0.34502269357209436,0.3486348347174983,0.3489894752390818,0.3450226935036219,0.3486348346489971,0.3489894751705782,1.000000000198458,1.000000000200837,1.0000000002012868,0.45509261826730607,0.45509261819881774,3.42516570661644e-11,3.425260075573533e-11,48,0,1.1996101032179731,1.1996101032522186
common_control_plant_replay,8,0.8,1,u1,endpoint,0.3062783669414788,0.3107935433732365,0.3112368440252151,0.30627836689252597,0.31079354332424514,0.3112368439762214,1.0000000001598313,1.0000000001625267,1.0000000001630414,0.44386577281049533,0.44386577276152117,2.4492408101650653e-11,2.4504842599526455e-11,48,0,N/A,N/A
common_control_plant_replay,8,0.8,1,x1,tube,0.1227446950391225,0.1275152499520722,0.12894153824244892,0.11976638031948789,0.12446995531811256,0.12587656225590413,1.0248640705787624,1.0252861481134596,1.025421360405779,0.24359510824611838,0.24062216160870664,0.0012706271354635881,0.0017943488510811928,48,0,1.8511928058799678,1.8529746778488396
common_control_plant_replay,8,0.8,1,x2,tube,0.049717692412798886,0.05443201253779215,0.05577673487973289,0.04229590755281931,0.04656446869904467,0.047901437030576366,1.1688855424992464,1.1846508507098472,1.1904691045234426,0.1698866534864214,0.1629320807973279,0.00045856170616909164,0.007700433480379298,48,0,0.9883037229642417,0.9887136039750752
common_control_plant_replay,8,0.8,1,x3,tube,0.33412198448206754,0.3398896795877352,0.34083411328842006,0.31780613310964095,0.32329285350766135,0.3242791273197593,1.0517872827025325,1.0532670616680457,1.0540006858697295,0.3743161778167131,0.3575336671275652,0.016782510652422186,0.00019434785960395495,48,0,1.7398440412721414,1.7398440413088672
common_control_plant_replay,8,0.8,1,x4,tube,0.3475377616506363,0.3553699139441366,0.3561484550668054,0.3450226935036219,0.3486348346489971,0.34898947517057827,1.0080895973671598,1.0228293568252638,1.0278265863322527,0.45509261826730607,0.4550926181988178,0.009642089267394127,0.0038869564918221355,48,0,1.1996101032179731,1.1996101032522186
common_control_plant_replay,8,0.8,1,u1,tube,0.3062783669414788,0.3107935433732365,0.3112368440252151,0.30627836689252597,0.31079354332424514,0.3112368439762214,1.0000000001598313,1.0000000001625267,1.0000000001630414,0.44386577281049533,0.44386577276152117,2.4492408101650653e-11,2.4504842599526455e-11,48,0,N/A,N/A
common_control_plant_replay,9,0.9,1,x1,endpoint,0.031926618940616186,0.03206890106748485,0.03210871818498723,0.028574549440062835,0.028646304079816987,0.028663246894492095,1.1173146257757338,1.119503900508891,1.1202051987752026,0.15195943960744646,0.1486141638739083,0.0024547558349255483,0.0009914604769275248,48,0,1.8123249413300615,1.814691151579912
