backend_lane,h_attempted,segment_index,t_before,total_wall_s
hybrid_dense_core,0.1,0,0.0,0.49187284614890814
hybrid_dense_core,0.013750000000000002,1,0.0125,0.21765074599534273
hybrid_dense_core,0.015125000000000003,2,0.026250000000000002,0.2962091751396656
hybrid_dense_core,0.016637500000000003,3,0.04137500000000001,0.32428209763020277
hybrid_dense_core,0.018301250000000005,4,0.05801250000000001,0.35401201248168945
hybrid_dense_core,0.020131375000000007,5,0.07631375000000001,0.34021204710006714
hybrid_dense_core,0.02214451250000001,6,0.09644512500000002,0.5531703103333712
hybrid_dense_core,0.012179481875000005,7,0.10751738125000003,0.3392434846609831
hybrid_dense_core,0.013397430062500007,8,0.11969686312500004,0.34945701621472836
hybrid_dense_core,0.014737173068750008,9,0.13309429318750005,0.3501132568344474
hybrid_dense_core,0.01621089037562501,10,0.14783146625625004,0.35219456534832716
hybrid_dense_core,0.01783197941318751,11,0.16404235663187505,0.35734052397310734
hybrid_dense_core,0.019615177354506262,12,0.18187433604506256,0.4566223490983248
hybrid_dense_core,0.010788347544978445,13,0.19168192472231568,0.3753998000174761
hybrid_dense_core,0.01186718229947629,14,0.20247027226729414,0.3560833390802145
hybrid_dense_core,0.01305390052942392,15,0.21433745456677042,0.3588242093101144
hybrid_dense_core,0.014359290582366313,16,0.22739135509619435,0.3612243356183171
hybrid_dense_core,0.015795219640602945,17,0.24175064567856067,0.36806449480354786
hybrid_dense_core,0.017374741604663242,18,0.2575458653191636,0.3733118139207363
hybrid_dense_core,0.01911221576512957,19,0.27492060692382686,0.3679528022184968
hybrid_dense_core,0.02102343734164253,20,0.2940328226889564,0.46699846163392067
hybrid_dense_core,0.011562890537903391,21,0.3045445413597777,0.3643684918060899
hybrid_dense_core,0.012719179591693731,22,0.3161074318976811,0.41947306878864765
hybrid_dense_core,0.013991097550863106,23,0.3288266114893748,0.36559510603547096
hybrid_dense_core,0.015390207305949418,24,0.3428177090402379,0.3735705465078354
hybrid_dense_core,0.016929228036544362,25,0.3582079163461873,0.3630796726793051
hybrid_dense_core,0.0186221508401988,26,0.37513714438273166,0.3688843138515949
hybrid_dense_core,0.02048436592421868,27,0.39375929522293046,0.4075942365452647
hybrid_dense_core,0.02253280251664055,28,0.41424366114714917,0.358226110227406
hybrid_dense_core,0.02478608276830461,29,0.4367764636637897,0.48914660699665546
hybrid_dense_core,0.013632345522567535,30,0.449169505047942,0.3700838787481189
hybrid_dense_core,0.014995580074824289,31,0.46280185057050954,0.38806872069835663
hybrid_dense_core,0.01649513808230672,32,0.4777974306453338,0.37785007059574127
hybrid_dense_core,0.018144651890537395,33,0.49429256872764055,0.4001058004796505
hybrid_dense_core,0.019959117079591138,34,0.512437220618178,0.3933241730555892
hybrid_dense_core,0.021955028787550252,35,0.5323963376977692,0.3851017691195011
hybrid_dense_core,0.024150531666305278,36,0.5543513664853195,0.37197151128202677
hybrid_dense_core,0.026565584832935807,37,0.5785018981516248,0.37724866066128016
hybrid_dense_core,0.02922214331622939,38,0.6050674829845606,0.3733110446482897
hybrid_dense_core,0.03214435764785233,39,0.63428962630079,0.39420376252382994
hybrid_dense_core,0.03535879341263757,40,0.6664339839486423,0.53792913723737
hybrid_dense_core,0.019447336376950664,41,0.6841133806549611,0.376634718850255
hybrid_dense_core,0.02139207001464573,42,0.7035607170319117,0.390427740290761
hybrid_dense_core,0.023531277016110307,43,0.7249527870465574,0.37528504710644484
hybrid_dense_core,0.02588440471772134,44,0.7484840640626678,0.3801894159987569
hybrid_dense_core,0.028472845189493477,45,0.7743684687803891,0.3814725670963526
hybrid_dense_core,0.03132012970844283,46,0.8028413139698826,0.3725569350644946
hybrid_dense_core,0.03445214267928711,47,0.8341614436783253,0.3724004691466689
hybrid_dense_core,0.03789735694721583,48,0.8686135863576124,0.3833297397941351
hybrid_dense_core,0.041687092641937415,49,0.9065109433048283,0.367844988591969
hybrid_dense_core,0.04585580190613116,50,0.9481980359467657,0.37836277205497026
hybrid_dense_core,0.05044138209674428,51,0.9940538378528968,0.37566758040338755
hybrid_dense_core,0.05548552030641871,52,1.0444952199496411,0.47798493411391973
