checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6183308773731324,0.10751738125000003,6,0.6938725686443699,passed
0.5,0.589351188899744,0.5091465448253037,30,0.7624361175665264,passed
1.0,0.20061652088272414,1.0316694632848293,49,0.28060254509564175,passed
4.0,0.3856499264033617,4.001072003551557,137,0.4687361553437958,passed
6.0,1.901618190317059,6.00734338011771,233,1.9526869451203708,passed
