run_id,mode,order,candidate_order,output_order,truncation_range_split,validation_mode,cutoff_threshold,target_remainder_radius,segment_index,status,validation_attempts,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,step_rejections,next_h,message
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,0,validated,1,0,0.050000000000000003,0.050000000000000003,1.2152071951955128,1.5176153335711062,2.1485609686585061,2.352569998533816,0.30240813837559344,0.20400902987530989,0.50641716825090333,1,0.075000000000000011,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,1,validated,1,0.050000000000000003,0.087500000000000008,0.037500000000000006,1.2940908029209617,1.6026041327313505,1.9765457661727046,2.2566309650551593,0.30851332981038881,0.28008519888245464,0.58859852869284346,1,0.056250000000000008,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,2,validated,1,0.087500000000000008,0.14375000000000002,0.056250000000000008,1.4008089626581077,1.721414049397612,1.6960274800910626,2.0804283475907797,0.32060508673950427,0.38440086749971702,0.7050059542392213,0,0.084375000000000006,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,3,validated,1,0.14375000000000002,0.18593750000000003,0.042187500000000003,1.469569419625907,1.8041776544995609,1.4741659180490232,1.9298072132771094,0.33460823487365388,0.45564129522808616,0.79024953010174004,1,0.063281250000000011,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,4,validated,1,0.18593750000000003,0.21757812500000004,0.031640625000000006,1.5145924560518518,1.8623056807674254,1.3053438911853159,1.8101366776361014,0.34771322471557364,0.50479278645078551,0.85250601116635916,1,0.047460937500000008,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,5,validated,1,0.21757812500000004,0.26503906250000003,0.047460937500000008,1.5728846613842797,1.9415212259105845,1.0567591175621838,1.6228143733600537,0.36863656452630478,0.56605525579786997,0.93469182032417475,0,0.071191406250000006,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,6,validated,1,0.26503906250000003,0.30063476562500002,0.035595703125000003,1.6085057700755261,1.995522517654734,0.87594670741235703,1.4814007056039806,0.3870167475792079,0.6054539981916236,0.9924707457708315,1,0.053393554687500004,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,7,validated,1,0.30063476562500002,0.35402832031250003,0.053393554687500004,1.6510137206049917,2.0663706465698026,0.6231443218499203,1.2705948951008059,0.41535692596481089,0.64745057325088562,1.0628074992156966,0,0.080090332031250003,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,8,validated,1,0.35402832031250003,0.39407348632812506,0.040045166015625001,1.6737903702203583,2.1128292937322302,0.44853338002876419,1.1192436142602216,0.4390389235118719,0.67071023423145737,1.1097491577433294,1,0.060067749023437506,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,9,validated,1,0.39407348632812506,0.42410736083984379,0.030033874511718753,1.6861419882931552,2.1440788383679594,0.32708119074799769,1.0108786680471451,0.45793685007480422,0.68379747729914742,1.1417343273739515,1,0.045050811767578129,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,10,validated,1,0.42410736083984379,0.46915817260742193,0.045050811767578129,1.6985752108185805,2.1846168131801975,0.16321235292200292,0.85580798645090828,0.48604160236161698,0.69259563352890541,1.1786372358905224,0,0.06757621765136719,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,11,validated,1,0.46915817260742193,0.50294628143310549,0.033788108825683595,1.7029443170609693,2.2109365854125174,0.053034491619098463,0.7475354288830931,0.50799226835154809,0.69450093726399464,1.2024932056155428,1,0.050682163238525396,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,12,validated,1,0.50294628143310549,0.52828736305236823,0.025341081619262698,1.7037031062820347,2.228515622104418,-0.022554867405174529,0.67094715611422262,0.52481251582238331,0.69350202351939716,1.2183145393417805,1,0.038011622428894047,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,13,validated,1,0.52828736305236823,0.56629898548126223,0.038011622428894047,1.7016427804660232,2.2511635700838819,-0.12372050480846314,0.56220115029972084,0.54952078961785866,0.68592165510818393,1.2354424447260426,0,0.057017433643341067,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,14,validated,1,0.56629898548126223,0.59480770230293278,0.028508716821670534,1.6975095242546288,2.2657225613018435,-0.19145068926794079,0.48631885963273114,0.56821303704721471,0.67776954890067187,1.2459825859478866,1,0.042763075232505804,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,15,validated,1,0.59480770230293278,0.63757077753543856,0.042763075232505804,1.688088917801384,2.2835065180057623,-0.27962036164391135,0.37995388206911179,0.59541760020437828,0.6595742437130232,1.2549918439174015,0,0.064144612848758706,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,16,validated,1,0.63757077753543856,0.66964308395981786,0.032072306424379353,1.6785012497878566,2.2941833448500666,-0.33705813243672034,0.30672204875595305,0.61568209506220994,0.64378018119267333,1.2594622762548833,1,0.048108459636569026,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,17,validated,1,0.66964308395981786,0.6936973137781024,0.024054229818284513,1.6700701528358606,2.3007881263522085,-0.37566239931761963,0.2552294744738684,0.63071797351634795,0.63089187379148803,1.2616098473078359,1,0.036081344727426773,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,18,validated,1,0.6936973137781024,0.72977865850552914,0.036081344727426773,1.6558350226417102,2.308409965242129,-0.42643021506118967,0.18250642684668483,0.65257494260041882,0.60893664190787455,1.2615115845082934,0,0.054122017091140159,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,19,validated,1,0.72977865850552914,0.75683966705109917,0.02706100854557008,1.6439367817089088,2.312553339637633,-0.45982324539324465,0.13173340019823315,0.66861655792872421,0.5915566455914778,1.260173203520202,1,0.040591512818355116,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,20,validated,1,0.75683966705109917,0.79743117986945433,0.040591512818355116,1.6245105224336203,2.316299658658961,-0.50266511152710769,0.060434782771582631,0.69178913622534077,0.56309989429869034,1.2548890305240312,0,0.060887269227532674,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,21,validated,1,0.79743117986945433,0.82787481448322064,0.030443634613766337,1.6087986679076067,2.3173598605077244,-0.53012190090600808,0.010918192928349715,0.70856119260011763,0.5410400938343578,1.2496012864344754,1,0.045665451920649504,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,22,validated,1,0.82787481448322064,0.85070754044354535,0.022832725960324752,1.596469689459409,2.3172183635056935,-0.5494869448347498,-0.023081797852233549,0.72074867404628451,0.52640514698251628,1.2471538210288009,1,0.03424908894048713,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,23,validated,1,0.85070754044354535,0.88495662938403252,0.03424908894048713,1.5771589296595625,2.3156354380566286,-0.5777003136047697,-0.068708118000767732,0.73847650839706613,0.508992195604002,1.2474687040010681,0,0.051373633410730694,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,24,validated,1,0.88495662938403252,0.91064344608939785,0.025686816705365347,1.5620473890607069,2.3134823087434193,-0.59855008902450257,-0.098731084388444329,0.75143491968271237,0.49981900463605822,1.2512539243187706,1,0.038530225058048019,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,25,validated,1,0.91064344608939785,0.94917367114744589,0.038530225058048019,1.5383870785128475,2.3089050825461528,-0.62908090873913802,-0.13829268592823679,0.77051800403330528,0.49078822281090123,1.2613062268442066,0,0.057795337587072032,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,26,validated,1,0.94917367114744589,0.97807133994098194,0.028897668793536016,1.51987356851891,2.3045411268901024,-0.6518657085474644,-0.16359168759811601,0.7846675583711924,0.48827402094934835,1.2729415793205408,1,0.043346503190304024,
flowstar_style_o6_target_truncsplit2,flowstar_style,6,6,6,2,target_remainder,,0.0001,27,validated,1,0.97807133994098194,0.99974459153613393,0.021673251595152012,1.5055570133246767,2.300814924075453,-0.66897087629497443,-0.1803001117624547,0.79525791075077623,0.48867076453251973,1.2839286752832959,1,0.032509877392728016,
