system,tool,mode,h,steps,order,setting_label,status,endpoint_width_sum,endpoint_width_max,last_segment_width_sum,last_segment_width_max,tube_width_sum,tube_width_max,box_source,endpoint_box_available,last_segment_box_available,tube_box_available,final_width_sum,final_width_max,flowpipe_width_sum,flowpipe_width_max,runtime_s,num_segments,validation_attempts,term_count,actual_degree,remainder_radius,containment_failures,flowstar_internal_reach_s,flowstar_wall_compile_s,flowstar_wall_run_s,flowstar_wall_total_s,flowstar_compile_s,flowstar_run_s,flowstar_model_path,flowstar_stdout_path,flowstar_stderr_path,failure_reason
van_der_pol,torch_tm_flowpipe,range_only,0.01,10,2,torch_default,validated,1.1214909853270234,0.7738958256511678,1.211685963644311,0.84512439958142,1.3992472893275583,0.8451243995814207,torch_endpoint_last_segment_tube,True,True,True,1.1214909853270234,0.7738958256511678,1.3992472893275583,0.8451243995814207,0.42665115743875504,10,30,2,1,5e-324,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,dependency_preserving,0.01,10,2,torch_default,validated,1.1085361417386759,0.7580376915325305,1.3304853124404588,0.9450187998025451,1.50623913511117,0.9450187998025458,torch_endpoint_last_segment_tube,True,True,True,1.1085361417386759,0.7580376915325305,1.50623913511117,0.9450187998025458,0.5924068735912442,10,24,4,1,0.30835026953552264,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,range_only,0.01,10,3,torch_default,validated,0.7628330938734603,0.4303256629047621,0.8793148852201405,0.5275608768099921,1.2204166952978877,0.679854665575354,torch_endpoint_last_segment_tube,True,True,True,0.7628330938734603,0.4303256629047621,1.2204166952978877,0.679854665575354,0.8315249383449554,10,30,2,1,5e-324,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,dependency_preserving,0.01,10,3,torch_default,validated,0.8086071882457339,0.46527553954897743,1.0106960083646244,0.63280438074111,1.2788168402579074,0.7224049820768718,torch_endpoint_last_segment_tube,True,True,True,0.8086071882457339,0.46527553954897743,1.2788168402579074,0.7224049820768718,1.093709503300488,10,24,4,1,0.1618968336429935,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,range_only,0.01,10,4,torch_default,validated,0.7301580006306433,0.4059764748354376,0.8156043745095839,0.4718586374671772,1.1727858437773708,0.6358136936506044,torch_endpoint_last_segment_tube,True,True,True,0.7301580006306433,0.4059764748354376,1.1727858437773708,0.6358136936506044,1.3099707309156656,10,20,2,1,5e-324,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,dependency_preserving,0.01,10,4,torch_default,validated,0.8017241021723965,0.47708001103688585,0.9417375504295928,0.5851990396693031,1.2341459870734661,0.6918594022932886,torch_endpoint_last_segment_tube,True,True,True,0.8017241021723965,0.47708001103688585,1.2341459870734661,0.6918594022932886,3.6947607323527336,10,20,12,3,0.04648678616122113,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,range_only,0.01,10,5,torch_default,validated,0.7295149197174619,0.4054839795738748,0.8151360087569602,0.4715669331684565,1.1724982460061952,0.6356017158234696,torch_endpoint_last_segment_tube,True,True,True,0.7295149197174619,0.4054839795738748,1.1724982460061952,0.6356017158234696,2.9293837286531925,10,30,2,1,5e-324,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,dependency_preserving,0.01,10,5,torch_default,validated,0.7832004652510401,0.4590065391477563,0.9248574803860776,0.5690020234029908,1.2202496271250483,0.6781501822942323,torch_endpoint_last_segment_tube,True,True,True,0.7832004652510401,0.4590065391477563,1.2202496271250483,0.6781501822942323,7.0992644261568785,10,26,12,3,0.03470763336687006,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,range_only,0.01,10,6,torch_default,validated,0.719082765409251,0.3955380625861234,0.8046586391004483,0.4615494641761249,1.1684059250289283,0.6318584342715629,torch_endpoint_last_segment_tube,True,True,True,0.719082765409251,0.3955380625861234,1.1684059250289283,0.6318584342715629,5.450727388262749,10,30,2,1,5e-324,0,,,,,,,,,,
van_der_pol,torch_tm_flowpipe,dependency_preserving,0.01,10,6,torch_default,validated,0.7697644157391642,0.4473538704049314,0.8977964690422433,0.5439166603028304,1.2085878498130236,0.6676630283840149,torch_endpoint_last_segment_tube,True,True,True,0.7697644157391642,0.4473538704049314,1.2085878498130236,0.6676630283840149,15.515118748880923,10,23,24,5,0.007579698978391536,0,,,,,,,,,,
