system,mode,h,steps,requested_order,status,final_width_sum,final_width_by_dim,poly_range_width_sum,poly_range_width_by_dim,remainder_width_sum,remainder_width_by_dim,remainder_radius_by_dim,max_final_degree,degree_by_dim,term_count_by_dim,runtime_s,validation_attempts,containment_failures,sampled_width_sum,sampled_width_by_dim,remainder_width_frac,poly_range_width_frac,width_over_sampled_ratio,quality_label
van_der_pol,dependency_preserving,0.005,5,3,validated,0.4714236544781255,"[0.3046483384150241, 0.1667753160631014]",0.4125302429630429,"[0.30243674860536635, 0.11009349435767658]",0.058893411515081096,"[0.0022115898096572934, 0.0566818217054238]","[0.0011057949048286467, 0.0283409108527119]",1,"[1, 1]","[2, 2]",0.554318256676197,14,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",0.12492672133789545,0.8750732786621014,1.0420920940800147,polynomial_range_dominated
van_der_pol,range_only,0.005,5,4,validated,0.46657675989658676,"[0.303256159194411, 0.16332060070217572]",0.4665767598965854,"[0.30325615919441057, 0.16332060070217483]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.6460477784276009,10,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",2e-323,0.9999999999999971,1.0313779297051866,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,5,4,validated,0.46943694854844253,"[0.30314512909601193, 0.16629181945243057]",0.46451466799267227,"[0.30293889496665655, 0.1615757730260157]",0.0049222805557687975,"[0.00020623412935502668, 0.004716046426413771]","[0.00010311706467751334, 0.0023580232132068856]",3,"[3, 3]","[6, 6]",1.5698159467428923,10,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",0.010485498789537341,0.9895145012104596,1.0377004380336576,polynomial_range_dominated
van_der_pol,range_only,0.005,5,5,validated,0.46654062173552113,"[0.3032475009932188, 0.16329312074230232]",0.4665406217355198,"[0.30324750099321834, 0.16329312074230143]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",1.440022861585021,15,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",2e-323,0.9999999999999971,1.0312980455254612,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,5,5,validated,0.46854547032095717,"[0.3031413525077605, 0.16540411781319667]",0.46528821340398474,"[0.3030739271954002, 0.1622142862085845]",0.0032572569169708864,"[6.74253123596829e-05, 0.0031898316046112033]","[3.371265617984145e-05, 0.0015949158023056016]",3,"[3, 3]","[6, 6]",3.4258970487862825,15,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",0.006951848055941382,0.9930481519440554,1.0357298063012823,polynomial_range_dominated
van_der_pol,range_only,0.005,5,6,validated,0.4656375063413528,"[0.30323395290619076, 0.16240355343516202]",0.4656375063413515,"[0.3032339529061903, 0.16240355343516114]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",2.821380709297955,15,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",2e-323,0.9999999999999971,1.0293016895866685,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,5,6,validated,0.4675481380260261,"[0.3030999117976095, 0.16444822622841662]",0.4669721302273665,"[0.3030830506090388, 0.1638890796183277]",0.0005760077986582125,"[1.686118857025206e-05, 0.0005591466100879605]","[8.43059428512603e-06, 0.00027957330504398023]",5,"[5, 5]","[12, 12]",7.251508425921202,13,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",0.0012319753877966444,0.9987680246122004,1.0335251818836364,polynomial_range_dominated
van_der_pol,range_only,0.005,5,7,validated,0.4655913770231209,"[0.3032290693959128, 0.16236230762720807]",0.4655913770231196,"[0.3032290693959124, 0.1623623076272072]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",3.942678359337151,10,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",2e-323,0.9999999999999971,1.029199719739848,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,5,7,validated,0.4675083374420056,"[0.3030934468625, 0.16441489057950556]",0.46741995835391925,"[0.3030913034542107, 0.16432865489970852]",8.837908808508666e-05,"[2.1434082888560705e-06, 8.623567979623058e-05]","[1.0717041444280352e-06, 4.311783989811529e-05]",5,"[5, 5]","[12, 12]",11.382672306150198,12,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",0.00018904280631369506,0.9998109571936836,1.0334372018394584,polynomial_range_dominated
van_der_pol,range_only,0.005,5,8,validated,0.46559052588398175,"[0.30322897063778403, 0.1623615552461977]",0.4655905258839804,"[0.3032289706377836, 0.1623615552461968]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",7.169639470055699,15,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",2e-323,0.9999999999999971,1.029197838278535,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,5,8,validated,0.46748783106042635,"[0.3030927477805159, 0.1643950832799104]",0.4674648020062572,"[0.3030922359732547, 0.16437256603300246]",2.3029054167897374e-05,"[5.118072608144753e-07, 2.25172469070829e-05]","[2.5590363040723766e-07, 1.125862345354145e-05]",7,"[7, 7]","[20, 20]",21.642460198141634,15,0,0.4523819508431357,"[0.3018226272898117, 0.15055932355332402]",4.926129117769633e-05,0.9999507387088196,1.0333918720433846,polynomial_range_dominated
van_der_pol,range_only,0.005,10,2,validated,0.7095612432267108,"[0.31354710279166437, 0.3960141404350464]",0.7095612432267094,"[0.3135471027916639, 0.3960141404350455]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.4190034009516239,30,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",1.5e-323,0.9999999999999981,1.4140029308797857,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,2,validated,0.7057439938658633,"[0.3140775841089421, 0.3916664097569212]",0.42510643429757106,"[0.3047704870334867, 0.12033594726408438]",0.28063755956829045,"[0.009307097075454924, 0.27133046249283554]","[0.004653548537727462, 0.13566523124641777]",1,"[1, 1]","[2, 2]",0.5790914874523878,23,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.3976478184830711,0.6023521815169264,1.4063959739952863,polynomial_range_dominated
van_der_pol,range_only,0.005,10,3,validated,0.5484106509617949,"[0.3100253006623542, 0.23838535029944066]",0.5484106509617935,"[0.31002530066235373, 0.23838535029943977]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.8185006286948919,30,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0928644640444445,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,3,validated,0.5567734112393944,"[0.31259842402197485, 0.2441749872174195]",0.4251166243786247,"[0.30474378790362194, 0.12037283647500276]",0.13165678686076834,"[0.007854636118352553, 0.12380215074241578]","[0.003927318059176277, 0.06190107537120789]",1,"[1, 1]","[2, 2]",1.097681856714189,24,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.23646385442095083,0.7635361455790467,1.1095296464450461,polynomial_range_dominated
van_der_pol,range_only,0.005,10,4,validated,0.5414648612727754,"[0.3081771312649369, 0.23328773000783845]",0.541464861272774,"[0.30817713126493645, 0.23328773000783756]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",1.319827077910304,20,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.079022999236015,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,4,validated,0.5558505884777593,"[0.30783313736260604, 0.2480174511151532]",0.5368710208356583,"[0.3070990394863889, 0.22977198134926938]",0.01897956764209939,"[0.0007340978762165783, 0.018245469765882812]","[0.00036704893810828916, 0.009122734882941406]",3,"[3, 3]","[6, 6]",3.713075184263289,20,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.034145088690247564,0.9658549113097497,1.1076906591806055,polynomial_range_dominated
van_der_pol,range_only,0.005,10,5,validated,0.5413888693821204,"[0.308159102363552, 0.23322976701856837]",0.541388869382119,"[0.30815910236355154, 0.23322976701856749]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",2.91684636939317,30,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0788715637438218,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,5,validated,0.5513385868047463,"[0.3077793184551572, 0.2435592683495891]",0.5384853530451953,"[0.30740153609360493, 0.23108381695159033]",0.012853233759549929,"[0.00037778236155196074, 0.012475451397997968]","[0.00018889118077598037, 0.006237725698998984]",3,"[3, 3]","[6, 6]",7.007634261623025,26,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.023312777424196202,0.9766872225758018,1.0986992103794253,polynomial_range_dominated
van_der_pol,range_only,0.005,10,6,validated,0.5393388165548497,"[0.30810667019234544, 0.23123214636250425]",0.5393388165548484,"[0.308106670192345, 0.23123214636250336]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",5.39206915628165,30,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0747862494261498,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,6,validated,0.5490035140578008,"[0.3075846267539744, 0.24141888730382635]",0.5471259558734275,"[0.3075100703766807, 0.23961588549674676]",0.0018775581843722307,"[7.455637729326692e-05, 0.0018030018070789638]","[3.727818864663346e-05, 0.0009015009035394819]",5,"[5, 5]","[12, 12]",15.269927801564336,23,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.0034199383725156914,0.9965800616274824,1.0940459126697255,polynomial_range_dominated
van_der_pol,range_only,0.005,10,7,validated,0.5392358693127292,"[0.30809507977580447, 0.23114078953692466]",0.5392358693127278,"[0.308095079775804, 0.23114078953692377]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",7.859710328280926,20,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0745810977165913,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,7,validated,0.5489086313620853,"[0.3075682752780327, 0.2413403560840526]",0.5482323554156167,"[0.30755233765069306, 0.24068001776492357]",0.0006762759464675977,"[1.593762733929922e-05, 0.0006603383191282984]","[7.96881366964961e-06, 0.0003301691595641492]",5,"[5, 5]","[12, 12]",24.889309847727418,24,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.0012320373698432427,0.9987679626301548,1.0938568318664657,polynomial_range_dominated
van_der_pol,range_only,0.005,10,8,validated,0.5392340104804859,"[0.30809485418512633, 0.23113915629535955]",0.5392340104804846,"[0.3080948541851259, 0.23113915629535867]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",14.311264980584383,30,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.074577393463766,polynomial_range_dominated
van_der_pol,dependency_preserving,0.005,10,8,validated,0.5487879301297903,"[0.307561830786159, 0.2412260993436313]",0.5486595744075787,"[0.3075579702337486, 0.24110160417383011]",0.00012835572221040238,"[3.86055240983423e-06, 0.00012449516980056816]","[1.930276204917115e-06, 6.224758490028408e-05]",7,"[7, 7]","[20, 20]",45.85401955153793,25,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.0002338894774526943,0.9997661105225452,1.0936163002733787,polynomial_range_dominated
van_der_pol,range_only,0.01,1,2,validated,0.456202090116003,"[0.3018056670049463, 0.15439642311105664]",0.45620209011600166,"[0.3018056670049459, 0.15439642311105575]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.04152121301740408,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2e-323,0.9999999999999971,1.0829830062037082,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,2,validated,0.45620208611599733,"[0.3018056650049444, 0.15439642111105292]",0.40500000000000386,"[0.3010000000000011, 0.10400000000000277]",0.05120208611599223,"[0.0008056650049428279, 0.0503964211110494]","[0.00040283250247141397, 0.0251982105555247]",1,"[1, 1]","[2, 2]",0.04063775669783354,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",0.11223553700053271,0.8877644629994645,1.0829829967080522,polynomial_range_dominated
van_der_pol,range_only,0.01,1,3,validated,0.42874846223468077,"[0.3017793014460806, 0.12696916078860013]",0.42874846223467944,"[0.3017793014460802, 0.12696916078859924]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.0799355199560523,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0178105462385378,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,3,validated,0.4287484582346751,"[0.3017792994460787, 0.1269691587885964]",0.4050050000000041,"[0.30099000000000103, 0.10401500000000309]",0.02374345823466935,"[0.0007892994460771013, 0.022954158788592246]","[0.00039464972303855064, 0.011477079394296123]",1,"[1, 1]","[2, 2]",0.0787660451605916,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",0.05537852738276994,0.9446214726172262,1.0178105367428818,polynomial_range_dominated
van_der_pol,range_only,0.01,1,4,validated,0.42630551568547037,"[0.3011189858616959, 0.12518652982377446]",0.42630551568546904,"[0.30111898586169544, 0.12518652982377357]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.12694421224296093,2,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0120112093762579,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,4,validated,0.4263055116854647,"[0.30111898386169395, 0.12518652782377074]",0.42458993333333855,"[0.3009899500000011, 0.12359998333333745]",0.001715578352124941,"[0.0001290338616925428, 0.001586544490432398]","[6.45169308462714e-05, 0.000793272245216199]",3,"[1, 3]","[2, 3]",0.12722490169107914,2,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",0.004024293153851417,0.9959757068461458,1.0120111998806018,polynomial_range_dominated
van_der_pol,range_only,0.01,1,5,validated,0.4262513487141574,"[0.30110583536340446, 0.12514551335075288]",0.42625134871415604,"[0.301105835363404, 0.125145513350752]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.2917681382969022,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0118826218254762,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,5,validated,0.4262513447141517,"[0.3011058333634025, 0.12514551135074917]",0.4251872331250071,"[0.30108787495833506, 0.12409935816667207]",0.0010641115891431986,"[1.7958405066933327e-05, 0.0010461531840762653]","[8.979202533466664e-06, 0.0005230765920381326]",3,"[3, 3]","[3, 5]",0.2907365309074521,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",0.0024964416003351313,0.9975035583996615,1.0118826123298201,polynomial_range_dominated
van_der_pol,range_only,0.01,1,6,validated,0.42558945121707487,"[0.3010981803016702, 0.1244912709154047]",0.42558945121707353,"[0.30109818030166974, 0.12449127091540381]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.5332723828032613,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0103113362993472,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,6,validated,0.4255894472170692,"[0.30109817830166824, 0.12449126891540098]",0.42519141770825924,"[0.3010895395418361, 0.12410187816642317]",0.0003980295088088807,"[8.638759831731687e-06, 0.000389390748977149]","[4.319379915865844e-06, 0.0001946953744885745]",3,"[3, 3]","[5, 6]",0.5317678498104215,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",0.0009352428999628562,0.9990647571000346,1.010311326803691,polynomial_range_dominated
van_der_pol,range_only,0.01,1,7,validated,0.42552103568745464,"[0.3010911737886573, 0.12442986189879736]",0.4255210356874533,"[0.30109117378865685, 0.12442986189879647]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.8941184934228659,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0101489239440677,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,7,validated,0.425521031687449,"[0.30109117178865535, 0.12442985989879364]",0.42548997254680226,"[0.30108954584183706, 0.12440042670496522]",3.105914064536307e-05,"[1.6259468177792477e-06, 2.943319382758382e-05]","[8.129734088896239e-07, 1.471659691379191e-05]",5,"[3, 5]","[6, 7]",0.8948248736560345,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",7.299084729653605e-05,0.9999270091527003,1.0101489144484117,polynomial_range_dominated
van_der_pol,range_only,0.01,1,8,validated,0.4255181890391782,"[0.3010907603931641, 0.1244274286460141]",0.4255181890391769,"[0.3010907603931637, 0.12442742864601321]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",1.4306431440636516,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.5e-323,0.9999999999999969,1.0101421662553705,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,1,8,validated,0.42551818503917255,"[0.3010907583931622, 0.12442742664601038]",0.4255067416915364,"[0.30109054102458127, 0.12441620066695515]",1.1443347634633613e-05,"[2.1736858056352986e-07, 1.1225979054070084e-05]","[1.0868429028176493e-07, 5.612989527035042e-06]",5,"[5, 5]","[7, 9]",1.4173052925616503,3,0,0.4212458436584108,"[0.30089185309695776, 0.12035399056145302]",2.68927346397197e-05,0.9999731072653567,1.0101421567597144,polynomial_range_dominated
van_der_pol,range_only,0.01,5,2,validated,0.714322821643543,"[0.3150954964902642, 0.3992273251532788]",0.7143228216435417,"[0.31509549649026375, 0.3992273251532779]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.208256458863616,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",1.5e-323,0.9999999999999981,1.423491732447353,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,2,validated,0.7127083067868089,"[0.31655885394301714, 0.3961494528437917]",0.4250959749900041,"[0.3047969950200012, 0.12029897997000295]",0.28761233179680357,"[0.011761858923015575, 0.275850472873788]","[0.005880929461507788, 0.137925236436894]",1,"[1, 1]","[2, 2]",0.3091726852580905,14,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.40354844900501,0.5964515509949884,1.420274351620591,polynomial_range_dominated
van_der_pol,range_only,0.01,5,3,validated,0.5590125034119077,"[0.31195056551461314, 0.2470619378972945]",0.5590125034119063,"[0.3119505655146127, 0.2470619378972936]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.40002915263175964,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999977,1.1139916755153574,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,3,validated,0.5669056713561681,"[0.3140995380789778, 0.2528061332771903]",0.42511688731952907,"[0.3047439778733812, 0.12037290944614788]",0.14178878403663794,"[0.009355560205596214, 0.13243322383104172]","[0.004677780102798107, 0.06621661191552086]",1,"[1, 1]","[2, 2]",0.5543635375797749,14,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.25011001159583873,0.7498899884041593,1.129721061405089,polynomial_range_dominated
van_der_pol,range_only,0.01,5,4,validated,0.5451067871573522,"[0.30827911787881784, 0.2368276692785343]",0.5451067871573508,"[0.3082791178788174, 0.2368276692785334]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.634115013293922,10,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0862805741444477,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,4,validated,0.5578772681160992,"[0.3080239763565978, 0.24985329175950136]",0.5352683319861306,"[0.3068031787689454, 0.2284651532171851]",0.022608936129966936,"[0.0012207975876518367, 0.0213881385423151]","[0.0006103987938259184, 0.01069406927115755]",3,"[3, 3]","[6, 6]",1.5809095781296492,10,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.040526720521012194,0.9594732794789848,1.1117293957603194,polynomial_range_dominated
van_der_pol,range_only,0.01,5,5,validated,0.5448141523231916,"[0.30820905703988993, 0.23660509528330168]",0.5448141523231903,"[0.3082090570398895, 0.2366050952833008]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",1.4323806250467896,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0856974158658206,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,5,validated,0.55441993117901,"[0.3080156881911525, 0.24640424298785749]",0.5384698015403856,"[0.3073949175681417, 0.23107488397224388]",0.015950129638622752,"[0.0006207706230103608, 0.01532935901561239]","[0.0003103853115051804, 0.007664679507806195]",3,"[3, 3]","[6, 6]",3.411353735253215,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.028769040832828222,0.9712309591671688,1.1048396669190825,polynomial_range_dominated
van_der_pol,range_only,0.01,5,6,validated,0.5407486469075761,"[0.3080927175288977, 0.23265592937867832]",0.5407486469075747,"[0.3080927175288973, 0.23265592937867743]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",2.6893169675022364,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0775957380641326,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,6,validated,0.5494466011626252,"[0.3076385317441109, 0.24180806941851432]",0.546030104317886,"[0.30747309447742094, 0.23855700984046505]",0.00341649684473808,"[0.0001654372666894718, 0.0032510595780486083]","[8.27186333447359e-05, 0.0016255297890243041]",5,"[5, 5]","[12, 12]",6.961064141243696,13,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.006218068939745548,0.9937819310602524,1.0949288899614498,polynomial_range_dominated
van_der_pol,range_only,0.01,5,7,validated,0.5403400106493496,"[0.30804643755418054, 0.232293573095169]",0.5403400106493482,"[0.3080464375541801, 0.2322935730951681]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",4.490926248952746,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0767814138992888,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,7,validated,0.5490981862016792,"[0.3075822180915709, 0.24151596811010825]",0.5481558207659302,"[0.30754590121635267, 0.24060991954957747]",0.0009423654357476047,"[3.631687521768994e-05, 0.0009060485605299147]","[1.815843760884497e-05, 0.00045302428026495735]",5,"[5, 5]","[12, 12]",12.070377256721258,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.0017162056976846064,0.9982837943023128,1.094234573888464,polynomial_range_dominated
van_der_pol,range_only,0.01,5,8,validated,0.5403233629421919,"[0.30804392585908064, 0.2322794370831112]",0.5403233629421905,"[0.3080439258590802, 0.2322794370831103]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",7.140408467501402,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",2e-323,0.9999999999999976,1.0767482385998512,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,5,8,validated,0.548865144787397,"[0.30756733308623213, 0.24129781170116485]",0.5485841643524413,"[0.30755626197994995, 0.2410279023724913]",0.00028098043495381804,"[1.1071106281543824e-05, 0.0002699093286722742]","[5.535553140771912e-06, 0.0001349546643361371]",7,"[7, 7]","[20, 20]",21.596148072741926,15,0,0.5018103058564563,"[0.30228756420004443, 0.19952274165641182]",0.0005119298203252747,0.9994880701796712,1.0937701724770892,polynomial_range_dominated
van_der_pol,range_only,0.01,10,2,validated,1.1214909853270234,"[0.3475951596758556, 0.7738958256511678]",1.1214909853270223,"[0.34759515967585514, 0.7738958256511671]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.4146632682532072,30,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",1e-323,0.999999999999999,1.906431437635043,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,10,2,validated,1.1085361417386759,"[0.3504984502061453, 0.7580376915325305]",0.4504009475646048,"[0.3090637951031204, 0.1413371524614844]",0.6581351941740697,"[0.04143465510302445, 0.6167005390710453]","[0.020717327551512225, 0.30835026953552264]",1,"[1, 1]","[2, 2]",0.5752647202461958,24,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",0.5936975524693513,0.40630244753064754,1.8844093960764399,remainder_dominated
van_der_pol,range_only,0.01,10,3,validated,0.7628330938734603,"[0.3325074309686982, 0.4303256629047621]",0.7628330938734592,"[0.3325074309686978, 0.43032566290476143]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",0.8003178145736456,30,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",1.5e-323,0.9999999999999986,1.296746037958301,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,10,3,validated,0.8086071882457339,"[0.3433316486967564, 0.46527553954897743]",0.45043198660544415,"[0.3089501143424545, 0.1414818722629896]",0.3581752016402885,"[0.03438153435430147, 0.323793667285987]","[0.017190767177150734, 0.1618968336429935]",1,"[1, 1]","[2, 2]",1.0785244489088655,24,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",0.4429532742806138,0.5570467257193846,1.3745577847153463,polynomial_range_dominated
van_der_pol,range_only,0.01,10,4,validated,0.7301580006306433,"[0.3241815257952057, 0.4059764748354376]",0.7301580006306422,"[0.32418152579520526, 0.4059764748354369]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",1.2750056199729443,20,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",1.5e-323,0.9999999999999984,1.2412013873095056,polynomial_range_dominated
van_der_pol,dependency_preserving,0.01,10,4,validated,0.8017241021723965,"[0.3246440911355107, 0.47708001103688585]",0.7031017885217822,"[0.31899534980733907, 0.3841064387144431]",0.09862231365061327,"[0.005648741328171024, 0.09297357232244226]","[0.002824370664085512, 0.04648678616122113]",3,"[3, 3]","[6, 6]",3.6509181298315525,20,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",0.12301278380353133,0.8769872161964674,1.362857172004374,polynomial_range_dominated
van_der_pol,range_only,0.01,10,5,validated,0.7295149197174619,"[0.3240309401435871, 0.4054839795738748]",0.7295149197174607,"[0.32403094014358663, 0.4054839795738741]",1e-323,"[5e-324, 5e-324]","[5e-324, 5e-324]",1,"[1, 1]","[1, 1]",2.8766863076016307,30,0,0.5882671483419566,"[0.2992278868857754, 0.2890392614561812]",1.5e-323,0.9999999999999984,1.2401082089550897,polynomial_range_dominated
