backend_lane,dense_kernel_s,device_to_host_s,device_transfer_count,h_attempted,host_to_device_s,segment_index,t_before,total_wall_s
hybrid_dense_core,0.130129270022735,0.0,0,0.1,0.0,0,0.0,0.595013260957785
hybrid_dense_core,0.12978430604562163,0.0,0,0.013750000000000002,0.0,1,0.0125,0.2459915240178816
hybrid_dense_core,0.13039574498543516,0.0,0,0.015125000000000003,0.0,2,0.026250000000000002,0.31458923796890303
hybrid_dense_core,0.13094084803014994,0.0,0,0.016637500000000003,0.0,3,0.04137500000000001,0.3350953960325569
hybrid_dense_core,0.13076290697790682,0.0,0,0.018301250000000005,0.0,4,0.05801250000000001,0.38636789098381996
hybrid_dense_core,0.1308347280137241,0.0,0,0.020131375000000007,0.0,5,0.07631375000000001,0.35183280298952013
hybrid_dense_core,0.1305449859937653,0.0,0,0.02214451250000001,0.0,6,0.09644512500000002,0.4918204990099184
hybrid_dense_core,0.13325673702638596,0.0,0,0.012179481875000005,0.0,7,0.10751738125000003,0.36246678000316024
hybrid_dense_core,0.13047751801786944,0.0,0,0.013397430062500007,0.0,8,0.11969686312500004,0.3595281490124762
hybrid_dense_core,0.13029534398810938,0.0,0,0.014737173068750008,0.0,9,0.13309429318750005,0.36192488903179765
hybrid_dense_core,0.13064571097493172,0.0,0,0.01621089037562501,0.0,10,0.14783146625625004,0.36825664003845304
hybrid_dense_core,0.1304217479773797,0.0,0,0.01783197941318751,0.0,11,0.16404235663187505,0.37229838798521087
hybrid_dense_core,0.13049645099090412,0.0,0,0.019615177354506262,0.0,12,0.18187433604506256,0.3773920600069687
hybrid_dense_core,0.13044240802992135,0.0,0,0.02157669508995689,0.0,13,0.20148951339956883,0.5114465259830467
hybrid_dense_core,0.1305208089761436,0.0,0,0.01186718229947629,0.0,14,0.2122778609445473,0.376141106011346
hybrid_dense_core,0.13071006396785378,0.0,0,0.01305390052942392,0.0,15,0.22414504324402357,0.37725750397657976
hybrid_dense_core,0.13028699799906462,0.0,0,0.014359290582366313,0.0,16,0.2371989437734475,0.3777079620049335
hybrid_dense_core,0.13028875301824883,0.0,0,0.015795219640602945,0.0,17,0.2515582343558138,0.3766970129800029
hybrid_dense_core,0.13119457295397297,0.0,0,0.017374741604663242,0.0,18,0.26735345399641675,0.37779364304151386
hybrid_dense_core,0.1310528859612532,0.0,0,0.01911221576512957,0.0,19,0.28472819560108,0.3781723180436529
hybrid_dense_core,0.1310567749897018,0.0,0,0.02102343734164253,0.0,20,0.30384041136620954,0.37821613997220993
hybrid_dense_core,0.1305543030030094,0.0,0,0.023125781075806782,0.0,21,0.32486384870785207,0.5097354709869251
hybrid_dense_core,0.1303096779738553,0.0,0,0.012719179591693731,0.0,22,0.33642673924575545,0.37967084196861833
hybrid_dense_core,0.13078738102922216,0.0,0,0.013991097550863106,0.0,23,0.34914591883744917,0.37752432603156194
hybrid_dense_core,0.13091498496942222,0.0,0,0.015390207305949418,0.0,24,0.36313701638831225,0.37828308797907084
hybrid_dense_core,0.1307799249771051,0.0,0,0.016929228036544362,0.0,25,0.37852722369426167,0.37815201899502426
hybrid_dense_core,0.1312010269612074,0.0,0,0.0186221508401988,0.0,26,0.395456451730806,0.37802546803141013
hybrid_dense_core,0.13069079600973055,0.0,0,0.02048436592421868,0.0,27,0.4140786025710048,0.3783580489689484
hybrid_dense_core,0.1313599570421502,0.0,0,0.02253280251664055,0.0,28,0.4345629684952235,0.3779384849476628
hybrid_dense_core,0.13116208597784862,0.0,0,0.02478608276830461,0.0,29,0.45709577101186405,0.3811738340300508
hybrid_dense_core,0.13042817899258807,0.0,0,0.02726469104513507,0.0,30,0.4818818537801687,0.3802207469707355
hybrid_dense_core,0.1316570640192367,0.0,0,0.029991160149648578,0.0,31,0.5091465448253037,0.5220716230105609
hybrid_dense_core,0.13192090997472405,0.0,0,0.01649513808230672,0.0,32,0.524142124900128,0.3894635810283944
hybrid_dense_core,0.13134981802431867,0.0,0,0.018144651890537395,0.0,33,0.5406372629824348,0.38741416099946946
hybrid_dense_core,0.13079065701458603,0.0,0,0.019959117079591138,0.0,34,0.5587819148729721,0.38724824698874727
hybrid_dense_core,0.18457126198336482,0.0,0,0.021955028787550252,0.0,35,0.5787410319525632,0.44132531801005825
hybrid_dense_core,0.13146394799696282,0.0,0,0.024150531666305278,0.0,36,0.6006960607401135,0.3880366450175643
