accumulated_before_x0_add_hi,accumulated_before_x0_add_lo,adaptive_attempt_index,attempt,candidate_remainder_hi,candidate_remainder_lo,factor_times_y_joint_closure,finite,finite_residual,h,h_max,h_min,h_try,mode,order,ordinary_residual_hi,ordinary_residual_lo,ordinary_residual_width_sum,phase,picard_image_remainder_hi,picard_image_remainder_lo,poly_diff_range_hi,poly_diff_range_lo,polynomial_range_width_sum,pre_closure_y_remainder,range_method,raw_ctrunc_residual_width_sum,raw_remainder_ledger_intervals,raw_remainder_ledger_widths,raw_rhs_evaluation,raw_rhs_remainder_hi,raw_rhs_remainder_lo,rejection_reason,remainder_ledger_intervals,remainder_ledger_widths,segment_index,step_grow_factor,step_policy_mode,step_shrink_factor,subdivision_depth,subset_margin,subset_result,t_before,target_subset_result,tmp_remainder_ledger_intervals,tmp_remainder_ledger_widths,validated_remainder_decomposition_contains_image,validated_remainder_decomposition_hi,validated_remainder_decomposition_lo,validated_remainder_decomposition_semantics,validated_remainder_ledger_intervals,validation_message,validation_mode,validation_status
"[[1.0000001000000004e-05, 0.0050510408393169195]]","[[-1.0000001000000004e-05, -0.005378762379047435]]",1,1,"[[0.0001, 0.0001]]","[[-0.0001, -0.0001]]",,True,True,0.1,0.1,0.002,0.1,dense,4,"[[0.00027727280056054956, 0.002703763057970245]]","[[-0.00015659687396549706, -0.0032014704777582016]]",0.006339103210254494,remainder_validation,"[[1.0000003000000007e-05, 0.005051040841316923]]","[[-1.0000003000000007e-05, -0.005378762381047439]]","[[1.0000000000000002e-12, 1.0000000000000002e-12]]","[[-1.0000000000000002e-12, -1.0000000000000002e-12]]",1.2674364783286054,,adaptive_subdivision,0.010449803228364361,"{""cutoff"": {""hi"": [[0.0, 2.2250738585072024e-308]], ""lo"": [[0.0, -2.2250738585072024e-308]], ""width"": [[0.0, 4.450147717014405e-308]]}, ""initial_remainder"": {""hi"": [[0.0001, 0.00020000000000000006]], ""lo"": [[-0.0001, -0.00020000000000000006]], ""width"": [[0.0002, 0.00040000000000000013]]}, ""poly_times_remainder"": {""hi"": [[0.0, 0.0002690173437500048]], ""lo"": [[0.0, -0.0002690173437500048]], ""width"": [[0.0, 0.0005380346875000096]]}, ""polynomial_truncation"": {""hi"": [[0.0, 0.029741883264456887]], ""lo"": [[0.0, -0.04163517893006774]], ""width"": [[0.0, 0.07137706219452462]]}, ""remainder_times_poly"": {""hi"": [[0.0, 0.020298720647566423]], ""lo"": [[0.0, -0.01168264037926073]], ""width"": [[0.0, 0.03198136102682715]]}, ""remainder_times_remainder"": {""hi"": [[0.0, 7.87127395834e-07]], ""lo"": [[0.0, -7.87127395834e-07]], ""width"": [[0.0, 1.574254791668e-06]]}}","{""cutoff"": [[0.0, 4.450147717014405e-308]], ""initial_remainder"": [[0.0002, 0.00040000000000000013]], ""poly_times_remainder"": [[0.0, 0.0005380346875000096]], ""polynomial_truncation"": [[0.0, 0.07137706219452462]], ""remainder_times_poly"": [[0.0, 0.03198136102682715]], ""remainder_times_remainder"": [[0.0, 1.574254791668e-06]]}",ordered_terms,"[[0.0001, 0.05051040838316917]]","[[-0.0001, -0.05378762378047433]]",Flowstar raw remainder compat residual not subset of target remainder,"{""initial_remainder"": {""hi"": [[1.0000000000000004e-05, 2.0000000000000015e-05]], ""lo"": [[-1.0000000000000004e-05, -2.0000000000000015e-05]], ""width"": [[2.000000000000001e-05, 4.000000000000003e-05]]}, ""integration_overflow"": {""hi"": [[0.00026727279956054926, 0.0013537872895558805]], ""lo"": [[-0.00014659687296549693, -0.0008641237196197629]], ""width"": [[0.0004138696725260462, 0.0022179110091756432]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 2.6942912727865066e-05]], ""lo"": [[-5e-324, -2.6942912727865066e-05]], ""width"": [[1e-323, 5.388582545573013e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 0.0010970914975414504]], ""lo"": [[-5e-324, -0.0020527156100273785]], ""width"": [[1e-323, 0.003149807107568829]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 0.0002059321406200435]], ""lo"": [[-5e-324, -0.0002376790178581893]], ""width"": [[1e-323, 0.0004436111584782328]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 9.216525002699047e-09]], ""lo"": [[-5e-324, -9.216525002699047e-09]], ""width"": [[1e-323, 1.8433050005398094e-08]]}}","{""initial_remainder"": [[2.000000000000001e-05, 4.000000000000003e-05]], ""integration_overflow"": [[0.0004138696725260462, 0.0022179110091756432]], ""poly_times_remainder"": [[1e-323, 5.388582545573013e-05]], ""polynomial_truncation"": [[1e-323, 0.003149807107568829]], ""remainder_times_poly"": [[1e-323, 0.0004436111584782328]], ""remainder_times_remainder"": [[1e-323, 1.8433050005398094e-08]]}",0,1.1,flowstar_compat,0.5,1,"[[8.9999997e-05, -0.005278762381047439]]",False,0.0,False,"{""cutoff"": {""hi"": [[2.225073858507202e-308, 2.225073858507202e-308]], ""lo"": [[-2.225073858507202e-308, -2.225073858507202e-308]], ""width"": [[4.450147717014404e-308, 4.450147717014404e-308]]}, ""initial_remainder"": {""hi"": [[1.0000000000000004e-05, 2.0000000000000015e-05]], ""lo"": [[-1.0000000000000004e-05, -2.0000000000000015e-05]], ""width"": [[2.000000000000001e-05, 4.000000000000003e-05]]}, ""integration_overflow"": {""hi"": [[0.00026727279956054926, 0.0013537872895558805]], ""lo"": [[-0.00014659687296549693, -0.0008641237196197629]], ""width"": [[0.0004138696725260462, 0.0022179110091756432]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 2.6942912727865066e-05]], ""lo"": [[-5e-324, -2.6942912727865066e-05]], ""width"": [[1e-323, 5.388582545573013e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 0.0010970914975414504]], ""lo"": [[-5e-324, -0.0020527156100273785]], ""width"": [[1e-323, 0.003149807107568829]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 0.0002059321406200435]], ""lo"": [[-5e-324, -0.0002376790178581893]], ""width"": [[1e-323, 0.0004436111584782328]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 9.216525002699047e-09]], ""lo"": [[-5e-324, -9.216525002699047e-09]], ""width"": [[1e-323, 1.8433050005398094e-08]]}}","{""cutoff"": [[4.450147717014404e-308, 4.450147717014404e-308]], ""initial_remainder"": [[2.000000000000001e-05, 4.000000000000003e-05]], ""integration_overflow"": [[0.0004138696725260462, 0.0022179110091756432]], ""poly_times_remainder"": [[1e-323, 5.388582545573013e-05]], ""polynomial_truncation"": [[1e-323, 0.003149807107568829]], ""remainder_times_poly"": [[1e-323, 0.0004436111584782328]], ""remainder_times_remainder"": [[1e-323, 1.8433050005398094e-08]]}",True,"[[1.0000003000000007e-05, 0.005051040841316923]]","[[-1.0000003000000007e-05, -0.005378762381047439]]",additive outward split of the unchanged raw-compat image: base ledger + time-scaled raw RHS ledger + polynomial difference + rounding padding,"{""composition_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""cutoff"": {""hi"": [[5e-324, 2.22507385850721e-309]], ""lo"": [[-5e-324, -2.22507385850721e-309]], ""width"": [[1e-323, 4.450147717014417e-309]]}, ""initial_remainder"": {""hi"": [[1.0000000000000004e-05, 2.0000000000000015e-05]], ""lo"": [[-1.0000000000000004e-05, -2.0000000000000015e-05]], ""width"": [[2.000000000000001e-05, 4.000000000000003e-05]]}, ""integration_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""picard_residual"": {""hi"": [[1.0000000000000002e-12, 1.0000000000000002e-12]], ""lo"": [[-1.0000000000000002e-12, -1.0000000000000002e-12]], ""width"": [[2.0000000000000004e-12, 2.0000000000000004e-12]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 2.6901734375000483e-05]], ""lo"": [[-5e-324, -2.6901734375000483e-05]], ""width"": [[1e-323, 5.3803468750000966e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 0.0029741883264456895]], ""lo"": [[-5e-324, -0.004163517893006775]], ""width"": [[1e-323, 0.007137706219452464]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 0.002029872064756643]], ""lo"": [[-5e-324, -0.0011682640379260733]], ""width"": [[1e-323, 0.0031981361026827164]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 7.871273958340002e-08]], ""lo"": [[-5e-324, -7.871273958340002e-08]], ""width"": [[1e-323, 1.5742547916680004e-07]]}, ""reset_or_reconditioning"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""roundoff_safeguard"": {""hi"": [[1.9999999852321316e-12, 1.9999991246466572e-12]], ""lo"": [[-1.9999999852321316e-12, -1.9999982572849192e-12]], ""width"": [[3.999999970464263e-12, 3.9999973819315765e-12]]}}",Flowstar raw remainder compat residual not subset of target remainder,flowstar_raw_remainder_compat,failed
"[[5.000001000000002e-06, 0.0005723478886691705]]","[[-5.000001000000002e-06, -0.0003903322680696331]]",2,1,"[[0.0001, 0.0001]]","[[-0.0001, -0.0001]]",,True,True,0.05,0.1,0.002,0.05,dense,4,"[[2.7026852745605684e-05, 0.0002994411923783734]]","[[-1.5812370664510286e-05, -0.00027481167138708375]]",0.000617092087175573,remainder_validation,"[[5.000003000000005e-06, 0.0005723478906691709]]","[[-5.000003000000005e-06, -0.00039033227006963323]]","[[1.0000000000000002e-12, 1.0000000000000002e-12]]","[[-1.0000000000000002e-12, -1.0000000000000002e-12]]",0.7978983025091955,,adaptive_subdivision,0.000972680166738804,"{""cutoff"": {""hi"": [[0.0, 2.2250738585072024e-308]], ""lo"": [[0.0, -2.2250738585072024e-308]], ""width"": [[0.0, 4.450147717014405e-308]]}, ""initial_remainder"": {""hi"": [[0.0001, 0.00020000000000000006]], ""lo"": [[-0.0001, -0.00020000000000000006]], ""width"": [[0.0002, 0.00040000000000000013]]}, ""poly_times_remainder"": {""hi"": [[0.0, 0.0002314043359375041]], ""lo"": [[0.0, -0.0002314043359375041]], ""width"": [[0.0, 0.0004628086718750082]]}, ""polynomial_truncation"": {""hi"": [[0.0, 0.0071889268693113625]], ""lo"": [[0.0, -0.005262105199470221]], ""width"": [[0.0, 0.012451032068781584]]}, ""remainder_times_poly"": {""hi"": [[0.0, 0.00382647397629099]], ""lo"": [[0.0, -0.002112983234141386]], ""width"": [[0.0, 0.005939457210432376]]}, ""remainder_times_remainder"": {""hi"": [[0.0, 1.525718435453002e-07]], ""lo"": [[0.0, -1.525718435453002e-07]], ""width"": [[0.0, 3.051436870906004e-07]]}}","{""cutoff"": [[0.0, 4.450147717014405e-308]], ""initial_remainder"": [[0.0002, 0.00040000000000000013]], ""poly_times_remainder"": [[0.0, 0.0004628086718750082]], ""polynomial_truncation"": [[0.0, 0.012451032068781584]], ""remainder_times_poly"": [[0.0, 0.005939457210432376]], ""remainder_times_remainder"": [[0.0, 3.051436870906004e-07]]}",ordered_terms,"[[0.0001, 0.011446957753383407]]","[[-0.0001, -0.007806645341392659]]",Flowstar raw remainder compat residual not subset of target remainder,"{""initial_remainder"": {""hi"": [[5.000000000000002e-06, 1.0000000000000008e-05]], ""lo"": [[-5.000000000000002e-06, -1.0000000000000008e-05]], ""width"": [[1.0000000000000004e-05, 2.0000000000000015e-05]]}, ""integration_overflow"": {""hi"": [[2.2026851745605668e-05, 0.00018237919216950902]], ""lo"": [[-1.0812369664510268e-05, -0.00011384954447619276]], ""width"": [[3.283922141011594e-05, 0.0002962287366457018]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 1.1572978920491743e-05]], ""lo"": [[-5e-324, -1.1572978920491743e-05]], ""width"": [[1e-323, 2.3145957840983486e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 4.900211013862311e-05]], ""lo"": [[-5e-324, -9.546889834932501e-05]], ""width"": [[1e-323, 0.00014447100848794813]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 4.648505666509552e-05]], ""lo"": [[-5e-324, -4.3918395156420256e-05]], ""width"": [[1e-323, 9.040345182151577e-05]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 1.8534846536643538e-09]], ""lo"": [[-5e-324, -1.8534846536643538e-09]], ""width"": [[1e-323, 3.7069693073287076e-09]]}}","{""initial_remainder"": [[1.0000000000000004e-05, 2.0000000000000015e-05]], ""integration_overflow"": [[3.283922141011594e-05, 0.0002962287366457018]], ""poly_times_remainder"": [[1e-323, 2.3145957840983486e-05]], ""polynomial_truncation"": [[1e-323, 0.00014447100848794813]], ""remainder_times_poly"": [[1e-323, 9.040345182151577e-05]], ""remainder_times_remainder"": [[1e-323, 3.7069693073287076e-09]]}",0,1.1,flowstar_compat,0.5,1,"[[9.4999997e-05, -0.00047234789066917087]]",False,0.0,False,"{""cutoff"": {""hi"": [[2.225073858507202e-308, 2.225073858507202e-308]], ""lo"": [[-2.225073858507202e-308, -2.225073858507202e-308]], ""width"": [[4.450147717014404e-308, 4.450147717014404e-308]]}, ""initial_remainder"": {""hi"": [[5.000000000000002e-06, 1.0000000000000008e-05]], ""lo"": [[-5.000000000000002e-06, -1.0000000000000008e-05]], ""width"": [[1.0000000000000004e-05, 2.0000000000000015e-05]]}, ""integration_overflow"": {""hi"": [[2.2026851745605668e-05, 0.00018237919216950902]], ""lo"": [[-1.0812369664510268e-05, -0.00011384954447619276]], ""width"": [[3.283922141011594e-05, 0.0002962287366457018]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 1.1572978920491743e-05]], ""lo"": [[-5e-324, -1.1572978920491743e-05]], ""width"": [[1e-323, 2.3145957840983486e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 4.900211013862311e-05]], ""lo"": [[-5e-324, -9.546889834932501e-05]], ""width"": [[1e-323, 0.00014447100848794813]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 4.648505666509552e-05]], ""lo"": [[-5e-324, -4.3918395156420256e-05]], ""width"": [[1e-323, 9.040345182151577e-05]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 1.8534846536643538e-09]], ""lo"": [[-5e-324, -1.8534846536643538e-09]], ""width"": [[1e-323, 3.7069693073287076e-09]]}}","{""cutoff"": [[4.450147717014404e-308, 4.450147717014404e-308]], ""initial_remainder"": [[1.0000000000000004e-05, 2.0000000000000015e-05]], ""integration_overflow"": [[3.283922141011594e-05, 0.0002962287366457018]], ""poly_times_remainder"": [[1e-323, 2.3145957840983486e-05]], ""polynomial_truncation"": [[1e-323, 0.00014447100848794813]], ""remainder_times_poly"": [[1e-323, 9.040345182151577e-05]], ""remainder_times_remainder"": [[1e-323, 3.7069693073287076e-09]]}",True,"[[5.000003000000005e-06, 0.0005723478906691709]]","[[-5.000003000000005e-06, -0.00039033227006963323]]",additive outward split of the unchanged raw-compat image: base ledger + time-scaled raw RHS ledger + polynomial difference + rounding padding,"{""composition_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""cutoff"": {""hi"": [[5e-324, 1.112536929253607e-309]], ""lo"": [[-5e-324, -1.112536929253607e-309]], ""width"": [[1e-323, 2.225073858507213e-309]]}, ""initial_remainder"": {""hi"": [[5.000000000000002e-06, 1.0000000000000008e-05]], ""lo"": [[-5.000000000000002e-06, -1.0000000000000008e-05]], ""width"": [[1.0000000000000004e-05, 2.0000000000000015e-05]]}, ""integration_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""picard_residual"": {""hi"": [[1.0000000000000002e-12, 1.0000000000000002e-12]], ""lo"": [[-1.0000000000000002e-12, -1.0000000000000002e-12]], ""width"": [[2.0000000000000004e-12, 2.0000000000000004e-12]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 1.1570216796875207e-05]], ""lo"": [[-5e-324, -1.1570216796875207e-05]], ""width"": [[1e-323, 2.3140433593750414e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 0.0003594463434655682]], ""lo"": [[-5e-324, -0.0002631052599735111]], ""width"": [[1e-323, 0.0006225516034390794]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 0.00019132369881454952]], ""lo"": [[-5e-324, -0.00010564916170706933]], ""width"": [[1e-323, 0.00029697286052161886]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 7.628592177265013e-09]], ""lo"": [[-5e-324, -7.628592177265013e-09]], ""width"": [[1e-323, 1.5257184354530025e-08]]}, ""reset_or_reconditioning"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""roundoff_safeguard"": {""hi"": [[1.999999993702461e-12, 1.999999883588178e-12]], ""lo"": [[-1.999999993702461e-12, -1.9999997751679607e-12]], ""width"": [[3.999999987404922e-12, 3.999999658756139e-12]]}}",Flowstar raw remainder compat residual not subset of target remainder,flowstar_raw_remainder_compat,failed
"[[2.500001000000001e-06, 0.00010306678314658651]]","[[-2.500001000000001e-06, -7.318021237225078e-05]]",3,1,"[[0.0001, 0.0001]]","[[-0.0001, -0.0001]]",,True,True,0.025,0.1,0.002,0.025,dense,4,"[[4.794740666461972e-06, 6.272276974822402e-05]]","[[-3.5138681795527354e-06, -5.621301667758673e-05]]",0.00012724439527182546,remainder_validation,"[[2.5000030000000018e-06, 0.00010306678514658655]]","[[-2.5000030000000018e-06, -7.318021437225081e-05]]","[[1.0000000000000002e-12, 1.0000000000000002e-12]]","[[-1.0000000000000002e-12, -1.0000000000000002e-12]]",0.5910363944143064,,adaptive_subdivision,0.00018124700551883736,"{""cutoff"": {""hi"": [[0.0, 2.2250738585072024e-308]], ""lo"": [[0.0, -2.2250738585072024e-308]], ""width"": [[0.0, 4.450147717014405e-308]]}, ""initial_remainder"": {""hi"": [[0.0001, 0.00020000000000000006]], ""lo"": [[-0.0001, -0.00020000000000000006]], ""width"": [[0.0002, 0.00040000000000000013]]}, ""poly_times_remainder"": {""hi"": [[0.0, 0.00021342608398437874]], ""lo"": [[0.0, -0.00021342608398437874]], ""width"": [[0.0, 0.00042685216796875747]]}, ""polynomial_truncation"": {""hi"": [[0.0, 0.002410397203073673]], ""lo"": [[0.0, -0.0015944814392139838]], ""width"": [[0.0, 0.004004878642287657]]}, ""remainder_times_poly"": {""hi"": [[0.0, 0.001298795586486914]], ""lo"": [[0.0, -0.0009192485193731753]], ""width"": [[0.0, 0.0022180441058600895]]}, ""remainder_times_remainder"": {""hi"": [[0.0, 5.2412318490316935e-08]], ""lo"": [[0.0, -5.2412318490316935e-08]], ""width"": [[0.0, 1.0482463698063387e-07]]}}","{""cutoff"": [[0.0, 4.450147717014405e-308]], ""initial_remainder"": [[0.0002, 0.00040000000000000013]], ""poly_times_remainder"": [[0.0, 0.00042685216796875747]], ""polynomial_truncation"": [[0.0, 0.004004878642287657]], ""remainder_times_poly"": [[0.0, 0.0022180441058600895]], ""remainder_times_remainder"": [[0.0, 1.0482463698063387e-07]]}",ordered_terms,"[[0.0001, 0.004122671285863459]]","[[-0.0001, -0.0029272084548900303]]",Flowstar raw remainder compat residual not subset of target remainder,"{""initial_remainder"": {""hi"": [[2.500000000000001e-06, 5.000000000000004e-06]], ""lo"": [[-2.500000000000001e-06, -5.000000000000004e-06]], ""width"": [[5.000000000000002e-06, 1.0000000000000008e-05]]}, ""integration_overflow"": {""hi"": [[2.294739666461966e-06, 2.9821417558690188e-05]], ""lo"": [[-1.0138671795527328e-06, -2.1026408426672482e-05]], ""width"": [[3.308606846014699e-06, 5.084782598536267e-05]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 5.335848291905817e-06]], ""lo"": [[-5e-324, -5.335848291905817e-06]], ""width"": [[1e-323, 1.0671696583811634e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 3.7510627167438625e-06]], ""lo"": [[-5e-324, -6.279088484540305e-06]], ""width"": [[1e-323, 1.0030151201284168e-05]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 1.8813680963152763e-05]], ""lo"": [[-5e-324, -1.857091125673676e-05]], ""width"": [[1e-323, 3.738459221988952e-05]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 7.592177313161131e-10]], ""lo"": [[-5e-324, -7.592177313161131e-10]], ""width"": [[1e-323, 1.5184354626322262e-09]]}}","{""initial_remainder"": [[5.000000000000002e-06, 1.0000000000000008e-05]], ""integration_overflow"": [[3.308606846014699e-06, 5.084782598536267e-05]], ""poly_times_remainder"": [[1e-323, 1.0671696583811634e-05]], ""polynomial_truncation"": [[1e-323, 1.0030151201284168e-05]], ""remainder_times_poly"": [[1e-323, 3.738459221988952e-05]], ""remainder_times_remainder"": [[1e-323, 1.5184354626322262e-09]]}",0,1.1,flowstar_compat,0.5,1,"[[9.7499997e-05, -3.066785146586541e-06]]",False,0.0,False,"{""cutoff"": {""hi"": [[2.225073858507202e-308, 2.225073858507202e-308]], ""lo"": [[-2.225073858507202e-308, -2.225073858507202e-308]], ""width"": [[4.450147717014404e-308, 4.450147717014404e-308]]}, ""initial_remainder"": {""hi"": [[2.500000000000001e-06, 5.000000000000004e-06]], ""lo"": [[-2.500000000000001e-06, -5.000000000000004e-06]], ""width"": [[5.000000000000002e-06, 1.0000000000000008e-05]]}, ""integration_overflow"": {""hi"": [[2.294739666461966e-06, 2.9821417558690188e-05]], ""lo"": [[-1.0138671795527328e-06, -2.1026408426672482e-05]], ""width"": [[3.308606846014699e-06, 5.084782598536267e-05]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 5.335848291905817e-06]], ""lo"": [[-5e-324, -5.335848291905817e-06]], ""width"": [[1e-323, 1.0671696583811634e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 3.7510627167438625e-06]], ""lo"": [[-5e-324, -6.279088484540305e-06]], ""width"": [[1e-323, 1.0030151201284168e-05]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 1.8813680963152763e-05]], ""lo"": [[-5e-324, -1.857091125673676e-05]], ""width"": [[1e-323, 3.738459221988952e-05]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 7.592177313161131e-10]], ""lo"": [[-5e-324, -7.592177313161131e-10]], ""width"": [[1e-323, 1.5184354626322262e-09]]}}","{""cutoff"": [[4.450147717014404e-308, 4.450147717014404e-308]], ""initial_remainder"": [[5.000000000000002e-06, 1.0000000000000008e-05]], ""integration_overflow"": [[3.308606846014699e-06, 5.084782598536267e-05]], ""poly_times_remainder"": [[1e-323, 1.0671696583811634e-05]], ""polynomial_truncation"": [[1e-323, 1.0030151201284168e-05]], ""remainder_times_poly"": [[1e-323, 3.738459221988952e-05]], ""remainder_times_remainder"": [[1e-323, 1.5184354626322262e-09]]}",True,"[[2.5000030000000018e-06, 0.00010306678514658655]]","[[-2.5000030000000018e-06, -7.318021437225081e-05]]",additive outward split of the unchanged raw-compat image: base ledger + time-scaled raw RHS ledger + polynomial difference + rounding padding,"{""composition_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""cutoff"": {""hi"": [[5e-324, 5.56268464626803e-310]], ""lo"": [[-5e-324, -5.56268464626803e-310]], ""width"": [[1e-323, 1.112536929253607e-309]]}, ""initial_remainder"": {""hi"": [[2.500000000000001e-06, 5.000000000000004e-06]], ""lo"": [[-2.500000000000001e-06, -5.000000000000004e-06]], ""width"": [[5.000000000000002e-06, 1.0000000000000008e-05]]}, ""integration_overflow"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""picard_residual"": {""hi"": [[1.0000000000000002e-12, 1.0000000000000002e-12]], ""lo"": [[-1.0000000000000002e-12, -1.0000000000000002e-12]], ""width"": [[2.0000000000000004e-12, 2.0000000000000004e-12]]}, ""poly_times_remainder"": {""hi"": [[5e-324, 5.335652099609469e-06]], ""lo"": [[-5e-324, -5.335652099609469e-06]], ""width"": [[1e-323, 1.0671304199218939e-05]]}, ""polynomial_truncation"": {""hi"": [[5e-324, 6.025993007684184e-05]], ""lo"": [[-5e-324, -3.9862035980349605e-05]], ""width"": [[1e-323, 0.00010012196605719144]]}, ""remainder_times_poly"": {""hi"": [[5e-324, 3.246988966217286e-05]], ""lo"": [[-5e-324, -2.2981212984329387e-05]], ""width"": [[1e-323, 5.545110264650225e-05]]}, ""remainder_times_remainder"": {""hi"": [[5e-324, 1.3103079622579237e-09]], ""lo"": [[-5e-324, -1.3103079622579237e-09]], ""width"": [[1e-323, 2.6206159245158474e-09]]}, ""reset_or_reconditioning"": {""hi"": [[0.0, 0.0]], ""lo"": [[0.0, 0.0]], ""width"": [[0.0, 0.0]]}, ""roundoff_safeguard"": {""hi"": [[1.99999999624356e-12, 1.999999978455868e-12]], ""lo"": [[-1.99999999624356e-12, -1.9999999920083952e-12]], ""width"": [[3.99999999248712e-12, 3.999999970464263e-12]]}}",Flowstar raw remainder compat residual not subset of target remainder,flowstar_raw_remainder_compat,failed
