case_id,sample_id,sample_kind,integrator,diagnostic_only,initial_x,initial_y,step_index,t,x,y
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,0,0,1.1000000000000001,2.3500000000000001
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,1,0.0025000000000000001,1.1058699834305687,2.3459719941062529
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,2,0.0050000000000000001,1.1117297862456086,2.3418555188223884
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,3,0.0074999999999999997,1.1175791873624514,2.3376506493830154
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,4,0.01,1.1234179659059607,2.3333574765889296
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,5,0.012500000000000001,1.1292459012475169,2.3289761068622679
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,6,0.014999999999999999,1.1350627730441352,2.3245066622956174
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,7,0.017500000000000002,1.1408683612776955,2.3199492806950035
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,8,0.02,1.1466624462942738,2.3153041156166778
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,9,0.022499999999999999,1.1524448088435557,2.3105713363976679
torch_range_only_h0p0025_s10_o8,corner_00,corner,rk4,true,1.1000000000000001,2.3500000000000001,10,0.025000000000000001,1.1582152301183231,2.3057511281800065
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,0,0,1.1000000000000001,2.4500000000000002
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,1,0.0025000000000000001,1.1061199148037424,2.4459158907738585
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,2,0.0050000000000000001,1.1122294997084963,2.4417360876819885
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,3,0.0074999999999999997,1.118328515538425,2.437460640701826
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,4,0.01,1.1244167232645321,2.4330896173407521
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,5,0.012500000000000001,1.1304938840485825,2.4286231027133964
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,6,0.014999999999999999,1.136559759287211,2.424061199611923
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,7,0.017500000000000002,1.1426141106561964,2.4194040285691867
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,8,0.02,1.1486567001548844,2.4146517279146873
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,9,0.022499999999999999,1.1546872901507419,2.4098044538232228
torch_range_only_h0p0025_s10_o8,corner_01,corner,rk4,true,1.1000000000000001,2.4500000000000002,10,0.025000000000000001,1.1607056434240233,2.4048623803561746
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,0,0,1.3999999999999999,2.3500000000000001
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,1,0.0025000000000000001,1.405863537855869,2.3408154687475187
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,2,0.0050000000000000001,1.4117040036840012,2.33154254639846
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,3,0.0074999999999999997,1.4175211777783632,2.3221822532273464
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,4,0.01,1.4233148430052702,2.3127356267793009
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,5,0.012500000000000001,1.4290847848461192,2.3032037215149987
torch_range_only_h0p0025_s10_o8,corner_10,corner,rk4,true,1.3999999999999999,2.3500000000000001,6,0.014999999999999999,1.4348307914392262,2.2935876084477465
