term_id,route_index,stable_call_hash,exponent_tuple,degree,coefficient_decimal,coefficient_hex,term_range_lower_decimal,term_range_lower_hex,term_range_upper_decimal,term_range_upper_hex,left_parent_id,right_parent_id,source_class,first_truncated_step,first_intervalization_operation
call44-discarded-route:91d07e008436883e8d03bfbc,212,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,3]",6,-17.128836147528723,-0x1.120fb67e02db2p+4,-8.1500729691618707e-07,-0x1.b58dbffd6456ep-21,8.1500729691618707e-07,0x1.b58dbffd6456ep-21,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8a33d20f4145fb452b3be08f,213,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a485e3c92cb6932d6984ea6e,214,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,4,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:344b0fcb35fd82af5cb91a64,215,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,3]",6,1.6820209724109858,0x1.ae98ed2bb0f93p+0,-8.003225404656555e-08,-0x1.57bc64d80719bp-24,8.003225404656555e-08,0x1.57bc64d80719bp-24,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1c6648afba2ee6923db11199,216,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,2]",6,-2.1449609353333443,-0x1.128e14763a260p+1,-2.8164917394950225e-05,-0x1.d887662bcd192p-16,2.4703282292062327e-323,0x0.0000000000005p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a4cc8b8de4b7dea4eb6cece3,217,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:01b72c516168db89e3b259de,218,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d176dab357ec52d4aeb39600,219,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9e312fee2a6ccdbe752bfe21,220,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1cbe685466b358ed80a03d22,221,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,3]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8648576657cd5f483b8f2fc9,222,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,2]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9d94e9bf75962819087f392e,223,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,4,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3995995ff34536f24e1e9722,224,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,5,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a0fbbb3b5fc0799d1933936e,225,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,2]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a31bbeb9a7db7ffa677161ec,226,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,1]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:66d500c4f23fcde7826332d8,227,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,4,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6878f7d5d1d8e5315e38f014,228,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,1]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:76aa4557f840882fe3abbab2,229,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:15be328b1c320a5291266ac2,230,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:26f6a4013b94f8d7f9cdebc2,231,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,4]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:c31ca0fcdfe03d2db4f7802d,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6c5a553578a86e9f9e18e621,232,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,3]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:642c8350e0e8d01e069adbfb,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1a16d0ab1850b52f7a63b149,233,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,4,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:ef39f880c4251684b811c6df,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c5ca165e8a3caeb4ba86247f,234,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,5,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:b6d2ac845fb9de76cab40e83,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:fef8a6ceb5589d62d5227f41,235,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,6,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:96b903635a9ac2a1dd0dc4de,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:daedb198fdf9918007526c7e,236,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,3]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:e95280f53e75f630ae3fa6d7,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:2acc91fdee983ee2fcfb8554,237,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:679384c7d6bb73f36bfde325,238,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,4,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a5baad3756efd939b3287fc1,239,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,5,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3df61e37fbe54cc66d667ee3,240,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:0e6604bdd24aa42a39260476,241,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,1]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d0a7b5102efbf9e6013243a7,242,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,4,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ba0198f00cc879f3b24d449c,243,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e85047bed7e5a80498482498,244,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,3,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:57adf8f7df839c00d9a9b020,245,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:2a52f2f8d80051a0ed5d6bf8,246,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,4]",5,-35.911871002917373,-0x1.1f4b83063d9b5p+5,-6.1917900487186809e-09,-0x1.a97f1f5b2dae8p-28,6.1917900487186809e-09,0x1.a97f1f5b2dae8p-28,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:40982790fbf5a7e4a3d5b0f3,247,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,3]",5,-24.898461139727228,-0x1.8e6018c9bdaf7p+4,-1.1846938890701877e-06,-0x1.3e038b4d5d568p-20,1.1846938890701877e-06,0x1.3e038b4d5d568p-20,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:864d4da15dd93cff4f057b42,248,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,2]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:45fdada3017a29d23d815c5a,249,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:064f12095869e0b9851076d5,250,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,3]",5,-26.799355169402684,-0x1.acca28a56791bp+4,-1.2751403438968006e-06,-0x1.564afa299e644p-20,2.717361052126856e-322,0x0.0000000000037p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:57fd0a04b524cae2287f837a,251,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,2]",5,-6.5172630735336599,-0x1.a11ad694105a5p+2,-8.5576465791769083e-05,-0x1.66ef07ccedfb2p-14,8.5576465791769083e-05,0x1.66ef07ccedfb2p-14,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:67785b96def51ccfe5601cfc,252,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:eb3d8a8b426017817c3781ea,253,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,2]",5,-6.0136210647197128,-0x1.80df2ae2e080ep+2,-7.8963275154491974e-05,-0x1.4b322bccc6e56p-14,7.8963275154491974e-05,0x1.4b322bccc6e56p-14,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:23f3008bc04ced1009c73453,254,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:7ad4723dba26892cb3db8d79,255,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:18279d71f00dde693d0ea33a,256,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,5]",6,5.2123665907852006,0x1.4d976a0a8bde7p+2,-3.2565495405638617e-12,-0x1.ca518ff814e7cp-39,3.2565495405638617e-12,0x1.ca518ff814e7cp-39,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:c31ca0fcdfe03d2db4f7802d,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9735ed13de87045feb3e0f05,257,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,4]",6,-65.208917542199316,-0x1.04d5ee7aed3a2p+6,-1.1243076883760985e-08,-0x1.824f266e9e3b0p-27,1.1243076883760985e-08,0x1.824f266e9e3b0p-27,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:642c8350e0e8d01e069adbfb,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:03fcc8917d02f223b3ef3886,258,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,3]",6,-7.4827087470984104,-0x1.dee4b33a91f8cp+2,-3.5603482788079825e-07,-0x1.7e4a1bb8b3143p-22,3.5603482788079825e-07,0x1.7e4a1bb8b3143p-22,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:ef39f880c4251684b811c6df,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:829dcf55baae824a273ff703,259,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:b6d2ac845fb9de76cab40e83,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:01f24784c074c99ee7953dee,260,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,4,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:96b903635a9ac2a1dd0dc4de,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:4c97fecbeb4b76cd469bb85f,261,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,4]",6,16.671724184349891,0x1.0abf61dbbb70ep+4,-1.6798231958602383e-322,-0x0.0000000000022p-1022,2.8744761277198371e-09,0x1.8b10a33c4122bp-29,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:e95280f53e75f630ae3fa6d7,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:646dff5e805973260a0415ec,262,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,3]",6,-31.610302885950915,-0x1.f9c3ccf57d048p+4,-1.5040500876936537e-06,-0x1.93bd88f67bd3dp-20,1.5040500876936537e-06,0x1.93bd88f67bd3dp-20,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c064e74c60efd3893519e65d,263,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9bbd1be57d36b5871c789f75,264,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:034eab0c6142129a26b08f92,265,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,3]",6,3.1040750194871807,0x1.8d52548a8395ap+1,-1.4769501963052541e-07,-0x1.3d2c321afae7cp-23,1.4769501963052541e-07,0x1.3d2c321afae7cp-23,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ce7c0a94471aec014f318fe0,266,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,2]",6,-3.9584046610313277,-0x1.faad0101bb549p+1,-5.1976769579911778e-05,-0x1.b4034343801a4p-15,5.1976769579911778e-05,0x1.b4034343801a4p-15,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c6822522e7e4f02447b3ed81,267,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9e141f98529864dedc0e3e71,268,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,2]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:abc9bb620539130a33b49d27,269,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3ed28bbc2d35a7387ae9e1e5,270,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,0,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:cdf2376452fc4a912dd282ed,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d539e2ef8e139495f9e1f4de,271,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,3]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:6fd90b978b5cc0cbb5edeeb6,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:2b0c6fb40f11c3ec0ca8840a,272,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,2]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:6fd90b978b5cc0cbb5edeeb6,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
