term_id,route_index,stable_call_hash,exponent_tuple,degree,coefficient_decimal,coefficient_hex,term_range_lower_decimal,term_range_lower_hex,term_range_upper_decimal,term_range_upper_hex,left_parent_id,right_parent_id,source_class,first_truncated_step,first_intervalization_operation
call44-discarded-route:05992c4d18fe42d0de8983c5,0,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,0,4]",4,0.50628567143890335,0x1.0337e02286e85p-1,-9.8813129168249309e-324,-0x0.0000000000002p-1022,8.7291875769145937e-11,0x1.7fe9ea301c249p-34,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:c31ca0fcdfe03d2db4f7802d,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:57b520cb854a3d18250478fb,1,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,1,3]",4,-6.3338485554760489,-0x1.955dc654e588cp+2,-3.0137090143277491e-07,-0x1.439833dd9262fp-22,3.0137090143277491e-07,0x1.439833dd9262fp-22,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:642c8350e0e8d01e069adbfb,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:92eeb7a3cb573fca4021ec05,2,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,-0.72680770936254968,-0x1.742023dc62b9dp-1,-9.5435207042723718e-06,-0x1.403a37f7f2099p-17,9.8813129168249309e-324,0x0.0000000000002p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:ef39f880c4251684b811c6df,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3c0367a15d8782d0331b18e0,3,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:b6d2ac845fb9de76cab40e83,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:bbbc90f929192ec9a58bad0d,4,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,4,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:96b903635a9ac2a1dd0dc4de,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:89429d8dbf07deb82a0e35a3,5,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,3]",4,1.6193517715426597,0x1.9e8dd6737ed1bp+0,-7.7050390272536693e-08,-0x1.4aedccceb8ecap-24,7.7050390272536693e-08,0x1.4aedccceb8ecap-24,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:e95280f53e75f630ae3fa6d7,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:0608b60547e490d667df7ebf,6,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,-3.0703602945528652,-0x1.890190ee054f5p+1,-4.0316092775543885e-05,-0x1.5232266587ca5p-15,4.0316092775543885e-05,0x1.5232266587ca5p-15,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8073323cf8c7df7c62c0cfa9,7,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:113569d1f98e75318ee7c8b7,8,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:22c927cf2c4abb713718acdf,9,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,2]",4,0.30150387123885186,0x1.34bd6e4a5a61dp-2,-9.8813129168249309e-324,-0x0.0000000000002p-1022,3.9589679643187876e-06,0x1.09ae8d3e382e4p-18,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a50723d69cc650013374dea3,10,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,1]",4,-0.38448630324277161,-0x1.89b6c708c0257p-2,-0.0013932383513703857,-0x1.6d3aa49e617d0p-10,0.0013932383513703857,0x1.6d3aa49e617d0p-10,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ffda638f8af9388fd050eeec,11,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3a4dd3fb7dc75aeda80ce19e,12,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:64c37e2f0174467bff281d4b,13,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:882d8b526870f2360900be4a,14,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c9252ef94be0b41c4887737d,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8e13dea8f55c17612eeff939,15,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,0,4]",4,-29.563312853395672,-0x1.d9035456ac038p+4,-5.0971954738293078e-09,-0x1.5e46cfa2f6662p-28,2.9643938750474793e-322,0x0.000000000003cp-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ac0731f2c143db700c82e119,16,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,1,3]",4,-20.49687124856495,-0x1.47f32f442e8bep+4,-9.7526180340876078e-07,-0x1.05cb7b166b9d9p-20,9.7526180340876078e-07,0x1.05cb7b166b9d9p-20,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3813dfef9a30def990e44d01,17,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e15eba0cba1eedee5b1e914e,18,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1d81b631f369938ea7a3227f,19,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,3]",4,-22.061722183117549,-0x1.60fcd0665ed77p+4,-1.049718988897717e-06,-0x1.19c823bf3e558p-20,1.049718988897717e-06,0x1.19c823bf3e558p-20,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:221cc4f11ebb69dcd5737d4d,20,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,-5.3651308553404675,-0x1.575e4dce9ca90p+2,-7.0448120925931663e-05,-0x1.277b18073be8fp-14,7.0448120925931663e-05,0x1.277b18073be8fp-14,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:5771b9d8d60fee4c38e2037a,21,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:30e738e32453dcf427b37171,22,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,2]",4,-4.95052348856,-0x1.3cd560785c7b6p+2,-6.5004020735410042e-05,-0x1.10a58929a64e8p-14,5.434722104253712e-323,0x0.000000000000bp-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d50a65261b809c78ce3751be,23,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ad88d53c404be7051ecfe31a,24,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:a50e72e6d728700f5019d709,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d92ed5d6bea715f45c8489a5,25,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,1,3]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:b83a0a1e9005867d928370d2,26,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:fda5e4257b5fcfca9df4ac32,27,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:675545ffbc836b395fbd3c47,28,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,4,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:da4693547925cf67503fcff9,29,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a6495b5e80178a04de3361aa,30,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:29dd5f394ef2ed067c183b81,31,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:51d1a5c12558d21f58c6abfc,32,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,1]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:421b07e49f3118d687dd5f57,33,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:2aa562cb7d9ed8382f482de6,34,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:97eb00d6f13ca02363d7095a,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:75e7ca3a3853866872e964e9,35,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,3]",4,-8.4744914352254295,-0x1.0f2f08a990cf7p+3,-4.0322484831282223e-07,-0x1.b0f59a326ebf2p-22,4.0322484831282223e-07,0x1.b0f59a326ebf2p-22,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:29d170db27caadfae16e72a0,36,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,-5.8755444867177866,-0x1.7808ebbe29581p+2,-7.7150227956503125e-05,-0x1.43976d2e51d34p-14,7.7150227956503125e-05,0x1.43976d2e51d34p-14,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:5741f7f8f90b8e7fce4c4aa6,37,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c724b07000c458441a35662b,38,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,3,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:efb0f3ff2d2e1389677cf32f,39,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,2]",4,-6.32411788943599,-0x1.94be58f5cb459p+2,-8.304032722358676e-05,-0x1.5c4bdf56d37a4p-14,6.9169190417774516e-323,0x0.000000000000ep-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:23294c923772b3c46d5c27a4,40,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,1]",4,-1.5379452129710867,-0x1.89b6c708c0258p+0,-0.0055729534054815436,-0x1.6d3aa49e617d1p-8,0.0055729534054815436,0x1.6d3aa49e617d1p-8,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e3bdef22232c2de152c0734b,41,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:323f9de553dff744b218d4ac,42,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,1]",4,-1.4190956579098424,-0x1.6b49da609e4dfp+0,-0.0051422858972814452,-0x1.51013dc168d46p-8,0.0051422858972814452,0x1.51013dc168d46p-8,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e4bb574709dce8bbc6793406,43,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:91c774627769aac44cc81ea5,44,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c0aa41f00ca238e543c4c9a6,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:da771a4e2d7c5f379bac7b6b,45,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,0,4]",4,-40.485398314388668,-0x1.43e21882eea9bp+5,-6.9803404668355918e-09,-0x1.dfaf72b9b130dp-28,4.0513382958982217e-322,0x0.0000000000052p-1022,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:14d1118383400698e5b8d9ee,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6989311c9c46acf652f9b4de,46,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,1,3]",4,8.0566174988532318,0x1.01cfcf803e972p+3,-3.8334198502887593e-07,-0x1.9b9c3e13b9de4p-22,3.8334198502887593e-07,0x1.9b9c3e13b9de4p-22,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:6f98ec53d0f58304c2f1a460,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c899e6c8d0fad33caeba0172,47,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:029b8cfdbd3357f2b8ee7310,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a40bf801e3db369e7350c3ec,48,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,0,3]",4,-24.532127981726887,-0x1.888398a16cdb0p+4,-1.1672633879957932e-06,-0x1.3955baaf38988p-20,1.1672633879957932e-06,0x1.3955baaf38988p-20,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:4233c8071391e648e0764f43,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:5031183251283fe7b4626e14,49,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:3f76020da9f798bc1e2aaf81,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:b6b9a663921ae9486edfd707,50,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,0,2]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:daf1987201ad4fb889857802,candidate-y:642470f2a375ec57c357ef66,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c4c55f324a9c4413d3d97bbd,51,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,1,3]",4,-11.550753523233061,-0x1.719fc5da4e2b3p+3,-5.4959650061650606e-07,-0x1.270ff7c6c2e15p-21,5.4959650061650606e-07,0x1.270ff7c6c2e15p-21,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:14d1118383400698e5b8d9ee,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1d1a95e59d9d3527a94009dd,52,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,2.2986065800208815,0x1.2638bd8bc7b12p+1,-2.9643938750474793e-323,-0x0.0000000000006p-1022,3.0182397909133035e-05,0x1.fa6069748b836p-16,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:6f98ec53d0f58304c2f1a460,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8cc8da1ef729edc3bb8efd6f,53,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:029b8cfdbd3357f2b8ee7310,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6644ef7f7575f7bbfb5656c3,54,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,1,2]",4,-6.9991793465108962,-0x1.bff28dee0696cp+2,-9.1904381510931943e-05,-0x1.8179940759656p-14,9.1904381510931943e-05,0x1.8179940759656p-14,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:4233c8071391e648e0764f43,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3d3be68513210a5a863737a1,55,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:3f76020da9f798bc1e2aaf81,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9af7d80e397b1739c26d9c2c,56,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:662d0b8efa33c9c413c8a57a,candidate-y:642470f2a375ec57c357ef66,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d96b0002fcc9d061ac492470,57,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,2,2]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:14d1118383400698e5b8d9ee,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:12d6633b4bfa86ced122d306,58,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,3,1]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:6f98ec53d0f58304c2f1a460,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6c0c996d3b42f53393de01f3,59,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[0,4,0]",4,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:029b8cfdbd3357f2b8ee7310,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:163fdb5b6c77e437d823f180,60,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[1,2,1]",4,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:8dea4cab850b0cc7cfdfa366,candidate-y:4233c8071391e648e0764f43,current_state_polynomial,307,call44_polynomial_truncation_range
