analytic_reference_contained,basis,carry,directed_rounding_or_mpfr,endpoint_evaluation_path,excluded_from_authoritative,floating_point_enclosure_candidate,h,horizon,interval_kind,lower,message,native_validation_passed,order,polynomial_width,protocol,remainder_width,runtime_s,state_index,step_index,system,time,tool,upper,variant,width
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12232529400640761,,True,3,0.24458544844658825,native_practical,6.513956622696157e-05,0.000157,1,183,harmonic,1.8300000000000014,flowstar,0.12232529400640761,root_cause_fixed_order_3,0.24465058801281522
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1230298115744818,,True,3,0.24599371187066918,native_practical,6.5911278294405e-05,0.000147,0,184,harmonic,1.8400000000000014,flowstar,0.1230298115744818,root_cause_fixed_order_3,0.2460596231489636
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1230298115744818,,True,3,0.24599371187066918,native_practical,6.5911278294405e-05,0.000147,1,184,harmonic,1.8400000000000014,flowstar,0.1230298115744818,root_cause_fixed_order_3,0.2460596231489636
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1237220333463513,,True,3,0.2473773753120994,native_practical,6.669138060318627e-05,0.000148,0,185,harmonic,1.8500000000000014,flowstar,0.1237220333463513,root_cause_fixed_order_3,0.2474440666927026
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1237220333463513,,True,3,0.2473773753120994,native_practical,6.669138060318627e-05,0.000148,1,185,harmonic,1.8500000000000014,flowstar,0.1237220333463513,root_cause_fixed_order_3,0.2474440666927026
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12440189017261456,,True,3,0.24873630040101413,native_practical,6.747994421497523e-05,0.000148,0,186,harmonic,1.8600000000000014,flowstar,0.12440189017261456,root_cause_fixed_order_3,0.24880378034522913
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12440189017261456,,True,3,0.24873630040101413,native_practical,6.747994421497523e-05,0.000148,1,186,harmonic,1.8600000000000014,flowstar,0.12440189017261456,root_cause_fixed_order_3,0.24880378034522913
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.125069314141137,,True,3,0.25007035124144533,native_practical,6.827704082865035e-05,0.000149,0,187,harmonic,1.8700000000000014,flowstar,0.125069314141137,root_cause_fixed_order_3,0.250138628282274
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.125069314141137,,True,3,0.25007035124144533,native_practical,6.827704082865035e-05,0.000149,1,187,harmonic,1.8700000000000014,flowstar,0.125069314141137,root_cause_fixed_order_3,0.250138628282274
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12572423858384976,,True,3,0.2513793944249116,native_practical,6.908274278788883e-05,0.000152,0,188,harmonic,1.8800000000000014,flowstar,0.12572423858384976,root_cause_fixed_order_3,0.2514484771676995
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12572423858384976,,True,3,0.2513793944249116,native_practical,6.908274278788883e-05,0.000152,1,188,harmonic,1.8800000000000014,flowstar,0.12572423858384976,root_cause_fixed_order_3,0.2514484771676995
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12636659808342418,,True,3,0.2526632990437595,native_practical,6.989712308883909e-05,0.00015,0,189,harmonic,1.8900000000000015,flowstar,0.12636659808342418,root_cause_fixed_order_3,0.25273319616684836
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12636659808342418,,True,3,0.2526632990437595,native_practical,6.989712308883909e-05,0.00015,1,189,harmonic,1.8900000000000015,flowstar,0.12636659808342418,root_cause_fixed_order_3,0.25273319616684836
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12699632847982123,,True,3,0.25392193670425456,native_practical,7.072025538787639e-05,0.000148,0,190,harmonic,1.9000000000000015,flowstar,0.12699632847982123,root_cause_fixed_order_3,0.25399265695964246
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12699632847982123,,True,3,0.25392193670425456,native_practical,7.072025538787639e-05,0.000148,1,190,harmonic,1.9000000000000015,flowstar,0.12699632847982123,root_cause_fixed_order_3,0.25399265695964246
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1276133668767152,,True,3,0.25515518153942096,native_practical,7.155221400944223e-05,0.000148,0,191,harmonic,1.9100000000000015,flowstar,0.1276133668767152,root_cause_fixed_order_3,0.2552267337534304
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1276133668767152,,True,3,0.25515518153942096,native_practical,7.155221400944223e-05,0.000148,1,191,harmonic,1.9100000000000015,flowstar,0.1276133668767152,root_cause_fixed_order_3,0.2552267337534304
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12821765164779128,,True,3,0.25636291022162855,native_practical,7.239307395396811e-05,0.00015,0,192,harmonic,1.9200000000000015,flowstar,0.12821765164779128,root_cause_fixed_order_3,0.25643530329558256
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12821765164779128,,True,3,0.25636291022162855,native_practical,7.239307395396811e-05,0.00015,1,192,harmonic,1.9200000000000015,flowstar,0.12821765164779128,root_cause_fixed_order_3,0.25643530329558256
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12880912244291598,,True,3,0.257545001974926,native_practical,7.32429109058847e-05,0.000146,0,193,harmonic,1.9300000000000015,flowstar,0.12880912244291598,root_cause_fixed_order_3,0.25761824488583196
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12880912244291598,,True,3,0.257545001974926,native_practical,7.32429109058847e-05,0.000146,1,193,harmonic,1.9300000000000015,flowstar,0.12880912244291598,root_cause_fixed_order_3,0.25761824488583196
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12938772019418024,,True,3,0.25870133858711875,native_practical,7.410180124171681e-05,0.00015,0,194,harmonic,1.9400000000000015,flowstar,0.12938772019418024,root_cause_fixed_order_3,0.2587754403883605
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12938772019418024,,True,3,0.25870133858711875,native_practical,7.410180124171681e-05,0.00015,1,194,harmonic,1.9400000000000015,flowstar,0.12938772019418024,root_cause_fixed_order_3,0.2587754403883605
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12995338712181428,,True,3,0.25983180442159026,native_practical,7.496982203826499e-05,0.00015,0,195,harmonic,1.9500000000000015,flowstar,0.12995338712181428,root_cause_fixed_order_3,0.25990677424362857
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.12995338712181428,,True,3,0.25983180442159026,native_practical,7.496982203826499e-05,0.00015,1,195,harmonic,1.9500000000000015,flowstar,0.12995338712181428,root_cause_fixed_order_3,0.25990677424362857
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13050606673997353,,True,3,0.2609362864288662,native_practical,7.584705108087458e-05,0.000149,0,196,harmonic,1.9600000000000015,flowstar,0.13050606673997353,root_cause_fixed_order_3,0.26101213347994706
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13050606673997353,,True,3,0.2609362864288662,native_practical,7.584705108087458e-05,0.000149,1,196,harmonic,1.9600000000000015,flowstar,0.13050606673997353,root_cause_fixed_order_3,0.26101213347994706
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1310457038623958,,True,3,0.2620146741579198,native_practical,7.673356687179289e-05,0.000149,0,197,harmonic,1.9700000000000015,flowstar,0.1310457038623958,root_cause_fixed_order_3,0.2620914077247916
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1310457038623958,,True,3,0.2620146741579198,native_practical,7.673356687179289e-05,0.000149,1,197,harmonic,1.9700000000000015,flowstar,0.1310457038623958,root_cause_fixed_order_3,0.2620914077247916
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13157224460792777,,True,3,0.2630668597672169,native_practical,7.762944863861513e-05,0.000147,0,198,harmonic,1.9800000000000015,flowstar,0.13157224460792777,root_cause_fixed_order_3,0.26314448921585554
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13157224460792777,,True,3,0.2630668597672169,native_practical,7.762944863861513e-05,0.000147,1,198,harmonic,1.9800000000000015,flowstar,0.13157224460792777,root_cause_fixed_order_3,0.26314448921585554
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1320856364059217,,True,3,0.26409273803550054,native_practical,7.853477634282017e-05,0.00015,0,199,harmonic,1.9900000000000015,flowstar,0.1320856364059217,root_cause_fixed_order_3,0.2641712728118434
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1320856364059217,,True,3,0.26409273803550054,native_practical,7.853477634282017e-05,0.00015,1,199,harmonic,1.9900000000000015,flowstar,0.1320856364059217,root_cause_fixed_order_3,0.2641712728118434
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13258582800150095,,True,3,0.2650922063723135,native_practical,7.944963068839638e-05,0.000148,0,200,harmonic,2.0000000000000013,flowstar,0.13258582800150095,root_cause_fixed_order_3,0.2651716560030019
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13258582800150095,,True,3,0.2650922063723135,native_practical,7.944963068839638e-05,0.000148,1,200,harmonic,2.0000000000000013,flowstar,0.13258582800150095,root_cause_fixed_order_3,0.2651716560030019
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.133072769460694,,True,3,0.26606516482825737,native_practical,8.037409313055904e-05,0.000149,0,201,harmonic,2.010000000000001,flowstar,0.133072769460694,root_cause_fixed_order_3,0.266145538921388
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.133072769460694,,True,3,0.26606516482825737,native_practical,8.037409313055904e-05,0.000149,1,201,harmonic,2.010000000000001,flowstar,0.133072769460694,root_cause_fixed_order_3,0.266145538921388
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13354641217543625,,True,3,0.2670115161049879,native_practical,8.130824588455912e-05,0.00015,0,202,harmonic,2.020000000000001,flowstar,0.13354641217543625,root_cause_fixed_order_3,0.2670928243508725
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13354641217543625,,True,3,0.2670115161049879,native_practical,8.130824588455912e-05,0.00015,1,202,harmonic,2.020000000000001,flowstar,0.13354641217543625,root_cause_fixed_order_3,0.2670928243508725
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13400670886843985,,True,3,0.26793116556494506,native_practical,8.225217193458541e-05,0.000149,0,203,harmonic,2.0300000000000007,flowstar,0.13400670886843985,root_cause_fixed_order_3,0.2680134177368797
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13400670886843985,,True,3,0.26793116556494506,native_practical,8.225217193458541e-05,0.000149,1,203,harmonic,2.0300000000000007,flowstar,0.13400670886843985,root_cause_fixed_order_3,0.2680134177368797
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1344536135979299,,True,3,0.268824021240817,native_practical,8.320595504275945e-05,0.00015,0,204,harmonic,2.0400000000000005,flowstar,0.1344536135979299,root_cause_fixed_order_3,0.2689072271958598
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1344536135979299,,True,3,0.268824021240817,native_practical,8.320595504275945e-05,0.00015,1,204,harmonic,2.0400000000000005,flowstar,0.1344536135979299,root_cause_fixed_order_3,0.2689072271958598
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13488708176224756,,True,3,0.26968999384473685,native_practical,8.416967975822542e-05,0.000148,0,205,harmonic,2.0500000000000003,flowstar,0.13488708176224756,root_cause_fixed_order_3,0.2697741635244951
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13488708176224756,,True,3,0.26968999384473685,native_practical,8.416967975822542e-05,0.000148,1,205,harmonic,2.0500000000000003,flowstar,0.13488708176224756,root_cause_fixed_order_3,0.2697741635244951
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13530707010431928,,True,3,0.2705289967772122,native_practical,8.514343142633454e-05,0.000146,0,206,harmonic,2.06,flowstar,0.13530707010431928,root_cause_fixed_order_3,0.27061414020863855
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13530707010431928,,True,3,0.2705289967772122,native_practical,8.514343142633454e-05,0.000146,1,206,harmonic,2.06,flowstar,0.13530707010431928,root_cause_fixed_order_3,0.27061414020863855
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1357135367159914,,True,3,0.27134094613578486,native_practical,8.612729619792586e-05,0.000148,0,207,harmonic,2.07,flowstar,0.1357135367159914,root_cause_fixed_order_3,0.2714270734319828
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1357135367159914,,True,3,0.27134094613578486,native_practical,8.612729619792586e-05,0.000148,1,207,harmonic,2.07,flowstar,0.1357135367159914,root_cause_fixed_order_3,0.2714270734319828
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13610644104223005,,True,3,0.2721257607234214,native_practical,8.712136103870339e-05,0.000148,0,208,harmonic,2.0799999999999996,flowstar,0.13610644104223005,root_cause_fixed_order_3,0.2722128820844601
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13610644104223005,,True,3,0.2721257607234214,native_practical,8.712136103870339e-05,0.000148,1,208,harmonic,2.0799999999999996,flowstar,0.13610644104223005,root_cause_fixed_order_3,0.2722128820844601
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13648574388518597,,True,3,0.2728833620566332,native_practical,8.812571373871097e-05,0.000173,0,209,harmonic,2.0899999999999994,flowstar,0.13648574388518597,root_cause_fixed_order_3,0.27297148777037195
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13648574388518597,,True,3,0.2728833620566332,native_practical,8.812571373871097e-05,0.000173,1,209,harmonic,2.0899999999999994,flowstar,0.13648574388518597,root_cause_fixed_order_3,0.27297148777037195
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13685140740812346,,True,3,0.273613674373325,native_practical,8.914044292190548e-05,0.000161,0,210,harmonic,2.099999999999999,flowstar,0.13685140740812346,root_cause_fixed_order_3,0.2737028148162469
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13685140740812346,,True,3,0.273613674373325,native_practical,8.914044292190548e-05,0.000161,1,210,harmonic,2.099999999999999,flowstar,0.13685140740812346,root_cause_fixed_order_3,0.2737028148162469
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13720339513921345,,True,3,0.27431662464037104,native_practical,9.01656380558293e-05,0.000156,0,211,harmonic,2.109999999999999,flowstar,0.13720339513921345,root_cause_fixed_order_3,0.2744067902784269
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13720339513921345,,True,3,0.27431662464037104,native_practical,9.01656380558293e-05,0.000156,1,211,harmonic,2.109999999999999,flowstar,0.13720339513921345,root_cause_fixed_order_3,0.2744067902784269
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13754167197519013,,True,3,0.27499214256091886,native_practical,9.120138946138283e-05,0.000155,0,212,harmonic,2.1199999999999988,flowstar,0.13754167197519013,root_cause_fixed_order_3,0.27508334395038025
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13754167197519013,,True,3,0.27499214256091886,native_practical,9.120138946138283e-05,0.000155,1,212,harmonic,2.1199999999999988,flowstar,0.13754167197519013,root_cause_fixed_order_3,0.27508334395038025
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13786620418487092,,True,3,0.2756401605814191,native_practical,9.224778832269782e-05,0.000161,0,213,harmonic,2.1299999999999986,flowstar,0.13786620418487092,root_cause_fixed_order_3,0.27573240836974183
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13786620418487092,,True,3,0.2756401605814191,native_practical,9.224778832269782e-05,0.000161,1,213,harmonic,2.1299999999999986,flowstar,0.13786620418487092,root_cause_fixed_order_3,0.27573240836974183
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13817695941253894,,True,3,0.27626061389838075,native_practical,9.330492669711274e-05,0.000151,0,214,harmonic,2.1399999999999983,flowstar,0.13817695941253894,root_cause_fixed_order_3,0.27635391882507787
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13817695941253894,,True,3,0.27626061389838075,native_practical,9.330492669711274e-05,0.000151,1,214,harmonic,2.1399999999999983,flowstar,0.13817695941253894,root_cause_fixed_order_3,0.27635391882507787
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1384739066811887,,True,3,0.2768534404648521,native_practical,9.437289752525061e-05,0.000149,0,215,harmonic,2.149999999999998,flowstar,0.1384739066811887,root_cause_fixed_order_3,0.2769478133623774
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1384739066811887,,True,3,0.2768534404648521,native_practical,9.437289752525061e-05,0.000149,1,215,harmonic,2.149999999999998,flowstar,0.1384739066811887,root_cause_fixed_order_3,0.2769478133623774
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1387570163956334,,True,3,0.2774185809966256,native_practical,9.545179464120045e-05,0.00015,0,216,harmonic,2.159999999999998,flowstar,0.1387570163956334,root_cause_fixed_order_3,0.2775140327912668
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1387570163956334,,True,3,0.2774185809966256,native_practical,9.545179464120045e-05,0.00015,1,216,harmonic,2.159999999999998,flowstar,0.1387570163956334,root_cause_fixed_order_3,0.2775140327912668
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13902626034547425,,True,3,0.27795597897816565,native_practical,9.654171278280324e-05,0.00015,0,217,harmonic,2.1699999999999977,flowstar,0.13902626034547425,root_cause_fixed_order_3,0.2780525206909485
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13902626034547425,,True,3,0.27795597897816565,native_practical,9.654171278280324e-05,0.00015,1,217,harmonic,2.1699999999999977,flowstar,0.13902626034547425,root_cause_fixed_order_3,0.2780525206909485
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13928161170793182,,True,3,0.2784655806682616,native_practical,9.764274760204307e-05,0.000149,0,218,harmonic,2.1799999999999975,flowstar,0.13928161170793182,root_cause_fixed_order_3,0.27856322341586365
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13928161170793182,,True,3,0.2784655806682616,native_practical,9.764274760204307e-05,0.000149,1,218,harmonic,2.1799999999999975,flowstar,0.13928161170793182,root_cause_fixed_order_3,0.27856322341586365
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1395230450505381,,True,3,0.27894733510540065,native_practical,9.87549956755448e-05,0.000148,0,219,harmonic,2.1899999999999973,flowstar,0.1395230450505381,root_cause_fixed_order_3,0.2790460901010762
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.1395230450505381,,True,3,0.27894733510540065,native_practical,9.87549956755448e-05,0.000148,1,219,harmonic,2.1899999999999973,flowstar,0.1395230450505381,root_cause_fixed_order_3,0.2790460901010762
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13975053633369025,,True,3,0.2794011941128653,native_practical,9.987855451517853e-05,0.000151,0,220,harmonic,2.199999999999997,flowstar,0.13975053633369025,root_cause_fixed_order_3,0.2795010726673805
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13975053633369025,,True,3,0.2794011941128653,native_practical,9.987855451517853e-05,0.000151,1,220,harmonic,2.199999999999997,flowstar,0.13975053633369025,root_cause_fixed_order_3,0.2795010726673805
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13996406291306454,,True,3,0.2798271123035503,native_practical,0.00010101352257877254,0.000148,0,221,harmonic,2.209999999999997,flowstar,0.13996406291306454,root_cause_fixed_order_3,0.2799281258261291
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.13996406291306454,,True,3,0.2798271123035503,native_practical,0.00010101352257877254,0.000148,1,221,harmonic,2.209999999999997,flowstar,0.13996406291306454,root_cause_fixed_order_3,0.2799281258261291
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14016360354189145,,True,3,0.2802250470845019,native_practical,0.00010215999928093497,0.000149,0,222,harmonic,2.2199999999999966,flowstar,0.14016360354189145,root_cause_fixed_order_3,0.2803272070837829
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14016360354189145,,True,3,0.2802250470845019,native_practical,0.00010215999928093497,0.000149,1,222,harmonic,2.2199999999999966,flowstar,0.14016360354189145,root_cause_fixed_order_3,0.2803272070837829
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14034913837309068,,True,3,0.28059495866117734,native_practical,0.00010331808500398562,0.000149,0,223,harmonic,2.2299999999999964,flowstar,0.14034913837309068,root_cause_fixed_order_3,0.28069827674618136
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14034913837309068,,True,3,0.28059495866117734,native_practical,0.00010331808500398562,0.000149,1,223,harmonic,2.2299999999999964,flowstar,0.14034913837309068,root_cause_fixed_order_3,0.28069827674618136
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14052064896126654,,True,3,0.28093681004142407,native_practical,0.00010448788110899878,0.000153,0,224,harmonic,2.239999999999996,flowstar,0.14052064896126654,root_cause_fixed_order_3,0.2810412979225331
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14052064896126654,,True,3,0.28093681004142407,native_practical,0.00010448788110899878,0.000153,1,224,harmonic,2.239999999999996,flowstar,0.14052064896126654,root_cause_fixed_order_3,0.2810412979225331
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14067811826456308,,True,3,0.28125056703917917,native_practical,0.00010566948994695752,0.00015,0,225,harmonic,2.249999999999996,flowstar,0.14067811826456308,root_cause_fixed_order_3,0.28135623652912617
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14067811826456308,,True,3,0.28125056703917917,native_practical,0.00010566948994695752,0.00015,1,225,harmonic,2.249999999999996,flowstar,0.14067811826456308,root_cause_fixed_order_3,0.28135623652912617
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14082153064637923,,True,3,0.2815361982778884,native_practical,0.0001068630148700215,0.000148,0,226,harmonic,2.259999999999996,flowstar,0.14082153064637923,root_cause_fixed_order_3,0.28164306129275846
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14082153064637923,,True,3,0.2815361982778884,native_practical,0.0001068630148700215,0.000148,1,226,harmonic,2.259999999999996,flowstar,0.14082153064637923,root_cause_fixed_order_3,0.28164306129275846
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14095087187694313,,True,3,0.28179367519364334,native_practical,0.00010806856024290798,0.000148,0,227,harmonic,2.2699999999999956,flowstar,0.14095087187694313,root_cause_fixed_order_3,0.28190174375388627
True,complete_total_degree_3,native_Flowpipe_tmvPre_tmv_composition,True,,,False,0.01,4.0,endpoint_raw,-0.14095087187694313,,True,3,0.28179367519364334,native_practical,0.00010806856024290798,0.000148,1,227,harmonic,2.2699999999999956,flowstar,0.14095087187694313,root_cause_fixed_order_3,0.28190174375388627
