analytic_reference_contained,basis,carry,directed_rounding_or_mpfr,floating_point_enclosure_candidate,h,horizon,interval_kind,lower,message,native_validation_passed,order,polynomial_width,protocol,remainder_width,reset_discarded_term_count,runtime_s,state_index,step_index,system,time,tool,upper,validation_attempts,variant,width
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12827451797582787,,True,4,0.2565490358148978,native_practical,1.3675786251128062e-10,0,0.10995894530788064,0,122,harmonic,1.22,torch_tm_flowpipe,0.12827451797582787,2,order4_qr_reset,0.25654903595165574
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12827451797582795,,True,4,0.25654903581489796,native_practical,1.367578625112807e-10,0,0.10995894530788064,1,122,harmonic,1.22,torch_tm_flowpipe,0.12827451797582795,2,order4_qr_reset,0.2565490359516559
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12827451796282585,,True,4,0.2565490358148978,native_practical,1.1075386863413721e-10,0,0.10995894530788064,0,122,harmonic,1.22,torch_tm_flowpipe,0.12827451796282585,2,order4_qr_reset,0.2565490359256517
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12827451796282593,,True,4,0.25654903581489796,native_practical,1.1075386863413727e-10,0,0.10995894530788064,1,122,harmonic,1.22,torch_tm_flowpipe,0.12827451796282593,2,order4_qr_reset,0.25654903592565187
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12956369837322132,,True,4,0.2591273966102983,native_practical,1.361442896041273e-10,0,0.10997127508744597,0,123,harmonic,1.23,torch_tm_flowpipe,0.12956369837322132,2,order4_qr_reset,0.25912739674644264
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12956369837322138,,True,4,0.25912739661029843,native_practical,1.3614428960412738e-10,0,0.10997127508744597,1,123,harmonic,1.23,torch_tm_flowpipe,0.12956369837322138,2,order4_qr_reset,0.25912739674644275
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12767266063971794,,True,4,0.25534532114329156,native_practical,1.361442896041273e-10,0,0.10997127508744597,0,123,harmonic,1.23,torch_tm_flowpipe,0.12767266063971794,2,order4_qr_reset,0.2553453212794359
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.127672660639718,,True,4,0.25534532114329167,native_practical,1.3614428960412738e-10,0,0.10997127508744597,1,123,harmonic,1.23,torch_tm_flowpipe,0.127672660639718,2,order4_qr_reset,0.255345321279436
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12767266062677424,,True,4,0.25534532114329156,native_practical,1.1025687457934303e-10,0,0.10997127508744597,0,123,harmonic,1.23,torch_tm_flowpipe,0.12767266062677424,2,order4_qr_reset,0.2553453212535485
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1276726606267743,,True,4,0.25534532114329167,native_practical,1.1025687457934308e-10,0,0.10997127508744597,1,123,harmonic,1.23,torch_tm_flowpipe,0.1276726606267743,2,order4_qr_reset,0.2553453212535486
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12895579226900136,,True,4,0.2579115844024853,native_practical,1.355173548777142e-10,0,0.1093221572227776,0,124,harmonic,1.24,torch_tm_flowpipe,0.12895579226900136,2,order4_qr_reset,0.2579115845380027
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12895579226900142,,True,4,0.2579115844024854,native_practical,1.3551735487771426e-10,0,0.1093221572227776,1,124,harmonic,1.24,torch_tm_flowpipe,0.12895579226900142,2,order4_qr_reset,0.25791158453800284
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12705803614234848,,True,4,0.25411607214917953,native_practical,1.355173548777142e-10,0,0.1093221572227776,0,124,harmonic,1.24,torch_tm_flowpipe,0.12705803614234848,2,order4_qr_reset,0.25411607228469696
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12705803614234853,,True,4,0.25411607214917964,native_practical,1.3551735487771426e-10,0,0.1093221572227776,1,124,harmonic,1.24,torch_tm_flowpipe,0.12705803614234853,2,order4_qr_reset,0.25411607228469707
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1270580361294643,,True,4,0.25411607214917953,native_practical,1.0974905745094842e-10,0,0.1093221572227776,0,124,harmonic,1.24,torch_tm_flowpipe,0.1270580361294643,2,order4_qr_reset,0.2541160722589286
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12705803612946437,,True,4,0.25411607214917964,native_practical,1.0974905745094847e-10,0,0.1093221572227776,1,124,harmonic,1.24,torch_tm_flowpipe,0.12705803612946437,2,order4_qr_reset,0.25411607225892874
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.1283349906914048,,True,4,0.25666998124793244,native_practical,1.3487712102497694e-10,0,0.10924506420269608,0,125,harmonic,1.25,torch_tm_flowpipe,0.1283349906914048,2,order4_qr_reset,0.2566699813828096
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12833499069140483,,True,4,0.2566699812479325,native_practical,1.3487712102497697e-10,0,0.10924506420269608,1,125,harmonic,1.25,torch_tm_flowpipe,0.12833499069140483,2,order4_qr_reset,0.25666998138280966
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12643070594564337,,True,4,0.2528614117564096,native_practical,1.3487712102497694e-10,0,0.10924506420269608,0,125,harmonic,1.25,torch_tm_flowpipe,0.12643070594564337,2,order4_qr_reset,0.25286141189128675
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12643070594564337,,True,4,0.2528614117564096,native_practical,1.3487712102497697e-10,0,0.10924506420269608,1,125,harmonic,1.25,torch_tm_flowpipe,0.12643070594564337,2,order4_qr_reset,0.25286141189128675
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12643070593282005,,True,4,0.2528614117564096,native_practical,1.0923046803023123e-10,0,0.10924506420269608,0,125,harmonic,1.25,torch_tm_flowpipe,0.12643070593282005,2,order4_qr_reset,0.2528614118656401
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12643070593282005,,True,4,0.2528614117564096,native_practical,1.0923046803023127e-10,0,0.10924506420269608,1,125,harmonic,1.25,torch_tm_flowpipe,0.12643070593282005,2,order4_qr_reset,0.2528614118656401
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12770135572005922,,True,4,0.25540271130589476,native_practical,1.3422365206875385e-10,0,0.10988328699022532,0,126,harmonic,1.26,torch_tm_flowpipe,0.12770135572005922,2,order4_qr_reset,0.25540271144011845
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12770135572005922,,True,4,0.25540271130589476,native_practical,1.342236520687539e-10,0,0.10988328699022532,1,126,harmonic,1.26,torch_tm_flowpipe,0.12770135572005922,2,order4_qr_reset,0.25540271144011845
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12579073278208713,,True,4,0.2515814654299506,native_practical,1.3422365206875385e-10,0,0.10988328699022532,0,126,harmonic,1.26,torch_tm_flowpipe,0.12579073278208713,2,order4_qr_reset,0.25158146556417427
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12579073278208713,,True,4,0.2515814654299506,native_practical,1.342236520687539e-10,0,0.10988328699022532,1,126,harmonic,1.26,torch_tm_flowpipe,0.12579073278208713,2,order4_qr_reset,0.25158146556417427
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1257907327693259,,True,4,0.2515814654299506,native_practical,1.0870115817569052e-10,0,0.10988328699022532,0,126,harmonic,1.26,torch_tm_flowpipe,0.1257907327693259,2,order4_qr_reset,0.2515814655386518
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1257907327693259,,True,4,0.2515814654299506,native_practical,1.0870115817569054e-10,0,0.10988328699022532,1,126,harmonic,1.26,torch_tm_flowpipe,0.1257907327693259,2,order4_qr_reset,0.2515814655386518
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12705495071792197,,True,4,0.2541099013022869,native_practical,1.335570133553839e-10,0,0.1094446717761457,0,127,harmonic,1.27,torch_tm_flowpipe,0.12705495071792197,2,order4_qr_reset,0.25410990143584394
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12705495071792203,,True,4,0.254109901302287,native_practical,1.3355701335538394e-10,0,0.1094446717761457,1,127,harmonic,1.27,torch_tm_flowpipe,0.12705495071792203,2,order4_qr_reset,0.25410990143584405
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1251381806484517,,True,4,0.25027636116334634,native_practical,1.335570133553839e-10,0,0.1094446717761457,0,127,harmonic,1.27,torch_tm_flowpipe,0.1251381806484517,2,order4_qr_reset,0.2502763612969034
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12513818064845172,,True,4,0.2502763611633464,native_practical,1.3355701335538394e-10,0,0.1094446717761457,1,127,harmonic,1.27,torch_tm_flowpipe,0.12513818064845172,2,order4_qr_reset,0.25027636129690345
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1251381806357538,,True,4,0.25027636116334634,native_practical,1.0816118081786087e-10,0,0.1094446717761457,0,127,harmonic,1.27,torch_tm_flowpipe,0.1251381806357538,2,order4_qr_reset,0.2502763612715076
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12513818063575383,,True,4,0.2502763611633464,native_practical,1.0816118081786091e-10,0,0.1094446717761457,1,127,harmonic,1.27,torch_tm_flowpipe,0.12513818063575383,2,order4_qr_reset,0.25027636127150765
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12639584032494447,,True,4,0.2527916805170116,native_practical,1.328772715481725e-10,0,0.11007613921537995,0,128,harmonic,1.28,torch_tm_flowpipe,0.12639584032494447,2,order4_qr_reset,0.25279168064988894
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12639584032494447,,True,4,0.2527916805170116,native_practical,1.328772715481725e-10,0,0.11007613921537995,1,128,harmonic,1.28,torch_tm_flowpipe,0.12639584032494447,2,order4_qr_reset,0.25279168064988894
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12447311479939703,,True,4,0.24894622946591677,native_practical,1.328772715481725e-10,0,0.11007613921537995,0,128,harmonic,1.28,torch_tm_flowpipe,0.12447311479939703,2,order4_qr_reset,0.24894622959879406
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12447311479939704,,True,4,0.2489462294659168,native_practical,1.328772715481725e-10,0,0.11007613921537995,1,128,harmonic,1.28,torch_tm_flowpipe,0.12447311479939704,2,order4_qr_reset,0.2489462295987941
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12447311478676369,,True,4,0.24894622946591677,native_practical,1.0761058995401965e-10,0,0.11007613921537995,0,128,harmonic,1.28,torch_tm_flowpipe,0.12447311478676369,2,order4_qr_reset,0.24894622957352738
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1244731147867637,,True,4,0.2489462294659168,native_practical,1.0761058995401966e-10,0,0.11007613921537995,1,128,harmonic,1.28,torch_tm_flowpipe,0.1244731147867637,2,order4_qr_reset,0.2489462295735274
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12572409045160782,,True,4,0.2514481807710311,native_practical,1.3218449462072465e-10,0,0.1107075558975339,0,129,harmonic,1.29,torch_tm_flowpipe,0.12572409045160782,2,order4_qr_reset,0.25144818090321563
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12572409045160782,,True,4,0.2514481807710311,native_practical,1.3218449462072468e-10,0,0.1107075558975339,1,129,harmonic,1.29,torch_tm_flowpipe,0.12572409045160782,2,order4_qr_reset,0.25144818090321563
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12379560174094545,,True,4,0.24759120334970638,native_practical,1.3218449462072465e-10,0,0.1107075558975339,0,129,harmonic,1.29,torch_tm_flowpipe,0.12379560174094545,2,order4_qr_reset,0.2475912034818909
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12379560174094548,,True,4,0.24759120334970644,native_practical,1.3218449462072468e-10,0,0.1107075558975339,1,129,harmonic,1.29,torch_tm_flowpipe,0.12379560174094548,2,order4_qr_reset,0.24759120348189095
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12379560172837793,,True,4,0.24759120334970638,native_practical,1.0704944064278688e-10,0,0.1107075558975339,0,129,harmonic,1.29,torch_tm_flowpipe,0.12379560172837793,2,order4_qr_reset,0.24759120345675587
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12379560172837796,,True,4,0.24759120334970644,native_practical,1.0704944064278691e-10,0,0.1107075558975339,1,129,harmonic,1.29,torch_tm_flowpipe,0.12379560172837796,2,order4_qr_reset,0.24759120345675592
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12503976827233207,,True,4,0.2500795364131853,native_practical,1.3147875185014806e-10,0,0.1094560488127172,0,130,harmonic,1.3,torch_tm_flowpipe,0.12503976827233207,2,order4_qr_reset,0.25007953654466414
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12503976827233207,,True,4,0.2500795364131853,native_practical,1.314787518501481e-10,0,0.1094560488127172,1,130,harmonic,1.3,torch_tm_flowpipe,0.12503976827233207,2,order4_qr_reset,0.25007953654466414
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12310570922383124,,True,4,0.2462114183161837,native_practical,1.3147875185014806e-10,0,0.1094560488127172,0,130,harmonic,1.3,torch_tm_flowpipe,0.12310570922383124,2,order4_qr_reset,0.24621141844766248
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12310570922383127,,True,4,0.24621141831618376,native_practical,1.314787518501481e-10,0,0.1094560488127172,1,130,harmonic,1.3,torch_tm_flowpipe,0.12310570922383127,2,order4_qr_reset,0.24621141844766253
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12310570921133077,,True,4,0.2462114183161837,native_practical,1.0647778899861984e-10,0,0.1094560488127172,0,130,harmonic,1.3,torch_tm_flowpipe,0.12310570921133077,2,order4_qr_reset,0.24621141842266153
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1231057092113308,,True,4,0.24621141831618376,native_practical,1.0647778899861986e-10,0,0.1094560488127172,1,130,harmonic,1.3,torch_tm_flowpipe,0.1231057092113308,2,order4_qr_reset,0.2462114184226616
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12434294221875851,,True,4,0.24868588430675687,native_practical,1.307601138101252e-10,0,0.11038275016471744,0,131,harmonic,1.31,torch_tm_flowpipe,0.12434294221875851,2,order4_qr_reset,0.24868588443751702
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12434294221875856,,True,4,0.24868588430675698,native_practical,1.307601138101253e-10,0,0.11038275016471744,1,131,harmonic,1.31,torch_tm_flowpipe,0.12434294221875856,2,order4_qr_reset,0.24868588443751713
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12240350623672548,,True,4,0.2448070123426908,native_practical,1.307601138101252e-10,0,0.11038275016471744,0,131,harmonic,1.31,torch_tm_flowpipe,0.12240350623672548,2,order4_qr_reset,0.24480701247345096
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12240350623672554,,True,4,0.24480701234269092,native_practical,1.307601138101253e-10,0,0.11038275016471744,1,131,harmonic,1.31,torch_tm_flowpipe,0.12240350623672554,2,order4_qr_reset,0.24480701247345107
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12240350622429326,,True,4,0.2448070123426908,native_practical,1.0589569218620134e-10,0,0.11038275016471744,0,131,harmonic,1.31,torch_tm_flowpipe,0.12240350622429326,2,order4_qr_reset,0.24480701244858652
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12240350622429332,,True,4,0.24480701234269092,native_practical,1.0589569218620138e-10,0,0.11038275016471744,1,131,harmonic,1.31,torch_tm_flowpipe,0.12240350622429332,2,order4_qr_reset,0.24480701244858663
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12363368197290715,,True,4,0.24726736381578562,native_practical,1.300286523638563e-10,0,0.10956259816884995,0,132,harmonic,1.32,torch_tm_flowpipe,0.12363368197290715,2,order4_qr_reset,0.2472673639458143
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12363368197290725,,True,4,0.24726736381578582,native_practical,1.3002865236385642e-10,0,0.10956259816884995,1,132,harmonic,1.32,torch_tm_flowpipe,0.12363368197290725,2,order4_qr_reset,0.2472673639458145
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12168906299933735,,True,4,0.24337812586864602,native_practical,1.300286523638563e-10,0,0.10956259816884995,0,132,harmonic,1.32,torch_tm_flowpipe,0.12168906299933735,2,order4_qr_reset,0.2433781259986747
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12168906299933745,,True,4,0.2433781258686462,native_practical,1.3002865236385642e-10,0,0.10956259816884995,1,132,harmonic,1.32,torch_tm_flowpipe,0.12168906299933745,2,order4_qr_reset,0.2433781259986749
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12168906298697463,,True,4,0.24337812586864602,native_practical,1.053032084147235e-10,0,0.10956259816884995,0,132,harmonic,1.32,torch_tm_flowpipe,0.12168906298697463,2,order4_qr_reset,0.24337812597394926
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12168906298697472,,True,4,0.2433781258686462,native_practical,1.0530320841472359e-10,0,0.10956259816884995,1,132,harmonic,1.32,torch_tm_flowpipe,0.12168906298697472,2,order4_qr_reset,0.24337812597394945
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12291205846020807,,True,4,0.24582411679113167,native_practical,1.2928444065687283e-10,0,0.11051639914512634,0,133,harmonic,1.33,torch_tm_flowpipe,0.12291205846020807,2,order4_qr_reset,0.24582411692041614
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12291205846020817,,True,4,0.24582411679113186,native_practical,1.2928444065687294e-10,0,0.11051639914512634,1,133,harmonic,1.33,torch_tm_flowpipe,0.12291205846020817,2,order4_qr_reset,0.24582411692041634
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12096245095539233,,True,4,0.2419249017815002,native_practical,1.2928444065687283e-10,0,0.11051639914512634,0,133,harmonic,1.33,torch_tm_flowpipe,0.12096245095539233,2,order4_qr_reset,0.24192490191078467
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12096245095539244,,True,4,0.24192490178150042,native_practical,1.2928444065687294e-10,0,0.11051639914512634,1,133,harmonic,1.33,torch_tm_flowpipe,0.12096245095539244,2,order4_qr_reset,0.2419249019107849
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1209624509431003,,True,4,0.2419249017815002,native_practical,1.047003969320669e-10,0,0.11051639914512634,0,133,harmonic,1.33,torch_tm_flowpipe,0.1209624509431003,2,order4_qr_reset,0.2419249018862006
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12096245094310042,,True,4,0.24192490178150042,native_practical,1.0470039693206699e-10,0,0.11051639914512634,1,133,harmonic,1.33,torch_tm_flowpipe,0.12096245094310042,2,order4_qr_reset,0.24192490188620083
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12217814384240906,,True,4,0.24435628755629055,native_practical,1.2852755310972318e-10,0,0.10957547090947628,0,134,harmonic,1.34,torch_tm_flowpipe,0.12217814384240906,2,order4_qr_reset,0.24435628768481812
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12217814384240916,,True,4,0.24435628755629074,native_practical,1.2852755310972328e-10,0,0.10957547090947628,1,134,harmonic,1.34,torch_tm_flowpipe,0.12217814384240916,2,order4_qr_reset,0.24435628768481832
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12022374276548772,,True,4,0.24044748540244787,native_practical,1.2852755310972318e-10,0,0.10957547090947628,0,134,harmonic,1.34,torch_tm_flowpipe,0.12022374276548772,2,order4_qr_reset,0.24044748553097545
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12022374276548782,,True,4,0.24044748540244806,native_practical,1.2852755310972328e-10,0,0.10957547090947628,1,134,harmonic,1.34,torch_tm_flowpipe,0.12022374276548782,2,order4_qr_reset,0.24044748553097564
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12022374275326761,,True,4,0.24044748540244787,native_practical,1.040873180188757e-10,0,0.10957547090947628,0,134,harmonic,1.34,torch_tm_flowpipe,0.12022374275326761,2,order4_qr_reset,0.24044748550653522
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1202237427532677,,True,4,0.24044748540244806,native_practical,1.0408731801887576e-10,0,0.10957547090947628,1,134,harmonic,1.34,torch_tm_flowpipe,0.1202237427532677,2,order4_qr_reset,0.2404474855065354
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12143201151035964,,True,4,0.2428640228929612,native_practical,1.2775806541053064e-10,0,0.11143280798569322,0,135,harmonic,1.35,torch_tm_flowpipe,0.12143201151035964,2,order4_qr_reset,0.24286402302071927
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.1214320115103597,,True,4,0.24286402289296133,native_practical,1.2775806541053071e-10,0,0.11143280798569322,1,135,harmonic,1.35,torch_tm_flowpipe,0.1214320115103597,2,order4_qr_reset,0.2428640230207194
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11947301229982668,,True,4,0.23894602447189528,native_practical,1.2775806541053064e-10,0,0.11143280798569322,0,135,harmonic,1.35,torch_tm_flowpipe,0.11947301229982668,2,order4_qr_reset,0.23894602459965336
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11947301229982676,,True,4,0.23894602447189545,native_practical,1.2775806541053071e-10,0,0.11143280798569322,1,135,harmonic,1.35,torch_tm_flowpipe,0.11947301229982676,2,order4_qr_reset,0.23894602459965353
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11947301228767968,,True,4,0.23894602447189528,native_practical,1.0346403298252973e-10,0,0.11143280798569322,0,135,harmonic,1.35,torch_tm_flowpipe,0.11947301228767968,2,order4_qr_reset,0.23894602457535935
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11947301228767976,,True,4,0.23894602447189545,native_practical,1.0346403298252981e-10,0,0.11143280798569322,1,135,harmonic,1.35,torch_tm_flowpipe,0.11947301228767976,2,order4_qr_reset,0.23894602457535952
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.12067373607667177,,True,4,0.24134747202636747,native_practical,1.2697605450742448e-10,0,0.11966819176450372,0,136,harmonic,1.36,torch_tm_flowpipe,0.12067373607667177,2,order4_qr_reset,0.24134747215334354
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.1206737360766719,,True,4,0.24134747202636772,native_practical,1.2697605450742458e-10,0,0.11966819176450372,1,136,harmonic,1.36,torch_tm_flowpipe,0.1206737360766719,2,order4_qr_reset,0.2413474721533438
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1187103346308312,,True,4,0.23742066913468632,native_practical,1.2697605450742448e-10,0,0.11966819176450372,0,136,harmonic,1.36,torch_tm_flowpipe,0.1187103346308312,2,order4_qr_reset,0.2374206692616624
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11871033463083132,,True,4,0.23742066913468657,native_practical,1.2697605450742458e-10,0,0.11966819176450372,1,136,harmonic,1.36,torch_tm_flowpipe,0.11871033463083132,2,order4_qr_reset,0.23742066926166264
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11871033461875848,,True,4,0.23742066913468632,native_practical,1.0283060415101372e-10,0,0.11966819176450372,0,136,harmonic,1.36,torch_tm_flowpipe,0.11871033461875848,2,order4_qr_reset,0.23742066923751695
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1187103346187586,,True,4,0.23742066913468657,native_practical,1.0283060415101382e-10,0,0.11966819176450372,1,136,harmonic,1.36,torch_tm_flowpipe,0.1187103346187586,2,order4_qr_reset,0.2374206692375172
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.11990339336825905,,True,4,0.23980678661033647,native_practical,1.261815986008454e-10,0,0.1099978513084352,0,137,harmonic,1.37,torch_tm_flowpipe,0.11990339336825905,2,order4_qr_reset,0.2398067867365181
,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,tube,-0.11990339336825916,,True,4,0.2398067866103367,native_practical,1.2618159860084552e-10,0,0.1099978513084352,1,137,harmonic,1.37,torch_tm_flowpipe,0.11990339336825916,2,order4_qr_reset,0.2398067867365183
True,complete_total_degree_4,qr_reset,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1179357860256351,,True,4,0.2358715719250886,native_practical,1.261815986008454e-10,0,0.1099978513084352,0,137,harmonic,1.37,torch_tm_flowpipe,0.1179357860256351,2,order4_qr_reset,0.2358715720512702
