analytic_reference_contained,basis,carry,directed_rounding_or_mpfr,floating_point_enclosure_candidate,h,horizon,interval_kind,lower,message,native_validation_passed,order,polynomial_width,protocol,remainder_width,reset_discarded_term_count,runtime_s,state_index,step_index,system,time,tool,upper,validation_attempts,variant,width
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11018953314906792,,True,1,0.21817009409341473,native_low_order,0.002208972204721076,0,0.025202706921845675,1,8,harmonic,0.08,torch_tm_flowpipe,0.11018953314906792,2,order1_range_only,0.22037906629813583
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11182921776502946,,True,1,0.22089722027410755,native_low_order,0.0027612152559513482,0,0.02540541999042034,0,9,harmonic,0.09,torch_tm_flowpipe,0.11182921776502946,2,order1_range_only,0.22365843553005893
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11182921776502946,,True,1,0.22089722027410755,native_low_order,0.0027612152559513482,0,0.02540541999042034,1,9,harmonic,0.09,torch_tm_flowpipe,0.11182921776502946,2,order1_range_only,0.22365843553005893
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11182921776502946,,True,1,0.22089722027410755,native_low_order,0.0027612152559513482,0,0.02540541999042034,0,9,harmonic,0.09,torch_tm_flowpipe,0.11182921776502946,2,order1_range_only,0.22365843553005893
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11182921776502946,,True,1,0.22089722027410755,native_low_order,0.0027612152559513482,0,0.02540541999042034,1,9,harmonic,0.09,torch_tm_flowpipe,0.11182921776502946,2,order1_range_only,0.22365843553005893
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11156690231570408,,True,1,0.22089722027410755,native_low_order,0.0022365843573005904,0,0.02540541999042034,0,9,harmonic,0.09,torch_tm_flowpipe,0.11156690231570408,2,order1_range_only,0.22313380463140817
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11156690231570408,,True,1,0.22089722027410755,native_low_order,0.0022365843573005904,0,0.02540541999042034,1,9,harmonic,0.09,torch_tm_flowpipe,0.11156690231570408,2,order1_range_only,0.22313380463140817
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1132270829893674,,True,1,0.22365843553205902,native_low_order,0.0027957304466757417,0,0.02565053990110755,0,10,harmonic,0.1,torch_tm_flowpipe,0.1132270829893674,2,order1_range_only,0.2264541659787348
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1132270829893674,,True,1,0.22365843553205902,native_low_order,0.0027957304466757417,0,0.02565053990110755,1,10,harmonic,0.1,torch_tm_flowpipe,0.1132270829893674,2,order1_range_only,0.2264541659787348
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1132270829893674,,True,1,0.22365843553205902,native_low_order,0.0027957304466757417,0,0.02565053990110755,0,10,harmonic,0.1,torch_tm_flowpipe,0.1132270829893674,2,order1_range_only,0.2264541659787348
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1132270829893674,,True,1,0.22365843553205902,native_low_order,0.0027957304466757417,0,0.02565053990110755,1,10,harmonic,0.1,torch_tm_flowpipe,0.1132270829893674,2,order1_range_only,0.2264541659787348
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1129614885969232,,True,1,0.22365843553205902,native_low_order,0.002264541661787349,0,0.02565053990110755,0,10,harmonic,0.1,torch_tm_flowpipe,0.1129614885969232,2,order1_range_only,0.2259229771938464
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1129614885969232,,True,1,0.22365843553205902,native_low_order,0.0022645416617873494,0,0.02565053990110755,1,10,harmonic,0.1,torch_tm_flowpipe,0.1129614885969232,2,order1_range_only,0.2259229771938464
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11464242152900955,,True,1,0.2264541659807349,native_low_order,0.00283067707728419,0,0.02503768214955926,0,11,harmonic,0.11,torch_tm_flowpipe,0.11464242152900955,2,order1_range_only,0.2292848430580191
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11464242152900955,,True,1,0.2264541659807349,native_low_order,0.00283067707728419,0,0.02503768214955926,1,11,harmonic,0.11,torch_tm_flowpipe,0.11464242152900955,2,order1_range_only,0.2292848430580191
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11464242152900955,,True,1,0.2264541659807349,native_low_order,0.00283067707728419,0,0.02503768214955926,0,11,harmonic,0.11,torch_tm_flowpipe,0.11464242152900955,2,order1_range_only,0.2292848430580191
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11464242152900955,,True,1,0.2264541659807349,native_low_order,0.00283067707728419,0,0.02503768214955926,1,11,harmonic,0.11,torch_tm_flowpipe,0.11464242152900955,2,order1_range_only,0.2292848430580191
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11437350720665755,,True,1,0.2264541659807349,native_low_order,0.0022928484325801927,0,0.02503768214955926,0,11,harmonic,0.11,torch_tm_flowpipe,0.11437350720665755,2,order1_range_only,0.2287470144133151
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11437350720665755,,True,1,0.2264541659807349,native_low_order,0.0022928484325801927,0,0.02503768214955926,1,11,harmonic,0.11,torch_tm_flowpipe,0.11437350720665755,2,order1_range_only,0.2287470144133151
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11607545180039723,,True,1,0.2292848430600192,native_low_order,0.002866060540775244,0,0.025597079191356897,0,12,harmonic,0.12,torch_tm_flowpipe,0.11607545180039723,2,order1_range_only,0.23215090360079446
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11607545180039723,,True,1,0.2292848430600192,native_low_order,0.002866060540775244,0,0.025597079191356897,1,12,harmonic,0.12,torch_tm_flowpipe,0.11607545180039723,2,order1_range_only,0.23215090360079446
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11607545180039723,,True,1,0.2292848430600192,native_low_order,0.002866060540775244,0,0.025597079191356897,0,12,harmonic,0.12,torch_tm_flowpipe,0.11607545180039723,2,order1_range_only,0.23215090360079446
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11607545180039723,,True,1,0.2292848430600192,native_low_order,0.002866060540775244,0,0.025597079191356897,1,12,harmonic,0.12,torch_tm_flowpipe,0.11607545180039723,2,order1_range_only,0.23215090360079446
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11580317604901359,,True,1,0.2292848430600192,native_low_order,0.002321509038007946,0,0.025597079191356897,0,12,harmonic,0.12,torch_tm_flowpipe,0.11580317604901359,2,order1_range_only,0.23160635209802719
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11580317604901359,,True,1,0.2292848430600192,native_low_order,0.002321509038007946,0,0.025597079191356897,1,12,harmonic,0.12,torch_tm_flowpipe,0.11580317604901359,2,order1_range_only,0.23160635209802719
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11752639495017726,,True,1,0.23215090360279456,native_low_order,0.0029018862975599357,0,0.025239214301109314,0,13,harmonic,0.13,torch_tm_flowpipe,0.11752639495017726,2,order1_range_only,0.23505278990035453
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11752639495017726,,True,1,0.23215090360279456,native_low_order,0.0029018862975599357,0,0.025239214301109314,1,13,harmonic,0.13,torch_tm_flowpipe,0.11752639495017726,2,order1_range_only,0.23505278990035453
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11752639495017726,,True,1,0.23215090360279456,native_low_order,0.0029018862975599357,0,0.025239214301109314,0,13,harmonic,0.13,torch_tm_flowpipe,0.11752639495017726,2,order1_range_only,0.23505278990035453
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11752639495017726,,True,1,0.23215090360279456,native_low_order,0.0029018862975599357,0,0.025239214301109314,1,13,harmonic,0.13,torch_tm_flowpipe,0.11752639495017726,2,order1_range_only,0.23505278990035453
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11725071575189906,,True,1,0.23215090360279456,native_low_order,0.0023505279010035468,0,0.025239214301109314,0,13,harmonic,0.13,torch_tm_flowpipe,0.11725071575189906,2,order1_range_only,0.23450143150379812
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11725071575189906,,True,1,0.23215090360279456,native_low_order,0.0023505279010035468,0,0.025239214301109314,1,13,harmonic,0.13,torch_tm_flowpipe,0.11725071575189906,2,order1_range_only,0.23450143150379812
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11899547488932954,,True,1,0.23505278990235462,native_low_order,0.0029381598763044366,0,0.025393956806510687,0,14,harmonic,0.14,torch_tm_flowpipe,0.11899547488932954,2,order1_range_only,0.2379909497786591
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.11899547488932954,,True,1,0.23505278990235462,native_low_order,0.0029381598763044366,0,0.025393956806510687,1,14,harmonic,0.14,torch_tm_flowpipe,0.11899547488932954,2,order1_range_only,0.2379909497786591
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11899547488932954,,True,1,0.23505278990235462,native_low_order,0.0029381598763044366,0,0.025393956806510687,0,14,harmonic,0.14,torch_tm_flowpipe,0.11899547488932954,2,order1_range_only,0.2379909497786591
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.11899547488932954,,True,1,0.23505278990235462,native_low_order,0.0029381598763044366,0,0.025393956806510687,1,14,harmonic,0.14,torch_tm_flowpipe,0.11899547488932954,2,order1_range_only,0.2379909497786591
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11871634970107062,,True,1,0.23505278990235462,native_low_order,0.0023799094997865923,0,0.025393956806510687,0,14,harmonic,0.14,torch_tm_flowpipe,0.11871634970107062,2,order1_range_only,0.23743269940214123
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.11871634970107062,,True,1,0.23505278990235462,native_low_order,0.0023799094997865923,0,0.025393956806510687,1,14,harmonic,0.14,torch_tm_flowpipe,0.11871634970107062,2,order1_range_only,0.23743269940214123
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12048291832772123,,True,1,0.23799094978065918,native_low_order,0.0029748868747832436,0,0.02537840697914362,0,15,harmonic,0.15,torch_tm_flowpipe,0.12048291832772123,2,order1_range_only,0.24096583665544247
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12048291832772123,,True,1,0.23799094978065918,native_low_order,0.0029748868747832436,0,0.02537840697914362,1,15,harmonic,0.15,torch_tm_flowpipe,0.12048291832772123,2,order1_range_only,0.24096583665544247
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12048291832772123,,True,1,0.23799094978065918,native_low_order,0.0029748868747832436,0,0.02537840697914362,0,15,harmonic,0.15,torch_tm_flowpipe,0.12048291832772123,2,order1_range_only,0.24096583665544247
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12048291832772123,,True,1,0.23799094978065918,native_low_order,0.0029748868747832436,0,0.02537840697914362,1,15,harmonic,0.15,torch_tm_flowpipe,0.12048291832772123,2,order1_range_only,0.24096583665544247
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12020030407460681,,True,1,0.23799094978065918,native_low_order,0.002409658368554426,0,0.02537840697914362,0,15,harmonic,0.15,torch_tm_flowpipe,0.12020030407460681,2,order1_range_only,0.24040060814921363
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12020030407460681,,True,1,0.23799094978065918,native_low_order,0.002409658368554426,0,0.02537840697914362,1,15,harmonic,0.15,torch_tm_flowpipe,0.12020030407460681,2,order1_range_only,0.24040060814921363
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12198895480909282,,True,1,0.24096583665744256,native_low_order,0.0030120729607430357,0,0.025359083898365498,0,16,harmonic,0.16,torch_tm_flowpipe,0.12198895480909282,2,order1_range_only,0.24397790961818563
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12198895480909282,,True,1,0.24096583665744256,native_low_order,0.0030120729607430357,0,0.025359083898365498,1,16,harmonic,0.16,torch_tm_flowpipe,0.12198895480909282,2,order1_range_only,0.24397790961818563
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12198895480909282,,True,1,0.24096583665744256,native_low_order,0.0030120729607430357,0,0.025359083898365498,0,16,harmonic,0.16,torch_tm_flowpipe,0.12198895480909282,2,order1_range_only,0.24397790961818563
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12198895480909282,,True,1,0.24096583665744256,native_low_order,0.0030120729607430357,0,0.025359083898365498,1,16,harmonic,0.16,torch_tm_flowpipe,0.12198895480909282,2,order1_range_only,0.24397790961818563
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12170280787781222,,True,1,0.24096583665744256,native_low_order,0.0024397790981818576,0,0.025359083898365498,0,16,harmonic,0.16,torch_tm_flowpipe,0.12170280787781222,2,order1_range_only,0.24340561575562444
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12170280787781222,,True,1,0.24096583665744256,native_low_order,0.0024397790981818576,0,0.025359083898365498,1,16,harmonic,0.16,torch_tm_flowpipe,0.12170280787781222,2,order1_range_only,0.24340561575562444
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12351381674648154,,True,1,0.24397790962018573,native_low_order,0.003049723872777326,0,0.02526830928400159,0,17,harmonic,0.17,torch_tm_flowpipe,0.12351381674648154,2,order1_range_only,0.24702763349296308
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12351381674648154,,True,1,0.24397790962018573,native_low_order,0.003049723872777326,0,0.02526830928400159,1,17,harmonic,0.17,torch_tm_flowpipe,0.12351381674648154,2,order1_range_only,0.24702763349296308
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12351381674648154,,True,1,0.24397790962018573,native_low_order,0.003049723872777326,0,0.02526830928400159,0,17,harmonic,0.17,torch_tm_flowpipe,0.12351381674648154,2,order1_range_only,0.24702763349296308
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12351381674648154,,True,1,0.24397790962018573,native_low_order,0.003049723872777326,0,0.02526830928400159,1,17,harmonic,0.17,torch_tm_flowpipe,0.12351381674648154,2,order1_range_only,0.24702763349296308
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1232240929785577,,True,1,0.24397790962018573,native_low_order,0.002470276336929632,0,0.02526830928400159,0,17,harmonic,0.17,torch_tm_flowpipe,0.1232240929785577,2,order1_range_only,0.2464481859571154
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1232240929785577,,True,1,0.24397790962018573,native_low_order,0.002470276336929632,0,0.02526830928400159,1,17,harmonic,0.17,torch_tm_flowpipe,0.1232240929785577,2,order1_range_only,0.2464481859571154
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12505773945808765,,True,1,0.24702763349496318,native_low_order,0.003087845421212043,0,0.025131986942142248,0,18,harmonic,0.18,torch_tm_flowpipe,0.12505773945808765,2,order1_range_only,0.2501154789161753
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12505773945808765,,True,1,0.24702763349496318,native_low_order,0.003087845421212043,0,0.025131986942142248,1,18,harmonic,0.18,torch_tm_flowpipe,0.12505773945808765,2,order1_range_only,0.2501154789161753
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12505773945808765,,True,1,0.24702763349496318,native_low_order,0.003087845421212043,0,0.025131986942142248,0,18,harmonic,0.18,torch_tm_flowpipe,0.12505773945808765,2,order1_range_only,0.2501154789161753
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12505773945808765,,True,1,0.24702763349496318,native_low_order,0.003087845421212043,0,0.025131986942142248,1,18,harmonic,0.18,torch_tm_flowpipe,0.12505773945808765,2,order1_range_only,0.2501154789161753
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12476439414306248,,True,1,0.24702763349496318,native_low_order,0.002501154791161754,0,0.025131986942142248,0,18,harmonic,0.18,torch_tm_flowpipe,0.12476439414306248,2,order1_range_only,0.24952878828612496
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12476439414306248,,True,1,0.24702763349496318,native_low_order,0.002501154791161754,0,0.025131986942142248,1,18,harmonic,0.18,torch_tm_flowpipe,0.12476439414306248,2,order1_range_only,0.24952878828612496
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12662096120358887,,True,1,0.2501154789181755,native_low_order,0.0031264434890021973,0,0.024976651649922132,0,19,harmonic,0.19,torch_tm_flowpipe,0.12662096120358887,2,order1_range_only,0.25324192240717774
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12662096120358887,,True,1,0.2501154789181755,native_low_order,0.0031264434890021973,0,0.024976651649922132,1,19,harmonic,0.19,torch_tm_flowpipe,0.12662096120358887,2,order1_range_only,0.25324192240717774
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12662096120358887,,True,1,0.2501154789181755,native_low_order,0.0031264434890021973,0,0.024976651649922132,0,19,harmonic,0.19,torch_tm_flowpipe,0.12662096120358887,2,order1_range_only,0.25324192240717774
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12662096120358887,,True,1,0.2501154789181755,native_low_order,0.0031264434890021973,0,0.024976651649922132,1,19,harmonic,0.19,torch_tm_flowpipe,0.12662096120358887,2,order1_range_only,0.25324192240717774
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12632394907212366,,True,1,0.2501154789181755,native_low_order,0.0025324192260717778,0,0.024976651649922132,0,19,harmonic,0.19,torch_tm_flowpipe,0.12632394907212366,2,order1_range_only,0.2526478981442473
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12632394907212366,,True,1,0.2501154789181755,native_low_order,0.0025324192260717778,0,0.024976651649922132,1,19,harmonic,0.19,torch_tm_flowpipe,0.12632394907212366,2,order1_range_only,0.2526478981442473
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12820372322090887,,True,1,0.2532419224091779,native_low_order,0.0031655240326397276,0,0.024857227224856615,0,20,harmonic,0.2,torch_tm_flowpipe,0.12820372322090887,2,order1_range_only,0.25640744644181773
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12820372322090887,,True,1,0.2532419224091779,native_low_order,0.0031655240326397276,0,0.024857227224856615,1,20,harmonic,0.2,torch_tm_flowpipe,0.12820372322090887,2,order1_range_only,0.25640744644181773
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12820372322090887,,True,1,0.2532419224091779,native_low_order,0.0031655240326397276,0,0.024857227224856615,0,20,harmonic,0.2,torch_tm_flowpipe,0.12820372322090887,2,order1_range_only,0.25640744644181773
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12820372322090887,,True,1,0.2532419224091779,native_low_order,0.0031655240326397276,0,0.024857227224856615,1,20,harmonic,0.2,torch_tm_flowpipe,0.12820372322090887,2,order1_range_only,0.25640744644181773
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12790299843779807,,True,1,0.2532419224091779,native_low_order,0.002564074466418178,0,0.024857227224856615,0,20,harmonic,0.2,torch_tm_flowpipe,0.12790299843779807,2,order1_range_only,0.25580599687559613
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12790299843779807,,True,1,0.2532419224091779,native_low_order,0.002564074466418178,0,0.024857227224856615,1,20,harmonic,0.2,torch_tm_flowpipe,0.12790299843779807,2,order1_range_only,0.25580599687559613
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12980626976344534,,True,1,0.2564074464438179,native_low_order,0.003205093083072727,0,0.024942760821431875,0,21,harmonic,0.21,torch_tm_flowpipe,0.12980626976344534,2,order1_range_only,0.2596125395268907
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.12980626976344534,,True,1,0.2564074464438179,native_low_order,0.003205093083072727,0,0.024942760821431875,1,21,harmonic,0.21,torch_tm_flowpipe,0.12980626976344534,2,order1_range_only,0.2596125395268907
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12980626976344534,,True,1,0.2564074464438179,native_low_order,0.003205093083072727,0,0.024942760821431875,0,21,harmonic,0.21,torch_tm_flowpipe,0.12980626976344534,2,order1_range_only,0.2596125395268907
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.12980626976344534,,True,1,0.2564074464438179,native_low_order,0.003205093083072727,0,0.024942760821431875,1,21,harmonic,0.21,torch_tm_flowpipe,0.12980626976344534,2,order1_range_only,0.2596125395268907
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12950178592054343,,True,1,0.2564074464438179,native_low_order,0.0025961253972689073,0,0.024942760821431875,0,21,harmonic,0.21,torch_tm_flowpipe,0.12950178592054343,2,order1_range_only,0.25900357184108685
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.12950178592054343,,True,1,0.2564074464438179,native_low_order,0.0025961253972689073,0,0.024942760821431875,1,21,harmonic,0.21,torch_tm_flowpipe,0.12950178592054343,2,order1_range_only,0.25900357184108685
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1314288481377635,,True,1,0.25961253952889085,native_low_order,0.003245156746636139,0,0.02509627304971218,0,22,harmonic,0.22,torch_tm_flowpipe,0.1314288481377635,2,order1_range_only,0.262857696275527
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1314288481377635,,True,1,0.25961253952889085,native_low_order,0.003245156746636139,0,0.02509627304971218,1,22,harmonic,0.22,torch_tm_flowpipe,0.1314288481377635,2,order1_range_only,0.262857696275527
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1314288481377635,,True,1,0.25961253952889085,native_low_order,0.003245156746636139,0,0.02509627304971218,0,22,harmonic,0.22,torch_tm_flowpipe,0.1314288481377635,2,order1_range_only,0.262857696275527
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1314288481377635,,True,1,0.25961253952889085,native_low_order,0.003245156746636139,0,0.02509627304971218,1,22,harmonic,0.22,torch_tm_flowpipe,0.1314288481377635,2,order1_range_only,0.262857696275527
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1311205582468231,,True,1,0.25961253952889085,native_low_order,0.002628576964755271,0,0.02509627304971218,0,22,harmonic,0.22,torch_tm_flowpipe,0.1311205582468231,2,order1_range_only,0.2622411164936462
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.1311205582468231,,True,1,0.25961253952889085,native_low_order,0.002628576964755271,0,0.02509627304971218,1,22,harmonic,0.22,torch_tm_flowpipe,0.1311205582468231,2,order1_range_only,0.2622411164936462
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.13307170874176066,,True,1,0.2628576962775272,native_low_order,0.0032857212059940934,0,0.025543578900396824,0,23,harmonic,0.23,torch_tm_flowpipe,0.13307170874176066,2,order1_range_only,0.2661434174835213
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.13307170874176066,,True,1,0.2628576962775272,native_low_order,0.0032857212059940934,0,0.025543578900396824,1,23,harmonic,0.23,torch_tm_flowpipe,0.13307170874176066,2,order1_range_only,0.2661434174835213
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.13307170874176066,,True,1,0.2628576962775272,native_low_order,0.0032857212059940934,0,0.025543578900396824,0,23,harmonic,0.23,torch_tm_flowpipe,0.13307170874176066,2,order1_range_only,0.2661434174835213
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.13307170874176066,,True,1,0.2628576962775272,native_low_order,0.0032857212059940934,0,0.025543578900396824,1,23,harmonic,0.23,torch_tm_flowpipe,0.13307170874176066,2,order1_range_only,0.2661434174835213
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.13275956522718124,,True,1,0.2628576962775272,native_low_order,0.0026614341768352143,0,0.025543578900396824,0,23,harmonic,0.23,torch_tm_flowpipe,0.13275956522718124,2,order1_range_only,0.2655191304543625
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_tightened_supplemental,-0.13275956522718124,,True,1,0.2628576962775272,native_low_order,0.0026614341768352143,0,0.025543578900396824,1,23,harmonic,0.23,torch_tm_flowpipe,0.13275956522718124,2,order1_range_only,0.2655191304543625
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1347351051033078,,True,1,0.2661434174855215,native_low_order,0.003326792721094022,0,0.025532479863613844,0,24,harmonic,0.24,torch_tm_flowpipe,0.1347351051033078,2,order1_range_only,0.2694702102066156
,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,tube,-0.1347351051033078,,True,1,0.2661434174855215,native_low_order,0.003326792721094022,0,0.025532479863613844,1,24,harmonic,0.24,torch_tm_flowpipe,0.1347351051033078,2,order1_range_only,0.2694702102066156
True,complete_total_degree_1,range_only,torch_nextafter_outward,True,0.01,4.0,endpoint_raw,-0.1347351051033078,,True,1,0.2661434174855215,native_low_order,0.003326792721094022,0,0.025532479863613844,0,24,harmonic,0.24,torch_tm_flowpipe,0.1347351051033078,2,order1_range_only,0.2694702102066156
