basis,coefficient,exponent,family,h,retained,state_index,support_scope,system
B2,-0.020000000000000004,"[0, 1, 1]",time_state,0.0025,True,1,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,0.100049953125,"[0, 0]",constant,0.0025,True,0,raw_endpoint,coupled_quadratic
B3,5.000000000000001e-06,"[0, 1]",affine_state,0.0025,True,0,raw_endpoint,coupled_quadratic
B3,0.020009999999999997,"[1, 0]",affine_state,0.0025,True,0,raw_endpoint,coupled_quadratic
B3,1.0000000000000002e-06,"[1, 1]",state_state,0.0025,True,0,raw_endpoint,coupled_quadratic
B3,0.19952560625000001,"[0, 0]",constant,0.0025,True,1,raw_endpoint,coupled_quadratic
B3,0.019950000000000002,"[0, 1]",affine_state,0.0025,True,1,raw_endpoint,coupled_quadratic
B3,9.999999999999997e-06,"[1, 0]",affine_state,0.0025,True,1,raw_endpoint,coupled_quadratic
B3,9.999999999999997e-07,"[2, 0]",state_state,0.0025,True,1,raw_endpoint,coupled_quadratic
B3,0.1,"[0, 0, 0]",constant,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 0, 1]",time_only,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,-0.0075000000000000015,"[0, 0, 2]",time_only,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.0020000000000000005,"[0, 1, 1]",time_state,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.019999999999999997,"[1, 0, 0]",affine_state,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.0004,"[1, 1, 1]",time_state_higher,0.0025,True,0,validated_local_segment,coupled_quadratic
B3,0.2,"[0, 0, 0]",constant,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,-0.19,"[0, 0, 1]",time_only,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,0.097,"[0, 0, 2]",time_only,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 1, 0]",affine_state,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,-0.020000000000000004,"[0, 1, 1]",time_state,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.0025,True,1,validated_local_segment,coupled_quadratic
B3,0.00039999999999999986,"[2, 0, 1]",time_state_higher,0.0025,True,1,validated_local_segment,coupled_quadratic
B1,0.10010000000000001,"[0, 0]",constant,0.005,True,0,raw_endpoint,coupled_quadratic
B1,0.019999999999999997,"[1, 0]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B1,0.19905,"[0, 0]",constant,0.005,True,1,raw_endpoint,coupled_quadratic
B1,0.020000000000000004,"[0, 1]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B1,0.1,"[0, 0, 0]",constant,0.005,True,0,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 0, 1]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B1,0.019999999999999997,"[1, 0, 0]",affine_state,0.005,True,0,validated_local_segment,coupled_quadratic
B1,0.2,"[0, 0, 0]",constant,0.005,True,1,validated_local_segment,coupled_quadratic
B1,-0.19,"[0, 0, 1]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 1, 0]",affine_state,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,0.10009981250000001,"[0, 0]",constant,0.005,True,0,raw_endpoint,coupled_quadratic
B_DR,1.0000000000000003e-05,"[0, 1]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B_DR,0.020019999999999996,"[1, 0]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B_DR,0.199052425,"[0, 0]",constant,0.005,True,1,raw_endpoint,coupled_quadratic
B_DR,0.019900000000000004,"[0, 1]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B_DR,1.9999999999999995e-05,"[1, 0]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B_DR,0.1,"[0, 0, 0]",constant,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 0, 1]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,-0.0075000000000000015,"[0, 0, 2]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,0.0020000000000000005,"[0, 1, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,0.019999999999999997,"[1, 0, 0]",affine_state,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B_DR,0.2,"[0, 0, 0]",constant,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.19,"[0, 0, 1]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,0.097,"[0, 0, 2]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 1, 0]",affine_state,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.020000000000000004,"[0, 1, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B2,0.10009981250000001,"[0, 0]",constant,0.005,True,0,raw_endpoint,coupled_quadratic
B2,1.0000000000000003e-05,"[0, 1]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B2,0.020019999999999996,"[1, 0]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B2,0.199052425,"[0, 0]",constant,0.005,True,1,raw_endpoint,coupled_quadratic
B2,0.019900000000000004,"[0, 1]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B2,1.9999999999999995e-05,"[1, 0]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B2,0.1,"[0, 0, 0]",constant,0.005,True,0,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 0, 1]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B2,-0.0075000000000000015,"[0, 0, 2]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B2,0.0020000000000000005,"[0, 1, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B2,0.019999999999999997,"[1, 0, 0]",affine_state,0.005,True,0,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B2,0.2,"[0, 0, 0]",constant,0.005,True,1,validated_local_segment,coupled_quadratic
B2,-0.19,"[0, 0, 1]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B2,0.097,"[0, 0, 2]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 1, 0]",affine_state,0.005,True,1,validated_local_segment,coupled_quadratic
B2,-0.020000000000000004,"[0, 1, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B3,0.10009981250000001,"[0, 0]",constant,0.005,True,0,raw_endpoint,coupled_quadratic
B3,1.0000000000000003e-05,"[0, 1]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B3,0.020019999999999996,"[1, 0]",affine_state,0.005,True,0,raw_endpoint,coupled_quadratic
B3,2.0000000000000003e-06,"[1, 1]",state_state,0.005,True,0,raw_endpoint,coupled_quadratic
B3,0.199052425,"[0, 0]",constant,0.005,True,1,raw_endpoint,coupled_quadratic
B3,0.019900000000000004,"[0, 1]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B3,1.9999999999999995e-05,"[1, 0]",affine_state,0.005,True,1,raw_endpoint,coupled_quadratic
B3,1.9999999999999995e-06,"[2, 0]",state_state,0.005,True,1,raw_endpoint,coupled_quadratic
B3,0.1,"[0, 0, 0]",constant,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 0, 1]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B3,-0.0075000000000000015,"[0, 0, 2]",time_only,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.0020000000000000005,"[0, 1, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.019999999999999997,"[1, 0, 0]",affine_state,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.0004,"[1, 1, 1]",time_state_higher,0.005,True,0,validated_local_segment,coupled_quadratic
B3,0.2,"[0, 0, 0]",constant,0.005,True,1,validated_local_segment,coupled_quadratic
B3,-0.19,"[0, 0, 1]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B3,0.097,"[0, 0, 2]",time_only,0.005,True,1,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 1, 0]",affine_state,0.005,True,1,validated_local_segment,coupled_quadratic
B3,-0.020000000000000004,"[0, 1, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.005,True,1,validated_local_segment,coupled_quadratic
B3,0.00039999999999999986,"[2, 0, 1]",time_state_higher,0.005,True,1,validated_local_segment,coupled_quadratic
B1,0.10020000000000001,"[0, 0]",constant,0.01,True,0,raw_endpoint,coupled_quadratic
B1,0.019999999999999997,"[1, 0]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B1,0.1981,"[0, 0]",constant,0.01,True,1,raw_endpoint,coupled_quadratic
B1,0.020000000000000004,"[0, 1]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B1,0.1,"[0, 0, 0]",constant,0.01,True,0,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 0, 1]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B1,0.019999999999999997,"[1, 0, 0]",affine_state,0.01,True,0,validated_local_segment,coupled_quadratic
B1,0.2,"[0, 0, 0]",constant,0.01,True,1,validated_local_segment,coupled_quadratic
B1,-0.19,"[0, 0, 1]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 1, 0]",affine_state,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,0.10019925000000002,"[0, 0]",constant,0.01,True,0,raw_endpoint,coupled_quadratic
B_DR,2.0000000000000005e-05,"[0, 1]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B_DR,0.020039999999999995,"[1, 0]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B_DR,0.1981097,"[0, 0]",constant,0.01,True,1,raw_endpoint,coupled_quadratic
B_DR,0.019800000000000005,"[0, 1]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B_DR,3.999999999999999e-05,"[1, 0]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B_DR,0.1,"[0, 0, 0]",constant,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 0, 1]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,-0.0075000000000000015,"[0, 0, 2]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,0.0020000000000000005,"[0, 1, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,0.019999999999999997,"[1, 0, 0]",affine_state,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B_DR,0.2,"[0, 0, 0]",constant,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.19,"[0, 0, 1]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,0.097,"[0, 0, 2]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 1, 0]",affine_state,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.020000000000000004,"[0, 1, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B2,0.10019925000000002,"[0, 0]",constant,0.01,True,0,raw_endpoint,coupled_quadratic
B2,2.0000000000000005e-05,"[0, 1]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B2,0.020039999999999995,"[1, 0]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B2,0.1981097,"[0, 0]",constant,0.01,True,1,raw_endpoint,coupled_quadratic
B2,0.019800000000000005,"[0, 1]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B2,3.999999999999999e-05,"[1, 0]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B2,0.1,"[0, 0, 0]",constant,0.01,True,0,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 0, 1]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B2,-0.0075000000000000015,"[0, 0, 2]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B2,0.0020000000000000005,"[0, 1, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B2,0.019999999999999997,"[1, 0, 0]",affine_state,0.01,True,0,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B2,0.2,"[0, 0, 0]",constant,0.01,True,1,validated_local_segment,coupled_quadratic
B2,-0.19,"[0, 0, 1]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B2,0.097,"[0, 0, 2]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 1, 0]",affine_state,0.01,True,1,validated_local_segment,coupled_quadratic
B2,-0.020000000000000004,"[0, 1, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B3,0.10019925000000002,"[0, 0]",constant,0.01,True,0,raw_endpoint,coupled_quadratic
B3,2.0000000000000005e-05,"[0, 1]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B3,0.020039999999999995,"[1, 0]",affine_state,0.01,True,0,raw_endpoint,coupled_quadratic
B3,4.000000000000001e-06,"[1, 1]",state_state,0.01,True,0,raw_endpoint,coupled_quadratic
B3,0.1981097,"[0, 0]",constant,0.01,True,1,raw_endpoint,coupled_quadratic
B3,0.019800000000000005,"[0, 1]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B3,3.999999999999999e-05,"[1, 0]",affine_state,0.01,True,1,raw_endpoint,coupled_quadratic
B3,3.999999999999999e-06,"[2, 0]",state_state,0.01,True,1,raw_endpoint,coupled_quadratic
B3,0.1,"[0, 0, 0]",constant,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 0, 1]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B3,-0.0075000000000000015,"[0, 0, 2]",time_only,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.0020000000000000005,"[0, 1, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.019999999999999997,"[1, 0, 0]",affine_state,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.0004,"[1, 1, 1]",time_state_higher,0.01,True,0,validated_local_segment,coupled_quadratic
B3,0.2,"[0, 0, 0]",constant,0.01,True,1,validated_local_segment,coupled_quadratic
B3,-0.19,"[0, 0, 1]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B3,0.097,"[0, 0, 2]",time_only,0.01,True,1,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 1, 0]",affine_state,0.01,True,1,validated_local_segment,coupled_quadratic
B3,-0.020000000000000004,"[0, 1, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.01,True,1,validated_local_segment,coupled_quadratic
B3,0.00039999999999999986,"[2, 0, 1]",time_state_higher,0.01,True,1,validated_local_segment,coupled_quadratic
B1,0.1004,"[0, 0]",constant,0.02,True,0,raw_endpoint,coupled_quadratic
B1,0.019999999999999997,"[1, 0]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B1,0.1962,"[0, 0]",constant,0.02,True,1,raw_endpoint,coupled_quadratic
B1,0.020000000000000004,"[0, 1]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B1,0.1,"[0, 0, 0]",constant,0.02,True,0,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 0, 1]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B1,0.019999999999999997,"[1, 0, 0]",affine_state,0.02,True,0,validated_local_segment,coupled_quadratic
B1,0.2,"[0, 0, 0]",constant,0.02,True,1,validated_local_segment,coupled_quadratic
B1,-0.19,"[0, 0, 1]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B1,0.020000000000000004,"[0, 1, 0]",affine_state,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,0.100397,"[0, 0]",constant,0.02,True,0,raw_endpoint,coupled_quadratic
B_DR,4.000000000000001e-05,"[0, 1]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B_DR,0.020079999999999997,"[1, 0]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B_DR,0.19623880000000002,"[0, 0]",constant,0.02,True,1,raw_endpoint,coupled_quadratic
B_DR,0.019600000000000003,"[0, 1]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B_DR,7.999999999999998e-05,"[1, 0]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B_DR,0.1,"[0, 0, 0]",constant,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 0, 1]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,-0.0075000000000000015,"[0, 0, 2]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,0.0020000000000000005,"[0, 1, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,0.019999999999999997,"[1, 0, 0]",affine_state,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B_DR,0.2,"[0, 0, 0]",constant,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.19,"[0, 0, 1]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,0.097,"[0, 0, 2]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,0.020000000000000004,"[0, 1, 0]",affine_state,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,-0.020000000000000004,"[0, 1, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B_DR,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B2,0.100397,"[0, 0]",constant,0.02,True,0,raw_endpoint,coupled_quadratic
B2,4.000000000000001e-05,"[0, 1]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B2,0.020079999999999997,"[1, 0]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B2,0.19623880000000002,"[0, 0]",constant,0.02,True,1,raw_endpoint,coupled_quadratic
B2,0.019600000000000003,"[0, 1]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B2,7.999999999999998e-05,"[1, 0]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B2,0.1,"[0, 0, 0]",constant,0.02,True,0,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 0, 1]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B2,-0.0075000000000000015,"[0, 0, 2]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B2,0.0020000000000000005,"[0, 1, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B2,0.019999999999999997,"[1, 0, 0]",affine_state,0.02,True,0,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B2,0.2,"[0, 0, 0]",constant,0.02,True,1,validated_local_segment,coupled_quadratic
B2,-0.19,"[0, 0, 1]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B2,0.097,"[0, 0, 2]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B2,0.020000000000000004,"[0, 1, 0]",affine_state,0.02,True,1,validated_local_segment,coupled_quadratic
B2,-0.020000000000000004,"[0, 1, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B2,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B3,0.100397,"[0, 0]",constant,0.02,True,0,raw_endpoint,coupled_quadratic
B3,4.000000000000001e-05,"[0, 1]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B3,0.020079999999999997,"[1, 0]",affine_state,0.02,True,0,raw_endpoint,coupled_quadratic
B3,8.000000000000001e-06,"[1, 1]",state_state,0.02,True,0,raw_endpoint,coupled_quadratic
B3,0.19623880000000002,"[0, 0]",constant,0.02,True,1,raw_endpoint,coupled_quadratic
B3,0.019600000000000003,"[0, 1]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B3,7.999999999999998e-05,"[1, 0]",affine_state,0.02,True,1,raw_endpoint,coupled_quadratic
B3,7.999999999999998e-06,"[2, 0]",state_state,0.02,True,1,raw_endpoint,coupled_quadratic
B3,0.1,"[0, 0, 0]",constant,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 0, 1]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B3,-0.0075000000000000015,"[0, 0, 2]",time_only,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.0020000000000000005,"[0, 1, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.019999999999999997,"[1, 0, 0]",affine_state,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.0004,"[1, 1, 1]",time_state_higher,0.02,True,0,validated_local_segment,coupled_quadratic
B3,0.2,"[0, 0, 0]",constant,0.02,True,1,validated_local_segment,coupled_quadratic
B3,-0.19,"[0, 0, 1]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B3,0.097,"[0, 0, 2]",time_only,0.02,True,1,validated_local_segment,coupled_quadratic
B3,0.020000000000000004,"[0, 1, 0]",affine_state,0.02,True,1,validated_local_segment,coupled_quadratic
B3,-0.020000000000000004,"[0, 1, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B3,0.003999999999999999,"[1, 0, 1]",time_state,0.02,True,1,validated_local_segment,coupled_quadratic
B3,0.00039999999999999986,"[2, 0, 1]",time_state_higher,0.02,True,1,validated_local_segment,coupled_quadratic
