basis,coefficient,destination,exponent,h,iteration,range_lower,range_upper,range_width,stage,state_index,system
B1,0.0020000000000000005,fresh_independent_interval_remainder,"[0, 1, 1]",0.01,2,-2.0000000000000012e-05,2.0000000000000012e-05,4.000000000000003e-05,picard,0,coupled_quadratic
B1,-0.0075000000000000015,fresh_independent_interval_remainder,"[0, 0, 2]",0.01,2,-7.500000000000003e-07,5e-324,7.500000000000004e-07,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.01,2,-4.000000000000001e-05,4.000000000000001e-05,8.000000000000003e-05,picard,0,coupled_quadratic
B1,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.01,2,-4.000000000000002e-06,4.000000000000002e-06,8.000000000000006e-06,picard,0,coupled_quadratic
B1,-0.0018999999999999998,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.9000000000000006e-07,1.9000000000000006e-07,3.8000000000000017e-07,picard,0,coupled_quadratic
B1,0.0002000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-2.000000000000002e-08,2.000000000000002e-08,4.000000000000005e-08,picard,0,coupled_quadratic
B1,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-1.2666666666666677e-09,5e-324,1.2666666666666679e-09,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.01,2,-4.000000000000001e-05,4.000000000000001e-05,8.000000000000003e-05,picard,1,coupled_quadratic
B1,0.097,fresh_independent_interval_remainder,"[0, 0, 2]",0.01,2,-5e-324,9.700000000000004e-06,9.700000000000005e-06,picard,1,coupled_quadratic
B1,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.01,2,-5e-324,4.0000000000000015e-06,4.000000000000002e-06,picard,1,coupled_quadratic
B1,0.0004,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-4.000000000000002e-08,4.000000000000002e-08,8.000000000000005e-08,picard,1,coupled_quadratic
B1,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-5e-324,1.3333333333333347e-10,1.333333333333335e-10,picard,1,coupled_quadratic
B1,-0.020000000000000004,fresh_independent_interval_remainder,"[0, 1, 1]",0.01,2,-0.00020000000000000012,0.00020000000000000012,0.0004000000000000003,picard,1,coupled_quadratic
B_DR,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.01,1,-4.000000000000002e-06,4.000000000000002e-06,8.000000000000006e-06,picard,0,coupled_quadratic
B_DR,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.01,1,-5e-324,4.0000000000000015e-06,4.000000000000002e-06,picard,1,coupled_quadratic
B_DR,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.3000000000000005e-07,1.3000000000000005e-07,2.6000000000000016e-07,picard,0,coupled_quadratic
B_DR,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-6.000000000000003e-08,6.000000000000003e-08,1.200000000000001e-07,picard,0,coupled_quadratic
B_DR,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.01,2,-4.000000000000002e-06,4.000000000000002e-06,8.000000000000006e-06,picard,0,coupled_quadratic
B_DR,3.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-5e-324,4.000000000000001e-09,4.000000000000002e-09,picard,0,coupled_quadratic
B_DR,-0.00016,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-1.6000000000000014e-08,1.6000000000000014e-08,3.2000000000000035e-08,picard,0,coupled_quadratic
B_DR,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-1.2666666666666677e-09,5e-324,1.2666666666666679e-09,picard,0,coupled_quadratic
B_DR,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-2.2666666666666674e-10,2.2666666666666674e-10,4.533333333333335e-10,picard,0,coupled_quadratic
B_DR,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.600000000000003e-10,2.600000000000003e-10,5.200000000000007e-10,picard,0,coupled_quadratic
B_DR,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.01,2,-5e-324,2.000000000000002e-09,2.0000000000000026e-09,picard,0,coupled_quadratic
B_DR,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-1.0200000000000008e-06,1.0200000000000008e-06,2.040000000000002e-06,picard,1,coupled_quadratic
B_DR,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.2000000000000004e-07,1.2000000000000004e-07,2.4000000000000014e-07,picard,1,coupled_quadratic
B_DR,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.01,2,-5e-324,4.0000000000000015e-06,4.000000000000002e-06,picard,1,coupled_quadratic
B_DR,4e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-4.0000000000000036e-09,4.0000000000000036e-09,8.000000000000009e-09,picard,1,coupled_quadratic
B_DR,7.999999999999997e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-5e-324,8.000000000000002e-09,8.000000000000004e-09,picard,1,coupled_quadratic
B_DR,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-5e-324,1.3333333333333347e-10,1.333333333333335e-10,picard,1,coupled_quadratic
B_DR,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.6666666666666694e-11,2.6666666666666694e-11,5.3333333333333395e-11,picard,1,coupled_quadratic
B_DR,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-5.3333333333333375e-11,5.3333333333333375e-11,1.0666666666666676e-10,picard,1,coupled_quadratic
B2,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.01,1,-4.000000000000002e-06,4.000000000000002e-06,8.000000000000006e-06,picard,0,coupled_quadratic
B2,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.01,1,-5e-324,4.0000000000000015e-06,4.000000000000002e-06,picard,1,coupled_quadratic
B2,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.3000000000000005e-07,1.3000000000000005e-07,2.6000000000000016e-07,picard,0,coupled_quadratic
B2,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-6.000000000000003e-08,6.000000000000003e-08,1.200000000000001e-07,picard,0,coupled_quadratic
B2,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.01,2,-4.000000000000002e-06,4.000000000000002e-06,8.000000000000006e-06,picard,0,coupled_quadratic
B2,3.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-5e-324,4.000000000000001e-09,4.000000000000002e-09,picard,0,coupled_quadratic
B2,-0.00016,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-1.6000000000000014e-08,1.6000000000000014e-08,3.2000000000000035e-08,picard,0,coupled_quadratic
B2,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-1.2666666666666677e-09,5e-324,1.2666666666666679e-09,picard,0,coupled_quadratic
B2,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-2.2666666666666674e-10,2.2666666666666674e-10,4.533333333333335e-10,picard,0,coupled_quadratic
B2,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.600000000000003e-10,2.600000000000003e-10,5.200000000000007e-10,picard,0,coupled_quadratic
B2,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.01,2,-5e-324,2.000000000000002e-09,2.0000000000000026e-09,picard,0,coupled_quadratic
B2,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-1.0200000000000008e-06,1.0200000000000008e-06,2.040000000000002e-06,picard,1,coupled_quadratic
B2,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.2000000000000004e-07,1.2000000000000004e-07,2.4000000000000014e-07,picard,1,coupled_quadratic
B2,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.01,2,-5e-324,4.0000000000000015e-06,4.000000000000002e-06,picard,1,coupled_quadratic
B2,4e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-4.0000000000000036e-09,4.0000000000000036e-09,8.000000000000009e-09,picard,1,coupled_quadratic
B2,7.999999999999997e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-5e-324,8.000000000000002e-09,8.000000000000004e-09,picard,1,coupled_quadratic
B2,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-5e-324,1.3333333333333347e-10,1.333333333333335e-10,picard,1,coupled_quadratic
B2,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.6666666666666694e-11,2.6666666666666694e-11,5.3333333333333395e-11,picard,1,coupled_quadratic
B2,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-5.3333333333333375e-11,5.3333333333333375e-11,1.0666666666666676e-10,picard,1,coupled_quadratic
B3,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.3000000000000005e-07,1.3000000000000005e-07,2.6000000000000016e-07,picard,0,coupled_quadratic
B3,5.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-5e-324,6.0000000000000024e-09,6.000000000000003e-09,picard,0,coupled_quadratic
B3,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-6.000000000000003e-08,6.000000000000003e-08,1.200000000000001e-07,picard,0,coupled_quadratic
B3,-0.00012000000000000002,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-1.2000000000000008e-08,1.2000000000000008e-08,2.400000000000002e-08,picard,0,coupled_quadratic
B3,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-1.2666666666666677e-09,5e-324,1.2666666666666679e-09,picard,0,coupled_quadratic
B3,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-2.2666666666666674e-10,2.2666666666666674e-10,4.533333333333335e-10,picard,0,coupled_quadratic
B3,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.600000000000003e-10,2.600000000000003e-10,5.200000000000007e-10,picard,0,coupled_quadratic
B3,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.01,2,-5e-324,2.000000000000002e-09,2.0000000000000026e-09,picard,0,coupled_quadratic
B3,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.01,2,-1.0200000000000008e-06,1.0200000000000008e-06,2.040000000000002e-06,picard,1,coupled_quadratic
B3,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.01,2,-1.2000000000000004e-07,1.2000000000000004e-07,2.4000000000000014e-07,picard,1,coupled_quadratic
B3,8e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.01,2,-8.000000000000007e-09,8.000000000000007e-09,1.6000000000000018e-08,picard,1,coupled_quadratic
B3,-0.00011999999999999996,fresh_independent_interval_remainder,"[2, 0, 2]",0.01,2,-1.2000000000000005e-08,5e-324,1.2000000000000007e-08,picard,1,coupled_quadratic
B3,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.01,2,-5e-324,1.3333333333333347e-10,1.333333333333335e-10,picard,1,coupled_quadratic
B3,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.01,2,-2.6666666666666694e-11,2.6666666666666694e-11,5.3333333333333395e-11,picard,1,coupled_quadratic
B3,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.01,2,-5.3333333333333375e-11,5.3333333333333375e-11,1.0666666666666676e-10,picard,1,coupled_quadratic
B1,0.0020000000000000005,fresh_independent_interval_remainder,"[0, 1, 1]",0.02,1,-4.0000000000000024e-05,4.0000000000000024e-05,8.000000000000006e-05,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.02,1,-8.000000000000002e-05,8.000000000000002e-05,0.00016000000000000007,picard,0,coupled_quadratic
B1,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,1,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.02,1,-8.000000000000002e-05,8.000000000000002e-05,0.00016000000000000007,picard,1,coupled_quadratic
B1,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,1,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B1,-0.020000000000000004,fresh_independent_interval_remainder,"[0, 1, 1]",0.02,1,-0.00040000000000000024,0.00040000000000000024,0.0008000000000000006,picard,1,coupled_quadratic
B1,0.0020000000000000005,fresh_independent_interval_remainder,"[0, 1, 1]",0.02,2,-4.0000000000000024e-05,4.0000000000000024e-05,8.000000000000006e-05,picard,0,coupled_quadratic
B1,-0.0075000000000000015,fresh_independent_interval_remainder,"[0, 0, 2]",0.02,2,-3.0000000000000013e-06,5e-324,3.0000000000000018e-06,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.02,2,-8.000000000000002e-05,8.000000000000002e-05,0.00016000000000000007,picard,0,coupled_quadratic
B1,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,2,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B1,-0.0018999999999999998,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-7.600000000000002e-07,7.600000000000002e-07,1.5200000000000007e-06,picard,0,coupled_quadratic
B1,0.0002000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-8.000000000000008e-08,8.000000000000008e-08,1.600000000000002e-07,picard,0,coupled_quadratic
B1,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-1.0133333333333341e-08,5e-324,1.0133333333333343e-08,picard,0,coupled_quadratic
B1,0.003999999999999999,fresh_independent_interval_remainder,"[1, 0, 1]",0.02,2,-8.000000000000002e-05,8.000000000000002e-05,0.00016000000000000007,picard,1,coupled_quadratic
B1,0.097,fresh_independent_interval_remainder,"[0, 0, 2]",0.02,2,-5e-324,3.8800000000000015e-05,3.880000000000002e-05,picard,1,coupled_quadratic
B1,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,2,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B1,0.0004,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-1.6000000000000008e-07,1.6000000000000008e-07,3.200000000000002e-07,picard,1,coupled_quadratic
B1,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-5e-324,1.0666666666666677e-09,1.066666666666668e-09,picard,1,coupled_quadratic
B1,-0.020000000000000004,fresh_independent_interval_remainder,"[0, 1, 1]",0.02,2,-0.00040000000000000024,0.00040000000000000024,0.0008000000000000006,picard,1,coupled_quadratic
B_DR,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,1,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B_DR,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,1,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B_DR,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-5.200000000000002e-07,5.200000000000002e-07,1.0400000000000006e-06,picard,0,coupled_quadratic
B_DR,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-2.4000000000000014e-07,2.4000000000000014e-07,4.800000000000004e-07,picard,0,coupled_quadratic
B_DR,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,2,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B_DR,3.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-5e-324,1.6000000000000004e-08,1.6000000000000008e-08,picard,0,coupled_quadratic
B_DR,-0.00016,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-6.400000000000006e-08,6.400000000000006e-08,1.2800000000000014e-07,picard,0,coupled_quadratic
B_DR,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-1.0133333333333341e-08,5e-324,1.0133333333333343e-08,picard,0,coupled_quadratic
B_DR,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-1.8133333333333339e-09,1.8133333333333339e-09,3.626666666666668e-09,picard,0,coupled_quadratic
B_DR,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.0800000000000023e-09,2.0800000000000023e-09,4.1600000000000055e-09,picard,0,coupled_quadratic
B_DR,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.02,2,-5e-324,8.000000000000009e-09,8.00000000000001e-09,picard,0,coupled_quadratic
B_DR,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-4.080000000000003e-06,4.080000000000003e-06,8.160000000000008e-06,picard,1,coupled_quadratic
B_DR,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-4.800000000000002e-07,4.800000000000002e-07,9.600000000000005e-07,picard,1,coupled_quadratic
B_DR,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,2,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B_DR,4e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-1.6000000000000014e-08,1.6000000000000014e-08,3.2000000000000035e-08,picard,1,coupled_quadratic
B_DR,7.999999999999997e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-5e-324,3.200000000000001e-08,3.2000000000000015e-08,picard,1,coupled_quadratic
B_DR,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-5e-324,1.0666666666666677e-09,1.066666666666668e-09,picard,1,coupled_quadratic
B_DR,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.1333333333333355e-10,2.1333333333333355e-10,4.2666666666666716e-10,picard,1,coupled_quadratic
B_DR,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-4.26666666666667e-10,4.26666666666667e-10,8.533333333333341e-10,picard,1,coupled_quadratic
B2,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,1,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B2,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,1,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B2,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-5.200000000000002e-07,5.200000000000002e-07,1.0400000000000006e-06,picard,0,coupled_quadratic
B2,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-2.4000000000000014e-07,2.4000000000000014e-07,4.800000000000004e-07,picard,0,coupled_quadratic
B2,0.0004,fresh_independent_interval_remainder,"[1, 1, 1]",0.02,2,-8.000000000000005e-06,8.000000000000005e-06,1.6000000000000013e-05,picard,0,coupled_quadratic
B2,3.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-5e-324,1.6000000000000004e-08,1.6000000000000008e-08,picard,0,coupled_quadratic
B2,-0.00016,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-6.400000000000006e-08,6.400000000000006e-08,1.2800000000000014e-07,picard,0,coupled_quadratic
B2,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-1.0133333333333341e-08,5e-324,1.0133333333333343e-08,picard,0,coupled_quadratic
B2,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-1.8133333333333339e-09,1.8133333333333339e-09,3.626666666666668e-09,picard,0,coupled_quadratic
B2,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.0800000000000023e-09,2.0800000000000023e-09,4.1600000000000055e-09,picard,0,coupled_quadratic
B2,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.02,2,-5e-324,8.000000000000009e-09,8.00000000000001e-09,picard,0,coupled_quadratic
B2,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-4.080000000000003e-06,4.080000000000003e-06,8.160000000000008e-06,picard,1,coupled_quadratic
B2,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-4.800000000000002e-07,4.800000000000002e-07,9.600000000000005e-07,picard,1,coupled_quadratic
B2,0.00039999999999999986,fresh_independent_interval_remainder,"[2, 0, 1]",0.02,2,-5e-324,8.000000000000003e-06,8.000000000000005e-06,picard,1,coupled_quadratic
B2,4e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-1.6000000000000014e-08,1.6000000000000014e-08,3.2000000000000035e-08,picard,1,coupled_quadratic
B2,7.999999999999997e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-5e-324,3.200000000000001e-08,3.2000000000000015e-08,picard,1,coupled_quadratic
B2,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-5e-324,1.0666666666666677e-09,1.066666666666668e-09,picard,1,coupled_quadratic
B2,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.1333333333333355e-10,2.1333333333333355e-10,4.2666666666666716e-10,picard,1,coupled_quadratic
B2,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-4.26666666666667e-10,4.26666666666667e-10,8.533333333333341e-10,picard,1,coupled_quadratic
B3,-0.0012999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-5.200000000000002e-07,5.200000000000002e-07,1.0400000000000006e-06,picard,0,coupled_quadratic
B3,5.999999999999998e-05,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-5e-324,2.400000000000001e-08,2.4000000000000013e-08,picard,0,coupled_quadratic
B3,-0.0006000000000000001,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-2.4000000000000014e-07,2.4000000000000014e-07,4.800000000000004e-07,picard,0,coupled_quadratic
B3,-0.00012000000000000002,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-4.800000000000003e-08,4.800000000000003e-08,9.600000000000008e-08,picard,0,coupled_quadratic
B3,-0.001266666666666667,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-1.0133333333333341e-08,5e-324,1.0133333333333343e-08,picard,0,coupled_quadratic
B3,-0.0002266666666666666,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-1.8133333333333339e-09,1.8133333333333339e-09,3.626666666666668e-09,picard,0,coupled_quadratic
B3,-0.0002600000000000001,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.0800000000000023e-09,2.0800000000000023e-09,4.1600000000000055e-09,picard,0,coupled_quadratic
B3,2.000000000000001e-05,fresh_independent_interval_remainder,"[0, 2, 2]",0.02,2,-5e-324,8.000000000000009e-09,8.00000000000001e-09,picard,0,coupled_quadratic
B3,0.010200000000000002,fresh_independent_interval_remainder,"[0, 1, 2]",0.02,2,-4.080000000000003e-06,4.080000000000003e-06,8.160000000000008e-06,picard,1,coupled_quadratic
B3,-0.0011999999999999997,fresh_independent_interval_remainder,"[1, 0, 2]",0.02,2,-4.800000000000002e-07,4.800000000000002e-07,9.600000000000005e-07,picard,1,coupled_quadratic
B3,8e-05,fresh_independent_interval_remainder,"[1, 1, 2]",0.02,2,-3.200000000000003e-08,3.200000000000003e-08,6.400000000000007e-08,picard,1,coupled_quadratic
B3,-0.00011999999999999996,fresh_independent_interval_remainder,"[2, 0, 2]",0.02,2,-4.800000000000002e-08,5e-324,4.8000000000000026e-08,picard,1,coupled_quadratic
B3,0.0001333333333333334,fresh_independent_interval_remainder,"[0, 0, 3]",0.02,2,-5e-324,1.0666666666666677e-09,1.066666666666668e-09,picard,1,coupled_quadratic
B3,2.6666666666666677e-05,fresh_independent_interval_remainder,"[0, 1, 3]",0.02,2,-2.1333333333333355e-10,2.1333333333333355e-10,4.2666666666666716e-10,picard,1,coupled_quadratic
B3,5.333333333333334e-05,fresh_independent_interval_remainder,"[1, 0, 3]",0.02,2,-4.26666666666667e-10,4.26666666666667e-10,8.533333333333341e-10,picard,1,coupled_quadratic
