accepted_step,accepted_steps,analytic_reference_contained,basis,carry,center_shift_from_initial,dependency_loss_metric,dependency_loss_semantics,directed_rounding_or_mpfr,endpoint_evaluation_path,excluded_from_authoritative,floating_point_enclosure_candidate,h,horizon,interval_center,interval_kind,lower,memory_measurement,memory_unavailable_reason,message,native_validation_passed,optional_jax_verify_shim_used,order,polynomial_width,protocol,reference_oracle,remainder_width,requested_step,reset_discarded_term_count,runtime_export_s,runtime_propagation_s,runtime_s,runtime_setup_s,runtime_unavailable_semantics,state_index,step_index,successful_horizon,system,time,tool,trajectory_sanity_passed,upper,validation_attempts,variant,width
0.01,49,,complete_total_degree_1,dependency_raw,0.005394374125203424,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05539437412520343,tube,-34.000950286717845,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,68.01268932168608,0.01,0,unavailable,0.012814539019018412,0.012814539019018412,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,49,0.49,riccati,0.49,torch_tm_flowpipe,not_applicable_analytic_reference,34.11173903496825,2,order1_raw_dependency,68.1126893216861
0.01,49,True,complete_total_degree_1,dependency_raw,0.005394374125203424,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05539437412520343,endpoint_raw,-34.000950286717845,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,68.01268932168608,0.01,0,unavailable,0.012814539019018412,0.012814539019018412,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,49,0.49,riccati,0.49,torch_tm_flowpipe,not_applicable_analytic_reference,34.11173903496825,2,order1_raw_dependency,68.1126893216861
0.01,49,,complete_total_degree_1,dependency_raw,0.0062609014440127425,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.056260901444012745,endpoint_tightened_supplemental,-33.849563020615776,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,67.71164784411957,0.01,0,unavailable,0.012814539019018412,0.012814539019018412,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,49,0.49,riccati,0.49,torch_tm_flowpipe,not_applicable_analytic_reference,33.9620848235038,2,order1_raw_dependency,67.81164784411958
0.01,100,,complete_total_degree_1,dependency_tightened,0.005564707210929498,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.0555647072109295,tube,-0.0015797377416565158,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,0.014288889905171987,0.01,0,unavailable,0.012863843701779842,0.012863843701779842,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.11270915216351551,2,order1_legacy_tightened,0.11428888990517203
0.01,100,True,complete_total_degree_1,dependency_tightened,0.005564707210929498,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.0555647072109295,endpoint_raw,-0.0015797377416565158,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,0.014288889905171987,0.01,0,unavailable,0.012863843701779842,0.012863843701779842,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.11270915216351551,2,order1_legacy_tightened,0.11428888990517203
0.01,100,,complete_total_degree_1,dependency_tightened,0.0055649237151180475,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05556492371511805,endpoint_tightened_supplemental,-0.0001538911418179196,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.10000000000000003,native_low_order,analytic_interval_solution,0.0114376297138719,0.01,0,unavailable,0.012863843701779842,0.012863843701779842,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.11128373857205402,2,order1_legacy_tightened,0.11143762971387194
0.01,100,,complete_total_degree_1,range_only,0.005626242000821589,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05562624200082159,tube,-0.0014065607244697152,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.11390735557632345,native_low_order,analytic_interval_solution,0.0001582498742591578,0.01,0,unavailable,0.01292662788182497,0.01292662788182497,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.1126590447261129,2,order1_range_only,0.11406560545058263
0.01,100,True,complete_total_degree_1,range_only,0.005626242000821589,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05562624200082159,endpoint_raw,-0.0014065607244697152,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.11390735557632345,native_low_order,analytic_interval_solution,0.0001582498742591578,0.01,0,unavailable,0.01292662788182497,0.01292662788182497,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.1126590447261129,2,order1_range_only,0.11406560545058263
0.01,100,,complete_total_degree_1,range_only,0.00562638453690175,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,1.0,0.05562638453690175,endpoint_tightened_supplemental,-0.0013907713710644097,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.11390735557632345,native_low_order,analytic_interval_solution,0.000126956239608864,0.01,0,unavailable,0.01292662788182497,0.01292662788182497,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,100,1.0,riccati,1.0,torch_tm_flowpipe,not_applicable_analytic_reference,0.11264354044486792,2,order1_range_only,0.11403431181593233
0.01,400,,complete_total_degree_1,dependency_raw,0.0,unavailable,dependency loss requires a matched carry/reset control,torch_nextafter_outward,,,True,0.01,4.0,0.0,tube,-1.4802512005434878e+38,unavailable,this protocol did not isolate process/device peak memory,,True,,1,0.20000000000000007,native_low_order,analytic_interval_solution,2.9605024010869753e+38,0.01,0,unavailable,0.025056859012693167,0.025056859012693167,unavailable,unavailable means the backend did not isolate this component; it is not zero,0,400,4.0,harmonic,4.0,torch_tm_flowpipe,not_applicable_analytic_reference,1.4802512005434878e+38,2,order1_raw_dependency,2.9605024010869757e+38
