ablation_family,analytic_reference_violations,basis,build_time_s,candidate_remainder,carry_or_reset,completed_steps,cutoff,endpoint_max_width,execution_time_s,failure_category,failure_message,h,horizon,independent_interval_remainder_width,interval_kind,interval_precision_bits,leaf_cache_patch,monomial_families,native_validation_passed,no_refinement,order,polynomial_max_width,polynomial_range_width,protocol,remainder_max_width,requested_horizon,requested_steps,revalidate_refinement,runtime_s,sensitivity_label,source,state_index,status,stdout_log,structured_symbolic_remainder_width,system,tool,total_width,trace_events,truncation_overflow_width,unattributed_dependency_or_reset_width,variant
,,,,,none_one_step,,,,,,,0.02,0.02,0.0002500000025100004,tube,,,"{""affine_state"": 1}",True,,,,0.10000000000000006,one_step_common_input,,,,,0.020935374777764082,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10025000000251004,,0.0002500000025100004,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.0002500000025100004,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.10000000000000005,one_step_common_input,,,,,0.020935374777764082,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10025000000251004,,0.0002500000025100004,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.0006250000025250025,tube,,,"{""affine_state"": 1}",True,,,,0.10000000000000006,one_step_common_input,,,,,0.01713210018351674,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10062500000252504,,0.0006250000025250025,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.0006250000025250025,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.10000000000000005,one_step_common_input,,,,,0.01713210018351674,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10062500000252504,,0.0006250000025250025,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.0006250000025250015,tube,,,"{""affine_state"": 1}",True,,,,0.10000000000000006,one_step_common_input,,,,,0.021960692945867777,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10062500000252504,,0.0006250000025250015,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.0006250000025250015,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.10000000000000005,one_step_common_input,,,,,0.021960692945867777,,,0,,,0.0,riccati,torch_tm_flowpipe,0.10062500000252504,,0.0006250000025250015,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,0.0012500000025125024,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.031533798202872276,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20125000000251259,,0.0012500000025125024,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0012500000025125024,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000018,one_step_common_input,,,,,0.031533798202872276,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20125000000251259,,0.0012500000025125024,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0012500000025125024,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000012,one_step_common_input,,,,,0.031533798202872276,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20125000000251259,,0.0012500000025125024,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0012500000025125024,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.031533798202872276,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20125000000251259,,0.0012500000025125024,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,3.125002512500005e-06,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.20100000000000018,one_step_common_input,,,,,0.04551268136128783,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20100312500251263,,3.125002512500005e-06,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,3.125002512500005e-06,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.2010000000000002,one_step_common_input,,,,,0.04551268136128783,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20100312500251263,,3.125002512500005e-06,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,3.125002512500005e-06,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20100000000000012,one_step_common_input,,,,,0.04551268136128783,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20100312500251263,,3.125002512500005e-06,1.0683203047244863e-17,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,3.125002512500005e-06,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20100000000000018,one_step_common_input,,,,,0.04551268136128783,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20100312500251263,,3.125002512500005e-06,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,0.002500000002525005,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.03142132889479399,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.2025000000025251,,0.002500000002525005,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.002500000002525005,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000018,one_step_common_input,,,,,0.03142132889479399,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.2025000000025251,,0.002500000002525005,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.002500000002525005,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000012,one_step_common_input,,,,,0.03142132889479399,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.2025000000025251,,0.002500000002525005,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.002500000002525005,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.03142132889479399,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.2025000000025251,,0.002500000002525005,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,1.250000252500002e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.20200000000000018,one_step_common_input,,,,,0.04657742194831371,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20201250000252513,,1.250000252500002e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,1.250000252500002e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.2020000000000002,one_step_common_input,,,,,0.04657742194831371,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20201250000252513,,1.250000252500002e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,1.250000252500002e-05,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20200000000000012,one_step_common_input,,,,,0.04657742194831371,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20201250000252513,,1.250000252500002e-05,6.583140066060422e-18,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,1.250000252500002e-05,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20200000000000018,one_step_common_input,,,,,0.04657742194831371,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20201250000252513,,1.250000252500002e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.00500000000255001,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.031307865865528584,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20500000000255011,,0.00500000000255001,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.00500000000255001,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000018,one_step_common_input,,,,,0.031307865865528584,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20500000000255011,,0.00500000000255001,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.00500000000255001,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000012,one_step_common_input,,,,,0.031307865865528584,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20500000000255011,,0.00500000000255001,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.00500000000255001,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.031307865865528584,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20500000000255011,,0.00500000000255001,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,5.000000255000008e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.20400000000000018,one_step_common_input,,,,,0.04571351408958435,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20405000000255014,,5.000000255000008e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,5.000000255000008e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.2040000000000002,one_step_common_input,,,,,0.04571351408958435,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20405000000255014,,5.000000255000008e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,5.000000255000008e-05,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20400000000000013,one_step_common_input,,,,,0.04571351408958435,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.20405000000255014,,5.000000255000008e-05,1.0164395367051604e-17,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,5.000000255000008e-05,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.20400000000000018,one_step_common_input,,,,,0.04571351408958435,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.20405000000255014,,5.000000255000008e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.012500000002625019,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.0318182623013854,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.21250000000262512,,0.012500000002625019,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.012500000002625019,tube,,,"{""affine_state"": 1}",True,,,,0.20000000000000018,one_step_common_input,,,,,0.0318182623013854,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.21250000000262512,,0.012500000002625019,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.012500000002625019,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000012,one_step_common_input,,,,,0.0318182623013854,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.21250000000262512,,0.012500000002625019,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.012500000002625019,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.20000000000000015,one_step_common_input,,,,,0.0318182623013854,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.21250000000262512,,0.012500000002625019,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.05,0.05,0.00031250000262500065,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.2100000000000002,one_step_common_input,,,,,0.04643831728026271,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.21031250000262514,,0.00031250000262500065,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.00031250000262500065,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.21000000000000021,one_step_common_input,,,,,0.04643831728026271,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.21031250000262514,,0.00031250000262500065,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.00031250000262500065,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.21000000000000013,one_step_common_input,,,,,0.04643831728026271,,,0,,,0.0,harmonic,torch_tm_flowpipe,0.21031250000262514,,0.00031250000262500065,4.0115480381963664e-18,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.05,0.05,0.00031250000262500065,endpoint_raw,,,"{""affine_state"": 2}",True,,,,0.2100000000000002,one_step_common_input,,,,,0.04643831728026271,,,1,,,0.0,harmonic,torch_tm_flowpipe,0.21031250000262514,,0.00031250000262500065,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,8.25000025010627e-05,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.044306382071226835,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.040082500002501145,,8.25000025010627e-05,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.0007325000025038763,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000031,one_step_common_input,,,,,0.044306382071226835,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04073250000250403,,0.0007325000025038763,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,8.25000025010627e-05,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.044306382071226835,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.040082500002501145,,8.25000025010627e-05,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.0007325000025038763,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.04000000000000026,one_step_common_input,,,,,0.044306382071226835,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04073250000250403,,0.0007325000025038763,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,8.270625250212516e-05,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.060626786202192307,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04008270625250221,,8.270625250212516e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,4.585937750775009e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.040550000000000364,one_step_common_input,,,,,0.060626786202192307,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04059585937750798,,4.585937750775009e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,8.270625250212516e-05,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.060626786202192307,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04008270625250221,,8.270625250212516e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,4.585937750775009e-05,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.03990000000000021,one_step_common_input,,,,,0.060626786202192307,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.039945859377507914,,4.585937750775009e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,0.0001650000025021254,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.0434236298315227,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.0401650000025022,,0.0001650000025021254,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0014650000025077528,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000031,one_step_common_input,,,,,0.0434236298315227,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04146500000250794,,0.0014650000025077528,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0001650000025021254,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.0434236298315227,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.0401650000025022,,0.0001650000025021254,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.0014650000025077528,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.04000000000000026,one_step_common_input,,,,,0.0434236298315227,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04146500000250794,,0.0014650000025077528,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.005,0.005,0.00016582500250425034,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.060790042858570814,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04016582500250433,,0.00016582500250425034,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,9.343750251550017e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.04110000000000036,one_step_common_input,,,,,0.060790042858570814,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04119343750251572,,9.343750251550017e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,0.00016582500250425034,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.060790042858570814,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04016582500250433,,0.00016582500250425034,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.005,0.005,9.343750251550017e-05,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.039800000000000196,one_step_common_input,,,,,0.060790042858570814,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.0398934375025157,,9.343750251550017e-05,3.0357660829594124e-18,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,0.0003300000025042508,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.04350703023374081,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04033000000250432,,0.0003300000025042508,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.0029300000025155055,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000031,one_step_common_input,,,,,0.04350703023374081,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04293000000251568,,0.0029300000025155055,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.0003300000025042508,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.04350703023374081,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04033000000250432,,0.0003300000025042508,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.0029300000025155055,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.04000000000000026,one_step_common_input,,,,,0.04350703023374081,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04293000000251568,,0.0029300000025155055,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.01,0.01,0.00033330000250850065,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.06072264024987817,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04033330000250858,,0.00033330000250850065,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,0.00019375000253100033,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.042200000000000376,one_step_common_input,,,,,0.06072264024987817,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04239375000253123,,0.00019375000253100033,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,0.00033330000250850065,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.06072264024987817,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04033330000250858,,0.00033330000250850065,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.01,0.01,0.00019375000253100033,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.03960000000000022,one_step_common_input,,,,,0.06072264024987817,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.03979375000253116,,0.00019375000253100033,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.0006600000025085016,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.04364958172664046,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04066000000250859,,0.0006600000025085016,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.005860000002531011,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000031,one_step_common_input,,,,,0.04364958172664046,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04586000000253118,,0.005860000002531011,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.0006600000025085016,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.04364958172664046,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04066000000250859,,0.0006600000025085016,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.005860000002531011,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.04000000000000026,one_step_common_input,,,,,0.04364958172664046,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04586000000253118,,0.005860000002531011,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.02,0.02,0.0006732000025170012,tube,,,"{""affine_state"": 1}",True,,,,0.04000000000000013,one_step_common_input,,,,,0.06081951968371868,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.040673200002517076,,0.0006732000025170012,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.0004150000025620007,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.044400000000000384,one_step_common_input,,,,,0.06081951968371868,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.04481500000256225,,0.0004150000025620007,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.0006732000025170012,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.040000000000000105,one_step_common_input,,,,,0.06081951968371868,,,0,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.040673200002517076,,0.0006732000025170012,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.02,0.02,0.0004150000025620007,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.03920000000000021,one_step_common_input,,,,,0.06081951968371868,,,1,,,0.0,coupled_quadratic,torch_tm_flowpipe,0.039615000002562156,,0.0004150000025620007,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.007656250002506261,tube,,,"{""affine_state"": 1}",True,,,,0.30000000000000204,one_step_common_input,,,,,0.05075271101668477,,,0,,,0.0,van_der_pol,torch_tm_flowpipe,0.3076562500025073,,0.007656250002506261,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.027037500002533885,tube,,,"{""affine_state"": 1}",True,,,,0.10000000000000453,one_step_common_input,,,,,0.05075271101668477,,,1,,,0.0,van_der_pol,torch_tm_flowpipe,0.12703750000253677,,0.027037500002533885,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.007656250002506261,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.3000000000000016,one_step_common_input,,,,,0.05075271101668477,,,0,,,0.0,van_der_pol,torch_tm_flowpipe,0.3076562500025073,,0.007656250002506261,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.027037500002533885,endpoint_raw,,,"{""affine_state"": 1}",True,,,,0.10000000000000364,one_step_common_input,,,,,0.05075271101668477,,,1,,,0.0,van_der_pol,torch_tm_flowpipe,0.12703750000253677,,0.027037500002533885,0.0,complete_total_degree_1
,,,,,none_one_step,,,,,,,0.0025,0.0025,6.248017523071648e-05,tube,,,"{""affine_state"": 1, ""time_state"": 1}",True,,,,0.3061250000000024,one_step_common_input,,,,,0.11298176506534219,,,0,,,0.0,van_der_pol,torch_tm_flowpipe,0.30618748017523223,,6.248017523071648e-05,0.0,complete_total_degree_2
,,,,,none_one_step,,,,,,,0.0025,0.0025,0.018976444092286528,tube,,,"{""affine_state"": 1, ""time_state"": 2}",True,,,,0.10962500000000608,one_step_common_input,,,,,0.11298176506534219,,,1,,,0.0,van_der_pol,torch_tm_flowpipe,0.12860144409229068,,0.018976444092286528,0.0,complete_total_degree_2
