symbol,signature,kind,path_count,occurrences,classification
_small_params,_small_params(),function,3,tests/test_flowstar_benchmark_diagnostics.py:30;tests/test_flowstar_benchmark_stage2_diagnostics.py:20;tests/test_symbolic_remainder.py:41,manual_review
_status,_status(row),function,10,experiments/flowstar_acceptance_predicate_audit.py:90;experiments/flowstar_box_lifecycle_alignment_audit.py:131;experiments/flowstar_endpoint_pre_center_source_audit.py:105;experiments/flowstar_internal_intermediate_ranges_audit.py:165;experiments/flowstar_picard_residual_source_audit.py:120;experiments/flowstar_raw_ctrunc_residual_audit.py:122;experiments/flowstar_raw_remainder_compat_experiment.py:123;experiments/flowstar_raw_remainder_partition_audit.py:146;experiments/flowstar_step_trace_compare.py:666;experiments/flowstar_validation_candidate_decomposition_audit.py:130,manual_review
_stdout_value,"_stdout_value(pattern,path,group)",function,2,experiments/flowstar_checkpoint_replay.py:211;experiments/flowstar_one_step_oracle.py:290,manual_review
_str,_str(value),function,2,experiments/flowstar_step_trace_compare.py:481;experiments/flowstar_vdp_width_trajectory_audit.py:593,manual_review
_support,_support(segments),function,2,experiments/first_order_three_way/run_torch.py:99;experiments/three_way_common_contract/run_torch.py:160,manual_review
_sync,_sync(tree),function,3,experiments/first_order_followup/run_diffreach_followup.py:50;experiments/first_order_three_way/run_diffreach.py:183;experiments/three_way_common_contract/run_diffreach.py:111,manual_review
_term_interval,"_term_interval(exp,coef,domain)",function,2,experiments/flowstar_style_failure_localization.py:220;src/torch_tm_flowpipe/flowpipe.py:305,manual_review
_truth,_truth(value),function,2,experiments/first_order_followup/collect_results.py:54;experiments/three_tool_deep_study/collect_results.py:221,manual_review
_truthy,_truthy(value),function,5,experiments/flowstar_queue_state_audit.py:137;experiments/flowstar_right_map_scaling_diagnostics.py:273;experiments/flowstar_step_trace_compare.py:660;experiments/flowstar_style_rescue_vanderpol.py:668;experiments/flowstar_vdp_width_trajectory_audit.py:617,manual_review
_tube_width,_tube_width(rows),function,2,experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:224;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:216,manual_review
_unavailable,_unavailable(),function,2,experiments/three_tool_deep_study/export_diffreach_segment.py:36;experiments/three_way_comparison_repair/run_diffreach_audit.py:38,manual_review
_up,_up(value),function,2,experiments/first_order_followup/diffreach_projection.py:48;experiments/three_tool_deep_study/common.py:94,manual_review
_up,_up(x),function,2,src/torch_tm_flowpipe/batched_dense_tm.py:27;src/torch_tm_flowpipe/interval.py:40,manual_review
_value,"_value(row,prefix,dim,side)",function,3,experiments/flowstar_internal_intermediate_ranges_audit.py:273;experiments/flowstar_raw_ctrunc_residual_audit.py:252;experiments/flowstar_raw_remainder_partition_audit.py:255,manual_review
_width,_width(iv),function,2,comparisons/flowstar/compare_against_torch_tm.py:118;experiments/trajectory_visual_audit.py:252,manual_review
_width,"_width(lo,hi)",function,2,experiments/flowstar_acceptance_predicate_audit.py:124;experiments/flowstar_benchmark_parity.py:193,manual_review
_width_value,_width_value(iv),function,2,experiments/flowstar_benchmark_stage2_diagnostics.py:227;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:146,manual_review
_write_csv,"_write_csv(path,fieldnames,rows)",function,5,experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:121;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:79;experiments/flowstar_raw_remainder_compat_h5.py:149;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:270;experiments/flowstar_vdp_width_trajectory_audit.py:636,manual_review
_write_csv,"_write_csv(path,fields,rows)",function,12,experiments/flowstar_benchmark_parity.py:171;experiments/flowstar_checkpoint_replay.py:63;experiments/flowstar_insertion_width_attribution.py:38;experiments/flowstar_normalized_insertion_h10_failure.py:86;experiments/flowstar_one_step_oracle.py:96;experiments/flowstar_queue_state_audit.py:112;experiments/flowstar_right_map_scaling_diagnostics.py:66;experiments/flowstar_style_rescue_vanderpol.py:635;experiments/flowstar_style_sample_containment.py:44;experiments/flowstar_symbolic_step_trace.py:66;experiments/flowstar_width_growth_diagnostics.py:101;experiments/trajectory_visual_audit.py:243,manual_review
_write_csv,"_write_csv(path,rows)",function,11,experiments/batched_tm_gpu_microbench.py:183;experiments/first_order_followup/run_diffreach_followup.py:59;experiments/first_order_followup/run_flowstar_followup.py:436;experiments/first_order_followup/run_torch_followup.py:113;tests/test_flowstar_box_lifecycle_alignment_audit.py:45;tests/test_flowstar_internal_intermediate_ranges_audit.py:68;tests/test_flowstar_raw_ctrunc_residual_audit.py:61;tests/test_flowstar_raw_remainder_partition_audit.py:58;tests/test_flowstar_same_source_endpoint_tube_compare.py:135;tests/test_flowstar_step_trace_compare_alignment.py:115;tests/test_flowstar_validation_candidate_decomposition_audit.py:162,manual_review
_write_report,"_write_report(out_dir,rows)",function,2,experiments/flowstar_checkpoint_replay.py:368;experiments/flowstar_insertion_width_attribution.py:186,manual_review
_write_rows,"_write_rows(path,fieldnames,rows)",function,5,experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:97;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:137;experiments/flowstar_raw_remainder_compat_short_horizon.py:66;experiments/flowstar_raw_remainder_compat_step_policy.py:92;experiments/flowstar_step_trace_compare.py:772,manual_review
_write_rows,"_write_rows(path,rows)",function,11,experiments/flowstar_acceptance_predicate_audit.py:54;experiments/flowstar_box_lifecycle_alignment_audit.py:92;experiments/flowstar_endpoint_pre_center_source_audit.py:66;experiments/flowstar_internal_intermediate_ranges_audit.py:126;experiments/flowstar_picard_residual_source_audit.py:76;experiments/flowstar_raw_ctrunc_residual_audit.py:83;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:62;experiments/flowstar_raw_remainder_compat_experiment.py:92;experiments/flowstar_raw_remainder_partition_audit.py:107;experiments/flowstar_same_source_endpoint_tube_compare.py:88;experiments/flowstar_validation_candidate_decomposition_audit.py:91,manual_review
_write_table,"_write_table(path,rows)",function,2,experiments/three_way_common_contract/collect_results.py:805;experiments/three_way_comparison_repair/collect_results.py:43,manual_review
_y_hi_delta,"_y_hi_delta(row,flow,prefix)",function,3,experiments/flowstar_internal_intermediate_ranges_audit.py:277;experiments/flowstar_raw_ctrunc_residual_audit.py:256;experiments/flowstar_raw_remainder_partition_audit.py:259,manual_review
_yes_no,_yes_no(value),function,3,experiments/flowstar_acceptance_predicate_audit.py:201;experiments/flowstar_style_failure_localization.py:898;experiments/flowstar_style_rescue_vanderpol.py:1695,manual_review
active_variables,active_variables(self),function,3,src/torch_tm_flowpipe/polynomial.py:425;src/torch_tm_flowpipe/taylor_model.py:351;src/torch_tm_flowpipe/tm_vector.py:72,manual_review
affine_controlled_folded_ode,"affine_controlled_folded_ode(x,u)",function,2,comparisons/flowstar/compare_against_torch_tm.py:94;experiments/tm_order_audit.py:64,manual_review
affine_hull,"affine_hull(a,bounds_a,b,bounds_b)",function,2,experiments/first_order_three_way/common.py:177;experiments/three_way_common_contract/common.py:266,manual_review
apply_cutoff,"apply_cutoff(self,threshold)",function,2,src/torch_tm_flowpipe/taylor_model.py:228;src/torch_tm_flowpipe/tm_vector.py:83,manual_review
build_ledger,"build_ledger(flowstar_rows,noqueue_rows,v2_rows)",function,6,experiments/flowstar_acceptance_predicate_audit.py:189;experiments/flowstar_internal_intermediate_ranges_audit.py:313;experiments/flowstar_picard_residual_source_audit.py:304;experiments/flowstar_raw_ctrunc_residual_audit.py:309;experiments/flowstar_raw_remainder_partition_audit.py:322;experiments/flowstar_validation_candidate_decomposition_audit.py:377,manual_review
build_ledger_row,"build_ledger_row(source,row)",function,5,experiments/flowstar_internal_intermediate_ranges_audit.py:230;experiments/flowstar_picard_residual_source_audit.py:209;experiments/flowstar_raw_ctrunc_residual_audit.py:197;experiments/flowstar_raw_remainder_partition_audit.py:211;experiments/flowstar_validation_candidate_decomposition_audit.py:267,manual_review
build_trace,build_trace(source_dir),function,2,experiments/flowstar_insertion_width_attribution.py:113;experiments/flowstar_right_map_scaling_diagnostics.py:133,manual_review
clone,clone(self),function,3,src/torch_tm_flowpipe/batched_dense_tm.py:375;src/torch_tm_flowpipe/batched_dense_tm.py:520;src/torch_tm_flowpipe/polynomial.py:182;src/torch_tm_flowpipe/taylor_model.py:180,manual_review
collect,collect(output),function,3,experiments/three_tool_deep_study/run_controlled.py:738;experiments/three_tool_deep_study/run_native.py:710;experiments/three_tool_deep_study/run_pareto.py:1083,manual_review
csv_row_count,csv_row_count(path),function,2,experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:279;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:233,manual_review
device,device(self),function,3,src/torch_tm_flowpipe/batched_dense_tm.py:241;src/torch_tm_flowpipe/interval.py:94;src/torch_tm_flowpipe/polynomial.py:190,manual_review
domain,domain(self),function,2,src/torch_tm_flowpipe/flowpipe.py:2378;src/torch_tm_flowpipe/flowpipe.py:2512;src/torch_tm_flowpipe/tm_vector.py:44,manual_review
drop_variable,"drop_variable(self,var_index)",function,3,src/torch_tm_flowpipe/polynomial.py:407;src/torch_tm_flowpipe/taylor_model.py:331;src/torch_tm_flowpipe/tm_vector.py:69,manual_review
dtype,dtype(self),function,2,src/torch_tm_flowpipe/interval.py:90;src/torch_tm_flowpipe/polynomial.py:186,manual_review
evaluate_point,"evaluate_point(self,values)",function,2,src/torch_tm_flowpipe/polynomial.py:380;src/torch_tm_flowpipe/taylor_model.py:302,manual_review
evaluate_rhs,"evaluate_rhs(state,system_spec)",function,2,experiments/first_order_three_way/common.py:132;experiments/three_way_common_contract/common.py:213,manual_review
exact_endpoint,"exact_endpoint(system,t,initial_box)",function,3,experiments/first_order_three_way/common.py:169;experiments/three_way_common_contract/common.py:252;experiments/three_way_comparison_repair/common.py:138,manual_review
exact_steps,"exact_steps(h,horizon)",function,3,experiments/first_order_three_way/common.py:88;experiments/three_way_common_contract/common.py:120;experiments/three_way_comparison_repair/common.py:131,manual_review
export_segment,export_segment(spec),function,3,experiments/three_tool_deep_study/export_diffreach_segment.py:233;experiments/three_tool_deep_study/export_flowstar_segment.py:578;experiments/three_tool_deep_study/export_torch_segment.py:106,manual_review
extend_domain,"extend_domain(self,new_interval)",function,2,src/torch_tm_flowpipe/taylor_model.py:342;src/torch_tm_flowpipe/tm_vector.py:63,manual_review
f,f(s),function,4,comparisons/flowstar/compare_against_torch_tm.py:185;experiments/diagnose_van_der_pol.py:49;experiments/flowstar_style_sample_containment.py:80;experiments/trajectory_visual_audit.py:276,manual_review
finite_float,finite_float(value),function,9,experiments/flowstar_acceptance_predicate_audit.py:75;experiments/flowstar_box_lifecycle_alignment_audit.py:113;experiments/flowstar_endpoint_pre_center_source_audit.py:87;experiments/flowstar_internal_intermediate_ranges_audit.py:147;experiments/flowstar_picard_residual_source_audit.py:97;experiments/flowstar_raw_ctrunc_residual_audit.py:104;experiments/flowstar_raw_remainder_partition_audit.py:128;experiments/flowstar_same_source_endpoint_tube_compare.py:109;experiments/flowstar_validation_candidate_decomposition_audit.py:112,manual_review
flowstar_expression,"flowstar_expression(polynomial,state_names)",function,2,experiments/first_order_three_way/common.py:147;experiments/three_way_common_contract/common.py:228,manual_review
flush,flush(),function,5,comparisons/flowstar/parse_flowstar_output.py:111;experiments/flowstar_benchmark_parity.py:281;experiments/flowstar_checkpoint_replay.py:180;experiments/flowstar_one_step_oracle.py:176;experiments/trajectory_visual_audit.py:508,manual_review
formatting_rows,formatting_rows(out_dir),function,2,experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:137;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:95,manual_review
generate,generate(output),function,4,experiments/three_tool_deep_study/flowstar_root_cause.py:22;experiments/three_tool_deep_study/generate_report.py:175;experiments/three_way_common_contract/generate_report.py:100;experiments/three_way_comparison_repair/generate_report.py:61,manual_review
git_sha,git_sha(path),function,4,experiments/first_order_three_way/common.py:192;experiments/three_tool_deep_study/common.py:42;experiments/three_way_common_contract/common.py:480;experiments/three_way_comparison_repair/common.py:125,manual_review
integrate,"integrate(self,var_index)",function,2,src/torch_tm_flowpipe/polynomial.py:291;src/torch_tm_flowpipe/taylor_model.py:305,manual_review
interval_subset,"interval_subset(interval_lo,interval_hi,target_lo,target_hi)",function,2,experiments/flowstar_acceptance_predicate_audit.py:85;experiments/flowstar_picard_residual_source_audit.py:107,manual_review
iter_configurations,iter_configurations(spec),function,2,experiments/first_order_three_way/common.py:96;experiments/three_way_common_contract/common.py:128,manual_review
load_config,load_config(path),function,2,comparisons/flowstar/export_flowstar_model.py:22;experiments/tm_order_audit.py:54,manual_review
load_spec,load_spec(path),function,4,experiments/first_order_three_way/common.py:74;experiments/three_tool_deep_study/common.py:34;experiments/three_way_common_contract/common.py:112;experiments/three_way_comparison_repair/common.py:117,manual_review
main,main(),function,88,comparisons/flowstar/build_flowstar_case.py:15;comparisons/flowstar/compare_against_torch_tm.py:831;comparisons/flowstar/export_flowstar_model.py:336;comparisons/flowstar/parse_flowstar_output.py:192;comparisons/flowstar/run_flowstar.py:265;comparisons/flowstar/run_flowstar_case.py:9;comparisons/flowstar/summarize_comparison.py:309;experiments/batched_dense_tm_flowpipe_demo.py:544;experiments/diagnose_van_der_pol.py:169;experiments/first_order_followup/audit_environment.py:63;experiments/first_order_followup/collect_results.py:346;experiments/first_order_followup/generate_artifacts.py:411;experiments/first_order_followup/run_diffreach_followup.py:273;experiments/first_order_followup/run_flowstar_audit.py:398;experiments/first_order_followup/run_flowstar_followup.py:445;experiments/first_order_followup/run_torch_followup.py:672;experiments/first_order_three_way/collect_results.py:258;experiments/first_order_three_way/compute_references.py:78;experiments/first_order_three_way/environment_audit.py:73;experiments/first_order_three_way/generate_report.py:313;experiments/first_order_three_way/plot_results.py:475;experiments/first_order_three_way/run_diffreach.py:468;experiments/first_order_three_way/run_flowstar.py:359;experiments/first_order_three_way/run_torch.py:329;experiments/flowstar_acceptance_predicate_audit.py:301;experiments/flowstar_benchmark_failure_diagnostics.py:733;experiments/flowstar_benchmark_parity.py:1280;experiments/flowstar_benchmark_stage2_diagnostics.py:1263;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:982;experiments/flowstar_box_lifecycle_alignment_audit.py:392;experiments/flowstar_endpoint_pre_center_source_audit.py:489;experiments/flowstar_internal_intermediate_ranges_audit.py:458;experiments/flowstar_picard_residual_source_audit.py:548;experiments/flowstar_raw_ctrunc_residual_audit.py:459;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:301;experiments/flowstar_raw_remainder_compat_experiment.py:365;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:979;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:474;experiments/flowstar_raw_remainder_compat_h5.py:836;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:630;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1295;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:725;experiments/flowstar_raw_remainder_compat_short_horizon.py:440;experiments/flowstar_raw_remainder_compat_step_policy.py:440;experiments/flowstar_raw_remainder_partition_audit.py:486;experiments/flowstar_same_source_endpoint_tube_compare.py:498;experiments/flowstar_step_trace_compare.py:2051;experiments/flowstar_validation_candidate_decomposition_audit.py:656;experiments/harmonic_oscillator.py:58;experiments/plot_order_results.py:248;experiments/plot_results.py:16;experiments/scalar_quadratic_grid.py:51;experiments/three_tool_deep_study/audit_results.py:231;experiments/three_tool_deep_study/bern_feasibility.py:325;experiments/three_tool_deep_study/collect_results.py:1241;experiments/three_tool_deep_study/curate_artifacts.py:123;experiments/three_tool_deep_study/defect_diagnostic.py:356;experiments/three_tool_deep_study/export_diffreach_segment.py:384;experiments/three_tool_deep_study/export_flowstar_segment.py:648;experiments/three_tool_deep_study/export_torch_segment.py:245;experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py:547;experiments/three_tool_deep_study/flowstar_correctness.py:282;experiments/three_tool_deep_study/flowstar_root_cause.py:129;experiments/three_tool_deep_study/generate_final_delivery.py:743;experiments/three_tool_deep_study/generate_report.py:694;experiments/three_tool_deep_study/plot_results.py:592;experiments/three_tool_deep_study/run_ablation.py:472;experiments/three_tool_deep_study/run_controlled.py:756;experiments/three_tool_deep_study/run_native.py:726;experiments/three_tool_deep_study/run_pareto.py:1221;experiments/three_way_common_contract/collect_results.py:940;experiments/three_way_common_contract/generate_report.py:453;experiments/three_way_common_contract/plot_results.py:316;experiments/three_way_common_contract/run_diffreach.py:590;experiments/three_way_common_contract/run_flowstar.py:673;experiments/three_way_common_contract/run_torch.py:337;experiments/three_way_comparison_repair/collect_results.py:608;experiments/three_way_comparison_repair/generate_report.py:394;experiments/three_way_comparison_repair/plot_results.py:271;experiments/three_way_comparison_repair/run_corrected_comparison.py:238;experiments/three_way_comparison_repair/run_diffreach_audit.py:464;experiments/three_way_comparison_repair/run_flowstar_audit.py:949;experiments/three_way_comparison_repair/run_torch_audit.py:392;experiments/tm_order_audit.py:172;experiments/trajectory_visual_audit.py:1505;experiments/van_der_pol_sampling.py:69;scripts/check_runtime.py:20;scripts/generate_flowstar_provenance.py:307,manual_review
main,main(argv),function,13,experiments/batched_tm_gpu_microbench.py:1115;experiments/flowstar_checkpoint_replay.py:468;experiments/flowstar_insertion_width_attribution.py:262;experiments/flowstar_normalized_insertion_h10_failure.py:458;experiments/flowstar_one_step_oracle.py:547;experiments/flowstar_queue_state_audit.py:516;experiments/flowstar_right_map_scaling_diagnostics.py:501;experiments/flowstar_style_failure_localization.py:1085;experiments/flowstar_style_rescue_vanderpol.py:5111;experiments/flowstar_style_sample_containment.py:261;experiments/flowstar_symbolic_step_trace.py:272;experiments/flowstar_vdp_width_trajectory_audit.py:1779;experiments/flowstar_width_growth_diagnostics.py:382,manual_review
n_vars,n_vars(self),function,3,src/torch_tm_flowpipe/flowpipe.py:2516;src/torch_tm_flowpipe/taylor_model.py:177;src/torch_tm_flowpipe/tm_vector.py:48,manual_review
ode_for_config,ode_for_config(cfg),function,2,comparisons/flowstar/compare_against_torch_tm.py:99;experiments/tm_order_audit.py:68,manual_review
parse_args,parse_args(),function,20,experiments/flowstar_acceptance_predicate_audit.py:292;experiments/flowstar_box_lifecycle_alignment_audit.py:383;experiments/flowstar_endpoint_pre_center_source_audit.py:480;experiments/flowstar_internal_intermediate_ranges_audit.py:449;experiments/flowstar_picard_residual_source_audit.py:538;experiments/flowstar_raw_ctrunc_residual_audit.py:450;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:294;experiments/flowstar_raw_remainder_compat_experiment.py:358;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:970;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:465;experiments/flowstar_raw_remainder_compat_h5.py:823;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:622;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1284;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:717;experiments/flowstar_raw_remainder_compat_short_horizon.py:432;experiments/flowstar_raw_remainder_compat_step_policy.py:432;experiments/flowstar_raw_remainder_partition_audit.py:477;experiments/flowstar_same_source_endpoint_tube_compare.py:489;experiments/flowstar_step_trace_compare.py:2011;experiments/flowstar_validation_candidate_decomposition_audit.py:647,manual_review
parse_args,parse_args(argv),function,2,experiments/batched_tm_gpu_microbench.py:1078;experiments/flowstar_vdp_width_trajectory_audit.py:1768,manual_review
point_evaluations,point_evaluations(spec),function,2,experiments/three_way_common_contract/run_diffreach.py:531;experiments/three_way_common_contract/run_torch.py:312,manual_review
pow_int,"pow_int(self,exponent)",function,4,src/torch_tm_flowpipe/flowpipe.py:2489;src/torch_tm_flowpipe/interval.py:173;src/torch_tm_flowpipe/polynomial.py:275;src/torch_tm_flowpipe/taylor_model.py:289,manual_review
power,"power(value,exponent)",function,2,experiments/first_order_three_way/common.py:123;experiments/three_way_common_contract/common.py:204,manual_review
radius,radius(iv),function,2,experiments/diagnose_van_der_pol.py:44;experiments/tm_order_audit.py:91,manual_review
range_box,range_box(self),function,6,src/torch_tm_flowpipe/flowpipe.py:135;src/torch_tm_flowpipe/symbolic_remainder.py:760;src/torch_tm_flowpipe/taylor_model.py:299;src/torch_tm_flowpipe/tm_vector.py:51;tests/test_flowstar_benchmark_diagnostics.py:69;tests/test_flowstar_benchmark_parity.py:181,manual_review
read_csv,read_csv(path),function,4,experiments/first_order_three_way/common.py:263;experiments/first_order_three_way/generate_report.py:38;experiments/three_way_common_contract/common.py:512;experiments/three_way_comparison_repair/common.py:333,manual_review
read_json,read_json(path),function,3,experiments/first_order_three_way/common.py:274;experiments/first_order_three_way/generate_report.py:43;experiments/three_way_common_contract/common.py:526,manual_review
rec,"rec(pos,remaining,prefix)",function,2,src/torch_tm_flowpipe/batched_dense_tm.py:78;tests/test_batched_dense_tm.py:18,manual_review
render_cpp,render_cpp(system),function,4,experiments/first_order_followup/run_flowstar_followup.py:61;experiments/first_order_three_way/run_flowstar.py:49;experiments/three_tool_deep_study/export_flowstar_segment.py:87;experiments/three_way_common_contract/run_flowstar.py:75,manual_review
rhs,"rhs(_,state)",function,2,experiments/first_order_three_way/compute_references.py:61;experiments/three_way_common_contract/collect_results.py:473,manual_review
rhs,rhs(state),function,4,experiments/three_tool_deep_study/export_diffreach_segment.py:79;experiments/three_tool_deep_study/export_torch_segment.py:41;experiments/three_way_common_contract/run_diffreach.py:98;experiments/three_way_comparison_repair/run_diffreach_audit.py:89,manual_review
rhs,"rhs(state,control)",function,5,experiments/first_order_followup/run_torch_followup.py:56;experiments/first_order_followup/tests/test_torch_basis.py:28;experiments/three_way_common_contract/run_torch.py:48;experiments/three_way_comparison_repair/run_torch_audit.py:49;experiments/three_way_comparison_repair/tests/test_torch_endpoint_semantics.py:96,manual_review
run,run(args),function,8,experiments/batched_dense_tm_flowpipe_demo.py:388;experiments/flowstar_checkpoint_replay.py:388;experiments/flowstar_insertion_width_attribution.py:252;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:907;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:333;experiments/flowstar_raw_remainder_compat_h5.py:758;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1194;experiments/flowstar_right_map_scaling_diagnostics.py:486,manual_review
run,"run(out_dir,flowstar_trace)",function,2,experiments/flowstar_raw_remainder_compat_attempt_sequence.py:207;experiments/flowstar_raw_remainder_compat_experiment.py:346,manual_review
run,"run(out_dir,flowstar_trace,horizon)",function,2,experiments/flowstar_raw_remainder_compat_short_horizon.py:350;experiments/flowstar_raw_remainder_compat_step_policy.py:338,manual_review
run_case,"run_case(h,order,steps,mode)",function,3,experiments/harmonic_oscillator.py:21;experiments/scalar_quadratic_grid.py:21;experiments/van_der_pol_sampling.py:33,manual_review
run_case,run_case(spec),function,2,experiments/three_way_comparison_repair/run_diffreach_audit.py:274;experiments/three_way_comparison_repair/run_torch_audit.py:208,manual_review
run_configuration,run_configuration(),function,2,experiments/first_order_followup/run_diffreach_followup.py:69;experiments/first_order_followup/run_flowstar_followup.py:240,manual_review
run_configuration,"run_configuration(spec,config)",function,3,experiments/first_order_three_way/run_torch.py:246;experiments/three_way_common_contract/run_diffreach.py:331;experiments/three_way_common_contract/run_torch.py:169,manual_review
run_diffreach,"run_diffreach(spec,output)",function,2,experiments/three_tool_deep_study/run_controlled.py:356;experiments/three_tool_deep_study/run_native.py:293,manual_review
run_flowstar,"run_flowstar(spec,output)",function,2,experiments/three_tool_deep_study/run_controlled.py:545;experiments/three_tool_deep_study/run_native.py:512,manual_review
run_torch,"run_torch(spec,output)",function,2,experiments/three_tool_deep_study/run_controlled.py:135;experiments/three_tool_deep_study/run_native.py:64,manual_review
step_once,"step_once(self,carry,unused)",function,2,experiments/first_order_followup/diffreach_adapter.py:28;experiments/first_order_three_way/run_diffreach.py:111,manual_review
substitute_const,"substitute_const(self,var_index,value)",function,3,src/torch_tm_flowpipe/polynomial.py:393;src/torch_tm_flowpipe/taylor_model.py:319;src/torch_tm_flowpipe/tm_vector.py:66,manual_review
summarize,summarize(ledger),function,4,experiments/flowstar_internal_intermediate_ranges_audit.py:353;experiments/flowstar_raw_ctrunc_residual_audit.py:349;experiments/flowstar_raw_remainder_partition_audit.py:362;experiments/flowstar_validation_candidate_decomposition_audit.py:489,manual_review
test_cli_writes_ledger_and_report,test_cli_writes_ledger_and_report(tmp_path),function,5,tests/test_flowstar_internal_intermediate_ranges_audit.py:174;tests/test_flowstar_raw_ctrunc_residual_audit.py:150;tests/test_flowstar_raw_remainder_partition_audit.py:152;tests/test_flowstar_same_source_endpoint_tube_compare.py:144;tests/test_flowstar_validation_candidate_decomposition_audit.py:171,manual_review
test_csv_physical_line_count_matches_csv_reader_rows,test_csv_physical_line_count_matches_csv_reader_rows(tmp_path),function,2,tests/test_flowstar_raw_remainder_compat_h10_right_map_centering.py:303;tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py:134,manual_review
test_missing_component_fields_are_unknown_not_zero,test_missing_component_fields_are_unknown_not_zero(),function,3,tests/test_flowstar_endpoint_pre_center_source_audit.py:71;tests/test_flowstar_picard_residual_source_audit.py:40;tests/test_flowstar_validation_candidate_decomposition_audit.py:73,manual_review
test_missing_flowstar_component_fields_are_unknown_not_zero,test_missing_flowstar_component_fields_are_unknown_not_zero(),function,3,tests/test_flowstar_raw_remainder_compat_h10_right_map_centering.py:293;tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py:112;tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py:44,manual_review
test_missing_internal_fields_are_unknown_not_zero,test_missing_internal_fields_are_unknown_not_zero(),function,2,tests/test_flowstar_internal_intermediate_ranges_audit.py:77;tests/test_flowstar_raw_remainder_partition_audit.py:67,manual_review
utc_timestamp,utc_timestamp(),function,2,experiments/first_order_three_way/common.py:70;experiments/three_way_common_contract/common.py:108,manual_review
width,width(iv),function,2,experiments/diagnose_van_der_pol.py:40;experiments/tm_order_audit.py:87,manual_review
write_csv,"write_csv(path,rows)",function,5,comparisons/flowstar/compare_against_torch_tm.py:584;experiments/_common.py:11;experiments/first_order_followup/run_flowstar_audit.py:276;experiments/three_tool_deep_study/common.py:60;experiments/three_way_comparison_repair/common.py:324,manual_review
write_csv,"write_csv(path,rows,fields)",function,2,experiments/first_order_three_way/common.py:248;experiments/three_way_common_contract/common.py:494,manual_review
write_json,"write_json(path,value)",function,4,experiments/first_order_three_way/common.py:268;experiments/three_tool_deep_study/common.py:51;experiments/three_way_common_contract/common.py:517;experiments/three_way_comparison_repair/common.py:338,manual_review
write_ledger,"write_ledger(path,rows)",function,2,experiments/flowstar_raw_remainder_compat_attempt_sequence.py:220;experiments/flowstar_raw_remainder_compat_experiment.py:275,manual_review
write_report,"write_report(path,rows)",function,2,experiments/flowstar_raw_remainder_compat_attempt_sequence.py:233;experiments/flowstar_raw_remainder_compat_experiment.py:279,manual_review
write_report,"write_report(path,rows,horizon)",function,2,experiments/flowstar_raw_remainder_compat_short_horizon.py:364;experiments/flowstar_raw_remainder_compat_step_policy.py:356,manual_review
write_summary,"write_summary(path,rows)",function,2,experiments/flowstar_raw_remainder_compat_short_horizon.py:360;experiments/flowstar_raw_remainder_compat_step_policy.py:352,manual_review
