run_id,segment_index,t_lo,t_hi,h,endpoint_box_width_sum,inserted_endpoint_width_sum,reset_width_sum,normalized_reset_width_sum,insertion_truncation_width,insertion_cutoff_width,composed_poly_range_width,output_remainder_width,scale_x,scale_y,center_x,center_y,tmv_right_degree,tmv_pre_degree,tmv_right_term_count,tmv_pre_term_count,terms_before_insertion_truncation,terms_after_insertion
flowstar_style_o6_candidate8_output6_cutoff_insert,10,0.69999999999999996,0.79999999999999993,0.10000000000000001,0.34233777543800697,0.28677236773724657,0.30113459789243685,0.30113459789243691,8.9712401052308224e-09,2.7518352592982014e-10,0.28533114528561454,0.001441222451631968,0.054089224806921236,0.09647807413929628,1.9721665745672516,-0.22346892571019095,6,6,48,68,879,48
flowstar_style_o6_candidate8_output6_cutoff_insert,11,0.79999999999999993,0.89999999999999991,0.10000000000000001,0.27516028603282477,0.22837871904402535,0.24213626884257322,0.24213626884257328,1.388936654812076e-08,4.2233901223208624e-10,0.22688458093243868,0.001494138111586648,0.047459120409030331,0.073609014012255308,1.9437775316329584,-0.33891552387884688,6,6,48,68,879,48
flowstar_style_o6_candidate8_output6_cutoff_insert,12,0.89999999999999991,0.99999999999999989,0.10000000000000001,0.2271502821923547,0.1850702519987345,0.19843157170153247,0.1984315717015325,1.9663116320189749e-08,2.2711926288870169e-10,0.1834875972660302,0.0015826547327042655,0.042612192359373614,0.056603593491391768,1.9052806385836361,-0.4273488803274067,6,6,49,68,756,49
flowstar_style_o6_candidate8_output6_cutoff_insert,13,0.99999999999999989,1.0999999999999999,0.10000000000000001,0.19103081803913055,0.15471024823633794,0.16794017351569851,0.16794017351569854,2.5629711331575232e-08,2.0848005500138333e-10,0.1530084853465998,0.0017017628897381344,0.039150416425676904,0.044819670332171484,1.8589072922389998,-0.4977145914161879,6,6,49,68,756,49
flowstar_style_o6_candidate8_output6_cutoff_insert,14,1.0999999999999999,1.2,0.10000000000000001,0.16563006179099141,0.13334880817071848,0.14670690461123526,0.14670690461123528,3.220007884474015e-08,1.8247223506210384e-10,0.13149991095272928,0.0018488972179891957,0.036758318062001985,0.036595134243614706,1.8061208349263287,-0.55652653020710297,6,6,49,68,756,49
flowstar_style_o6_candidate8_output6_cutoff_insert,15,1.2,1.3,0.10000000000000001,0.14792514320442066,0.11874248107620557,0.13246602744072744,0.13246602744072747,3.8515764216139326e-08,1.5687148485304397e-10,0.11671884210058563,0.0020236389756199211,0.035198972409864512,0.031034041310498219,1.7478292606977746,-0.60847852480270848,6,6,49,68,749,49
flowstar_style_o6_candidate8_output6_cutoff_insert,16,1.3,1.4000000000000001,0.10000000000000001,0.13621821079419275,0.10922978738306444,0.12353674964263361,0.12353674964263364,4.540675201965412e-08,2.1145969461593893e-10,0.10700212143119867,0.0022276659518657514,0.034301558507273691,0.027466816314042089,1.6845386452435569,-0.65699775606194977,6,6,48,68,749,48
flowstar_style_o6_candidate8_output6_cutoff_insert,17,1.4000000000000001,1.5000000000000002,0.10000000000000001,0.12922789697586737,0.10364120949876027,0.11874060814185872,0.11874060814185874,5.3399632015579732e-08,1.2516846653587958e-10,0.10117659741876772,0.0024646120799925349,0.033947398520323122,0.025422905550605168,1.6164570986435618,-0.70467861434899381,6,6,49,68,592,49
flowstar_style_o6_candidate8_output6_cutoff_insert,18,1.5000000000000002,1.6000000000000003,0.10000000000000001,0.12605577058639542,0.10119020397313136,0.11729449606495601,0.11729449606495604,6.1485206146687806e-08,1.4213644102785241e-10,0.098450107556916355,0.0027400964162149991,0.034060045646618131,0.024587202385858705,1.5435611279280796,-0.75360436275751375,6,6,49,68,603,49
flowstar_style_o6_candidate8_output6_cutoff_insert,19,1.6000000000000003,1.7000000000000004,0.10000000000000001,0.12612042981289864,0.1013903906308716,0.11872806680981962,0.11872806680981965,6.9388053201947788e-08,1.5636046726309124e-10,0.098328591774003077,0.0030617988568685025,0.034600468341464602,0.024763565063444175,1.4656343576869979,-0.80558302247441615,6,6,49,68,603,49
flowstar_style_o6_candidate8_output6_cutoff_insert,20,1.7000000000000004,1.8000000000000005,0.10000000000000001,0.12910555898903756,0.10418386038688213,0.12301197278947096,0.12301197278947099,7.6364288073566539e-08,1.6705329816747893e-10,0.10074409270058381,0.0034397676862982975,0.035658799106126127,0.025847187288608343,1.3822858294387845,-0.86232389584267843,6,6,49,68,603,49
flowstar_style_o6_candidate8_output6_cutoff_insert,21,1.8000000000000005,1.9000000000000006,0.10000000000000001,0.13513749117600651,0.10922377211700009,0.12984055624816015,0.12984055624816018,8.0773736998232379e-08,1.7278122860843245e-10,0.10533684356607816,0.0038869285509219162,0.037115777599022182,0.027804500525056751,1.2929527354189563,-0.92557515582842242,6,6,49,68,603,49
flowstar_style_o6_candidate8_output6_cutoff_insert,22,1.9000000000000006,2.0000000000000004,0.10000000000000001,0.14397910521694204,0.11656076344057248,0.13931833945691563,0.13931833945691566,7.9274712153865958e-08,1.6521586844343865e-10,0.11214141689188803,0.0044193465486844193,0.039000986766004588,0.030658182962452075,1.1968907696653237,-0.99723538054118877,6,6,49,68,603,49
flowstar_style_o6_candidate8_output6_cutoff_insert,23,2.0000000000000004,2.1000000000000005,0.10000000000000001,0.15582352672688085,0.12633926543775026,0.15165565252830948,0.15165565252830951,6.6745427433120312e-08,1.264505619065793e-10,0.12128266618956923,0.0050565992481810106,0.041354218495559508,0.034473607768593852,1.0931544153558894,-1.0794431182284632,6,6,49,68,749,49
flowstar_style_o6_candidate8_output6_cutoff_insert,24,2.1000000000000005,2.2000000000000006,0.10000000000000001,0.17093904473928392,0.13878613858829536,0.16715420065644748,0.16715420065644751,7.0088122341446424e-08,5.2590922420746115e-11,0.13296461927367098,0.0058215193146243654,0.044236499114043835,0.039340601214178796,0.98056964096707333,-1.1746365025045922,6,6,49,68,756,49
flowstar_style_o6_candidate8_output6_cutoff_insert,25,2.2000000000000006,2.3000000000000007,0.10000000000000001,0.18963159430481605,0.15414749693548857,0.18613529137212792,0.18613529137212795,1.1716194108447444e-07,2.567255344724555e-10,0.14740284628241479,0.0067446506530737717,0.047723900165135572,0.045343745520927396,0.85770316618624631,-1.2855554023724567,6,6,49,68,756,49
flowstar_style_o6_candidate8_output6_cutoff_insert,26,2.3000000000000007,2.4000000000000008,0.10000000000000001,0.21208690967789237,0.17255895949130273,0.20879011576549256,0.20879011576549258,2.8185907710653779e-07,5.8129785023472945e-11,0.16470742826637191,0.0078515312249307946,0.051901219775255039,0.052493838107490302,0.72283674953109123,-1.4151246611677279,6,6,51,68,756,51
flowstar_style_o6_candidate8_output6_cutoff_insert,27,2.4000000000000008,2.5000000000000009,0.10000000000000001,0.23809466223803613,0.1938123262295135,0.23490489017344718,0.23490489017344721,6.2599178654489669e-07,1.1992295290517685e-10,0.18466000587938591,0.0091523203501275574,0.056847334502768375,0.060605110583954201,0.57396375240940789,-1.5660988948899937,6,6,51,68,785,51
flowstar_style_o6_candidate8_output6_cutoff_insert,28,2.5000000000000009,2.600000000000001,0.10000000000000001,0.2665480277071911,0.21693684583589107,0.26336313664576272,0.26336313664576277,1.1739786057445904e-06,2.024460762567156e-10,0.20631289659115332,0.010623949244737693,0.062604071063091807,0.069077497259788789,0.40884145258568549,-1.7402582585399529,6,6,51,68,944,51
flowstar_style_o6_candidate8_output6_cutoff_insert,29,2.600000000000001,2.7000000000000011,0.10000000000000001,0.29461367706881625,0.23958118108306359,0.29139184285514791,0.29139184285514796,1.9025053690863174e-06,8.4914182650481642e-12,0.22740820779662546,0.012172973286438061,0.06911767212237796,0.076578249305195065,0.22515933999397353,-1.9368297778198129,6,6,52,68,944,52
flowstar_style_o6_candidate8_output6_cutoff_insert,30,2.7000000000000011,2.8000000000000012,0.10000000000000001,0.33093321990600949,0.25736799420230627,0.31371575026668008,0.31371575026668019,2.5396123049456733e-06,8.0960690836646456e-12,0.24324768484062054,0.014120309361685651,0.076140491740985333,0.080717383392353501,0.020920322183767829,-2.149748517056842,6,6,53,68,960,53
flowstar_style_o6_candidate8_output6_cutoff_insert,31,2.8000000000000012,2.9000000000000012,0.10000000000000001,0.36973100474301823,0.26762958965818734,0.32607880961150976,0.32607880961150981,2.6203843815433182e-06,4.8161885714464479e-11,0.25065645460556729,0.016973135052619999,0.083684688255536127,0.079354716550217155,-0.2048377281887255,-2.3636213793040501,6,6,53,68,974,53
flowstar_style_o6_candidate8_output6_cutoff_insert,32,2.9000000000000012,3.0000000000000013,0.10000000000000001,0.40168357485575357,0.26099276767059942,0.31680081188590492,0.31680081188590498,3.2390471093550876e-06,9.8813129168249309e-324,0.23982895267537274,0.021163814995226661,0.090715336058864851,0.067685069884085999,-0.45088364414282106,-2.5493472528613141,6,6,54,68,974,54
flowstar_style_o6_candidate8_output6_cutoff_insert,33,3.0000000000000013,3.1000000000000014,0.10000000000000001,0.41265079051324388,0.22479460305744903,0.2707652146615025,0.27076521466150255,5.8188178419818966e-06,1.5751534921193524e-10,0.19775202270972148,0.027042580347727531,0.095309876686677772,0.040072730644071609,-0.7123077877497197,-2.6627906421604481,6,6,53,68,990,53
flowstar_style_o6_candidate8_output6_cutoff_insert,34,3.1000000000000014,3.2000000000000015,0.10000000000000001,0.38287020610953709,0.2531001788092056,0.29570855329556267,0.29570855329556273,8.9727783877157415e-06,9.8813129168249309e-324,0.21845444159032407,0.034645737218881471,0.095862843653920837,0.05199143299385859,-0.97930658712774177,-2.6526064030667014,6,6,54,68,990,54
flowstar_style_o6_candidate8_output6_cutoff_insert,35,3.2000000000000015,3.3000000000000016,0.10000000000000001,0.4236325086534754,0.34196643224397139,0.40490828457673445,0.4049082845767345,8.8579356609229607e-06,9.8813129168249309e-324,0.29835192411901135,0.043614508124960032,0.092291352482723174,0.11016278980564199,-1.2374095589064029,-2.4812291715471053,6,6,54,68,990,54
flowstar_style_o6_candidate8_output6_cutoff_insert,36,3.3000000000000016,3.3500000000000014,0.050000000000000003,0.47400472565742258,0.3784127786744389,0.45028214903166219,0.4502821490316623,3.3280467699082271e-06,8.612096312236664e-11,0.32924589025208767,0.049166888422351195,0.088591961073589479,0.13654911344223972,-1.3579445656648514,-2.3337268190311109,6,6,53,68,990,53
flowstar_style_o6_candidate8_output6_cutoff_insert,37,3.3500000000000014,3.4250000000000016,0.075000000000000011,0.5387466342894548,0.41251423162335676,0.49394215865748703,0.49394215865748714,7.0489009622131925e-06,9.8813129168249309e-324,0.35552239723205298,0.056991834391303731,0.08075065841735328,0.16622042091138819,-1.5226870174051039,-2.0481791328026921,6,6,54,68,974,54
flowstar_style_o6_candidate8_output6_cutoff_insert,38,3.4250000000000016,3.4750000000000014,0.050000000000000003,0.54197727042545629,0.42100007890265118,0.50543692194485712,0.50543692194485723,4.5852004499674582e-06,9.8813129168249309e-324,0.35855460017868573,0.062445478723965428,0.074481788624201073,0.17823667234822602,-1.6196447334001125,-1.8271103539541889,6,6,54,68,990,54
flowstar_style_o6_candidate8_output6_cutoff_insert,39,3.4750000000000014,3.5500000000000016,0.075000000000000011,0.55063786925191038,0.41416667666885371,0.49771893538274581,0.49771893538274592,5.2056381018725987e-06,2.9768659088155435e-11,0.345104071889484,0.069062604779369652,0.064143219723323944,0.18471624796804756,-1.7435227979184156,-1.4742525969642499,6,6,53,68,990,53
flowstar_style_o6_candidate8_output6_cutoff_insert,40,3.5500000000000016,3.6000000000000014,0.050000000000000003,0.51357110944925843,0.4011542165480384,0.48091801943823498,0.48091801943823503,3.0678713733115757e-06,2.0493574991574062e-10,0.32800806723598691,0.073146149312051462,0.057243514620895913,0.18321549509822033,-1.8113277717522107,-1.2388990401864568,6,6,52,68,810,52
flowstar_style_o6_candidate8_output6_cutoff_insert,41,3.6000000000000014,3.6750000000000016,0.075000000000000011,0.48304324227591511,0.36757494461065909,0.4382357810952684,0.43823578109526845,2.9198193692327221e-06,9.0765287531659521e-11,0.29041233913679015,0.077162605473868828,0.047373922610153628,0.17174396793747934,-1.8915339724429394,-0.90511780874014636,6,6,53,68,958,53
flowstar_style_o6_candidate8_output6_cutoff_insert,42,3.6750000000000016,3.7750000000000017,0.10000000000000001,0.41553209267451863,0.30723369553930446,0.3627083015252649,0.36270830152526495,2.7502506789933932e-06,3.1981221800108189e-11,0.22806990447588243,0.079163791063422015,0.035998557270316728,0.14535559349231472,-1.9621611315572698,-0.52048969876399798,6,6,53,68,974,53
flowstar_style_o6_candidate8_output6_cutoff_insert,43,3.7750000000000017,3.8750000000000018,0.10000000000000001,0.32909106826024503,0.24573307657911661,0.28624423384325054,0.2862442338432506,2.5498147947171038e-06,3.0578468447144449e-11,0.16711248186563604,0.078620594713480541,0.027243359341735999,0.11587875757988823,-1.9983430153174786,-0.21650563487345215,6,6,53,68,810,53
flowstar_style_o6_candidate8_output6_cutoff_insert,44,3.8750000000000018,3.9750000000000019,0.10000000000000001,0.25294163828037108,0.19550839197368594,0.22344320446466043,0.22344320446466046,1.7041738455036672e-06,5.3382865127107384e-11,0.11931671552881987,0.076191676444866047,0.022588079055113165,0.089133523177215998,-2.0079551400744804,0.012957883065787375,6,6,52,68,810,52
flowstar_style_o6_candidate8_output6_cutoff_insert,45,3.9750000000000019,4.075000000000002,0.10000000000000001,0.19563532120430757,0.17026164266474506,0.19268788831913752,0.19268788831913755,8.7372334661137396e-07,1.3140863252022053e-10,0.097654416089113488,0.072607226575631525,0.029018559454164278,0.067325384705403474,-1.9977446888870425,0.18263612303299795,6,6,52,68,801,52
flowstar_style_o6_candidate8_output6_cutoff_insert,46,4.075000000000002,4.1750000000000016,0.10000000000000001,0.17144310254955655,0.15081076372137414,0.16974874717624433,0.16974874717624436,3.5179327747221259e-07,1.6367156536057856e-10,0.082286538432499473,0.068524225288874654,0.034285605082677514,0.050588768505443554,-1.9728960863832774,0.30817922545432036,6,6,51,68,801,51
flowstar_style_o6_candidate8_output6_cutoff_insert,47,4.1750000000000016,4.2750000000000012,0.10000000000000001,0.15767099387940806,0.13948454197418611,0.15612437650249256,0.15612437650249258,1.084738361968454e-07,2.0950996664109799e-10,0.072135298706145864,0.067349243268040218,0.038395930335121647,0.039666257916123875,-1.9371348309918546,0.4028343817834163,6,6,50,68,801,50
flowstar_style_o6_candidate8_output6_cutoff_insert,48,4.2750000000000012,4.3750000000000009,0.10000000000000001,0.15081249345827005,0.13416302211322664,0.14942317406170802,0.14942317406170805,4.8375811931621368e-08,5.2316439727369438e-11,0.065930339418145509,0.068232682695081107,0.041758790745421576,0.032952796285431546,-1.8930185788895617,0.47671543302646385,6,6,50,68,769,50
flowstar_style_o6_candidate8_output6_cutoff_insert,49,4.3750000000000009,4.4750000000000005,0.10000000000000001,0.1490590388180342,0.13328266402892147,0.14784371888379044,0.14784371888379047,5.6419767564481814e-08,2.4475075607986448e-11,0.062658332555546439,0.070624331473375018,0.044702456295609323,0.029219403146284888,-1.8422369282335387,0.53717115945869609,6,6,50,68,769,50
flowstar_style_o6_candidate8_output6_cutoff_insert,50,4.4750000000000005,4.5750000000000002,0.10000000000000001,0.15120847965120224,0.13577562324091574,0.15014098155436439,0.15014098155436442,5.459232456891236e-08,4.3032238537356829e-11,0.061560501589706849,0.074215121651208887,0.047457512446715366,0.027612978330465787,-1.7858553697450306,0.58944753836457098,6,6,50,68,769,50
flowstar_style_o6_candidate8_output6_cutoff_insert,51,4.5750000000000002,4.6749999999999998,0.10000000000000001,0.15649890552849746,0.14105432197417728,0.15560759448796913,0.15560759448796915,4.5542107805885909e-08,5.0525679588075978e-11,0.062184697815178769,0.078869624158998466,0.050189296962836985,0.027614500281146526,-1.7244933613582154,0.63731350294798916,6,6,50,68,769,50
flowstar_style_o6_candidate8_output6_cutoff_insert,52,4.6749999999999998,4.7749999999999995,0.10000000000000001,0.164582186774796,0.14939876790672255,0.1644496925190353,0.16444969251903532,3.5833147908399542e-08,5.6058447258962953e-11,0.064819906800329979,0.084578861106392553,0.053027045142978825,0.029197801116537848,-1.6584461003172863,0.68355640631117309,6,6,50,68,769,50
flowstar_style_o6_candidate8_output6_cutoff_insert,53,4.7749999999999995,4.8749999999999991,0.10000000000000001,0.17591966093389746,0.16003634650971255,0.17585555179094325,0.17585555179094328,3.6834064709070105e-08,1.5389479550491899e-10,0.068599548080214595,0.091436798429497923,0.056079562860712383,0.031848213034758197,-1.5877634171435804,0.73034776361790443,6,6,49,68,769,49
flowstar_style_o6_candidate8_output6_cutoff_insert,54,4.8749999999999991,4.9749999999999988,0.10000000000000001,0.18997062990918503,0.17307036212626487,0.1899157308057835,0.18991573080578353,4.2778647034846193e-08,1.4437921951342482e-10,0.073454127104288044,0.099616235021976807,0.059448016018261739,0.035509849384628929,-1.5122974238264206,0.77950776141861766,6,6,49,68,760,49
flowstar_style_o6_candidate8_output6_cutoff_insert,55,4.9749999999999988,5,0.025000000000001243,0.19394259329355049,0.17678544559323484,0.19392819350880175,0.19392819350880178,1.166685544224365e-08,5.0966019891422472e-11,0.074841435499978001,0.10194401009325679,0.060351772027160126,0.036612324727239666,-1.4926495793170351,0.79236391369038539,6,6,49,68,744,49
