run_id,mode,order,candidate_order,output_order,truncation_range_split,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,reset_mode,flowstar_symbolic_queue_max_size,cutoff_threshold,target_remainder_radius,center_correction_width_factor,center_correction_attempts,center_corrections_applied,center_corrected_dimensions,max_center_correction_abs,max_residual_radius_after_correction,selective_high_degree_terms_top_k,max_selective_retained_terms_count,max_selective_dropped_remainder_width_sum,max_flowstar_queue_size_after,max_flowstar_propagated_remainder_width_sum,max_insertion_truncation_width,max_insertion_cutoff_width,max_inserted_endpoint_width_sum,max_normalized_reset_width_sum,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,,,,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,0,0,0,,,,,,,,,,,,failed,449.62720102537423,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.10131533002729,26.10131533002729,0.0009281033590735863,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_cutoff_insert,flowstar_style,6,8,6,,,,,,target_remainder,normalized_insertion,,1e-10,0.0001,,0,0,0,,,,,,,,8.9727783877157415e-06,4.2233901223208624e-10,0.72381346236241861,0.72693677821693303,max_horizon_reached,374.07285584509373,56,5,5,0.025000000000001243,0.025000000000001243,,0,0.10000000000000001,7,56,7,0,70,,0.19394259329355046,0.7946368388663656,0.00032200152340748975,0.00040000000000000007,validated to requested horizon
