run_id,source_run_id,segment_index,t_lo,t_hi,h_try,x_lo,x_hi,y_lo,y_hi,order,candidate_order,output_order,validation_status,subset_result,candidate_final_width_sum,residual_width_sum,rejection_reason,reset_box_source
flowstar_one_step_oracle_candidate8_cutoff,flowstar_style_o6_candidate8_output6_insert_symqueue_split,149,7.4960392581387341,7.4996590173882804,0.0036197592495462228,-0.65444411959802862,4.6073508088899455,-11.123759781885681,10.530997883293862,8,8,6,failed,False,22.605899863920154,0.00021359325643822511,Picard residual not subset of target remainder,normalized_insertion_symqueue_split
