step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
981,19.6,19.62,0.02,0x1.47ae147ae147bp-6,0x1.39eb851eb851fp+4,1412328843143387575/72057594037927936,5655079980096584535/288230376151711744,True,981,0,0.45130069808691436,0.4535914721119999,4.437905814618006,4.448288867533209,0.45130069808691486,0.45359147211199946,4.437905814618013,4.4482888675332015,0.44932401935775984,0.45359170369502666,4.428830603041297,4.448369620747825,0.449324019357762,0.45359170369502455,4.428830603041331,4.4483696207477905
982,19.62,19.64,0.02,0x1.47ae147ae147bp-6,0x1.3a3d70a3d70a4p+4,5655079980096584535/288230376151711744,2830422293809809385/144115188075855872,True,982,0,0.45329285323093016,0.45562719635085724,4.446865573657727,4.457163235899824,0.4532928532309305,0.4556271963508569,4.446865573657734,4.457163235899817,0.45127891552811755,0.455627196642498,4.437866833148134,4.457244910403288,0.45127891552811966,0.455627196642496,4.437866833148166,4.457244910403257
983,19.64,19.66,0.02,0x1.47ae147ae147bp-6,0x1.3a8f5c28f5c29p+4,2830422293809809385/144115188075855872,5666609195142653005/288230376151711744,True,983,0,0.4553229441410146,0.45770211910165814,4.455747083591181,4.465957393925654,0.455322944141015,0.45770211910165776,4.455747083591188,4.465957393925648,0.4532704394849048,0.457702119321085,4.446826622842587,4.4660400182770275,0.453270439484907,0.4577021193210828,4.446826622842618,4.466040018276996
984,19.66,19.68,0.02,0x1.47ae147ae147bp-6,0x1.3ae147ae147aep+4,5666609195142653005/288230376151711744,709046725333210905/36028797018963968,True,984,0,0.45739206676380884,0.45981739693899154,4.464548472786341,4.474669395684439,0.4573920667638093,0.4598173969389911,4.464548472786348,4.474669395684433,0.4552998689084905,0.4598173970788468,4.455708170781886,4.4747529996723046,0.45529986890849256,0.45981739707884484,4.455708170781919,4.474752999672273
985,19.68,19.7,0.02,0x1.47ae147ae147bp-6,0x1.3b33333333333p+4,709046725333210905/36028797018963968,5678138410188721475/288230376151711744,True,985,0,0.45950137006351943,0.46197423756962264,4.473267796398776,4.483297218229848,0.4595013700635199,0.46197423756962225,4.473267796398784,4.483297218229841,0.4573683006891404,0.4619742376219061,4.46450960593519,4.483381832945149,0.4573683006891426,0.461974237621904,4.4645096059352225,4.483381832945117
986,19.7,19.72,0.02,0x1.47ae147ae147bp-6,0x1.3b851eb851eb8p+4,5678138410188721475/288230376151711744,2841951508855877855/144115188075855872,True,986,0,0.4616520549963247,0.46417390637587247,4.481903032409869,4.491838757901919,0.4616520549963251,0.4641739063758721,4.4819030324098765,4.491838757901912,0.45947688090668126,0.46417390637588474,4.473228983845426,4.491924415817241,0.4594768809066833,0.46417390637588263,4.473228983845463,4.4919244158172065
987,19.72,19.740000000000002,0.02,0x1.47ae147ae147bp-6,0x1.3bd70a3d70a3ep+4,2841951508855877855/144115188075855872,5689667625234789945/288230376151711744,True,987,0,0.4638453785376638,0.46641772828544326,4.490452077920854,4.500291825884279,0.46384537853766417,0.46641772828544287,4.490452077920861,4.500291825884273,0.4616268087379162,0.46641772828544464,4.481864283167069,4.500378560936599,0.4616268087379184,0.4664177282854425,4.481864283167102,4.500378560936566
988,19.740000000000002,19.76,0.02,0x1.47ae147ae147bp-6,0x1.3c28f5c28f5c3p+4,5689667625234789945/288230376151711744,1423858058189456045/72057594037927936,True,988,0,0.4660826567311678,0.4687070910295404,4.498912744842502,4.508654143833771,0.4660826567311682,0.4687070910295399,4.498912744842509,4.5086541438337635,0.46381933934357944,0.46870709102954167,4.490413401614951,4.508741991513916,0.4638193393435816,0.4687070910295395,4.490413401614986,4.508741991513881
989,19.76,19.78,0.02,0x1.47ae147ae147bp-6,0x1.3c7ae147ae148p+4,1423858058189456045/72057594037927936,5701196840280858415/288230376151711744,True,989,0,0.4683652676681326,0.4710434489122613,4.507282755402524,4.51692333912006,0.46836526766813297,0.4710434489122609,4.507282755402529,4.516923339120055,0.46605578650549456,0.4710434489122627,4.49887415175151,4.517012336568448,0.46605578650549667,0.4710434489122605,4.498874151751543,4.517012336568416
990,19.78,19.8,0.02,0x1.47ae147ae147bp-6,0x1.3cccccccccccdp+4,5701196840280858415/288230376151711744,2853480723901946325/144115188075855872,True,990,0,0.47069465405539307,0.47342832746847474,4.515559737323759,4.525096939777882,0.4706946540553935,0.4734283274684743,4.515559737323765,4.525096939777875,0.4683375250083199,0.47342832746847613,4.507244256466187,4.525187125887242,0.46833752500832204,0.4734283274684739,4.507244256466221,4.525187125887208
991,19.8,19.82,0.02,0x1.47ae147ae147bp-6,0x1.3d1eb851eb852p+4,2853480723901946325/144115188075855872,5712726055326926885/288230376151711744,True,991,0,0.4730723311735758,0.4758633232450385,4.5237412189648305,4.5331723688335295,0.47307233117357617,0.4758633232450381,4.523741218964836,4.533172368833523,0.47066599834034045,0.4758633232450398,4.515521344442202,4.533263784357766,0.4706659983403425,0.4758633232450378,4.5155213444422335,4.533263784357734
992,19.82,19.84,0.02,0x1.47ae147ae147bp-6,0x1.3d70a3d70a3d7p+4,5712726055326926885/288230376151711744,178702833214061285/9007199254740992,True,992,0,0.4754998848245236,0.47835011415206014,4.531824623420646,4.54114693895194,0.475499884824524,0.47835011415205975,4.531824623420653,4.5411469389519326,0.4730427163625194,0.4783501141520615,4.523702944604859,4.541239626625737,0.47304271636252143,0.47835011415205947,4.523702944604892,4.5412396266257025
993,19.84,19.86,0.02,0x1.47ae147ae147bp-6,0x1.3dc28f5c28f5cp+4,178702833214061285/9007199254740992,5724255270372995355/288230376151711744,True,993,0,0.47797898132030275,0.4808904583722326,4.539807262128364,4.549017846806825,0.47797898132030314,0.4808904583722322,4.53980726212837,4.549017846806818,0.4754692649962526,0.48089045837223404,4.531786480099229,4.549111851480692,0.47546926499625475,0.4808904583722319,4.531786480099267,4.549111851480655
994,19.86,19.88,0.02,0x1.47ae147ae147bp-6,0x1.3e147ae147ae1p+4,5724255270372995355/288230376151711744,2865009938948014795/144115188075855872,True,994,0,0.48051136774867176,0.48348620364900735,4.547686330327292,4.55678216475709,0.4805113677486722,0.4834862036490069,4.547686330327299,4.556782164757083,0.4779473061625203,0.4834862036490087,4.539769264175573,4.556877533525457,0.4779473061625224,0.48348620364900663,4.5397692641756064,4.556877533525423
995,19.88,19.900000000000002,0.02,0x1.47ae147ae147bp-6,0x1.3e66666666667p+4,2865009938948014795/144115188075855872,5735784485419063825/288230376151711744,True,995,0,0.48309887857068634,0.486139290948405,4.555458900576403,4.564436833561873,0.48309887857068673,0.48613929094840463,4.555458900576409,4.564436833561866,0.4804785840256859,0.4861392909484064,4.547648494151072,4.5645336158997525,0.480478584025688,0.4861392909484043,4.547648494151109,4.564533615899718
996,19.900000000000002,19.92,0.02,0x1.47ae147ae147bp-6,0x1.3eb851eb851ecp+4,5735784485419063825/288230376151711744,1435387273235524515/72057594037927936,True,996,0,0.48574344076787523,0.4888517603400623,4.563121910674688,4.571978659711145,0.4857434407678757,0.4888517603400619,4.563121910674695,4.571978659711138,0.48306492975670035,0.4888517603400635,4.555421239762503,4.572076907668865,0.48306492975670234,0.4888517603400615,4.555421239762538,4.572076907668832
