run_id,segment_index,t_hi,dimension,rank,monomial,interval_contribution_width,coefficient,total_degree,time_power,source_note
flowstar_style_o6_candidate8_output6_insert,89,7.0623392491135668,y,1,aggregate_right_map_y,3.4840585129881343,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,89,7.0623392491135668,y,2,scale_y,1.7647160487160685,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,89,7.0623392491135668,x,3,aggregate_right_map_x,1.3333814924483816,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,89,7.0623392491135668,x,4,scale_x,0.6753731919291257,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,90,7.0758697533863515,y,1,aggregate_right_map_y,3.5684891735718347,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,90,7.0758697533863515,y,2,scale_y,1.8061326349243909,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,90,7.0758697533863515,x,3,aggregate_right_map_x,1.3740960523240349,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,90,7.0758697533863515,x,4,scale_x,0.69547632146494176,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,91,7.0961655097955294,y,1,aggregate_right_map_y,3.693461389194713,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,91,7.0961655097955294,y,2,scale_y,1.8674098388051006,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,91,7.0961655097955294,x,3,aggregate_right_map_x,1.437104623627387,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,91,7.0961655097955294,x,4,scale_x,0.72659844811297758,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,92,7.1113873271024124,y,1,aggregate_right_map_y,3.7953547204505331,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,92,7.1113873271024124,y,2,scale_y,1.9174601293153544,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,92,7.1113873271024124,x,3,aggregate_right_map_x,1.4867280164776986,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,92,7.1113873271024124,x,4,scale_x,0.75111337535103562,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,93,7.1228036900825744,y,1,aggregate_right_map_y,3.8771278013113388,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,93,7.1228036900825744,y,2,scale_y,1.9576832184888235,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,93,7.1228036900825744,x,3,aggregate_right_map_x,1.5253500696958409,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,93,7.1228036900825744,x,4,scale_x,0.77019700840253824,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,94,7.1399282345528183,y,1,aggregate_right_map_y,4.0000573203161229,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,94,7.1399282345528183,y,2,scale_y,2.0181598738146529,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,94,7.1399282345528183,x,3,aggregate_right_map_x,1.5849342548656682,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,94,7.1399282345528183,x,4,scale_x,0.79965121988587584,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,95,7.1527716429055008,y,1,aggregate_right_map_y,4.10049213114719,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,95,7.1527716429055008,y,2,scale_y,2.0676537271044211,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,95,7.1527716429055008,x,3,aggregate_right_map_x,1.6314947204042218,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,95,7.1527716429055008,x,4,scale_x,0.82267348198793167,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,96,7.1624041991700125,y,1,aggregate_right_map_y,4.1810947466230255,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,96,7.1624041991700125,y,2,scale_y,2.1074233668357154,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,96,7.1624041991700125,x,3,aggregate_right_map_x,1.6675277567743179,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,96,7.1624041991700125,x,4,scale_x,0.84049445717815074,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,97,7.1768530335667808,y,1,aggregate_right_map_y,4.3034872478815513,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,97,7.1768530335667808,y,2,scale_y,2.1678329451376324,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,97,7.1768530335667808,x,3,aggregate_right_map_x,1.722985534939355,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,97,7.1768530335667808,x,4,scale_x,0.86793444281165089,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,98,7.1876896593643567,y,1,aggregate_right_map_y,4.4031699787130751,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,98,7.1876896593643567,y,2,scale_y,2.2171007743991518,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,98,7.1876896593643567,x,3,aggregate_right_map_x,1.7660748909922896,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,98,7.1876896593643567,x,4,scale_x,0.88926069795068718,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,99,7.2039445980607208,y,1,aggregate_right_map_y,4.5558180492890514,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,99,7.2039445980607208,y,2,scale_y,2.2925810831110858,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,99,7.2039445980607208,x,3,aggregate_right_map_x,1.832710668157181,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,99,7.2039445980607208,x,4,scale_x,0.92225759746676161,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,100,7.2161358020829942,y,1,aggregate_right_map_y,4.6824183638646,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,100,7.2161358020829942,y,2,scale_y,2.3552719960411079,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,100,7.2161358020829942,x,3,aggregate_right_map_x,1.8847407644723218,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,100,7.2161358020829942,x,4,scale_x,0.94803086725787689,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,101,7.2252792050996986,y,1,aggregate_right_map_y,4.7851139427355038,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,101,7.2252792050996986,y,2,scale_y,2.4061763165013699,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,101,7.2252792050996986,x,3,aggregate_right_map_x,1.925001886937791,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,101,7.2252792050996986,x,4,scale_x,0.96797986526570445,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,102,7.238994309624756,y,1,aggregate_right_map_y,4.9434424661282339,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,102,7.238994309624756,y,2,scale_y,2.4846887821794787,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,102,7.238994309624756,x,3,aggregate_right_map_x,1.9871585391106574,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,102,7.238994309624756,x,4,scale_x,0.9987919479939853,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,103,7.2492806380185488,y,1,aggregate_right_map_y,5.0738530196739839,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,103,7.2492806380185488,y,2,scale_y,2.5494232116841298,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,103,7.2492806380185488,x,3,aggregate_right_map_x,2.0354881753320817,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,103,7.2492806380185488,x,4,scale_x,1.0227574155535191,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,104,7.2569953843138935,y,1,aggregate_right_map_y,5.1790128183653001,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,104,7.2569953843138935,y,2,scale_y,2.6016600202846067,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,104,7.2569953843138935,x,3,aggregate_right_map_x,2.0727669931309207,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,104,7.2569953843138935,x,4,scale_x,1.0412476675615525,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,105,7.2685675037569109,y,1,aggregate_right_map_y,5.3416414360549735,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,105,7.2685675037569109,y,2,scale_y,2.68246943906541,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,105,7.2685675037569109,x,3,aggregate_right_map_x,2.1302224957032805,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,105,7.2685675037569109,x,4,scale_x,1.0697567052261583,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,106,7.2772465933391732,y,1,aggregate_right_map_y,5.4744999811140298,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,106,7.2772465933391732,y,2,scale_y,2.7485330943219308,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,106,7.2772465933391732,x,3,aggregate_right_map_x,2.1747430017476934,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,106,7.2772465933391732,x,4,scale_x,1.0918537094838368,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,107,7.28375591052587,y,1,aggregate_right_map_y,5.5809219013231113,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,107,7.28375591052587,y,2,scale_y,2.8014769824002097,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,107,7.28375591052587,x,3,aggregate_right_map_x,2.2090278583194149,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,107,7.28375591052587,x,4,scale_x,1.1088742698756464,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,108,7.2935198863059156,y,1,aggregate_right_map_y,5.7456285782048448,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,108,7.2935198863059156,y,2,scale_y,2.8834364500809775,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,108,7.2935198863059156,x,3,aggregate_right_map_x,2.2618097195224447,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,108,7.2935198863059156,x,4,scale_x,1.1350863529810868,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,109,7.3008428681409496,y,1,aggregate_right_map_y,5.8794603958160616,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,109,7.3008428681409496,y,2,scale_y,2.9500659179770148,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,109,7.3008428681409496,x,3,aggregate_right_map_x,2.3029618208804958,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,109,7.3008428681409496,x,4,scale_x,1.1555293718818986,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,110,7.3118273408935011,y,1,aggregate_right_map_y,6.0896871423431636,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,110,7.3118273408935011,y,2,scale_y,3.0547561586300365,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,110,7.3118273408935011,x,3,aggregate_right_map_x,2.3682706832449778,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,110,7.3118273408935011,x,4,scale_x,1.1879903328107431,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,111,7.3200656954579149,y,1,aggregate_right_map_y,6.2631999751106173,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,111,7.3200656954579149,y,2,scale_y,3.1412077516116166,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,111,7.3200656954579149,x,3,aggregate_right_map_x,2.4188959968350621,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,111,7.3200656954579149,x,4,scale_x,1.2131585907835245,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,112,7.3262444613812248,y,1,aggregate_right_map_y,6.4030459282553407,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,112,7.3262444613812248,y,2,scale_y,3.2110145628257194,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,112,7.3262444613812248,x,3,aggregate_right_map_x,2.4580782533893797,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,112,7.3262444613812248,x,4,scale_x,1.2326828757183559,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,113,7.3355126102661901,y,1,aggregate_right_map_y,6.6223534782046363,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,113,7.3355126102661901,y,2,scale_y,3.320513907041815,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,113,7.3355126102661901,x,3,aggregate_right_map_x,2.5185189250685274,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,113,7.3355126102661901,x,4,scale_x,1.2628104409348515,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,114,7.3424637219299136,y,1,aggregate_right_map_y,6.8015885835746905,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,114,7.3424637219299136,y,2,scale_y,3.4100218106528888,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,114,7.3424637219299136,x,3,aggregate_right_map_x,2.5652864852891466,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,114,7.3424637219299136,x,4,scale_x,1.2861234927578615,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,115,7.3476770556777069,y,1,aggregate_right_map_y,6.9451587220676201,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,115,7.3476770556777069,y,2,scale_y,3.4817280053932973,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,115,7.3476770556777069,x,3,aggregate_right_map_x,2.6012220879002914,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,115,7.3476770556777069,x,4,scale_x,1.304037553945752,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,116,7.355497056299396,y,1,aggregate_right_map_y,7.1695827913461594,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,116,7.355497056299396,y,2,scale_y,3.5938231744294153,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,116,7.355497056299396,x,3,aggregate_right_map_x,2.6565374124246399,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,116,7.355497056299396,x,4,scale_x,1.331615240991987,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,117,7.361362056765663,y,1,aggregate_right_map_y,7.3512263392627952,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,117,7.361362056765663,y,2,scale_y,3.6845617797973551,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,117,7.361362056765663,x,3,aggregate_right_map_x,2.6992361462510099,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,117,7.361362056765663,x,4,scale_x,1.3529038394594359,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,118,7.3701595574650636,y,1,aggregate_right_map_y,7.6373791207014552,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,118,7.3701595574650636,y,2,scale_y,3.8275142489876579,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,118,7.3701595574650636,x,3,aggregate_right_map_x,2.7653147763817341,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,118,7.3701595574650636,x,4,scale_x,1.3858525997286208,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,119,7.3767576829896138,y,1,aggregate_right_map_y,7.8719097610546278,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,119,7.3767576829896138,y,2,scale_y,3.9446927464365351,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,119,7.3767576829896138,x,3,aggregate_right_map_x,2.8166303593116226,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,119,7.3767576829896138,x,4,scale_x,1.4114416558404426,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,120,7.3817062771330262,y,1,aggregate_right_map_y,8.0602072618737122,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,120,7.3817062771330262,y,2,scale_y,4.0387796289173439,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,120,7.3817062771330262,x,3,aggregate_right_map_x,2.8561766742354346,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,120,7.3817062771330262,x,4,scale_x,1.4311627224594936,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,121,7.3891291683481457,y,1,aggregate_right_map_y,8.3558073321380935,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,121,7.3891291683481457,y,2,scale_y,4.1864871509090724,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,121,7.3891291683481457,x,3,aggregate_right_map_x,2.9172763768073739,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,121,7.3891291683481457,x,4,scale_x,1.4616349541929339,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,122,7.3946963367594849,y,1,aggregate_right_map_y,8.5957524393005542,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,122,7.3946963367594849,y,2,scale_y,4.3063947747692239,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,122,7.3946963367594849,x,3,aggregate_right_map_x,2.9646058997802589,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,122,7.3946963367594849,x,4,scale_x,1.4852409310548462,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,123,7.3988717130679893,y,1,aggregate_right_map_y,8.7869510163498941,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,123,7.3988717130679893,y,2,scale_y,4.4019477011437607,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,123,7.3988717130679893,x,3,aggregate_right_map_x,3.001010479501355,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,123,7.3988717130679893,x,4,scale_x,1.5033987508031983,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,124,7.4051347775307459,y,1,aggregate_right_map_y,9.0859778533445237,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,124,7.4051347775307459,y,2,scale_y,4.5513916165183055,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,124,7.4051347775307459,x,3,aggregate_right_map_x,3.0571437087949298,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,124,7.4051347775307459,x,4,scale_x,1.5313990933379968,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,125,7.4098320758778131,y,1,aggregate_right_map_y,9.3265542068929506,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,125,7.4098320758778131,y,2,scale_y,4.6716308724600522,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,125,7.4098320758778131,x,3,aggregate_right_map_x,3.1005191655825524,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,125,7.4098320758778131,x,4,scale_x,1.5530367093009043,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,126,7.4133550496381142,y,1,aggregate_right_map_y,9.516936237349535,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,126,7.4133550496381142,y,2,scale_y,4.766786863849223,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,126,7.4133550496381142,x,3,aggregate_right_map_x,3.1338141838690103,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,126,7.4133550496381142,x,4,scale_x,1.5696463560179812,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,127,7.4186395102785649,y,1,aggregate_right_map_y,9.8135510723422001,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,127,7.4186395102785649,y,2,scale_y,4.915041701825162,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,127,7.4186395102785649,x,3,aggregate_right_map_x,3.1850386477229993,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,127,7.4186395102785649,x,4,scale_x,1.5952021505857494,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,128,7.4226028557589032,y,1,aggregate_right_map_y,10.050250494450136,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,128,7.4226028557589032,y,2,scale_y,5.0333542651559098,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,128,7.4226028557589032,x,3,aggregate_right_map_x,3.2245186208989534,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,128,7.4226028557589032,x,4,scale_x,1.6148995054938053,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,129,7.4285478739794106,y,1,aggregate_right_map_y,10.421524533832068,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,129,7.4285478739794106,y,2,scale_y,5.21893473497102,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,129,7.4285478739794106,x,3,aggregate_right_map_x,3.2855421071010134,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,129,7.4285478739794106,x,4,scale_x,1.6453475468290502,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,130,7.433006637644791,y,1,aggregate_right_map_y,10.720782803221516,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,130,7.433006637644791,y,2,scale_y,5.36852471758215,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,130,7.433006637644791,x,3,aggregate_right_map_x,3.3328096191302077,,6,0,"aggregate persisted diagnostic, not exact sparse monomial"
flowstar_style_o6_candidate8_output6_insert,130,7.433006637644791,x,4,scale_x,1.6689332437477955,,1,0,"aggregate persisted diagnostic, not exact sparse monomial"
