run_id,segment_index,t_lo,t_hi,x_lo,x_hi,y_lo,y_hi,h,order,reset_box_source,validation_mode,reset_mode,width_x,width_y,width_sum
flowstar_style_o4_target_insert_symqueue,0,0,0.025000000000000001,1.15821083354229,1.460069718741217,2.2532107556142886,2.4061836844966522,0.025000000000000001,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.3018744390138477,0.15416690205654771,0.4560413410703954
flowstar_style_o4_target_insert_symqueue,1,0.025000000000000001,0.043750000000000004,1.2001020728574718,1.5044949742268594,2.1746244072525434,2.3686127222125406,0.018750000000000003,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.30244263270352745,0.19340708524395689,0.49584971794748434
flowstar_style_o4_target_insert_symqueue,2,0.043750000000000004,0.071875000000000008,1.2613553392048813,1.5683789861587301,2.0493991979664106,2.3011917380237668,0.028125000000000004,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.301944973568393,0.2490573315844391,0.55100230515283211
flowstar_style_o4_target_insert_symqueue,3,0.071875000000000008,0.092968750000000017,1.3066000541873779,1.6133031413515899,1.9513110366642701,2.2428145090973359,0.021093750000000001,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.30051922212016868,0.28747551253843184,0.58799473465860053
flowstar_style_o4_target_insert_symqueue,4,0.092968750000000017,0.10878906250000002,1.3402585453798286,1.6450432158285455,1.8761580705307472,2.1943593992658394,0.015820312500000003,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.29887179883369974,0.31408631964133948,0.61295811847503923
flowstar_style_o4_target_insert_symqueue,5,0.10878906250000002,0.13251953125000002,1.3869679377223956,1.6926505624661667,1.759110215589214,2.1166519985790577,0.023730468750000004,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.29550500257669543,0.35011674253031089,0.64562174510700632
flowstar_style_o4_target_insert_symqueue,6,0.13251953125000002,0.15031738281250001,1.4229523963813575,1.7243246680677105,1.6718439719362197,2.0524522605856519,0.017797851562500001,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.29230648867624476,0.37379112234340717,0.66609761101965193
flowstar_style_o4_target_insert_symqueue,7,0.15031738281250001,0.163665771484375,1.4495679760385638,1.7466590841993519,1.6063245702292333,2.0016578920157153,0.013348388671875001,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.28954946461994413,0.38958004341726871,0.67912950803721284
flowstar_style_o4_target_insert_symqueue,8,0.163665771484375,0.18368835449218751,1.484903973210874,1.7817923284933559,1.5051235640886445,1.9244660170979531,0.020022583007812501,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.28487160126033007,0.41006388619689083,0.69493548745722089
flowstar_style_o4_target_insert_symqueue,9,0.18368835449218751,0.19870529174804688,1.5132113819031021,1.8039826295611523,1.431782758971347,1.8622483792722739,0.015016937255859376,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.28096655521237857,0.42375214273880535,0.70471869795118391
flowstar_style_o4_target_insert_symqueue,10,0.19870529174804688,0.22123069763183595,1.5495761848506591,1.8395103978256515,1.3186496897064008,1.7694828253435515,0.022525405883789065,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.27452765684407976,0.44361227960095051,0.71813993644503027
flowstar_style_o4_target_insert_symqueue,11,0.22123069763183595,0.23812475204467776,1.5791307669933656,1.8608313299015873,1.2360029724585695,1.6972184896000047,0.016894054412841798,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.26928935542768651,0.4555820951299836,0.72487145055767011
flowstar_style_o4_target_insert_symqueue,12,0.23812475204467776,0.25079529285430913,1.6007574211083544,1.8756405134325529,1.174896623591644,1.642138925994088,0.012670540809631349,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.26515714480442942,0.46292527192226851,0.72808241672669793
flowstar_style_o4_target_insert_symqueue,13,0.25079529285430913,0.26980110406875613,1.6273654333973939,1.9009228203884516,1.0826524605367176,1.5604630181034691,0.019005811214447024,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.25866566843113969,0.47140618634786535,0.73007185477900505
flowstar_style_o4_target_insert_symqueue,14,0.26980110406875613,0.2840554624795914,1.6499417122505589,1.9151069447213602,1.0165996621225106,1.4972478991761402,0.014254358410835267,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.25359993262138869,0.47578394484646802,0.72938387746785671
flowstar_style_o4_target_insert_symqueue,15,0.2840554624795914,0.30543700009584429,1.6767301784661388,1.9400167466523586,0.91774507577517417,1.4042585978228841,0.021381537616252902,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.24573415510933971,0.47937069055298209,0.72510484566232181
flowstar_style_o4_target_insert_symqueue,16,0.30543700009584429,0.32147315330803394,1.6998497329195545,1.9530043126858327,0.84777114204162562,1.3329149552939501,0.016036153212189676,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.24007541171556279,0.47978540045030427,0.71986081216586706
flowstar_style_o4_target_insert_symqueue,17,0.32147315330803394,0.34552738312631848,1.7258870749673503,1.9769185770752919,0.74410731091774862,1.2290517517778297,0.024054229818284513,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.2315211718690422,0.47712768600559741,0.7086488578746396
flowstar_style_o4_target_insert_symqueue,18,0.34552738312631848,0.36356805549003185,1.7486147207740259,1.9884255209614317,0.67170671440443341,1.1502577145447062,0.018040672363713386,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.22508024982784258,0.47271760309264688,0.69779785292048946
flowstar_style_o4_target_insert_symqueue,19,0.36356805549003185,0.39062906403560194,1.7730886928967631,2.0102720951627133,0.56576427419357489,1.0369509569083337,0.02706100854557008,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.21545206924252192,0.46280611445633291,0.67825818369885482
flowstar_style_o4_target_insert_symqueue,20,0.39062906403560194,0.41092482044477951,1.7949056517383788,2.019380561309406,0.49293595335416601,0.95213525783965502,0.020295756409177558,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.20831363007681047,0.45305057714759861,0.66136420722440903
flowstar_style_o4_target_insert_symqueue,21,0.41092482044477951,0.42614663775166267,1.8102010340674097,2.0252107221959501,0.44081716051784653,0.88995721468396116,0.015221817306883169,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.20303224607507198,0.44463675004915498,0.64766899612422701
flowstar_style_o4_target_insert_symqueue,22,0.42614663775166267,0.44897936371198743,1.8255744466970363,2.0383257783533204,0.36438156379732267,0.80138713115145588,0.022832725960324752,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.19524878583373684,0.4305867677538131,0.62583555358754994
flowstar_style_o4_target_insert_symqueue,23,0.44897936371198743,0.46610390818223102,1.840227974076438,2.04261842744793,0.31182716196744031,0.73555241294753471,0.017124544470243565,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.18954670465238155,0.41909101079122357,0.60863771544360512
flowstar_style_o4_target_insert_symqueue,24,0.46610390818223102,0.49179072488759634,1.8538712789349625,2.0536868819378609,0.23551875559524318,0.64273995378841697,0.025686816705365347,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.18123473234805765,0.4007303410086418,0.58196507335669945
flowstar_style_o4_target_insert_symqueue,25,0.49179072488759634,0.51105583741662031,1.8673115121016395,2.0560039498838782,0.18367835793796516,0.57456373241608316,0.01926511252902401,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.17521481298953012,0.38628654604147683,0.56150135903100695
flowstar_style_o4_target_insert_symqueue,26,0.51105583741662031,0.53995350621015636,1.8784632715596179,2.0642869363268366,0.10924972516491264,0.47957662887123637,0.028897668793536016,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.16654902196573884,0.36403602327751156,0.53058504524325034
flowstar_style_o4_target_insert_symqueue,27,0.53995350621015636,0.56162675780530835,1.8900323494984537,2.0641826746481327,0.059305353834316593,0.41076531729432958,0.021673251595152012,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.16035447421298676,0.34721928956757325,0.50757376378055996
flowstar_style_o4_target_insert_symqueue,28,0.56162675780530835,0.59413663519803639,1.8978627497067013,2.0689055503007396,-0.011565153176547466,0.31617434176100556,0.032509877392728016,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.15156325913743518,0.32331657381262485,0.47487983295006003
flowstar_style_o4_target_insert_symqueue,29,0.59413663519803639,0.61851904324258244,1.9068236153799176,2.065962295010801,-0.059155532547148018,0.24931383686688616,0.024382408044546014,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.14537136485579771,0.30561789822300334,0.45098926307880105
flowstar_style_o4_target_insert_symqueue,30,0.61851904324258244,0.65509265530940142,1.9104476714081222,2.066366715325382,-0.12526745012425614,0.158138462456518,0.036573612066819021,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.13672240200024799,0.27981914949648096,0.41654155149672895
flowstar_style_o4_target_insert_symqueue,31,0.65509265530940142,0.6825228643595157,1.91607230321664,2.0601534761018523,-0.16894542790543488,0.09450130928183266,0.027430209050114264,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.13073041640322391,0.26124203038159644,0.39197244678482035
flowstar_style_o4_target_insert_symqueue,32,0.6825228643595157,0.72366817793468707,1.91463248630411,2.0554769094699847,-0.22873734908901106,0.0088080902590703201,0.041145313575171399,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.12250628111664796,0.23628964645444883,0.3587959275710968
flowstar_style_o4_target_insert_symqueue,33,0.72366817793468707,0.7545271631160656,1.9161517628028797,2.0456369328038275,-0.26856279140011824,-0.049339267806377457,0.03085898518137855,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.11692244370514149,0.21868905386508813,0.33561149757022962
flowstar_style_o4_target_insert_symqueue,34,0.7545271631160656,0.8008156408881334,1.9087685970453088,2.0351996152135277,-0.32185175492964696,-0.12726043282048524,0.046288477772067821,4,normalized_insertion_symqueue,target_remainder,normalized_insertion_symqueue,0.10942640508497448,0.19399999857314063,0.30342640365811513
