time,both_completed,flowstar_endpoint_x_width,flowstar_endpoint_y_width,torch_endpoint_x_width,torch_endpoint_y_width,flowstar_segment_tube_x_width,flowstar_segment_tube_y_width,torch_segment_tube_x_width,torch_segment_tube_y_width,flowstar_prefix_tube_x_width,flowstar_prefix_tube_y_width,torch_prefix_tube_x_width,torch_prefix_tube_y_width,flowstar_margin_x,flowstar_margin_y,torch_margin_x,torch_margin_y,flowstar_cumulative_runtime_s,torch_cumulative_runtime_s,qualification,runtime_to_common_prefix_scope
0.21,True,0.2842338389799681,0.43838059912090843,0.2846919337866367,0.43743862463911265,0.3008752836459998,0.4839857236647196,0.3015903306106875,0.4990474209164777,0.7197964309285547,1.0840783493659965,0.7203062319498099,1.0921733711547774,9.81674928602723e-05,7.397855022465721e-05,9.8999997e-05,7.377161758118283e-05,0.10234574599999999,7.6448455564677715,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.22,True,0.281507139896084,0.4462001604204504,0.28198489843183516,0.4458279967287224,0.2976937714632053,0.4919907365112275,0.29842784184272264,0.5084216452053278,0.7341686704010297,1.1334911882452103,0.7346825802265546,1.1425267384800073,9.8164117599952e-05,7.390449435547793e-05,9.8999997e-05,7.382480795511349e-05,0.10740649,8.03209668584168,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.23,True,0.27864515763666087,0.4531117509897209,0.2791384081468702,0.4533393858881807,0.2943747535963175,0.49901539863005384,0.2951233981550223,0.5168195120187771,0.7480172984226359,1.1825545884956268,0.748530409404121,1.1925417872363486,9.816302278324674e-05,7.389056682650073e-05,9.8999997e-05,7.393179571877343e-05,0.112398299,8.420755308121443,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.24,True,0.27565595019692135,0.45912231255321223,0.2761602025669465,0.45997379136148653,0.29092702011195537,0.5050685498563852,0.2916854753356337,0.5242402253728553,0.7613456495677331,1.2312037743612485,0.761852817506264,1.2421468067351669,9.816416184270501e-05,7.394347474033376e-05,9.8999997e-05,7.409090387118087e-05,0.117391602,8.811071513220668,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.25,True,0.27254773915081043,0.4642460495032352,0.273058205511997,0.46573636576793076,0.2873595909900586,0.5101917293333413,0.2881228009104615,0.5307128812849244,0.7741578555952637,1.2793922968455462,0.7746537319320834,1.2912870486369872,9.816747099288479e-05,7.406135448449565e-05,9.8999997e-05,7.429987622794982e-05,0.122460795,9.201743135228753,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.26,True,0.26932902865757957,0.4685350138123967,0.2698404908613754,0.4706361679935567,0.28368171632655104,0.5144549007786867,0.2844442011545747,0.5362613814739736,0.7864588246485567,1.327090120580958,0.7869378115396388,1.339907427283255,9.817287067074142e-05,7.424141663005956e-05,9.8999997e-05,7.455635493315818e-05,0.127531098,9.58980994578451,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.27,True,0.2660080356756984,0.4719746539398102,0.26651523906470675,0.47468597646993094,0.2799021402372823,0.517802813676626,0.2806583912332137,0.5408550777115964,0.7982538501832326,1.3742070046474884,0.7987103179880064,1.3879280594016217,9.818026714436517e-05,7.448108136013371e-05,9.8999997e-05,7.485746234326695e-05,0.132610096,9.989863238297403,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.28,True,0.26259309581622103,0.47458077565956036,0.2630906964909252,0.47790204639743816,0.2760298442909357,0.5202538644485866,0.27677427205681115,0.5445104419678783,0.8095489577788055,1.4206921088686566,0.8099772383929329,1.4352952901558607,9.818955421170445e-05,7.47598701399651e-05,9.8999997e-05,7.520002728211706e-05,0.13778620700000002,10.387481587938964,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.29,True,0.2590925911320934,0.47637808220762845,0.25957513607327876,0.48030384591544084,0.2720738297708316,0.5218355245778002,0.27280074531668097,0.5472476981307085,0.8203507697309897,1.4665018588662915,0.8207451652968041,1.4819601731744156,9.820061496928286e-05,7.508679131702148e-05,9.8999997e-05,7.55808832505746e-05,0.14289912000000002,10.780311287380755,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.3,True,0.2555148490758343,0.4773841384929347,0.25597681933587246,0.4819137801159241,0.2680430149908406,0.5225682778340053,0.26874667378146766,0.5490905218893812,0.8306664257833558,1.511592041117838,0.831021247761285,1.5278784579156932,9.821332407120777e-05,7.54625153144876e-05,9.8999997e-05,7.599627407224994e-05,0.14802834,11.170151551254094,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.31,True,0.25186811185790536,0.47762773135173675,0.2523073069257733,0.4827571265143651,0.2639462032799411,0.5224839537791317,0.2646241921304129,0.5500659590168694,0.8405035382110273,1.5559270387564206,0.840814816474446,1.5730106620339872,9.822754919721271e-05,7.588279665091519e-05,9.8999997e-05,7.644174497561576e-05,0.153249578,11.559495405294001,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.32,True,0.2482741687615444,0.47713904265655427,0.24867730740303662,0.48286748429131787,0.25990571418744257,0.5216158746570417,0.2605446035814438,0.5502101408141717,0.8499314650824719,1.599475600233501,0.8501853004564124,1.6173250727833386,9.824192347262039e-05,7.631756593473261e-05,9.8999997e-05,7.690452455952245e-05,0.158388218,11.953612866811454,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.33,True,0.24464709172283294,0.4759521277317611,0.2451488024488846,0.4822770624353526,0.2558361182111091,0.5200013083817568,0.25657042345553904,0.5495580767071683,0.8589026892344991,1.6422101971750114,0.8591682174145971,1.6607926012376701,9.82574068227717e-05,7.678553763887128e-05,9.8999997e-05,7.733706358752357e-05,0.163544347,12.356132718734443,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.34,True,0.2409853615848876,0.4741006254414728,0.24159072859003206,0.4810083304073597,0.25173636244809305,0.5176771542203018,0.2525709931516906,0.5481348091149133,0.8674257937590377,1.6841072969918949,0.8677029486420211,1.7033823263321057,9.827392190114498e-05,7.72617218185752e-05,9.8999997e-05,7.779036849075234e-05,0.168758171,12.752008446492255,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.35000000000000003,True,0.237299245801587,0.47222935689389145,0.23801004608553256,0.47909689425585444,0.24761714793295653,0.5152915183117747,0.24855371917410163,0.5459794440006652,0.8755111537986806,1.725451846746552,0.8757983246427026,1.7450737267210137,9.829134057053863e-05,7.775771800299717e-05,9.8999997e-05,7.826901805679832e-05,0.17397287700000003,13.149324191734195,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.36,True,0.23359573632377506,0.4703825361987557,0.23441337313766497,0.47657340340058907,0.24348586738279088,0.5128919026232501,0.24452563195630383,0.5431264646735149,0.8831678657601618,1.7662316250972687,0.8834633722716747,1.7858472410313202,9.830787797432876e-05,7.826967690726381e-05,9.8999997e-05,7.87631128449993e-05,0.17916176000000003,13.537944179959595,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.37,True,0.22987809089819788,0.4679145944630344,0.23080706377806504,0.47347203502612867,0.23934614656527908,0.5098360086583716,0.24049346585262565,0.5396137668831956,0.8904034867682826,1.8060926204576884,0.8907073221178972,1.825688259498874,9.83242578623715e-05,7.879634861544594e-05,9.8999997e-05,7.927361904865981e-05,0.18437994800000004,13.926940388046205,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.38,True,0.22615270253736575,0.4648615030450347,0.227197175004189,0.4698278316665139,0.235204714032331,0.5061630420372536,0.2364636258837205,0.5354803029132812,0.8972274386215455,1.8450246431808668,0.8975395596171285,1.8645859020260116,9.834140283668293e-05,7.933768330755065e-05,9.8999997e-05,7.979775985896177e-05,0.18969758000000003,14.327518745325506,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.39,True,0.22242564459566672,0.46125975241856176,0.22358945789703322,0.46567618288448387,0.23106794663822283,0.5019126743669909,0.2324421791546234,0.5307657591638567,0.9036492501164397,1.8830207514223325,0.9039695890237718,1.9025327969028045,9.83591927781751e-05,7.989061993069861e-05,9.8999997e-05,8.03316507443657e-05,0.19490685300000005,14.717383502982557,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.4,True,0.21870265741441042,0.45714608835741577,0.21998935358245553,0.4610525936805795,0.2269418567879835,0.4971247641518939,0.22843485134618335,0.5255100759280253,0.9096785208577072,1.9200770430957335,0.9100070005948184,1.9395247662167932,9.837751173032379e-05,8.045207328221411e-05,9.8999997e-05,8.087125263328752e-05,0.20016380200000006,15.106963268481195,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.41000000000000003,True,0.2149891916154989,0.45255934444913415,0.21640199123864345,0.45599246079521244,0.22283213647852906,0.49184117576466446,0.22444702539892858,0.5197531856259499,0.9153249142048168,1.9561934842401925,0.9156614396809395,1.9755606077943357,9.839624839846556e-05,8.10189106569327e-05,9.8999997e-05,8.141404307868927e-05,0.20561543900000007,15.499997264705598,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.42,True,0.2112904159015241,0.44753907273708526,0.21283218795063008,0.45053087196237807,0.2187441659731375,0.486104398266012,0.22048380313218985,0.5135530628189546,0.9205981333975881,1.9913731292925747,0.9209426082145267,2.0106510220314506,9.841529378069415e-05,8.15869918417687e-05,9.8999997e-05,8.195701273651487e-05,0.21092536400000006,15.889695776626468,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.43,True,0.2076111322575438,0.4421170987680341,0.2092844553997415,0.44470242157008155,0.2146829299875248,0.4799490903169702,0.2165498297709123,0.5069305793828135,0.9255078523835238,2.0256177930457606,0.9258601486825355,2.0447909319608017,9.843455024329524e-05,8.215549125713175e-05,9.8999997e-05,8.249751009505199e-05,0.21621191800000006,16.290803507901728,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.44,True,0.20395584100403763,0.43632790829809387,0.20576298924834213,0.4385410744716432,0.21065308382044123,0.4734124583856609,0.21264946500099313,0.49992353255163113,0.9300637226548822,2.058933132524916,0.930423702479912,2.0779863667106304,9.845392523553996e-05,8.272172574552944e-05,9.8999997e-05,8.303312222028422e-05,0.22162649200000006,16.680839812383056,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.45,True,0.20032874204143414,0.4302069005508059,0.2022716860455105,0.4320800467166962,0.2066589557531895,0.46653250307549976,0.20878674497703575,0.49256969239046106,0.9342753493217875,2.09132765727795,0.9346428649251834,2.110245879963653,9.847022195658657e-05,8.328407253789809e-05,9.8999997e-05,8.351633413534552e-05,0.22694253500000006,17.070992056280375,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.46,True,0.1967337293779221,0.423787572071446,0.19881414736552006,0.4253515849705262,0.2027045427944969,0.4593451975394677,0.2049653851673452,0.48490581452257514,0.9381522650134757,2.12281120070651,0.9385271619355484,2.141579977634836,9.848604421557083e-05,8.384062353223288e-05,9.8999997e-05,8.393737423451682e-05,0.23228954800000007,17.460667823441327,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.47000000000000003,True,0.19317439687170368,0.4171023446645443,0.19539369938277007,0.4183868823203117,0.19879351768748021,0.45188531137788795,0.2011888011064058,0.4769675208447671,0.9417039106071896,2.153395210692716,0.9420860369374264,2.172000845710337,9.85021388364212e-05,8.438965473331449e-05,9.8999997e-05,8.433473485828827e-05,0.23776240200000007,17.852228152565658,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.48,True,0.18965404514421658,0.4101828304241576,0.19201338678569346,0.4112160106327351,0.19492923712170862,0.4441866729321505,0.19746010360632482,0.46878921743031354,0.9449396177870799,2.183092757080393,0.9453288263161495,2.2015222116258735,9.851841689755731e-05,8.492964301563758e-05,9.8999997e-05,8.468911548501073e-05,0.24313475500000006,18.25299861188978,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.49,True,0.18617569044214588,0.40305940839777643,0.1886759395246651,0.4038677255433263,0.19111475230303765,0.43628189935362316,0.1937820671713788,0.4604040347197885,0.9478685940240328,2.211918271774523,0.9482647227927317,2.2301591811314894,9.853479556481116e-05,8.545925184570241e-05,9.8999997e-05,8.504325212296699e-05,0.24852877300000006,18.645438116043806,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.5,True,0.18274207059470648,0.3957610808541201,0.18538385019478265,0.3963695105821591,0.18735281615135002,0.42820221636956657,0.19015720858695984,0.45184381229891957,0.9504999071168418,2.2398873333529297,0.950902795218121,2.257928098810446,9.855119862731411e-05,8.59773325471596e-05,9.8999997e-05,8.539663938783874e-05,0.2539501370000001,19.0363628892228,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.51,True,0.1793556573646946,0.3883155997688693,0.18213935731724717,0.3887475365359152,0.183645894819638,0.4199767203969478,0.18658776936761323,0.44313818396433624,0.9528424731522471,2.267016173424529,0.9532519616226083,2.2848459576121245,9.856755619245203e-05,8.648294961255976e-05,9.8999997e-05,8.574815476083654e-05,0.2593562650000001,19.427392507903278,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.52,True,0.17601866563952262,0.38074932570166936,0.17894445554090077,0.3810266081491371,0.1799961812535078,0.41163345796237927,0.18307573030732316,0.43431573018822167,0.9549050467228373,2.293322093053375,0.9553209796279736,2.3109308452763564,9.858380479498193e-05,8.697531135184018e-05,9.8999997e-05,8.609659021165014e-05,0.2648097210000001,19.816480046138167,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.53,True,0.17273306400992472,0.3730872006874022,0.17580090649317137,0.37323015697427075,0.1764056058904624,0.40319892794442963,0.1796228224458547,0.42540348904386927,0.9566962109384964,2.3188230925965705,0.9571184363577296,2.336201572154553,9.859988730948867e-05,8.745378319607737e-05,9.8999997e-05,8.644104564647246e-05,0.2704098920000001,20.212310985662043,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.54,True,0.16950058571320947,0.36535273470719826,0.17271024979250527,0.3653802328233214,0.1728758488805513,0.39469807090152265,0.17623053935396937,0.41642693997235114,0.9582243693977515,2.343537747803624,0.9586527402684479,2.3606775385836034,9.861575279865085e-05,8.791787595512002e-05,9.8999997e-05,8.678090466171095e-05,0.2758729490000001,20.616323594003916,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.55,True,0.1663228217656556,0.3575843925961392,0.16967388324462185,0.3575043401010514,0.1694084344646014,0.3861706594192671,0.17290022059367383,0.40741723947032704,0.9594977804115405,2.3674932894492837,0.9599321497960138,2.384382237277385,9.863135630861847e-05,8.836723383030548e-05,9.8999997e-05,8.711216271016156e-05,0.2813642930000001,21.01514559518546,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.56,True,0.16320107788918126,0.34980469708998174,0.16669359933665606,0.3496872805681082,0.16600458910981075,0.3776404050878439,0.169633604881247,0.3984661608922745,0.9605244741976806,2.3907100442788947,0.9609650380415202,2.407370605572573,9.864665861704043e-05,8.880162232179432e-05,9.8999997e-05,8.743569429553485e-05,0.2868926570000001,21.47453764360398,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.5700000000000001,True,0.1601363459944365,0.34201233002735415,0.16376963395587296,0.341877385442905,0.16266521416035684,0.369107064039645,0.16643082247675012,0.38952078835144227,0.9613122286243079,2.4131973818491406,0.9617588782154363,2.429626228836806,9.866162596049907e-05,8.922091651379983e-05,9.8999997e-05,8.775295413961906e-05,0.2924133660000001,21.874598456546664,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.58,True,0.15713032497870838,0.3343045606795442,0.16090589308533354,0.33440147639943396,0.15939190775779277,0.36066886993896796,0.16329577640659254,0.3809292497525203,0.9618690703219093,2.4350148264975,0.962322924596857,2.4513341479886517,9.867614256515544e-05,8.962362353079331e-05,9.8999997e-05,8.80580909335399e-05,0.2979757430000001,22.27759992145002,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.59,True,0.15418595238797006,0.326923707366494,0.15810019996272695,0.32700107869223266,0.1561874975776778,0.35256900050822737,0.16022610308704577,0.37241923179978365,0.962203532453056,2.4562951913630484,0.962663184242804,2.4723699846908618,9.868995536906134e-05,9.000600985744321e-05,9.8999997e-05,8.83559013068826e-05,0.30372478200000014,22.684341276995838,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.6,True,0.1513006382360922,0.3195696919132799,0.15535237965967585,0.3196294568337271,0.15304927567330795,0.34450813707714184,0.15722149528077534,0.3639426308635526,0.962321264431576,2.4769007648170414,0.9627865708627821,2.4927221810333218,9.870339661132366e-05,9.037415367191242e-05,9.8999997e-05,8.864713223475943e-05,0.3094866330000001,23.08740173932165,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.61,True,0.14847475977544677,0.3122489141110399,0.15266272763347866,0.31229942835378577,0.14997749421926354,0.3364933442573895,0.15428212670369623,0.3555143550062467,0.962321264431576,2.496847660446021,0.9627865708627821,2.5124113062041467,9.871644982923633e-05,9.072821994585923e-05,9.8999997e-05,8.893149270572739e-05,0.3153262850000001,23.48687975294888,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
0.62,True,0.14570857341636545,0.3049741385537966,0.15003140557765793,0.30502276656911426,0.14697227835130589,0.3285379620589811,0.151408030719703,0.3471481011891111,0.962321264431576,2.516155678380158,0.9627865708627821,2.531457857471456,9.872910224033535e-05,9.10684293325946e-05,9.8999997e-05,8.92087452764005e-05,0.3210159480000001,23.88729121070355,empirical_or_build_qualified_schedule_controlled,diagnostic_cumulative_not_matched_timing_ratio
