file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,56,__init__,102272,102272,1.184102996,3.914575253
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,515373,515373,1.000014371,1.000014371
~,0,<built-in method torch.any>,312016,312016,0.7428072410000001,0.7428072410000001
~,0,<built-in method torch.stack>,89049,89049,0.635457924,0.635457924
~,0,<built-in method torch.min>,75497,75497,0.597067411,0.597067411
~,0,<built-in method torch.full_like>,240034,240034,0.590460687,0.590460687
~,0,<built-in method torch.nextafter>,233454,233454,0.551094454,0.551094454
~,0,<built-in method torch.max>,81428,81428,0.549671671,0.549671671
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,397,_interval_mul,23900,23900,0.539623741,1.4936889070000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,152,__mul__,29539,29539,0.40234040600000004,2.584289585
~,0,<built-in method torch.isnan>,204544,204544,0.394375374,0.394375374
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,235002,235002,0.366530489,0.366530489
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,15,_as_tensor,204584,204584,0.362189947,1.2383166010000002
~,0,<built-in method unique_dim>,40,40,0.355967236,0.355967236
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,487,_power_interval_bounds,5400,5400,0.29825086,1.234127411
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1131,validate_dense_subdivision_cover,1800,1800,0.280892589,0.614507699
~,0,<built-in method torch.all>,96123,96123,0.277259865,0.277259865
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,93138,93138,0.271131022,0.271131022
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,175,pow_int,24144,24144,0.262665776,1.4007831750000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,246,__post_init__,11300,11300,0.196955187,0.41674040700000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,29772,29772,0.19604190500000002,0.267979423
~,0,<built-in method torch.isfinite>,22405,22405,0.18530743300000002,0.18530743300000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,135,__add__,24172,24172,0.18225971100000002,1.374205195
~,0,<built-in method torch.abs>,68321,68321,0.17034659100000002,0.17034659100000002
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,8320,8320,0.16956611900000002,0.16956611900000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,520,_monomial_interval_bounds_for_exponents,1800,1800,0.152449559,1.691482643
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,1907,1907,0.13408233,4.890488177
~,0,<built-in method torch.where>,38451,38451,0.133176125,0.133176125
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,546,_range_for_terms,1800,1800,0.12830550400000001,1.9031949430000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2857,_affine_power_transform_matrix,320,320,0.124437552,0.7107204800000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,142,__init__,2553,2553,0.12137165600000001,0.546591153
~,0,<built-in method torch.zeros_like>,67770,67770,0.119261713,0.119261713
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,145,need_more_tokens,176660,176660,0.112572583,0.201951504
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2902,_power_to_bernstein_matrix,320,320,0.110001757,0.272432577
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,16800,16800,0.100876222,0.100876222
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,99,forward,59240,59240,0.09972732100000001,0.105409104
~,0,<built-in method torch.as_tensor>,24209,24209,0.09911101400000001,0.09911101400000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1270,scan_plain,10400,10400,0.08849282400000001,0.260518984
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,113,check_token,107220,107220,0.08712805200000001,0.8262784740000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,36,_down,69484,69484,0.086743158,0.47679532
~,0,<built-in method torch.is_floating_point>,220222,220222,0.084666502,0.084666502
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1016,_subdivision_influence_scores,360,360,0.081467675,0.149860668
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,40,_up,73352,73352,0.08101957,0.408615365
~,0,<built-in method torch.allclose>,3120,3120,0.070993233,0.070993233
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,235,mul_truncate,221,221,0.06796482000000001,0.238452762
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,279,stale_possible_simple_keys,187360,187360,0.067607022,0.067607022
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,371,_down,42980,42980,0.059515468,0.31695078600000004
~,0,<built-in method builtins.isinstance>,500681,500681,0.059464808,0.063572904
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,87,peek,303000,303000,0.058531069000000005,0.058531069000000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/endpoint_substitution.py,37,_mul,780,780,0.055017578000000004,0.099264687
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,156,fetch_more_tokens,22500,22500,0.053702456,0.5771585340000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/parser.py,273,parse_node,13660,13660,0.051979132000000004,0.230560849
~,0,<built-in method torch.maximum>,18071,18071,0.051620579,0.051620579
~,0,<method 'numel' of 'torch._C.TensorBase' objects>,243742,243742,0.051182576,0.051182576
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2282,__post_init__,3640,3640,0.049562293,0.097378058
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,375,_up,43220,43220,0.049034470000000004,0.254221672
~,0,<built-in method torch.minimum>,16071,16071,0.047875020000000004,0.047875020000000004
~,0,<method 'detach' of 'torch._C.TensorBase' objects>,26159,26159,0.04559697,0.04559697
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1042,_split_leaf_pair,1080,1080,0.044558365,0.049644505000000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2824,_interval_axis_transform,640,640,0.041435702000000005,0.723268255
~,0,<method 'unbind' of 'torch._C.TensorBase' objects>,14480,14480,0.040216658,0.040216658
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,28,_neg_inf_like,69484,69484,0.039568984,0.226347404
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,114,get_mark,55600,55600,0.038763033,0.054923463000000006
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1321,_range_for_terms_with_policy,1440,1440,0.037782496000000006,2.9442098260000003
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,752,scan_to_next_token,22500,22500,0.03699662,0.09224313
~,0,<built-in method torch.cat>,9040,9040,0.036522889,0.036522889
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/endpoint_substitution.py,59,enclose_constant_substitution,60,60,0.036421764,0.22840284800000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,32,_pos_inf_like,73352,73352,0.033487105,0.178559032
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,264,next_possible_simple_key,164860,164860,0.032771021000000004,0.032771021000000004
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/composer.py,63,compose_node,40,13660,0.032436618,1.16642757
~,0,<built-in method torch.zeros>,11191,11191,0.031969929,0.031969929
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/parser.py,94,check_event,43740,43740,0.030955896000000004,1.0568237520000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/endpoint_substitution.py,28,add,940,940,0.030532910000000003,0.051506422
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,107,_coef,15538,15538,0.029640394,0.103894466
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,379,_interval_add,4920,4920,0.027298439,0.081424391
~,0,<method 'view' of 'torch._C.TensorBase' objects>,8268,8268,0.024943508000000003,0.024943508000000003
~,0,<built-in method builtins.any>,28841,30161,0.024007368,0.09823187400000001
~,0,<built-in method torch.tensor>,2880,2880,0.023993410000000003,0.023993410000000003
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,135,get_token,30040,30040,0.023263573000000003,0.06253752700000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_tensor.py,1099,__iter__,14480,14480,0.022334494,0.07734914300000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1311,scan_plain_spaces,11300,11300,0.022129592,0.05226941500000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,57,evaluate_interval_normal,345,345,0.022010568,0.7605905900000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,203,ensure_interval,56464,56464,0.02180822,0.029879085000000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2888,_fraction_interval,6260,6260,0.021695376000000002,0.145336364
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1199,_identity_dense_cover,1440,1440,0.021638376,0.48981317500000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,581,_interval_is_valid,1940,1940,0.021637740000000003,0.073683786
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/flowpipe.py,480,_float_or_none,8466,8466,0.021524506000000002,0.12588643600000002
~,0,<method 'to' of 'torch._C.TensorBase' objects>,14340,14340,0.020641747000000002,0.020641747000000002
~,0,<built-in method torch.ones_like>,8002,8002,0.020244917,0.020244917
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,545,fetch_value,5180,5180,0.020037357000000002,0.040697329000000004
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,295,save_possible_simple_key,12500,12500,0.019702753,0.035262038
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,645,__hash__,18780,18780,0.019064969,0.032078915
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,252,cutoff,345,345,0.019006067,0.41025639
~,0,<method 'append' of 'list' objects>,160811,160811,0.018818532000000002,0.018818532000000002
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/constructor.py,67,construct_object,13660,13660,0.018630872,0.040200762
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/resolver.py,143,resolve,13660,13660,0.01863031,0.025376826
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,62,__new__,18780,18780,0.018512016000000003,0.022577111
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/composer.py,88,compose_scalar_node,10500,10500,0.018234433,0.047823540000000005
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,94,prefix,28940,28940,0.017991481,0.021249018
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2677,component,1420,1420,0.01748529,0.12835880900000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/accepted_boundary_sr.py,159,_linear_polynomial_image,19,19,0.017440987,0.47389421400000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,266,add,7780,7780,0.0173665,0.41281727300000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1055,build_dense_subdivision_cover,360,360,0.017346304,0.24387308100000002
~,0,<built-in method builtins.len>,149435,149715,0.017049750000000002,0.0174628
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2686,<dictcomp>,1420,1420,0.016846611,0.016846611
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,72,point,24120,24120,0.016716945,0.8796952800000001
~,0,<built-in method torch.ones>,3000,3000,0.016361071,0.016361071
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/error.py,6,__init__,55600,55600,0.01616043,0.01616043
~,0,<method 'cpu' of 'torch._C.TensorBase' objects>,25219,25219,0.015586255,0.015586255
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,458,_interval_scale,1060,1060,0.015047325,0.042455765
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1416,scan_line_break,26700,26700,0.014701297,0.027936476000000002
~,0,<method 'hex' of 'float' objects>,24080,24080,0.014679749,0.014679749
~,0,<built-in method torch.nonzero>,1920,1920,0.014175282,0.014175282
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,107,width,3868,3868,0.013808307,0.03752446
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1161,<setcomp>,1800,1800,0.013781626000000002,0.052132349
