file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,56,__init__,264870,264870,3.0593229220000002,10.121587001
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,1343422,1343422,2.627003435,2.627003435
~,0,<built-in method torch.stack>,355269,355269,2.3053987890000003,2.3053987890000003
~,0,<built-in method torch.min>,277309,277309,2.0592067220000003,2.0592067220000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,487,_power_interval_bounds,30960,30960,2.027875528,8.957268673
~,0,<built-in method torch.max>,309309,309309,1.9710756630000001,1.9710756630000001
~,0,<built-in method torch.any>,819862,819862,1.9587806890000001,1.9587806890000001
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,643152,643152,1.8220055000000002,1.8220055000000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1131,validate_dense_subdivision_cover,10320,10320,1.6305785480000001,3.5627938460000004
~,0,<built-in method torch.full_like>,586942,586942,1.530099389,1.530099389
~,0,<built-in method torch.nextafter>,586682,586682,1.4069578740000002,1.4069578740000002
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,710612,710612,1.0764695800000001,1.0764695800000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,152,__mul__,75942,75942,1.018115444,6.572526669
~,0,<built-in method torch.isnan>,529740,529740,1.0142774860000001,1.0142774860000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,15,_as_tensor,529780,529780,0.944670027,3.211034594
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,520,_monomial_interval_bounds_for_exponents,10320,10320,0.932982898,12.055097578000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,397,_interval_mul,40340,40340,0.871198538,2.510592684
~,0,<built-in method torch.all>,284001,284001,0.8638780460000001,0.8638780460000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,175,pow_int,66326,66326,0.81012032,4.484630562
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,546,_range_for_terms,10320,10320,0.7938659730000001,13.348236202
~,0,<built-in method torch.abs>,279653,279653,0.714692534,0.714692534
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,94040,94040,0.7087133330000001,0.7087133330000001
~,0,<built-in method torch.where>,202299,202299,0.7069558060000001,0.7069558060000001
~,0,<built-in method torch.isfinite>,68980,68980,0.5750679790000001,0.5750679790000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1016,_subdivision_influence_scores,2160,2160,0.5061144310000001,0.9518672180000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,246,__post_init__,31440,31440,0.49857703300000006,1.030367575
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,73784,73784,0.47793528,0.6546601470000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,135,__add__,56043,56043,0.42119252700000004,3.1806545500000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,3040,3040,0.36766787300000003,13.789229633000001
~,0,<built-in method torch.zeros_like>,167151,167151,0.32422214800000004,0.32422214800000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,142,__init__,3680,3680,0.286954664,1.3313971130000002
~,0,<method 'detach' of 'torch._C.TensorBase' objects>,145300,145300,0.282758999,0.282758999
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1042,_split_leaf_pair,6480,6480,0.268855182,0.299409299
~,0,<method 'unbind' of 'torch._C.TensorBase' objects>,84800,84800,0.23494081000000003,0.23494081000000003
~,0,<built-in method torch.allclose>,10080,10080,0.23091249200000002,0.23091249200000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,36,_down,182251,182251,0.22640267400000003,1.2481225740000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1321,_range_for_terms_with_policy,8160,8160,0.219813213,19.491458315000003
~,0,<built-in method torch.is_floating_point>,569372,569372,0.219319064,0.219319064
~,0,<built-in method torch.maximum>,74679,74679,0.21551466100000002,0.21551466100000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,40,_up,188251,188251,0.20601797500000002,1.0403479880000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,235,mul_truncate,360,360,0.19439746900000002,0.6809262660000001
~,0,<built-in method torch.minimum>,62459,62459,0.188698165,0.188698165
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,371,_down,102480,102480,0.164054052,0.850840801
~,0,<method 'numel' of 'torch._C.TensorBase' objects>,764432,764432,0.16401837500000002,0.16401837500000002
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,33120,33120,0.16251146600000002,0.16251146600000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2282,__post_init__,10800,10800,0.16049944100000002,0.307771518
~,0,<built-in method torch.as_tensor>,32772,32772,0.147595783,0.147595783
~,0,<built-in method torch.tensor>,16800,16800,0.139886527,0.139886527
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_tensor.py,1099,__iter__,84800,84800,0.12991982000000002,0.452667651
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,375,_up,103020,103020,0.12796495400000002,0.6575552250000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1199,_identity_dense_cover,8160,8160,0.12336502,2.794456942
~,0,<method 'to' of 'torch._C.TensorBase' objects>,77880,77880,0.117996763,0.117996763
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,581,_interval_is_valid,10320,10320,0.11594214800000001,0.39225694800000005
~,0,<built-in method torch.ones_like>,41720,41720,0.11009611600000001,0.11009611600000001
~,0,<built-in method torch.cat>,23420,23420,0.10958359100000001,0.10958359100000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1055,build_dense_subdivision_cover,2160,2160,0.105767574,1.521887103
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,28,_neg_inf_like,182251,182251,0.103780597,0.593447197
~,0,<method 'view' of 'torch._C.TensorBase' objects>,34800,34800,0.10062453,0.10062453
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,542,<genexpr>,66440,66440,0.10026315300000001,0.15247295900000002
~,0,<method 'hex' of 'float' objects>,171440,171440,0.09970202700000001,0.09970202700000001
~,0,<built-in method torch.ones>,16880,16880,0.095548724,0.095548724
~,0,<built-in method builtins.isinstance>,720857,720857,0.094128816,0.094128816
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,416,<genexpr>,13140,13140,0.08932687800000001,0.418589056
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/endpoint_substitution.py,37,_mul,1240,1240,0.087324342,0.157211598
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,32,_pos_inf_like,188251,188251,0.08432338,0.45405437800000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,379,_interval_add,14380,14380,0.08289742400000001,0.241241436
~,0,<method 'cpu' of 'torch._C.TensorBase' objects>,143580,143580,0.08129655200000001,0.08129655200000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1161,<setcomp>,10320,10320,0.080187508,0.302595524
~,0,<built-in method torch.nonzero>,10320,10320,0.077770529,0.077770529
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2486,mul_trunc,2160,2160,0.076006425,18.434319152
~,0,<method 'append' of 'list' objects>,682180,682180,0.075222939,0.075222939
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,107,_coef,37952,37952,0.071612206,0.248599177
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2014,mul_trunc,2160,2160,0.070699355,11.0671114
~,0,<built-in method torch.zeros>,22920,22920,0.06815652600000001,0.06815652600000001
