file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,56,__init__,102272,102272,1.1762582430000001,3.8808211530000003
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,515373,515373,0.9939031920000001,0.9939031920000001
~,0,<built-in method torch.any>,312016,312016,0.7357863280000001,0.7357863280000001
~,0,<built-in method torch.stack>,89049,89049,0.6331170730000001,0.6331170730000001
~,0,<built-in method torch.min>,75497,75497,0.592823856,0.592823856
~,0,<built-in method torch.full_like>,240034,240034,0.5900915800000001,0.5900915800000001
~,0,<built-in method torch.nextafter>,233454,233454,0.548704406,0.548704406
~,0,<built-in method torch.max>,81428,81428,0.5474268560000001,0.5474268560000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,397,_interval_mul,23900,23900,0.539354511,1.493152419
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,152,__mul__,29539,29539,0.398922368,2.5628400630000003
~,0,<built-in method torch.isnan>,204544,204544,0.387849474,0.387849474
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,235002,235002,0.361084073,0.361084073
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,15,_as_tensor,204584,204584,0.359986091,1.2286829780000001
~,0,<built-in method unique_dim>,40,40,0.35744575500000003,0.35744575500000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,487,_power_interval_bounds,5400,5400,0.298406431,1.2348271860000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1131,validate_dense_subdivision_cover,1800,1800,0.28245871100000003,0.6171373960000001
~,0,<built-in method torch.all>,96123,96123,0.276535951,0.276535951
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,93138,93138,0.26983849600000004,0.26983849600000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,175,pow_int,24144,24144,0.26234092200000003,1.380751859
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,246,__post_init__,11300,11300,0.19732290900000002,0.416597009
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,29772,29772,0.196068603,0.267700135
~,0,<built-in method torch.isfinite>,22405,22405,0.18514095900000002,0.18514095900000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,135,__add__,24172,24172,0.181452296,1.367796279
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,8320,8320,0.17012553100000002,0.17012553100000002
~,0,<built-in method torch.abs>,68321,68321,0.16961530000000002,0.16961530000000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,520,_monomial_interval_bounds_for_exponents,1800,1800,0.15148678200000001,1.6920615280000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,1907,1907,0.134357509,4.837996876
~,0,<built-in method torch.where>,38451,38451,0.132558319,0.132558319
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,546,_range_for_terms,1800,1800,0.128466205,1.904279956
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2857,_affine_power_transform_matrix,320,320,0.12536766500000002,0.7123353520000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,142,__init__,2553,2553,0.122081798,0.548028539
~,0,<built-in method torch.zeros_like>,67770,67770,0.118898365,0.118898365
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,145,need_more_tokens,176660,176660,0.11376485400000001,0.204663476
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2902,_power_to_bernstein_matrix,320,320,0.11011122400000001,0.27355875500000004
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,16800,16800,0.100816549,0.100816549
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,99,forward,59240,59240,0.100008198,0.10573402900000001
~,0,<built-in method torch.as_tensor>,24209,24209,0.09876768000000001,0.09876768000000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1270,scan_plain,10400,10400,0.088625991,0.261041044
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,113,check_token,107220,107220,0.088364149,0.83288353
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,36,_down,69484,69484,0.08577498,0.475037197
