file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,56,__init__,289807,289807,3.2643756170000002,11.179776268000001
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,1413363,1413363,2.739671597,2.739671597
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,1779439,1779439,2.656691449,2.656691449
~,0,<built-in method torch.stack>,338830,338830,2.2797844090000003,2.2797844090000003
~,0,<built-in method torch.any>,882433,882433,2.092091399,2.092091399
~,0,<built-in method torch.max>,168520,168520,1.167343778,1.167343778
~,0,<built-in method torch.full_like>,463183,463183,1.152572388,1.152572388
~,0,<built-in method torch.min>,155160,155160,1.143694964,1.143694964
~,0,<built-in method torch.isnan>,579614,579614,1.0966205230000001,1.0966205230000001
~,0,<built-in method torch.nextafter>,462923,462923,1.042126565,1.042126565
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,15,_as_tensor,579654,579654,1.00055914,3.7117544560000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,542,<genexpr>,582433,582433,0.839974069,1.283840136
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,295726,295726,0.8389102100000001,0.8389102100000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,152,__mul__,61845,61845,0.823941236,5.325618159
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,487,_power_interval_bounds,12240,12240,0.802217315,3.6971267020000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,416,<genexpr>,118740,118740,0.796167849,3.960495787
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,813,<listcomp>,77200,77200,0.7094350150000001,1.257329117
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,175,pow_int,53961,53961,0.647281149,3.5850303510000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1131,validate_dense_subdivision_cover,4080,4080,0.643364989,1.411255131
~,0,<built-in method torch.all>,215426,215426,0.6307117050000001,0.6307117050000001
~,0,<method 'detach' of 'torch._C.TensorBase' objects>,504478,504478,0.519997833,0.519997833
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,246,__post_init__,31200,31200,0.487696819,1.0165029700000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,563,validate_accepted_boundary_sr_queue,99,99,0.42453797800000004,4.9481259390000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,397,_interval_mul,21620,21620,0.42175107100000003,1.2750554390000002
~,0,<built-in method torch.abs>,162490,162490,0.403497804,0.403497804
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,60738,60738,0.391189432,0.5362606870000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,520,_monomial_interval_bounds_for_exponents,4080,4080,0.370426374,4.930918829
~,0,<built-in method torch.where>,100201,100201,0.346898656,0.346898656
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,135,__add__,45507,45507,0.339858155,2.567612281
~,0,<built-in method torch.isfinite>,37442,37442,0.31789499600000004,0.31789499600000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,546,_range_for_terms,4080,4080,0.310426482,5.438546968000001
~,0,<method 'hex' of 'float' objects>,659240,659240,0.31030010900000005,0.31030010900000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,142,__init__,3000,3000,0.297287106,1.151100763
~,0,<method 'numel' of 'torch._C.TensorBase' objects>,1800619,1800619,0.29037143000000004,0.29037143000000004
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,2400,2400,0.288292463,10.84602667
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,37400,37400,0.28668144700000003,0.28668144700000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,532,_validated_interval_bounds,296,296,0.28350473800000003,4.064339672
~,0,<built-in method torch.is_floating_point>,611483,611483,0.230746479,0.230746479
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,804,<listcomp>,38600,38600,0.22697377700000002,0.506001241
~,0,<built-in method torch.allclose>,9720,9720,0.22248724600000003,0.22248724600000003
~,0,<built-in method torch.zeros_like>,119684,119684,0.22013137800000002,0.22013137800000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1016,_subdivision_influence_scores,880,880,0.206086764,0.38845849000000005
~,0,<method 'cpu' of 'torch._C.TensorBase' objects>,502860,502860,0.193436726,0.193436726
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,36,_down,148516,148516,0.181191555,1.008404037
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,95,device,588338,588338,0.17503536,0.17503536
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/json/encoder.py,205,iterencode,40,40,0.17149756400000002,0.17149756400000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,2282,__post_init__,11640,11640,0.168782922,0.323685989
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,40,_up,153236,153236,0.16586622,0.8417225
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,550,<listcomp>,295,295,0.15943294500000002,0.911071598
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,551,<listcomp>,295,295,0.156125504,0.8603910360000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,158,dim,679408,679408,0.140243629,0.17873392600000002
~,0,<built-in method torch.as_tensor>,24705,24705,0.127235338,0.127235338
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/symbolic_remainder.py,333,_tensor_interval_add,19870,19870,0.12197083400000001,0.28323401200000003
~,0,<built-in method torch.maximum>,42829,42829,0.120873199,0.120873199
~,0,<method 'extend' of 'list' objects>,487630,487630,0.11855430400000001,0.20358600000000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/interval.py,91,dtype,588338,588338,0.11691896600000001,0.11691896600000001
~,0,<built-in method torch.minimum>,38129,38129,0.111190837,0.111190837
~,0,<built-in method builtins.any>,63604,66782,0.111148994,1.509258188
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/batched_dense_tm.py,1042,_split_leaf_pair,2640,2640,0.109548607,0.12206043300000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/polynomial.py,235,mul_truncate,280,280,0.10947901400000001,0.523148444
~,0,<built-in method builtins.len>,1521204,1521444,0.102028476,0.10215542000000001
~,0,<method 'unbind' of 'torch._C.TensorBase' objects>,34880,34880,0.100545885,0.100545885
~,0,<built-in method builtins.isinstance>,738395,738395,0.09742167600000001,0.09742167600000001
