window,plant,execution_mode,instrumentation,step,history_before,replay_calls,solve_seconds,prepared_plan_count,prepared_operation_count,prepared_operation_hits,prepared_plan_setup_s
brusselator_0981_1000,brusselator,reference,production_diagnostic,984,983,9,2.027721101883799,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,985,984,9,2.110349975991994,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,986,985,9,2.102567404974252,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,987,986,9,2.045572548173368,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,988,987,9,2.1658654930070043,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,989,988,9,2.0823298739269376,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,990,989,9,2.1015068870037794,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,991,990,9,2.0336324577219784,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,992,991,9,2.1211463790386915,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,993,992,9,2.158468677662313,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,994,993,9,2.038005053065717,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,995,994,9,2.1205812166444957,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,996,995,9,2.0938064390793443,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,997,996,9,2.1405524681322277,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,998,997,9,2.0457354951649904,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,999,998,9,2.112819771282375,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,production_diagnostic,1000,999,9,1.9474351867102087,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,981,980,9,2.11651199683547,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,982,981,9,2.0890414747409523,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,983,982,9,2.1323014800436795,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,984,983,9,2.194252457935363,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,985,984,9,2.125954397022724,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,986,985,9,2.135048574768007,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,987,986,9,2.070881523191929,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,988,987,9,2.1466404790990055,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,989,988,9,2.1546920547261834,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,990,989,9,2.180647454690188,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,991,990,9,2.1100852536037564,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,992,991,9,2.182237869128585,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,993,992,9,2.2181326360441744,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,994,993,9,2.211944416165352,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,995,994,9,2.1336741289123893,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,996,995,9,2.228804875165224,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,997,996,9,2.217799809295684,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,998,997,9,2.154868328012526,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,999,998,9,2.2140057547949255,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,scoped,1000,999,9,2.160655793733895,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,981,980,9,2.6082514324225485,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,982,981,9,2.638968813698739,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,983,982,9,2.577469303738326,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,984,983,9,2.636235435027629,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,985,984,9,2.6258573648519814,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,986,985,9,2.5941493790596724,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,987,986,9,2.653804399073124,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,988,987,9,2.713424467947334,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,989,988,9,2.6403886671178043,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,990,989,9,2.6188823292031884,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,991,990,9,2.6484242961741984,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,992,991,9,2.693216172978282,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,993,992,9,2.6022760197520256,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,994,993,9,2.6696403226815164,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,995,994,9,2.682385304942727,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,996,995,9,2.6852527679875493,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,997,996,9,2.615200046915561,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,998,997,9,2.6725136167369783,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,999,998,9,2.7215316076762974,0,0,0,0.0
brusselator_0981_1000,brusselator,reference,cprofile,1000,999,9,2.4779139538295567,0,0,0,0.0
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,981,980,9,1.586011498235166,1,34,272,0.06604569545015693
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,982,981,9,1.5801278930157423,1,34,272,0.0658142352476716
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,983,982,9,1.5214719478972256,1,34,272,0.06636458728462458
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,984,983,9,1.5929783298633993,1,34,272,0.06569848023355007
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,985,984,9,1.5889582787640393,1,34,272,0.06740980735048652
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,986,985,9,1.5244793840683997,1,34,272,0.06551338359713554
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,987,986,9,1.5832558730617166,1,34,272,0.06565009616315365
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,988,987,9,1.6263212012127042,1,34,272,0.06775332195684314
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,989,988,9,1.5275408192537725,1,34,272,0.06642522988840938
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,990,989,9,1.5840952289290726,1,34,272,0.06605789065361023
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,991,990,9,1.608032546006143,1,34,272,0.06612809002399445
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,992,991,9,1.6082847211509943,1,34,272,0.06506697507575154
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,993,992,9,1.5827747508883476,1,34,272,0.06608196767047048
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,994,993,9,1.5689160781912506,1,34,272,0.06577558210119605
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,995,994,9,1.5993028301745653,1,34,272,0.06532945949584246
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,996,995,9,1.5977200949564576,1,34,272,0.0654361522756517
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,997,996,9,1.537927940953523,1,34,272,0.06612633541226387
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,998,997,9,1.6131268562749028,1,34,272,0.07220101682469249
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,999,998,9,1.605128978844732,1,34,272,0.06539272703230381
brusselator_0981_1000,brusselator,prepared_remainder_replay,production_diagnostic,1000,999,9,1.4716780320741236,1,34,272,0.06511356495320797
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,981,980,9,1.6150227370671928,1,34,272,0.06545733474195004
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,982,981,9,1.6219202410429716,1,34,272,0.06547785690054297
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,983,982,9,1.5757569833658636,1,34,272,0.06525894068181515
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,984,983,9,1.6409930647350848,1,34,272,0.06549456436187029
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,985,984,9,1.6151972371153533,1,34,272,0.06502191070467234
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,986,985,9,1.5755018661729991,1,34,272,0.06539587303996086
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,987,986,9,1.6379045550711453,1,34,272,0.06680950941517949
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,988,987,9,1.6287952163256705,1,34,272,0.06614355510100722
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,989,988,9,1.628601721022278,1,34,272,0.06576116709038615
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,990,989,9,1.5822896980680525,1,34,272,0.06911617005243897
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,991,990,9,1.6394177563488483,1,34,272,0.06536917807534337
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,992,991,9,1.655468882061541,1,34,272,0.06499250885099173
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,993,992,9,1.6073083761148155,1,34,272,0.06527687609195709
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,994,993,9,1.642801657319069,1,34,272,0.06639299169182777
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,995,994,9,1.6510003469884396,1,34,272,0.07058629766106606
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,996,995,9,1.669546510092914,1,34,272,0.06989792454987764
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,997,996,9,1.6526752919889987,1,34,272,0.06697637587785721
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,998,997,9,1.5710638910531998,1,34,272,0.06546581769362092
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,999,998,9,1.6789376959204674,1,34,272,0.06922455783933401
brusselator_0981_1000,brusselator,prepared_remainder_replay,scoped,1000,999,9,1.500658138655126,1,34,272,0.06570585025474429
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,981,980,9,2.0289232321083546,1,34,272,0.07797392131760716
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,982,981,9,1.986064476892352,1,34,272,0.08130719559267163
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,983,982,9,2.025109580717981,1,34,272,0.0783755099400878
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,984,983,9,2.0413473560474813,1,34,272,0.07819102192297578
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,985,984,9,2.0319627029821277,1,34,272,0.07784197339788079
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,986,985,9,1.9870079732500017,1,34,272,0.07760445401072502
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,987,986,9,2.1132657919079065,1,34,272,0.07895758235827088
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,988,987,9,2.0299384919926524,1,34,272,0.07727128779515624
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,989,988,9,2.055950755253434,1,34,272,0.07773055555298924
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,990,989,9,2.0468638939782977,1,34,272,0.07960052136331797
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,991,990,9,1.9920786740258336,1,34,272,0.07840182539075613
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,992,991,9,2.093938810750842,1,34,272,0.07893430022522807
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,993,992,9,2.06799163389951,1,34,272,0.0784137137234211
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,994,993,9,2.019212095066905,1,34,272,0.07872567931190133
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,995,994,9,2.04604980815202,1,34,272,0.07793313497677445
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,996,995,9,2.0729567110538483,1,34,272,0.0836825454607606
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,997,996,9,1.987795006018132,1,34,272,0.08499293960630894
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,998,997,9,2.0487818690016866,1,34,272,0.07898150710389018
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,999,998,9,2.0663834856823087,1,34,272,0.0776218082755804
brusselator_0981_1000,brusselator,prepared_remainder_replay,cprofile,1000,999,9,1.920039821881801,1,34,272,0.07778587704524398
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,1,0,4,0.4042552150785923,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,2,1,4,0.5001585762947798,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,3,2,4,0.5880799246951938,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,4,3,4,0.597919228952378,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,5,4,4,0.5996192088350654,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,6,5,4,0.6179412468336523,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,7,6,4,0.6287764362059534,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,8,7,4,0.6208824920468032,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,9,8,4,0.623837370891124,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,10,9,4,0.6401184741407633,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,11,10,4,0.6304645310156047,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,12,11,4,0.6486101979389787,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,13,12,4,0.6517031150870025,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,14,13,4,0.6357301170937717,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,15,14,4,0.6342185423709452,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,16,15,4,0.6562305688858032,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,17,16,4,0.6378180840983987,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,18,17,4,0.6467421776615083,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,19,18,4,0.6547424052841961,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,production_diagnostic,20,19,4,0.666623221244663,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,1,0,4,0.4035705020651221,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,2,1,4,0.5113198920153081,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,3,2,4,0.5943087241612375,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,4,3,4,0.6086335177533329,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,5,4,4,0.6191866318695247,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,6,5,4,0.6285685477778316,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,7,6,4,0.6579974177293479,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,8,7,4,0.6632512588985264,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,9,8,4,0.6499321558512747,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,10,9,4,0.6534457178786397,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,11,10,4,0.6533153774216771,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,12,11,4,0.6512196189723909,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,13,12,4,0.663764663040638,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,14,13,4,0.6754987831227481,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,15,14,4,0.6632554000243545,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,16,15,4,0.6698272558860481,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,17,16,4,0.7162363468669355,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,18,17,4,0.6794200739823282,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,19,18,4,0.6669808533042669,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,scoped,20,19,4,0.6832926119677722,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,1,0,4,0.5206979368813336,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,2,1,4,0.6513182199560106,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,3,2,4,0.7600169191136956,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,4,3,4,0.7749369507655501,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,5,4,4,0.7813175632618368,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,6,5,4,0.8057690588757396,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,7,6,4,0.8078334010206163,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,8,7,4,0.8205647110007703,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,9,8,4,0.8223918038420379,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,10,9,4,0.821854320820421,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,11,10,4,0.8347322340123355,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,12,11,4,0.8216094016097486,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,13,12,4,0.8309165616519749,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,14,13,4,0.8460074029862881,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,15,14,4,0.8341428069397807,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,16,15,4,0.8539839619770646,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,17,16,4,0.8339702012017369,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,18,17,4,0.838736173696816,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,19,18,4,0.8549108849838376,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,reference,cprofile,20,19,4,0.8445738758891821,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,1,0,4,0.3973557008430362,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,2,1,4,0.5155608779750764,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,3,2,4,0.5762885012663901,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,4,3,4,0.5847149170003831,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,5,4,4,0.6025070678442717,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,6,5,4,0.6221104627475142,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,7,6,4,0.6205478301271796,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,8,7,4,0.6282388782128692,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,9,8,4,0.6344879302196205,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,10,9,4,0.6251742118038237,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,11,10,4,0.6446324712596834,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,12,11,4,0.6424416759982705,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,13,12,4,0.6422932981513441,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,14,13,4,0.6377600319683552,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,15,14,4,0.6380726019851863,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,16,15,4,0.6572226672433317,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,17,16,4,0.6410181382670999,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,18,17,4,0.7053897487930954,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,19,18,4,0.6793833947740495,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,production_diagnostic,20,19,4,0.6490148138254881,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,1,0,4,0.40458733635023236,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,2,1,4,0.5089070168323815,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,3,2,4,0.6002502669580281,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,4,3,4,0.6069357939995825,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,5,4,4,0.616733820643276,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,6,5,4,0.6374350553378463,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,7,6,4,0.6494210511445999,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,8,7,4,0.6458342801779509,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,9,8,4,0.6425948059186339,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,10,9,4,0.656936161685735,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,11,10,4,0.6483363229781389,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,12,11,4,0.6518836920149624,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,13,12,4,0.6685121566988528,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,14,13,4,0.6572398347780108,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,15,14,4,0.6673779389820993,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,16,15,4,0.6704702121205628,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,17,16,4,0.661480164155364,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,18,17,4,0.6594739877618849,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,19,18,4,0.677324753254652,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,scoped,20,19,4,0.6764737367630005,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,1,0,4,0.518870681989938,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,2,1,4,0.6507563698105514,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,3,2,4,0.7621970032341778,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,4,3,4,0.7592788301408291,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,5,4,4,0.786525669042021,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,6,5,4,0.7949152518995106,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,7,6,4,0.8105117101222277,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,8,7,4,0.8227807763032615,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,9,8,4,0.8229846251197159,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,10,9,4,0.8101944299414754,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,11,10,4,0.8366639222949743,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,12,11,4,0.8206240236759186,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,13,12,4,0.8403080818243325,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,14,13,4,0.8269658940844238,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,15,14,4,0.8464410472661257,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,16,15,4,0.850836216006428,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,17,16,4,0.9008093639276922,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,18,17,4,0.8441122542135417,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,19,18,4,0.8473370191641152,0,0,0,0.0
van_der_pol_0001_0020,van_der_pol,prepared_remainder_replay,cprofile,20,19,4,0.84484145604074,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,91,90,4,0.7115979758091271,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,92,91,4,0.6850276589393616,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,93,92,4,0.6896208240650594,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,94,93,4,0.7474166029132903,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,95,94,4,0.6912478436715901,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,96,95,4,0.6827023839578032,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,97,96,4,0.70132429106161,0,0,0,0.0
van_der_pol_0091_0110,van_der_pol,reference,production_diagnostic,98,97,4,0.6960119898431003,0,0,0,0.0
