checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6052318615103132,0.1,9,0.6723289117920335,passed
0.5,0.5812274073277931,0.5,49,0.6414509126562703,passed
1.0,0.20147630107951964,1.0,99,0.21999097003705098,passed
4.0,0.2485214966347951,4.0,399,0.27964533855674933,passed
6.0,0.8087312643559585,6.0,599,0.8476180476807367,passed
