lane,segment_index,physical_time,controller_period,state,enclosure_kind,torch_width_median,torch_width_p95,torch_width_max,xiangru_width_median,xiangru_width_p95,xiangru_width_max,torch_over_xiangru_ratio_median,torch_over_xiangru_ratio_p95,torch_over_xiangru_ratio_max,torch_hull_width,xiangru_hull_width,torch_polynomial_range_width_median,torch_polynomial_range_width_p95,torch_polynomial_range_width_max,xiangru_polynomial_range_width_median,xiangru_polynomial_range_width_p95,xiangru_polynomial_range_width_max,torch_interval_remainder_width_median,torch_interval_remainder_width_p95,torch_interval_remainder_width_max,xiangru_interval_remainder_width_median,xiangru_interval_remainder_width_p95,xiangru_interval_remainder_width_max,maximum_lower_abs_difference,maximum_upper_abs_difference,torch_contains_xiangru_leaf_count,xiangru_contains_torch_leaf_count,minimum_torch_property_margin,minimum_xiangru_property_margin
common_control_plant_replay,3,0.30000000000000004,1,x1,tube,0.09848109634911176,0.10290971189805023,0.10364293577650369,0.0972522247452342,0.10167361410889207,0.10240584816398851,1.0126359232962563,1.0131597295210246,1.013253204520238,0.20373605579257653,0.2025124586276062,0.09798589117517667,0.1023914355416491,0.10311938934386393,0.0967318968712039,0.10113024421177513,0.10185713893429107,0.0004951854457500187,0.000518276356401139,0.0005235464326397572,0.0005203099305759276,0.0005433698971169367,0.0005487092296974374,2.1362259085000446e-06,0.0012392222588857305,0,0,1.4319659631450579,1.4331916841788863
common_control_plant_replay,3,0.30000000000000004,1,x2,tube,0.08167589625384075,0.08607375643449126,0.08665883813058461,0.07602406082977697,0.08037894281458348,0.08115181020035311,1.0743357177346629,1.0799858533387505,1.0817835464450258,0.1839095691759991,0.1785136619526113,0.08121094802963749,0.08558371264638628,0.08616972619060434,0.07543297509965369,0.07976189265695048,0.08053524387183712,0.0004650495347700982,0.0004901493264588393,0.0004908980703803871,0.0005913224486947768,0.0006170957882643169,0.0006173624523886131,7.421646279615057e-05,0.00583220798207007,48,0,1.1099092139793312,1.1099828592077015
common_control_plant_replay,3,0.30000000000000004,1,x3,tube,0.19929973133494966,0.2008937347381857,0.20127650539639114,0.19048315209176547,0.1920243634945249,0.1924248434114449,1.0463410167015619,1.0480395489010819,1.0489308259334678,0.20419656849598106,0.19513949972228622,0.19929973132247128,0.20089373472570665,0.20127650538391229,0.19048315209176547,0.1920243634945249,0.1924248434114449,1.2478527392365011e-11,1.2479177329491506e-11,1.2479234513347988e-11,0.0,0.0,0.0,0.009057068763770937,0.00019434783280286583,48,0,1.6870753632029882,1.696132431966759
common_control_plant_replay,3,0.30000000000000004,1,x4,tube,0.1943662247372448,0.20068140488353448,0.20208197641632747,0.1918835100653582,0.19323806299487403,0.193371053190467,1.0145395597160518,1.0411346522436378,1.0501044216716946,0.2331597318457938,0.23315973182605676,0.19436622472476428,0.2006814048710477,0.20208197640384093,0.1918835100653582,0.19323806299487403,0.193371053190467,1.24807961716736e-11,1.248722905193374e-11,1.2487707291248453e-11,0.0,0.0,0.0,0.009642089243019514,0.0038869564674455237,48,0,1.3248537887089613,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,tube,0.306278366921811,0.31079354335355924,0.3112368440055331,0.30627836690252686,0.310793543334246,0.3112368439862223,1.0000000000629627,1.0000000000640492,1.0000000000642586,0.44386577279082395,0.44386577277152206,0.30627836690933385,0.3107935433410603,0.31123684399303286,0.30627836690252686,0.310793543334246,0.3112368439862223,1.2479451503113397e-11,1.250126453412857e-11,1.2502869842899321e-11,0.0,0.0,0.0,9.652723065300961e-12,9.665157563176763e-12,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,tube,0.10496717842024814,0.109418355913694,0.11043563491375102,0.10363258502119796,0.10807639927158232,0.10909221370260525,1.012878144300581,1.0133807520096845,1.013503183367769,0.2155948124860771,0.2142645840364895,0.10425884666259738,0.10867868617227788,0.10968677074025736,0.1028852386243297,0.10729793900752037,0.10830445759828294,0.0007083317576507516,0.0007400456108442761,0.0007488641734936718,0.0007473463968682564,0.0007789243076053177,0.0007877561043223011,2.441074022252465e-06,0.0013456801300045784,0,0,1.5076180622732667,1.5089505747254293
common_control_plant_replay,4,0.4,1,x2,tube,0.0759629111297746,0.08030483087150778,0.08126539473082484,0.0699471539376802,0.07431042399427003,0.07536343199277273,1.0859859619321952,1.0928260119596611,1.0950403337849404,0.18406177619631492,0.17831763458068406,0.075328241582066,0.0796397186452076,0.08059746926076376,0.06914470492951608,0.07347634674536538,0.07452610660067747,0.0006349565093800585,0.0006690861455074441,0.000669844762742084,0.0008028194248397202,0.0008376756364381679,0.0008377595521115106,8.219601576553437e-05,0.006204065600358355,48,0,1.0655789769528043,1.0656604228918347
common_control_plant_replay,4,0.4,1,x3,tube,0.22019783094239373,0.222507274384731,0.2230253678288152,0.20986710546902648,0.2120963970167422,0.21263304104899866,1.0493433167803727,1.0510344876576552,1.051917962989843,0.22934317490330486,0.2187410177483916,0.22019783092404413,0.22250727436638004,0.2230253678104647,0.20986710546902648,0.2120963970167422,0.21263304104899866,1.835014948106217e-11,1.8351524954175872e-11,1.835167080676936e-11,0.0,0.0,0.0,0.01060215714057533,0.00019434783721723747,48,0,1.7306958147818214,1.7412979719223967
common_control_plant_replay,4,0.4,1,x4,tube,0.22502906647819204,0.23160627424323793,0.23289527214560135,0.22251134675341105,0.2243174173260988,0.2244947375868892,1.012539869217906,1.0354497092120527,1.043189033799443,0.27754630912927286,0.277546309101009,0.22502906645998633,0.2316062742250245,0.23289527212738872,0.22251134675341105,0.2243174173260988,0.2244947375868892,1.8203944556299294e-11,1.8214394374177878e-11,1.8215232384373793e-11,0.0,0.0,0.0,0.009642089247283492,0.003886956471708447,48,0,1.2998050516111745,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,tube,0.30627836692613464,0.3107935433578877,0.31123684400986384,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.00000000008361,1.000000000085047,1.0000000000853129,0.44386577279515116,0.4438657727695219,0.3062783669093333,0.3107935433410599,0.3112368439930344,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.6802411592916415e-11,1.6829518490461717e-11,1.683162189924279e-11,0.0,0.0,0.0,1.2818190953112207e-11,1.2830625450988009e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,tube,0.11054069924634345,0.11501572728430177,0.11626156963263573,0.1091009305259802,0.11356832381675205,0.11481219560126849,1.0131966725874944,1.0136863724471954,1.0138303758634961,0.22544616897465247,0.22400962148862966,0.10959707868848739,0.11403059247886953,0.11526403582202759,0.10810670453585136,0.11253317743523394,0.11376470915563447,0.0009438365050831697,0.000985134805432249,0.0009975338106081395,0.0009944557293433765,0.0010351463815181227,0.0010474864456340187,5.413408757370952e-07,0.001449214030475543,16,0,1.5882649778083349,1.5897013386317913
common_control_plant_replay,5,0.5,1,x2,tube,0.06972942532606918,0.07414245665938915,0.07529275827820636,0.06339443142188594,0.06784381328800113,0.06904082768493336,1.099927783361009,1.1084127667317196,1.111222358630764,0.18259959714067786,0.17654978665292365,0.06891579607020024,0.07328971087756911,0.07443625557219549,0.06237517221517207,0.06678685331480233,0.06797542368420798,0.000814030204313848,0.0008576392705518937,0.0008582354154360902,0.0010193803941613401,0.0010649173194397714,0.001065404000725382,8.825482728525014e-05,0.006531395508103777,48,0,1.0310096630617491,1.0310957487756902
common_control_plant_replay,5,0.5,1,x3,tube,0.24414729574658356,0.2472141452814129,0.24785555983421168,0.23228833884390995,0.2352560496389807,0.23592256825862695,1.05115418012126,1.0528170014261993,1.0536765624997464,0.2589284390390221,0.24678119350199218,0.2441472957217452,0.24721414525657207,0.24785555980937168,0.23228833884390995,0.2352560496389807,0.23592256825862695,2.483953104255617e-11,2.4842069846437403e-11,2.484232923940297e-11,0.0,0.0,0.0,0.012147245517823951,0.00019434784208575626,48,0,1.7723824823420624,1.7845297278598862
common_control_plant_replay,5,0.5,1,x4,tube,0.25576311331715196,0.2625311436034049,0.26370856787533853,0.25313918344126374,0.25539677165712327,0.2556184219831114,1.011023746766384,1.0311453261605559,1.0379510485742223,0.32193288641321544,0.3219328863757613,0.25576311329275897,0.26253114357900126,0.2637085678509364,0.25313918344126374,0.25539677165712327,0.2556184219831114,2.4390229524826352e-11,2.4405620492461875e-11,2.4406757859004294e-11,0.0,0.0,0.0,0.009642089251879316,0.003886956476302994,48,0,1.2747563145131562,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,tube,0.3062783669304583,0.31079354336221493,0.3112368440141946,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000001042575,1.000000000106033,1.0000000001063791,0.44386577279947836,0.4438657727675217,0.3062783669093327,0.3107935433410584,0.3112368439930359,0.3062783668985265,0.31079354333024567,0.31123684398222196,2.112636715824542e-11,2.115818243160889e-11,2.1160470820004508e-11,0.0,0.0,0.0,1.5981882484084053e-11,1.5994316981959855e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,tube,0.11517150387271098,0.11972463210461869,0.12108757316397456,0.1136239516577966,0.11816869361188478,0.11952937632612726,1.0136199806800352,1.01410726811447,1.014261973726422,0.23322270218517688,0.23167684922872173,0.11397104951659578,0.11847257562657337,0.11981901788996631,0.11236634790102643,0.11686108185849667,0.11820550435871505,0.0012003497939899223,0.001252700330939978,0.001268555274008253,0.0012574872975530478,0.0013085402979974281,0.0013238719674122084,5.773847975440449e-06,0.0015526751628620605,48,0,1.6730317021885543,1.674571781297034
common_control_plant_replay,6,0.6000000000000001,1,x2,tube,0.06306982673773515,0.0675986496737887,0.06883235580833624,0.056469106564123184,0.061026918011182534,0.06228762201520699,1.1168133841905643,1.1276977200340617,1.1313784024923492,0.1795653082649744,0.1732644856092569,0.06206656815448129,0.06655187866030317,0.06777593746493693,0.05521922700128246,0.059728531902445106,0.060978447251277594,0.0010037697069765895,0.001057371980703552,0.0010576167592073412,0.0012508538513916773,0.0013072206493026624,0.0013091747639293943,8.162428692448653e-05,0.0068133550048316005,48,0,1.006538461103714,1.0066148854353048
common_control_plant_replay,6,0.6000000000000001,1,x3,tube,0.27114518582472413,0.2750135031141598,0.27576708141262996,0.2577620162748514,0.2615091639934701,0.2622934250403098,1.0520321056637263,1.053636358627354,1.054460272998786,0.2929523609031819,0.27926002698306795,0.27114518579273017,0.2750135030821617,0.2757670813806333,0.2577620162748514,0.2615091639934701,0.2622934250403098,3.1995937284754315e-11,3.2000245708674594e-11,3.2000750138870234e-11,0.0,0.0,0.0,0.013692333895551356,0.00019434784744314093,48,0,1.8121353658836867,1.825827699779238
common_control_plant_replay,6,0.6000000000000001,1,x4,tube,0.2864176923237818,0.2934560129640355,0.29452186360553934,0.2837670201289164,0.28647612598794786,0.2867421063791337,1.0098347022705658,1.0277730603531583,1.0338461700319321,0.3663194636976217,0.36631946365031337,0.2864176922927436,0.29345601293297796,0.29452186357448423,0.2837670201289164,0.28647612598794786,0.2867421063791337,3.103975548615219e-11,3.1060799473317066e-11,3.106245194939052e-11,0.0,0.0,0.0,0.009642089256806818,0.0038869564812294977,48,0,1.249707577414906,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,tube,0.3062783669347837,0.3107935433665457,0.3112368440185218,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001249105,1.0000000001270306,1.0000000001274336,0.4438657728038038,0.4438657727655215,0.30627836690933385,0.31079354334106035,0.3112368439930339,0.3062783668965263,0.3107935433282455,0.3112368439802218,2.5450948961242965e-11,2.5486883388261452e-11,2.548964889447618e-11,0.0,0.0,0.0,1.91473503718953e-11,1.91597848697711e-11,48,0,N/A,N/A
