lane,tool,segment_index,physical_time,controller_period,state,enclosure_kind,margin_min,margin_median,margin_p95,margin_max
common_control_plant_replay,xiangru,41,4.1000000000000005,5,x2,tube,1.0916723355663058,1.1515844064836054,1.1971321261290613,1.2108783252606004
common_control_plant_replay,torch,41,4.1000000000000005,5,x3,tube,0.8399621199165523,0.8719762653740445,0.9000612089934669,0.911319257675334
common_control_plant_replay,xiangru,41,4.1000000000000005,5,x3,tube,0.8470043202892981,0.8778257406315207,0.9034215671533131,0.9126569941380283
common_control_plant_replay,torch,41,4.1000000000000005,5,x4,tube,1.6863843280535096,1.7372033722516065,1.789814786999078,1.8085148168164715
common_control_plant_replay,xiangru,41,4.1000000000000005,5,x4,tube,1.6863843280558255,1.7372033722539153,1.7898147870013699,1.8085148168187548
common_control_plant_replay,torch,42,4.2,5,x1,endpoint,1.6982534158875193,1.7545573252081015,1.7982755381932647,1.8089831415657331
common_control_plant_replay,xiangru,42,4.2,5,x1,endpoint,1.698229669938135,1.7545377884895745,1.7982618144957705,1.8089728922027788
common_control_plant_replay,torch,42,4.2,5,x2,endpoint,1.1337173558841291,1.1904854657168806,1.2340450489773904,1.2465904073503613
common_control_plant_replay,xiangru,42,4.2,5,x2,endpoint,1.1335932640135962,1.1903522443009416,1.2338855728369498,1.2464400102989226
common_control_plant_replay,torch,42,4.2,5,x3,endpoint,0.8778336130493023,0.8992495602592315,0.922759549504093,0.9305450412993368
common_control_plant_replay,xiangru,42,4.2,5,x3,endpoint,0.8778336130553406,0.899249560265253,0.9227595495100959,0.9305450413053225
common_control_plant_replay,torch,42,4.2,5,x4,endpoint,1.5332771759896413,1.589268087624054,1.6460263850487349,1.6695981843929055
common_control_plant_replay,xiangru,42,4.2,5,x4,endpoint,1.5332771759955868,1.5892680876299878,1.6460263850546437,1.6695981843987924
common_control_plant_replay,torch,42,4.2,5,x1,tube,1.695927595267197,1.7525057191791902,1.79644475983088,1.8072183727327986
common_control_plant_replay,xiangru,42,4.2,5,x1,tube,1.6960600669891504,1.7526455166364814,1.7965876375159124,1.807362057740675
common_control_plant_replay,torch,42,4.2,5,x2,tube,1.1046833365646629,1.1635263650233716,1.2082813542325863,1.2216344704031852
common_control_plant_replay,xiangru,42,4.2,5,x2,tube,1.1081543709403925,1.1667930656220045,1.2114758835001138,1.224780109285259
common_control_plant_replay,torch,42,4.2,5,x3,tube,0.8477466304450205,0.8749571887889913,0.9009003265133497,0.911295368840904
common_control_plant_replay,xiangru,42,4.2,5,x3,tube,0.8566261291409956,0.883502313688683,0.9087647077830876,0.9181400463275577
common_control_plant_replay,torch,42,4.2,5,x4,tube,1.5332771759896358,1.589268087624049,1.6460263850487307,1.6695981843929015
common_control_plant_replay,xiangru,42,4.2,5,x4,tube,1.5332771759955868,1.5892680876299878,1.6460263850546437,1.6695981843987924
common_control_plant_replay,torch,43,4.3,5,x1,endpoint,1.621881206539844,1.6762841515291678,1.720832722250045,1.729175724043959
common_control_plant_replay,xiangru,43,4.3,5,x1,endpoint,1.6218261246597148,1.6762364675397088,1.7207998878114767,1.7291507347910162
common_control_plant_replay,torch,43,4.3,5,x2,endpoint,1.167457615324633,1.2223579201532264,1.2636773333103715,1.275407749603479
common_control_plant_replay,xiangru,43,4.3,5,x2,endpoint,1.1672176250679143,1.2221237955973416,1.263383025333435,1.275130757717997
common_control_plant_replay,torch,43,4.3,5,x3,endpoint,0.9096217685594243,0.9265535416005539,0.9483231672146042,0.9539161406512828
common_control_plant_replay,xiangru,43,4.3,5,x3,endpoint,0.9096217685694856,0.9265535416105882,0.9483231672246235,0.9539161406612617
common_control_plant_replay,torch,43,4.3,5,x4,endpoint,1.3801700239255315,1.442395469485585,1.5043490888730895,1.530681551969107
common_control_plant_replay,xiangru,43,4.3,5,x4,endpoint,1.380170023935448,1.4423954694954872,1.5043490888829492,1.53068155197893
common_control_plant_replay,torch,43,4.3,5,x1,tube,1.6186541502796885,1.673311405542966,1.7180850667552772,1.726485411242619
common_control_plant_replay,xiangru,43,4.3,5,x1,tube,1.618768254701966,1.6734361700132316,1.718221285785965,1.7266263878529553
common_control_plant_replay,torch,43,4.3,5,x2,tube,1.1296939765392189,1.1866674488683264,1.2302764949036848,1.2428885373241876
common_control_plant_replay,xiangru,43,4.3,5,x2,tube,1.1333466788732847,1.1901104190623106,1.23363212023079,1.246197936039347
common_control_plant_replay,torch,43,4.3,5,x3,tube,0.8669907537010255,0.8889486403546327,0.9132784117254754,0.9222375843832662
common_control_plant_replay,xiangru,43,4.3,5,x3,tube,0.8778336130563404,0.8992495602662529,0.9227595495110958,0.9305450413063225
common_control_plant_replay,torch,43,4.3,5,x4,tube,1.3801700239255243,1.4423954694855783,1.5043490888730837,1.5306815519691015
common_control_plant_replay,xiangru,43,4.3,5,x4,tube,1.3801700239354482,1.4423954694954872,1.5043490888829492,1.53068155197893
common_control_plant_replay,torch,44,4.4,5,x1,endpoint,1.5500572269591988,1.602059475866159,1.6469504580893592,1.6528530455704433
common_control_plant_replay,xiangru,44,4.4,5,x1,endpoint,1.5499531204826111,1.601967968759106,1.6468872862953525,1.652804619522075
common_control_plant_replay,torch,44,4.4,5,x2,endpoint,1.209149541270336,1.2606725591526333,1.3004359485593675,1.311075403410126
common_control_plant_replay,xiangru,44,4.4,5,x2,endpoint,1.2087473438162726,1.260265285008888,1.2999303942114457,1.3106286498694986
common_control_plant_replay,torch,44,4.4,5,x3,endpoint,0.9487187342742642,0.9652013830805852,0.985287490519692,0.9882533443799966
common_control_plant_replay,xiangru,44,4.4,5,x3,endpoint,0.9487187342887442,0.9652013830950649,0.9852874905341046,0.9882533443943848
common_control_plant_replay,torch,44,4.4,5,x4,endpoint,1.2270628718611838,1.2962052959522603,1.3626717926972112,1.3917649195450783
common_control_plant_replay,xiangru,44,4.4,5,x4,endpoint,1.2270628718754095,1.2962052959664798,1.3626717927113545,1.3917649195591677
common_control_plant_replay,torch,44,4.4,5,x1,tube,1.5459654299743124,1.5982091035537827,1.6433171658514503,1.6492678198398107
common_control_plant_replay,xiangru,44,4.4,5,x1,tube,1.5460430106294374,1.5983016436042605,1.6434347738776014,1.6493965778703865
common_control_plant_replay,torch,44,4.4,5,x2,tube,1.163116411524559,1.2182562338702603,1.259591468300131,1.2713967726035325
common_control_plant_replay,xiangru,44,4.4,5,x2,tube,1.1668924703281305,1.2218185367935843,1.2630539654774253,1.2748171775735542
common_control_plant_replay,torch,44,4.4,5,x3,tube,0.8969326405800657,0.9142932380323024,0.9370209722332316,0.9441459043023961
common_control_plant_replay,xiangru,44,4.4,5,x3,tube,0.9096217685704855,0.9265535416115882,0.9483231672256235,0.9539161406622618
common_control_plant_replay,torch,44,4.4,5,x4,tube,1.227062871861175,1.296205295952252,1.3626717926972036,1.391764919545071
common_control_plant_replay,xiangru,44,4.4,5,x4,tube,1.2270628718754095,1.2962052959664798,1.3626717927113545,1.3917649195591675
common_control_plant_replay,torch,45,4.5,5,x1,endpoint,1.4834505857122682,1.532555082796705,1.57732668079609,1.5807403943796625
common_control_plant_replay,xiangru,45,4.5,5,x1,endpoint,1.483275481818061,1.5324007067222498,1.5772191088503094,1.5806576650713027
common_control_plant_replay,torch,45,4.5,5,x2,endpoint,1.2582458469520483,1.30627059672855,1.3450649108938082,1.3531136214541555
common_control_plant_replay,xiangru,45,4.5,5,x2,endpoint,1.2576260138238884,1.3056497144559114,1.3442623761174781,1.35244550509911
common_control_plant_replay,torch,45,4.5,5,x3,endpoint,0.9985413314011042,1.0150508832194123,1.0310095350203397,1.035251290102538
common_control_plant_replay,xiangru,45,4.5,5,x3,endpoint,0.9985413314204803,1.0150508832387626,1.031009535039623,1.035251290121928
common_control_plant_replay,torch,45,4.5,5,x4,endpoint,1.0739557197965985,1.1475673467956247,1.2209944965210995,1.252848287120819
common_control_plant_replay,xiangru,45,4.5,5,x4,endpoint,1.0739557198154708,1.1475673468144922,1.22099449653986,1.2528482871395052
common_control_plant_replay,torch,45,4.5,5,x1,tube,1.4785399875881844,1.5278625847203495,1.5728484288939426,1.5763003879704
common_control_plant_replay,xiangru,45,4.5,5,x1,tube,1.4785587039431136,1.5279040895281637,1.5729327003274234,1.5764052949927194
common_control_plant_replay,torch,45,4.5,5,x2,tube,1.2045006241316296,1.2562477080858914,1.2960123654090365,1.3067636894686867
common_control_plant_replay,xiangru,45,4.5,5,x2,tube,1.2083344840008563,1.259868558471826,1.2995001601924225,1.3102350931336673
common_control_plant_replay,torch,45,4.5,5,x3,tube,0.9346350347403072,0.9509030671282089,0.9721226576790887,0.9770203285982699
common_control_plant_replay,xiangru,45,4.5,5,x3,tube,0.9487187342897443,0.9652013830960648,0.9852874905351044,0.9882533443953849
common_control_plant_replay,torch,45,4.5,5,x4,tube,1.0739557197965874,1.1475673467956142,1.2209944965210902,1.2528482871208102
common_control_plant_replay,xiangru,45,4.5,5,x4,tube,1.0739557198154708,1.1475673468144922,1.22099449653986,1.2528482871395052
common_control_plant_replay,torch,46,4.6000000000000005,5,x1,endpoint,1.4226632361638303,1.4683827508464886,1.5126041857542816,1.5135089305766667
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x1,endpoint,1.4223903118010832,1.4681414304327545,1.5124346852905644,1.51337832762495
common_control_plant_replay,torch,46,4.6000000000000005,5,x2,endpoint,1.3141022429081084,1.3584281233227475,1.3969184976926436,1.4009599031481126
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x2,endpoint,1.31320116243585,1.3575549592440619,1.39578410914597,1.4000130866094258
common_control_plant_replay,torch,46,4.6000000000000005,5,x3,endpoint,1.0603967513894483,1.0764488219026216,1.0876765221333726,1.0944513943968155
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x3,endpoint,1.0603967514142139,1.0764488219274004,1.0876765221580569,1.094451394421597
common_control_plant_replay,torch,46,4.6000000000000005,5,x4,endpoint,0.9208485677317755,1.0010792296235929,1.080477096152034,1.11393165469633
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x4,endpoint,0.9208485677556322,1.001079229647413,1.080477096175742,1.1139316547199427
common_control_plant_replay,torch,46,4.6000000000000005,5,x1,tube,1.4169889137038016,1.4629005140287246,1.5073308225839228,1.508263525793605
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x1,tube,1.416921682133987,1.4628665190448586,1.5073636482970605,1.5083303147795242
common_control_plant_replay,torch,46,4.6000000000000005,5,x2,tube,1.253297530808362,1.3015483359400837,1.3402970030639874,1.3485085048971466
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x2,tube,1.2571171684997902,1.3051628116172325,1.3437138520614305,1.3519661156311638
common_control_plant_replay,torch,46,4.6000000000000005,5,x3,tube,0.9827020154708437,0.999262634811719,1.0173554292709004,1.0208608572708624
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x3,tube,0.9985413314214804,1.0150508832397627,1.0310095350406228,1.0352512901229278
common_control_plant_replay,torch,46,4.6000000000000005,5,x4,tube,0.9208485677317624,1.0010792296235806,1.080477096152023,1.1139316546963194
common_control_plant_replay,xiangru,46,4.6000000000000005,5,x4,tube,0.9208485677556322,1.001079229647413,1.0804770961757417,1.1139316547199427
common_control_plant_replay,torch,47,4.7,5,x1,endpoint,1.3620776746706835,1.4100489279010393,1.4549388788790998,1.4569083008518828
common_control_plant_replay,xiangru,47,4.7,5,x1,endpoint,1.3617550006672223,1.4096999332156954,1.45461262936563,1.4565569637229676
common_control_plant_replay,torch,47,4.7,5,x2,endpoint,1.3758587612063005,1.415294543713383,1.454297737838655,1.4561031760047374
common_control_plant_replay,xiangru,47,4.7,5,x2,endpoint,1.3746449191169356,1.4140233376810873,1.452855146607745,1.4546344509295257
common_control_plant_replay,torch,47,4.7,5,x3,endpoint,1.1342849942392714,1.1487201420099753,1.157559062569876,1.1639058822028172
common_control_plant_replay,xiangru,47,4.7,5,x3,endpoint,1.1342849942699544,1.1487201420406614,1.1575590626005312,1.1639058822335182
common_control_plant_replay,torch,47,4.7,5,x4,endpoint,0.7677414156667146,0.8550949439428285,0.939967737530371,0.9750150222716103
common_control_plant_replay,xiangru,47,4.7,5,x4,endpoint,0.7677414156958935,0.8550949439719826,0.9399677375593615,0.9750150223004805
common_control_plant_replay,torch,47,4.7,5,x1,tube,1.3553750079791136,1.4038417189128292,1.4489659904008254,1.4510508353382021
common_control_plant_replay,xiangru,47,4.7,5,x1,tube,1.355278870456676,1.4037104094184132,1.4488558751423153,1.4509117503967535
common_control_plant_replay,torch,47,4.7,5,x2,tube,1.308862066762615,1.3534135371077536,1.3918365515391091,1.396068615963617
common_control_plant_replay,xiangru,47,4.7,5,x2,tube,1.312592533183832,1.3569817844789167,1.395133956153583,1.399445091911149
common_control_plant_replay,torch,47,4.7,5,x3,tube,1.0428018190628594,1.058499220832289,1.0723311411607266,1.0771120230143332
common_control_plant_replay,xiangru,47,4.7,5,x3,tube,1.060396751415214,1.0764488219284003,1.087676522159057,1.0944513944225969
common_control_plant_replay,torch,47,4.7,5,x4,tube,0.7677414156666997,0.8550949439428146,0.9399677375303583,0.9750150222715981
common_control_plant_replay,xiangru,47,4.7,5,x4,tube,0.7677414156958935,0.8550949439719826,0.9399677375593615,0.9750150223004805
common_control_plant_replay,torch,48,4.800000000000001,5,x1,endpoint,1.3068172057011855,1.358202475609716,1.4040751796806046,1.4085310245216909
common_control_plant_replay,xiangru,48,4.800000000000001,5,x1,endpoint,1.306354743784182,1.357707371705745,1.403611940240197,1.408035430544171
common_control_plant_replay,torch,48,4.800000000000001,5,x2,endpoint,1.4374278339780404,1.477746803788901,1.5160859409378613,1.5221813776065303
common_control_plant_replay,xiangru,48,4.800000000000001,5,x2,endpoint,1.4361067022558478,1.4760884046223532,1.514086200490476,1.5202641816295404
common_control_plant_replay,torch,48,4.800000000000001,5,x3,endpoint,1.2202060599505478,1.2307191692677188,1.2437787718234,1.2497901109368765
common_control_plant_replay,xiangru,48,4.800000000000001,5,x3,endpoint,1.220206059987712,1.2307191693049435,1.2437787718606175,1.249790110974113
common_control_plant_replay,torch,48,4.800000000000001,5,x4,endpoint,0.6146342636014155,0.7070616216930999,0.799458378908475,0.8360983898466603
common_control_plant_replay,xiangru,48,4.800000000000001,5,x4,endpoint,0.614634263636255,0.7070616217278521,0.7994583789430809,0.8360983898811181
common_control_plant_replay,torch,48,4.800000000000001,5,x1,tube,1.2994027788589986,1.3513369112262288,1.397450383820092,1.402049818787093
common_control_plant_replay,xiangru,48,4.800000000000001,5,x1,tube,1.2991772360778353,1.3510702774244934,1.3972136970599245,1.4017770358210473
common_control_plant_replay,torch,48,4.800000000000001,5,x2,tube,1.3704101724264053,1.409965255122064,1.448994225858864,1.4507457754575848
common_control_plant_replay,xiangru,48,4.800000000000001,5,x2,tube,1.3739581390945974,1.4133774125679095,1.4521398655841506,1.4538978374487121
common_control_plant_replay,torch,48,4.800000000000001,5,x3,tube,1.1149344455163281,1.1288182648764848,1.1388749786786823,1.1447964357827956
common_control_plant_replay,xiangru,48,4.800000000000001,5,x3,tube,1.1342849942709543,1.1487201420416615,1.1575590626015313,1.1639058822345185
common_control_plant_replay,torch,48,4.800000000000001,5,x4,tube,0.6146342636013991,0.7070616216930843,0.7994583789084608,0.8360983898466465
common_control_plant_replay,xiangru,48,4.800000000000001,5,x4,tube,0.614634263636255,0.707061621727852,0.7994583789430811,0.8360983898811181
common_control_plant_replay,torch,49,4.9,5,x1,endpoint,1.2588811128901614,1.3131532921613742,1.3595605138511273,1.3664393543894695
common_control_plant_replay,xiangru,49,4.9,5,x1,endpoint,1.2582426030146117,1.31247582042747,1.3589257451505736,1.3657646008404654
common_control_plant_replay,torch,49,4.9,5,x2,endpoint,1.5009494034681323,1.5437957634046358,1.5821828156321152,1.5917019802353372
common_control_plant_replay,xiangru,49,4.9,5,x2,endpoint,1.4995605281309512,1.5416558294126188,1.5797140798739884,1.5892903397796534
common_control_plant_replay,torch,49,4.9,5,x3,endpoint,1.3133998389878025,1.3236090177313096,1.3447390760307099,1.3525008683165236
common_control_plant_replay,xiangru,49,4.9,5,x3,endpoint,1.3133998390318697,1.3236090177755557,1.3447390760750397,1.352500868360855
common_control_plant_replay,torch,49,4.9,5,x4,endpoint,0.46152711153587944,0.5576601679645846,0.6589490202863459,0.69718175742148
common_control_plant_replay,xiangru,49,4.9,5,x4,endpoint,0.46152711157671655,0.5576601680053819,0.6589490203269004,0.6971817574618555
common_control_plant_replay,torch,49,4.9,5,x1,tube,1.2508378119752428,1.3057135806685682,1.3523576993187658,1.3594068882796706
common_control_plant_replay,xiangru,49,4.9,5,x1,tube,1.250446209580462,1.3052676489286337,1.3519594820398668,1.358965093118834
common_control_plant_replay,torch,49,4.9,5,x2,tube,1.4319931391187444,1.4721325238311673,1.5104072392384216,1.5165371827075902
common_control_plant_replay,xiangru,49,4.9,5,x2,tube,1.4354332694490306,1.475323800019908,1.5132500974286527,1.5194483757966113
common_control_plant_replay,torch,49,4.9,5,x3,tube,1.1990998948312253,1.2095476030368628,1.2224592172234896,1.2280495240039846
common_control_plant_replay,xiangru,49,4.9,5,x3,tube,1.220206059988712,1.2307191693059436,1.2437787718616173,1.249790110975113
common_control_plant_replay,torch,49,4.9,5,x4,tube,0.4615271115358608,0.5576601679645676,0.6589490202863302,0.6971817574214645
common_control_plant_replay,xiangru,49,4.9,5,x4,tube,0.46152711157671655,0.557660168005382,0.6589490203269006,0.6971817574618557
common_control_plant_replay,torch,50,5.0,5,x1,endpoint,1.2186120801356366,1.275249820310325,1.3217128249830234,1.3309248165524978
common_control_plant_replay,xiangru,50,5.0,5,x1,endpoint,1.2177600149132546,1.2743411685635238,1.3208703325030202,1.3300348643282482
common_control_plant_replay,torch,50,5.0,5,x2,endpoint,1.5681453221352688,1.613079294147767,1.6525428342740627,1.6637471367611871
common_control_plant_replay,xiangru,50,5.0,5,x2,endpoint,1.5664217597314463,1.6104763022131023,1.6495849861708245,1.6608260097201173
common_control_plant_replay,torch,50,5.0,5,x3,endpoint,1.4142143345439728,1.4279991130662943,1.4566679863298235,1.4668477442624601
common_control_plant_replay,xiangru,50,5.0,5,x3,endpoint,1.4142143345957148,1.4279991131182137,1.456667986381898,1.466847744314523
common_control_plant_replay,torch,50,5.0,5,x4,endpoint,0.3084199594701056,0.4104426381292743,0.5195814434907882,0.5582651249960695
common_control_plant_replay,xiangru,50,5.0,5,x4,endpoint,0.30841995951727785,0.41044263817640025,0.5195814435376489,0.5582651250426929
common_control_plant_replay,torch,50,5.0,5,x1,tube,1.2100298879164761,1.2672751639821151,1.3140123195034992,1.323419691819114
common_control_plant_replay,xiangru,50,5.0,5,x1,tube,1.2094340628449312,1.2666167966677688,1.3134157427426176,1.3227721918479596
common_control_plant_replay,torch,50,5.0,5,x2,tube,1.4955728935781378,1.5379444545226693,1.5762421808308114,1.5857980192923171
common_control_plant_replay,xiangru,50,5.0,5,x2,tube,1.498918540998119,1.540823289627602,1.578826075559946,1.5884239829581335
common_control_plant_replay,torch,50,5.0,5,x3,tube,1.292044657572148,1.3010067905810745,1.3210185332533972,1.3289229830634843
common_control_plant_replay,xiangru,50,5.0,5,x3,tube,1.3133998390328698,1.3236090177765558,1.3447390760760396,1.3525008683618551
common_control_plant_replay,torch,50,5.0,5,x4,tube,0.30841995947008494,0.4104426381292552,0.5195814434907705,0.5582651249960522
common_control_plant_replay,xiangru,50,5.0,5,x4,tube,0.30841995951727785,0.41044263817640025,0.5195814435376489,0.5582651250426929
common_control_plant_replay,torch,51,5.1000000000000005,6,x1,endpoint,1.1942446896132817,1.2527152824729266,1.2985572811799004,1.3102425448419686
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x1,endpoint,1.194232433250455,1.252702982662421,1.2985458015716855,1.3102312121876674
common_control_plant_replay,torch,51,5.1000000000000005,6,x2,endpoint,1.6521414788905986,1.700569454410383,1.7421935952997223,1.7543545203241655
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x2,endpoint,1.6520422371659818,1.7004490220697275,1.7420675173355271,1.7542308292265498
common_control_plant_replay,torch,51,5.1000000000000005,6,x3,endpoint,1.6525755661314825,1.6961691663506562,1.7339624799589735,1.7451736931988344
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x3,endpoint,1.6525755661338062,1.6961691663529912,1.7339624799613125,1.7451736932011728
common_control_plant_replay,torch,51,5.1000000000000005,6,x4,endpoint,0.5402262746341202,0.6240495153076362,0.7120173063260323,0.7319224224469869
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x4,endpoint,0.5402262746366011,0.6240495153101041,0.7120173063284698,0.7319224224494136
common_control_plant_replay,torch,51,5.1000000000000005,6,x1,tube,1.190029887961968,1.248793454895748,1.2948578175391832,1.3066082209007672
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x1,tube,1.1901921487918057,1.248952108970453,1.2950141814179807,1.3067611214680617
common_control_plant_replay,torch,51,5.1000000000000005,6,x2,tube,1.5806871284176938,1.627351099154279,1.6673441420136472,1.67873505199322
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x2,tube,1.5841099127438123,1.630975020226475,1.6709029133870397,1.6822495996617621
common_control_plant_replay,torch,51,5.1000000000000005,6,x3,tube,1.5276803812915971,1.5613162662448907,1.5916909472763712,1.6005122235566427
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x3,tube,1.5387029937759698,1.5755029572284447,1.607104338174297,1.6160165130427058
common_control_plant_replay,torch,51,5.1000000000000005,6,x4,tube,0.4388076505404006,0.5395970120943437,0.6422627778099582,0.6656553193581176
common_control_plant_replay,xiangru,51,5.1000000000000005,6,x4,tube,0.45929579103302043,0.5605301031251883,0.6601996221459028,0.6822558372901439
common_control_plant_replay,torch,52,5.2,6,x1,endpoint,1.1672576662341183,1.2271333678777618,1.2729207369236826,1.28615984720819
common_control_plant_replay,xiangru,52,5.2,6,x1,endpoint,1.1672241248658493,1.227099532776024,1.2728879253710466,1.2861285661819704
common_control_plant_replay,torch,52,5.2,6,x2,endpoint,1.7221739891316932,1.7718036708878109,1.8143552757081851,1.8271908418900114
common_control_plant_replay,xiangru,52,5.2,6,x2,endpoint,1.7219958919295746,1.7715931120043273,1.8141416707585714,1.8269841690831883
common_control_plant_replay,torch,52,5.2,6,x3,endpoint,1.7581613763849697,1.8056575758877096,1.848983199439014,1.8621401968963887
common_control_plant_replay,xiangru,52,5.2,6,x3,endpoint,1.7581613763909045,1.805657575893682,1.8489831994449906,1.8621401969023639
common_control_plant_replay,torch,52,5.2,6,x4,endpoint,0.6211567582351514,0.6875926289724154,0.7638349905060734,0.7815890076037411
common_control_plant_replay,xiangru,52,5.2,6,x4,endpoint,0.6211567582412818,0.6875926289785329,0.7638349905121368,0.7815890076097836
common_control_plant_replay,torch,52,5.2,6,x1,tube,1.1623500557012563,1.222547100830954,1.2685682738817132,1.2818923652738503
common_control_plant_replay,xiangru,52,5.2,6,x1,tube,1.1625105521143917,1.2227034114262592,1.2687225108696134,1.2820434163588075
common_control_plant_replay,torch,52,5.2,6,x2,tube,1.648114966575353,1.6963109405921963,1.737969654096293,1.7501848254800083
common_control_plant_replay,xiangru,52,5.2,6,x2,tube,1.6518212952958014,1.7002120937836587,1.7418323547549714,1.7540003789352203
common_control_plant_replay,torch,52,5.2,6,x3,tube,1.639892901853971,1.680363157356246,1.716461048757859,1.7276205896635684
common_control_plant_replay,xiangru,52,5.2,6,x3,tube,1.652575566134806,1.6961691663539913,1.7339624799623126,1.7451736932021729
common_control_plant_replay,torch,52,5.2,6,x4,tube,0.5197381341414329,0.6031401257591237,0.6940804619900001,0.7153219045148727
common_control_plant_replay,xiangru,52,5.2,6,x4,tube,0.5402262746376012,0.6240495153111039,0.7120173063294698,0.7319224224504137
common_control_plant_replay,torch,53,5.300000000000001,6,x1,endpoint,1.1485929743800347,1.2097401372532097,1.2551104434754976,1.2692239688353943
common_control_plant_replay,xiangru,53,5.300000000000001,6,x1,endpoint,1.1485326263954025,1.2096813623679488,1.2550505828368952,1.2691671070358401
common_control_plant_replay,torch,53,5.300000000000001,6,x2,endpoint,1.793764034424618,1.8440011143900668,1.8872256286824576,1.9003733387018076
common_control_plant_replay,xiangru,53,5.300000000000001,6,x2,endpoint,1.7935290550905731,1.8437327171788054,1.8869685098824471,1.9001255842477422
common_control_plant_replay,torch,53,5.300000000000001,6,x3,endpoint,1.8188541906736242,1.8748337454335535,1.8968592671874318,1.9001416956479886
common_control_plant_replay,xiangru,53,5.300000000000001,6,x3,endpoint,1.818854190683638,1.8748337454435424,1.8968592671974231,1.9001416956579804
common_control_plant_replay,torch,53,5.300000000000001,6,x4,endpoint,0.7019165688726123,0.751135742636952,0.8156526746858775,0.8312555927602607
common_control_plant_replay,xiangru,53,5.300000000000001,6,x4,endpoint,0.7019165688827378,0.7511357426470621,0.815652674695904,0.8312555927702532
common_control_plant_replay,torch,53,5.300000000000001,6,x1,tube,1.1430386854790782,1.2045556494618772,1.250145715540596,1.264363595322229
common_control_plant_replay,xiangru,53,5.300000000000001,6,x1,tube,1.143190600956475,1.2047008533879584,1.2502903479907437,1.264505956882479
common_control_plant_replay,torch,53,5.300000000000001,6,x2,tube,1.7178057896639507,1.7671713119077639,1.809768886013297,1.822657411227288
common_control_plant_replay,xiangru,53,5.300000000000001,6,x2,tube,1.7217910487638357,1.771384339260429,1.8139443794258072,1.8267940857189862
common_control_plant_replay,torch,53,5.300000000000001,6,x3,tube,1.7438186603142272,1.787067089759791,1.8233288146351536,1.829265308971791
common_control_plant_replay,xiangru,53,5.300000000000001,6,x3,tube,1.7581613763919046,1.8056575758946818,1.8357304198445423,1.8426248388586854
common_control_plant_replay,torch,53,5.300000000000001,6,x4,tube,0.6006686177422229,0.6666832394236611,0.7458981461698049,0.7649884896713934
common_control_plant_replay,xiangru,53,5.300000000000001,6,x4,tube,0.6211567582422819,0.6875926289795329,0.7638349905131369,0.7815890076107834
common_control_plant_replay,torch,54,5.4,6,x1,endpoint,1.1383051187203916,1.1996823284715585,1.2450127424339192,1.2594806058573464
common_control_plant_replay,xiangru,54,5.4,6,x1,endpoint,1.1382173360539594,1.1995962119714396,1.2449231172179969,1.2593967785615032
common_control_plant_replay,torch,54,5.4,6,x2,endpoint,1.8662389087645912,1.9171353213499613,1.9554320960899565,1.9601901808333488
common_control_plant_replay,xiangru,54,5.4,6,x2,endpoint,1.8659733622346812,1.9168533372322418,1.9551716224721816,1.9599325801096668
common_control_plant_replay,torch,54,5.4,6,x3,endpoint,1.6931094390350387,1.7686141920237417,1.845104052508871,1.8718076241850197
common_control_plant_replay,xiangru,54,5.4,6,x3,endpoint,1.6931094390495383,1.7686141920382143,1.8451040525232714,1.8718076241993828
common_control_plant_replay,torch,54,5.4,6,x4,endpoint,0.7812652720470057,0.8146788563012458,0.8674703588654454,0.8809221779165475
common_control_plant_replay,xiangru,54,5.4,6,x4,endpoint,0.7812652720614672,0.814678856315691,0.8674703588797711,0.8809221779308232
common_control_plant_replay,torch,54,5.4,6,x1,tube,1.132155628918229,1.1939222291030491,1.2394947140877683,1.2540726229118881
common_control_plant_replay,xiangru,54,5.4,6,x1,tube,1.1322967302915787,1.1940594688626835,1.239626803820735,1.2542034349080124
common_control_plant_replay,torch,54,5.4,6,x2,tube,1.7890771765985911,1.8390212629965155,1.8821235901059523,1.895246871495286
common_control_plant_replay,xiangru,54,5.4,6,x2,tube,1.7933465774855515,1.843558778887892,1.8868141211102343,1.899978636078259
common_control_plant_replay,torch,54,5.4,6,x3,tube,1.68803850783035,1.7644175974284444,1.838404442242362,1.844378911897088
common_control_plant_replay,xiangru,54,5.4,6,x3,tube,1.6890629148693443,1.7654543926653976,1.8425096340023241,1.8573196520443684
common_control_plant_replay,torch,54,5.4,6,x4,tube,0.6811874050409739,0.7302263530879556,0.7977158303493732,0.8146550748276795
