checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6053998348375207,0.1,9,0.6725003993224712,passed
0.5,0.5817314703761072,0.5,49,0.6419780805305646,passed
1.0,0.20222096134204737,1.0,99,0.22075879557494665,passed
