figure,filters,generator_commit,grouping,row_count,series,source_files,source_sha256,x,y
figures/width_runtime.png,primary_numerical_eligible == True,0dfdf587ee0fb9cff374dbc41ecdf17dfa2bf781,tool,24,tool,PRIMARY_PARETO.csv,4cbfa10e4cf7545abe562ed197595434de68f800594ab49f6d0fe7403cc0edb1,steady_total_configuration_time_s,width_at_evaluation_time
