algorithmic_hardware_fair_comparison,all_native_validations_passed,backend,backend_status,compile_or_context_time_s,h,interpretation,median_full_configuration_time_s,median_successful_horizon,median_width_at_evaluation_time,message,requested_horizon,runtime_max_s,runtime_min_s,runtime_repetitions,speedup_vs_same_tool_cpu,system,tool,variant
False,True,jax_cpu,available,0.0,0.005,implementation/hardware throughput only,0.002194687520386651,0.25,0.0429775920432517,,0.25,0.002263917005620897,0.002163708966691047,10,1.0,coupled_quadratic,diffreach,restricted_quasi_window100_round5_selected
False,True,flowstar_cpu,available,0.0,0.005,implementation/hardware throughput only,0.29706135447486304,0.25,0.04296770088971223,,0.25,0.3005582920159213,0.2955427090055309,10,1.0,coupled_quadratic,flowstar,root_cause_order4_selected
False,True,torch_cpu,available,0.0,0.005,implementation/hardware throughput only,28.11912177040358,0.25,0.04296633789350131,,0.25,29.531892961764243,27.719714002974797,10,1.0,coupled_quadratic,torch_tm_flowpipe,order4_affine_reset_selected
False,,torch_cuda,unavailable,,0.005,implementation/hardware capability unavailable,,,,torch.cuda.is_available() is false,0.25,,,0,,coupled_quadratic,torch_tm_flowpipe,order4_affine_reset_selected
False,,jax_cuda,unavailable,,0.005,implementation/hardware capability unavailable,,,,installed JAX/JAXlib exposes no GPU device,0.25,,,0,,coupled_quadratic,diffreach,restricted_quasi_window100_round5_selected
