checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6052318615103132,0.1,9,0.6723289117920335,passed
0.5,0.5812274073277931,0.5,49,0.6414509126562703,passed
1.0,0.20147630107951964,1.0,99,0.21999097003705098,passed
