file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,5909,5909,0.067864081,0.226690581
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,29047,29047,0.059434187000000006,0.059434187000000006
~,0,<built-in method torch.any>,17987,17987,0.042391769,0.042391769
~,0,<built-in method torch.stack>,4829,4829,0.035946686000000005,0.035946686000000005
~,0,<built-in method torch.full_like>,13106,13106,0.034196012000000005,0.034196012000000005
~,0,<built-in method torch.min>,4066,4066,0.032505063,0.032505063
~,0,<built-in method torch.nextafter>,12777,12777,0.03102432,0.03102432
~,0,<built-in method torch.max>,4365,4365,0.030571312000000003,0.030571312000000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,1195,1195,0.027630216000000003,0.08010510300000001
~,0,<built-in method torch.isnan>,11818,11818,0.023798516000000002,0.023798516000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,1708,1708,0.023153853000000002,0.148573908
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,14047,14047,0.021056754,0.021056754
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,11820,11820,0.019577261000000002,0.07075840500000001
~,0,<built-in method unique_dim>,2,2,0.018009787000000003,0.018009787000000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,1400,1400,0.015736853000000002,0.084662411
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,4944,4944,0.015585244000000002,0.015585244000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,270,270,0.015090180000000002,0.063844861
~,0,<built-in method torch.all>,4982,4982,0.014853688,0.014853688
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,90,90,0.014359324000000001,0.031716503
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,1642,1642,0.011155595,0.015101360000000001
