scope,repeats,median_seconds,iqr_seconds,min_seconds,max_seconds,mean_seconds
steady_polynomial_rhs,10,0.15856448514387012,0.004777952563017607,0.1568975979462266,0.16678176075220108,0.16021877638995646
steady_local_time_integration,10,0.0179389794357121,0.0002928327303379774,0.017491312697529793,0.018453514203429222,0.01790617024526
steady_k2_polynomial_picard,10,0.3587277536280453,0.00367001723498106,0.35542157385498285,0.3673931835219264,0.35934510119259355
steady_full_step_including_remainder_validation,10,2.395434686448425,0.006966024404391646,2.3886363487690687,2.4086811058223248,2.396471473388374
endpoint_substitution_and_evaluation,10,0.02493508206680417,0.0002735094167292118,0.024812227115035057,0.025826554745435715,0.025083030853420497
full_tube_evaluation,10,0.015533401630818844,0.00028542964719235897,0.01508180983364582,0.01607942022383213,0.015519655775278807
affine_parameterization_composition,10,0.13617796637117863,0.00020558503456413746,0.1356834815815091,0.14326882176101208,0.13691900968551635
explicit_device_to_host_coefficient_transfer,10,8.379248902201653e-05,3.4172553569078445e-06,8.109398186206818e-05,0.00010536983609199524,8.572647348046303e-05
