run_id,mode,order,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_target_adaptive_order_8,flowstar_style,6,,,,,target_remainder,,0.0001,failed,472.12907700892538,185,2.2771582567640953,2.2807931646970334,0.0020171156691308999,0.0020171156691308999,,0,0.056250000000000008,114,185,114,44,0,Picard residual not subset of target remainder,24.885887268519369,24.885887268519369,0.0094877522677920233,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_target_cutoff_adaptive_order_8,flowstar_style,6,,,,,target_remainder,1e-10,0.0001,failed,466.73563062492758,185,2.2771582567640953,2.2807931646970334,0.0020171156691308999,0.0020171156691308999,,0,0.056250000000000008,114,185,114,44,0,Picard residual not subset of target remainder,24.885887268519369,24.885887268519369,0.0094877522677920233,0.00040000000000000007,Picard residual not subset of target remainder
