schema,step,time,time_hex,both_completed,qualification,flowstar_endpoint_x_width,torch_endpoint_x_width,flowstar_endpoint_y_width,torch_endpoint_y_width,flowstar_segment_tube_x_width,torch_segment_tube_x_width,flowstar_segment_tube_y_width,torch_segment_tube_y_width,eligibility,sample_count
flowstar_torch_fixed_schedule_width_figure_row_v1,27,0.27,0x1.147ae147ae148p-2,True,empirical_or_build_qualified_schedule_controlled,0.2660080356756984,0.26651523906470675,0.4719746539398102,0.47468597646993094,0.2799021402372823,0.2806583912332137,0.517802813676626,0.5408550777115964,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,28,0.28,0x1.1eb851eb851ecp-2,True,empirical_or_build_qualified_schedule_controlled,0.26259309581622103,0.2630906964909252,0.47458077565956036,0.47790204639743816,0.2760298442909357,0.27677427205681115,0.5202538644485866,0.5445104419678783,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,29,0.29,0x1.28f5c28f5c28fp-2,True,empirical_or_build_qualified_schedule_controlled,0.2590925911320934,0.25957513607327876,0.47637808220762845,0.48030384591544084,0.2720738297708316,0.27280074531668097,0.5218355245778002,0.5472476981307085,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,30,0.3,0x1.3333333333333p-2,True,empirical_or_build_qualified_schedule_controlled,0.2555148490758343,0.25597681933587246,0.4773841384929347,0.4819137801159241,0.2680430149908406,0.26874667378146766,0.5225682778340053,0.5490905218893812,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,31,0.31,0x1.3d70a3d70a3d7p-2,True,empirical_or_build_qualified_schedule_controlled,0.25186811185790536,0.2523073069257733,0.47762773135173675,0.4827571265143651,0.2639462032799411,0.2646241921304129,0.5224839537791317,0.5500659590168694,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,32,0.32,0x1.47ae147ae147bp-2,True,empirical_or_build_qualified_schedule_controlled,0.2482741687615444,0.24867730740303662,0.47713904265655427,0.48286748429131787,0.25990571418744257,0.2605446035814438,0.5216158746570417,0.5502101408141717,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,33,0.33,0x1.51eb851eb851fp-2,True,empirical_or_build_qualified_schedule_controlled,0.24464709172283294,0.2451488024488846,0.4759521277317611,0.4822770624353526,0.2558361182111091,0.25657042345553904,0.5200013083817568,0.5495580767071683,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,34,0.34,0x1.5c28f5c28f5c3p-2,True,empirical_or_build_qualified_schedule_controlled,0.2409853615848876,0.24159072859003206,0.4741006254414728,0.4810083304073597,0.25173636244809305,0.2525709931516906,0.5176771542203018,0.5481348091149133,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,35,0.35000000000000003,0x1.6666666666667p-2,True,empirical_or_build_qualified_schedule_controlled,0.237299245801587,0.23801004608553256,0.47222935689389145,0.47909689425585444,0.24761714793295653,0.24855371917410163,0.5152915183117747,0.5459794440006652,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,36,0.36,0x1.70a3d70a3d70ap-2,True,empirical_or_build_qualified_schedule_controlled,0.23359573632377506,0.23441337313766497,0.4703825361987557,0.47657340340058907,0.24348586738279088,0.24452563195630383,0.5128919026232501,0.5431264646735149,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,37,0.37,0x1.7ae147ae147aep-2,True,empirical_or_build_qualified_schedule_controlled,0.22987809089819788,0.23080706377806504,0.4679145944630344,0.47347203502612867,0.23934614656527908,0.24049346585262565,0.5098360086583716,0.5396137668831956,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,38,0.38,0x1.851eb851eb852p-2,True,empirical_or_build_qualified_schedule_controlled,0.22615270253736575,0.227197175004189,0.4648615030450347,0.4698278316665139,0.235204714032331,0.2364636258837205,0.5061630420372536,0.5354803029132812,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,39,0.39,0x1.8f5c28f5c28f6p-2,True,empirical_or_build_qualified_schedule_controlled,0.22242564459566672,0.22358945789703322,0.46125975241856176,0.46567618288448387,0.23106794663822283,0.2324421791546234,0.5019126743669909,0.5307657591638567,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,40,0.4,0x1.999999999999ap-2,True,empirical_or_build_qualified_schedule_controlled,0.21870265741441042,0.21998935358245553,0.45714608835741577,0.4610525936805795,0.2269418567879835,0.22843485134618335,0.4971247641518939,0.5255100759280253,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,41,0.41000000000000003,0x1.a3d70a3d70a3ep-2,True,empirical_or_build_qualified_schedule_controlled,0.2149891916154989,0.21640199123864345,0.45255934444913415,0.45599246079521244,0.22283213647852906,0.22444702539892858,0.49184117576466446,0.5197531856259499,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,42,0.42,0x1.ae147ae147ae1p-2,True,empirical_or_build_qualified_schedule_controlled,0.2112904159015241,0.21283218795063008,0.44753907273708526,0.45053087196237807,0.2187441659731375,0.22048380313218985,0.486104398266012,0.5135530628189546,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,43,0.43,0x1.b851eb851eb85p-2,True,empirical_or_build_qualified_schedule_controlled,0.2076111322575438,0.2092844553997415,0.4421170987680341,0.44470242157008155,0.2146829299875248,0.2165498297709123,0.4799490903169702,0.5069305793828135,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,44,0.44,0x1.c28f5c28f5c29p-2,True,empirical_or_build_qualified_schedule_controlled,0.20395584100403763,0.20576298924834213,0.43632790829809387,0.4385410744716432,0.21065308382044123,0.21264946500099313,0.4734124583856609,0.49992353255163113,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,45,0.45,0x1.ccccccccccccdp-2,True,empirical_or_build_qualified_schedule_controlled,0.20032874204143414,0.2022716860455105,0.4302069005508059,0.4320800467166962,0.2066589557531895,0.20878674497703575,0.46653250307549976,0.49256969239046106,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,46,0.46,0x1.d70a3d70a3d71p-2,True,empirical_or_build_qualified_schedule_controlled,0.1967337293779221,0.19881414736552006,0.423787572071446,0.4253515849705262,0.2027045427944969,0.2049653851673452,0.4593451975394677,0.48490581452257514,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,47,0.47000000000000003,0x1.e147ae147ae15p-2,True,empirical_or_build_qualified_schedule_controlled,0.19317439687170368,0.19539369938277007,0.4171023446645443,0.4183868823203117,0.19879351768748021,0.2011888011064058,0.45188531137788795,0.4769675208447671,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,48,0.48,0x1.eb851eb851eb8p-2,True,empirical_or_build_qualified_schedule_controlled,0.18965404514421658,0.19201338678569346,0.4101828304241576,0.4112160106327351,0.19492923712170862,0.19746010360632482,0.4441866729321505,0.46878921743031354,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,49,0.49,0x1.f5c28f5c28f5cp-2,True,empirical_or_build_qualified_schedule_controlled,0.18617569044214588,0.1886759395246651,0.40305940839777643,0.4038677255433263,0.19111475230303765,0.1937820671713788,0.43628189935362316,0.4604040347197885,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,50,0.5,0x1.0000000000000p-1,True,empirical_or_build_qualified_schedule_controlled,0.18274207059470648,0.18538385019478265,0.3957610808541201,0.3963695105821591,0.18735281615135002,0.19015720858695984,0.42820221636956657,0.45184381229891957,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,51,0.51,0x1.051eb851eb852p-1,True,empirical_or_build_qualified_schedule_controlled,0.1793556573646946,0.18213935731724717,0.3883155997688693,0.3887475365359152,0.183645894819638,0.18658776936761323,0.4199767203969478,0.44313818396433624,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,52,0.52,0x1.0a3d70a3d70a4p-1,True,empirical_or_build_qualified_schedule_controlled,0.17601866563952262,0.17894445554090077,0.38074932570166936,0.3810266081491371,0.1799961812535078,0.18307573030732316,0.41163345796237927,0.43431573018822167,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,53,0.53,0x1.0f5c28f5c28f6p-1,True,empirical_or_build_qualified_schedule_controlled,0.17273306400992472,0.17580090649317137,0.3730872006874022,0.37323015697427075,0.1764056058904624,0.1796228224458547,0.40319892794442963,0.42540348904386927,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,54,0.54,0x1.147ae147ae148p-1,True,empirical_or_build_qualified_schedule_controlled,0.16950058571320947,0.17271024979250527,0.36535273470719826,0.3653802328233214,0.1728758488805513,0.17623053935396937,0.39469807090152265,0.41642693997235114,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,55,0.55,0x1.199999999999ap-1,True,empirical_or_build_qualified_schedule_controlled,0.1663228217656556,0.16967388324462185,0.3575843925961392,0.3575043401010514,0.1694084344646014,0.17290022059367383,0.3861706594192671,0.40741723947032704,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,56,0.56,0x1.1eb851eb851ecp-1,True,empirical_or_build_qualified_schedule_controlled,0.16320107788918126,0.16669359933665606,0.34980469708998174,0.3496872805681082,0.16600458910981075,0.169633604881247,0.3776404050878439,0.3984661608922745,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,57,0.5700000000000001,0x1.23d70a3d70a3ep-1,True,empirical_or_build_qualified_schedule_controlled,0.1601363459944365,0.16376963395587296,0.34201233002735415,0.341877385442905,0.16266521416035684,0.16643082247675012,0.369107064039645,0.38952078835144227,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,58,0.58,0x1.28f5c28f5c28fp-1,True,empirical_or_build_qualified_schedule_controlled,0.15713032497870838,0.16090589308533354,0.3343045606795442,0.33440147639943396,0.15939190775779277,0.16329577640659254,0.36066886993896796,0.3809292497525203,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,59,0.59,0x1.2e147ae147ae1p-1,True,empirical_or_build_qualified_schedule_controlled,0.15418595238797006,0.15810019996272695,0.326923707366494,0.32700107869223266,0.1561874975776778,0.16022610308704577,0.35256900050822737,0.37241923179978365,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,60,0.6,0x1.3333333333333p-1,True,empirical_or_build_qualified_schedule_controlled,0.1513006382360922,0.15535237965967585,0.3195696919132799,0.3196294568337271,0.15304927567330795,0.15722149528077534,0.34450813707714184,0.3639426308635526,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,61,0.61,0x1.3851eb851eb85p-1,True,empirical_or_build_qualified_schedule_controlled,0.14847475977544677,0.15266272763347866,0.3122489141110399,0.31229942835378577,0.14997749421926354,0.15428212670369623,0.3364933442573895,0.3555143550062467,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,62,0.62,0x1.3d70a3d70a3d7p-1,True,empirical_or_build_qualified_schedule_controlled,0.14570857341636545,0.15003140557765793,0.3049741385537966,0.30502276656911426,0.14697227835130589,0.151408030719703,0.3285379620589811,0.3471481011891111,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,63,0.63,0x1.428f5c28f5c29p-1,True,empirical_or_build_qualified_schedule_controlled,0.14300219904196543,0.14745845121077927,0.29775702547127153,0.29781023793511463,0.14403361134872972,0.14859911101292034,0.32065414201936104,0.3388563970332164,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,64,0.64,0x1.47ae147ae147bp-1,True,empirical_or_build_qualified_schedule_controlled,0.14035563308024934,0.14494379626431608,0.29060819662432136,0.2906724833010004,0.14116134852113182,0.1458551606619336,0.31285291836868084,0.33065153826012655,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,65,0.65,0x1.4cccccccccccdp-1,True,empirical_or_build_qualified_schedule_controlled,0.13776875705241398,0.1424872610707879,0.2835374156830114,0.2836186223267624,0.1383552265189778,0.14317585707304992,0.3051443936136632,0.32254411153815543,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,66,0.66,0x1.51eb851eb851fp-1,True,empirical_or_build_qualified_schedule_controlled,0.1352413485827737,0.1400885551616995,0.27655350821061475,0.2766560489790305,0.1356148750541959,0.14056076306369913,0.2975376636310656,0.3145421972136919,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,67,0.67,0x1.570a3d70a3d71p-1,True,empirical_or_build_qualified_schedule_controlled,0.13277308671558563,0.13774731127977358,0.26966406411220645,0.2697925022122637,0.1329398228771741,0.1380093623206351,0.29004052510206263,0.3066541623912246,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,68,0.68,0x1.5c28f5c28f5c3p-1,True,empirical_or_build_qualified_schedule_controlled,0.13036356086278422,0.13546308849806898,0.2628775804690349,0.2630333770056962,0.13059448021580033,0.13578603570556225,0.28266162318596977,0.2988888503063005,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,69,0.6900000000000001,0x1.6147ae147ae15p-1,True,empirical_or_build_qualified_schedule_controlled,0.1280122816324043,0.1332353663167647,0.25619947475960175,0.25638423735718013,0.12843239854234767,0.13374430433789541,0.27540646952960757,0.29125199901924204,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,70,0.7000000000000001,0x1.6666666666667p-1,True,empirical_or_build_qualified_schedule_controlled,0.12571906239141883,0.13106392146563506,0.24967201154825974,0.24988569806993532,0.12632283764921848,0.1317534026325735,0.26831737641876746,0.2837866686818379,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,71,0.71,0x1.6b851eb851eb8p-1,True,empirical_or_build_qualified_schedule_controlled,0.1234868637368507,0.12895165885049953,0.2436383533326564,0.24389188125297917,0.12426891223118508,0.12981649575823617,0.26173750201629825,0.2768688833921535,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,72,0.72,0x1.70a3d70a3d70ap-1,True,empirical_or_build_qualified_schedule_controlled,0.12131069574481512,0.1268934520643934,0.23769156665469865,0.23796909010622325,0.12226578584181613,0.12792847805831098,0.25525987106104053,0.270038835802988,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,73,0.73,0x1.75c28f5c28f5cp-1,True,empirical_or_build_qualified_schedule_controlled,0.11918965245749091,0.12488858749373799,0.2318188131522499,0.2321230135476779,0.12031270502757341,0.12608878898100206,0.24887156616756345,0.26330284333878295,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,74,0.74,0x1.7ae147ae147aep-1,True,empirical_or_build_qualified_schedule_controlled,0.117122976904114,0.12293630953162293,0.22602550846190056,0.2263586998096715,0.1184090640318205,0.12429682450007884,0.24257789042169947,0.2566664888336864,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,75,0.75,0x1.8000000000000p-1,True,empirical_or_build_qualified_schedule_controlled,0.11510987090122038,0.12103582586705697,0.22031643845533977,0.2206805975595395,0.11655421431189206,0.12255194213371445,0.23638348710155863,0.2501346675316201,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,76,0.76,0x1.851eb851eb852p-1,True,empirical_or_build_qualified_schedule_controlled,0.11314950027730841,0.11918631246722278,0.21469594608807385,0.21509258711531348,0.11474746951231207,0.12085346568887445,0.2302925298038085,0.24371162428862997,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,77,0.77,0x1.8a3d70a3d70a4p-1,True,empirical_or_build_qualified_schedule_controlled,0.11124100036157247,0.11738889513908424,0.2091676484226788,0.2095980315857168,0.11298811073181136,0.11920266667868429,0.22430844254001908,0.2374010119014422,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,78,0.78,0x1.8f5c28f5c28f6p-1,True,empirical_or_build_qualified_schedule_controlled,0.10938348030973644,0.11564606378594955,0.20373437232764302,0.20420007326864836,0.11127539065515424,0.1176021784043908,0.21843383830806637,0.23120620829235894,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,79,0.79,0x1.947ae147ae148p-1,True,empirical_or_build_qualified_schedule_controlled,0.10757602743400962,0.1139517566938244,0.19839871495029965,0.19890240940382264,0.10960853771490031,0.11604608006761996,0.21267108224212858,0.22513113703830462,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,80,0.8,0x1.999999999999ap-1,True,empirical_or_build_qualified_schedule_controlled,0.1058177113528862,0.11230530025468943,0.19316296071309721,0.1937314179797522,0.10798676009693153,0.11453384337154149,0.2070222110964628,0.21920372241832978,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,81,0.81,0x1.9eb851eb851ecp-1,True,empirical_or_build_qualified_schedule_controlled,0.10410758817704524,0.11070550431574211,0.18802878714852642,0.18866322495468243,0.10640924980422395,0.11306440580995702,0.20148864138492575,0.21339859758864582,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,82,0.8200000000000001,0x1.a3d70a3d70a3ep-1,True,empirical_or_build_qualified_schedule_controlled,0.10244483316962771,0.10915142707999759,0.18302362834562325,0.183698893543086,0.10487531521540983,0.11163695793185613,0.19609753495636303,0.2077168003336625,common_prefix_only_flowstar_build_qualification_open,1
