schema,step,time,time_hex,both_completed,qualification,flowstar_endpoint_x_width,torch_endpoint_x_width,flowstar_endpoint_y_width,torch_endpoint_y_width,flowstar_segment_tube_x_width,torch_segment_tube_x_width,flowstar_segment_tube_y_width,torch_segment_tube_y_width,eligibility,sample_count
flowstar_torch_fixed_schedule_width_figure_row_v1,1,0.01,0x1.47ae147ae147bp-7,True,empirical_or_build_qualified_schedule_controlled,0.301112793636261,0.30089849698777327,0.12263376681992,0.1213342911693931,0.32524536254432035,0.32524722193229505,0.1494059114443438,0.1494274734969525,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,2,0.02,0x1.47ae147ae147bp-6,True,empirical_or_build_qualified_schedule_controlled,0.3022230343733723,0.3020166427157278,0.14404234872375543,0.1432519877636227,0.3260955232325162,0.3261092620483743,0.1723166248640715,0.17327419913897124,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,3,0.03,0x1.eb851eb851eb8p-6,True,empirical_or_build_qualified_schedule_controlled,0.30311884306795456,0.30292982399813373,0.16522189738725235,0.16486581501221842,0.3267160623411043,0.32675113856936977,0.19496059348020145,0.19686236390329803,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,4,0.04,0x1.47ae147ae147bp-5,True,empirical_or_build_qualified_schedule_controlled,0.30379381402811156,0.30363580212942076,0.18606115297876302,0.18610413770933665,0.32710092722495854,0.32717083938323444,0.21722185841426134,0.22008102365398985,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,5,0.05,0x1.999999999999ap-5,True,empirical_or_build_qualified_schedule_controlled,0.30424759468779006,0.304132919375959,0.2065084132170143,0.2068971105447317,0.32725016612628455,0.3273670892245899,0.23904420226201628,0.24285320716529624,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,6,0.06,0x1.eb851eb851eb8p-5,True,empirical_or_build_qualified_schedule_controlled,0.3044958154392772,0.30442011544086767,0.22649398053541292,0.22717723483451246,0.3271798563428179,0.32733925640374273,0.2603536300982374,0.2651040557352231,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,7,0.07,0x1.1eb851eb851ecp-4,True,empirical_or_build_qualified_schedule_controlled,0.30452656309051673,0.3044969404597606,0.24595159477371897,0.24687988941502148,0.32687857567449075,0.3270873639791583,0.281079834037393,0.2867614170039743,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,8,0.08,0x1.47ae147ae147bp-4,True,empirical_or_build_qualified_schedule_controlled,0.30434058237284645,0.3043635637275446,0.26482110422609706,0.2659438309953819,0.32634760159165643,0.3266120963367738,0.301158893755062,0.30775641219699823,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,9,0.09,0x1.70a3d70a3d70ap-4,True,empirical_or_build_qualified_schedule_controlled,0.30393928127802616,0.30402077810370187,0.2830458750595146,0.28431165505267386,0.3255889139256154,0.32591480114227633,0.3205307125977699,0.3280239668632339,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,10,0.1,0x1.999999999999ap-4,True,empirical_or_build_qualified_schedule_controlled,0.3033247020932788,0.3034700000284669,0.3005690922824702,0.30193021831725253,0.3246051629761031,0.3249974866214651,0.33913534212079277,0.3475033050938747,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,11,0.11,0x1.c28f5c28f5c29p-4,True,empirical_or_build_qualified_schedule_controlled,0.3025331304219534,0.30271326510644725,0.31742534089053986,0.31875101754706003,0.3234332753529239,0.32386281415100937,0.3570045833926476,0.3661384006837025,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,12,0.12,0x1.eb851eb851eb8p-4,True,empirical_or_build_qualified_schedule_controlled,0.30153823432200766,0.3017532192314514,0.333531007351612,0.33473065148168346,0.3220475897166426,0.322514086162047,0.3740524049995415,0.38387851081210167,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,13,0.13,0x1.0a3d70a3d70a4p-3,True,empirical_or_build_qualified_schedule_controlled,0.3003435946975985,0.3005931068846952,0.3488002245656574,0.3498307656338686,0.32045238358893435,0.3209552310419639,0.390190900717168,0.40067819501409185,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,14,0.14,0x1.1eb851eb851ecp-3,True,empirical_or_build_qualified_schedule_controlled,0.2989535885211616,0.2992367521303301,0.363197527617908,0.36401835252339354,0.3186527528472567,0.31919078051384275,0.4053829540658993,0.41650038887909635,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,15,0.15,0x1.3333333333333p-3,True,empirical_or_build_qualified_schedule_controlled,0.29737313492189266,0.2976885515622061,0.3766928844374542,0.3772674077379865,0.3166543539784068,0.3172258591054915,0.41959727382399903,0.4313108152630021,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,16,0.16,0x1.47ae147ae147bp-3,True,empirical_or_build_qualified_schedule_controlled,0.2956076677218371,0.29595340865842346,0.3892618877547571,0.3895550939919108,0.3144633727115069,0.31506611414891306,0.43280858691959634,0.4450800919200517,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,17,0.17,0x1.5c28f5c28f5c3p-3,True,empirical_or_build_qualified_schedule_controlled,0.2936630967130234,0.2940367534849584,0.40088482158492655,0.4008664820700818,0.31208648136323935,0.3127177323315171,0.44499670201791375,0.45778782966372744,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,18,0.18,0x1.70a3d70a3d70ap-3,True,empirical_or_build_qualified_schedule_controlled,0.2915458087221956,0.2919444833936853,0.4115476087429317,0.41119108993756903,0.30953083598068476,0.3101873760744165,0.4561474738245288,0.4694186205558215,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,19,0.19,0x1.851eb851eb852p-3,True,empirical_or_build_qualified_schedule_controlled,0.2892624410706286,0.2896830092892586,0.4212418473873436,0.420522672042442,0.3068038459268516,0.30748222591249186,0.4662527661056415,0.4799617811919412,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,20,0.2,0x1.999999999999ap-3,True,empirical_or_build_qualified_schedule_controlled,0.28682074559459325,0.2872591930656361,0.42998654576978,0.4288813113806602,0.3039140341103088,0.3046099178813517,0.4753322219949099,0.4894343118852442,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,21,0.21,0x1.ae147ae147ae1p-3,True,empirical_or_build_qualified_schedule_controlled,0.2842338389799681,0.2846919337866367,0.43838059912090843,0.43743862463911265,0.3008752836459998,0.3015903306106875,0.4839857236647196,0.4990474209164777,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,22,0.22,0x1.c28f5c28f5c29p-3,True,empirical_or_build_qualified_schedule_controlled,0.281507139896084,0.28198489843183516,0.4462001604204504,0.4458279967287224,0.2976937714632053,0.29842784184272264,0.4919907365112275,0.5084216452053278,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,23,0.23,0x1.d70a3d70a3d71p-3,True,empirical_or_build_qualified_schedule_controlled,0.27864515763666087,0.2791384081468702,0.4531117509897209,0.4533393858881807,0.2943747535963175,0.2951233981550223,0.49901539863005384,0.5168195120187771,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,24,0.24,0x1.eb851eb851eb8p-3,True,empirical_or_build_qualified_schedule_controlled,0.27565595019692135,0.2761602025669465,0.45912231255321223,0.45997379136148653,0.29092702011195537,0.2916854753356337,0.5050685498563852,0.5242402253728553,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,25,0.25,0x1.0000000000000p-2,True,empirical_or_build_qualified_schedule_controlled,0.27254773915081043,0.273058205511997,0.4642460495032352,0.46573636576793076,0.2873595909900586,0.2881228009104615,0.5101917293333413,0.5307128812849244,common_prefix_only_flowstar_build_qualification_open,1
flowstar_torch_fixed_schedule_width_figure_row_v1,26,0.26,0x1.0a3d70a3d70a4p-2,True,empirical_or_build_qualified_schedule_controlled,0.26932902865757957,0.2698404908613754,0.4685350138123967,0.4706361679935567,0.28368171632655104,0.2844442011545747,0.5144549007786867,0.5362613814739736,common_prefix_only_flowstar_build_qualification_open,1
