step,time,decision,minimum_target_margin,model_remainder_width_max,parameterization_remainder_width_max,scale_max,inverse_scale_max,endpoint_width_max,tube_width_max,composition_ledger_width_max
1,0.0,accept,0.009093346275216829,0.0,0.0,0.018750000000000044,159.9999999744034,0.03784024217532855,0.062460370610349036,0.0018132653627703113
2,0.01,accept,0.009084593394371994,0.001813303460219406,0.0,0.018906514395486584,123.45739902484056,0.03819617453316515,0.06254187229289965,0.21224540672134865
3,0.02,accept,0.009076810995024104,0.0018308100591023953,0.21224540672134865,0.019057791279391847,100.33161727181125,0.03853960490589392,0.06633595313659013,0.336434648061677
4,0.03,accept,0.009070005641399483,0.001846375693242803,0.336434648061677,0.01920373159968954,84.41634559923938,0.038870364113239075,0.07224158182022888,0.4187869734337404
5,0.04,accept,0.009064188370293004,0.0018599872201050713,0.4187869734337404,0.019344249982060312,72.82153759593575,0.03918832921674098,0.07800068545329797,0.47799931878549673
6,0.05,accept,0.009059362183918292,0.0018716225525054941,0.47799931878549673,0.019479275441788478,64.01948402699153,0.04001729175819646,0.08359534808246583,0.5230778349357984
7,0.06,accept,0.009055525081894616,0.001881275591103404,0.5230778349357984,0.019631195194975255,57.126744922331675,0.04431415351189161,0.08900872091735268,0.5588968003985736
8,0.07,accept,0.009052672277027975,0.0018889491011091076,0.5588968003985736,0.021723564967177034,51.59694902102957,0.04850181813029275,0.09422510895729452,0.5883247559140916
9,0.08,accept,0.009050794240526518,0.0018946540811006648,0.5883247559140916,0.0237590406863058,50.453275872136395,0.05256811928804295,0.09923009652284165,0.613160288412593
10,0.09,accept,0.009049877659994184,0.0018984095974934273,0.613160288412593,0.025731840457559912,50.18181012116365,0.05650203301130774,0.10401093001869288,0.6345886226877266
11,0.1,accept,0.009049905511885434,0.001900242282211492,0.6345886226877266,0.027636617272029294,49.92713474513502,0.06029435511663861,0.10855719810627207,0.653422718923533
12,0.11,accept,0.009050857268053273,0.0019001861876719625,0.653422718923533,0.02946848446932263,49.68840768688025,0.06393395519872302,0.1128570828328741,0.6702391120075774
13,0.12,accept,0.009052709090944383,0.001898282373635013,0.6702391120075774,0.03122304585813364,49.46479511521243,0.06741234547244623,0.11690194682966792,0.6854581715375327
14,0.13,accept,0.009055433554316048,0.00189457851681307,0.6854581715375327,0.032896417298025345,49.25547154380479,0.07072208907921373,0.12068466180246751,0.6993937625827671
15,0.14,accept,0.00905900143779526,0.0018891294694863984,0.6993937625827671,0.034485240577456756,49.059620243725924,0.07385682290085982,0.12419965123047483,0.7122851434520531
16,0.15,accept,0.009063380844783465,0.0018819936704800575,0.7122851434520531,0.03598669089745381,48.876433668525706,0.07681127061461601,0.1274428978497033,0.7243179884090795
17,0.16,accept,0.009068537421294263,0.0018732349094896456,0.7243179884090795,0.03739847971608737,48.70511397386373,0.07958124429892077,0.13041190426238414,0.7356387092910013
18,0.17,accept,0.009074434849371532,0.0018629218895747609,0.7356387092910013,0.038718852070189665,48.54487366827718,0.08216363449639297,0.1331056535557602,0.7463644205321178
