step,time,decision,minimum_target_margin,model_remainder_width_max,parameterization_remainder_width_max,scale_max,inverse_scale_max,endpoint_width_max,tube_width_max,composition_ledger_width_max
18,0.17,accept,0.009073973847262799,0.001863700834866218,0.7603448285287617,0.03968883318348257,48.221522031687414,0.08415877836224883,0.13510079742161607,0.7746293896492737
19,0.18,accept,0.009080490057868828,0.001852049432721325,0.7746293896492737,0.04108272635622218,48.010904630167154,0.08689067235429593,0.13785883927335596,0.788338221457284
20,0.19,accept,0.00908765126078195,0.0018390173345319808,0.788338221457284,0.04239850562170945,47.80300792075964,0.0894605518849918,0.14042799506655945,0.8017556077161025
21,0.2,accept,0.009095421975142522,0.0018246953193867444,0.8017556077161025,0.04366195306608065,47.60006806132612,0.09193281428922861,0.14277857254453696,0.8149659251079268
22,0.21,accept,0.009103767994503784,0.0018091543405382574,0.8149659251079268,0.044924733782640426,47.40175956508706,0.09442289480000854,0.14488700866225002,0.8280127821118347
23,0.22,accept,0.009112648285488856,0.001792462802356079,0.8280127821118347,0.04618395415169481,47.207612555600114,0.09690529241332202,0.1467564176514775,0.8409307754823039
24,0.23,accept,0.00912202169895029,0.0017747027627950953,0.8409307754823039,0.04743698686347918,47.017195099392396,0.0993933617174576,0.14839184106421954,0.8537473539920064
25,0.24,accept,0.009131846710969928,0.0017559565112649513,0.8537473539920064,0.0486928311465529,46.83007333351056,0.1018916200593829,0.14979861121779603,0.8664841216797632
26,0.25,accept,0.009142083075822864,0.001736306069318117,0.8664841216797632,0.0499322996111245,46.64580867268822,0.10433414448528877,0.15099577065579028,0.879157867445806
27,0.26,accept,0.009152690826958878,0.0017158327244121189,0.879157867445806,0.051106404002219274,46.46077896710634,0.10664410053011153,0.1522978329503435,0.8917813877612539
28,0.27,accept,0.009161890018406017,0.0016946165995024203,0.8917813877612539,0.05221419564968366,46.273801319957236,0.10881983840665721,0.15372629956170214,0.9043641512051666
29,0.28,accept,0.009168477813896016,0.001676218207757697,0.9043641512051666,0.053254994168127165,46.08414043468513,0.11086025876488104,0.15530486479906425,0.9169128457692699
30,0.29,accept,0.009174189486362533,0.0016630424451429776,0.9169128457692699,0.05422837975238523,45.891111064006225,0.11276431028370282,0.15697819571429705,0.9294318720179369
31,0.3,accept,0.009180407514925909,0.0016516186536108556,0.9294318720179369,0.05513418331363392,45.694081599126,0.11453194605323658,0.1587443877425394,0.9419236139253127
32,0.31,accept,0.009187108712348025,0.001639182114398828,0.9419236139253127,0.055972485117538384,45.492477277116734,0.11616356377371728,0.16032194482796802,0.9543887960504149
33,0.32,accept,0.009194265853646598,0.0016257792087503867,0.9543887960504149,0.05674358597982779,45.28577929209718,0.1176600137941799,0.16170419410066317,0.9668267503790304
34,0.33,accept,0.009201848401179887,0.0016114643934693716,0.9668267503790304,0.057447997685259516,45.07353098823327,0.11902255220523217,0.1628948447864118,0.979235639339135
35,0.34,accept,0.009209825758948237,0.0015962987506316798,0.979235639339135,0.058086432150695186,44.85534877008712,0.1202528121855353,0.1638981311282488,0.991612660391793
36,0.35000000000000003,accept,0.009218167057032815,0.001580343478870269,0.991612660391793,0.05865978633185949,44.62973738703614,0.1213527756106807,0.1647187601745279,1.003954206169361
37,0.36,accept,0.009226841316161954,0.0015636603248591926,1.003954206169361,0.05916912780863806,44.394126461293254,0.12234051031971949,0.1653776255556283,1.0162560116885944
38,0.37,accept,0.009235819743382525,0.0015463112542076236,1.0162560116885944,0.059615681133733986,44.151599719365386,0.12334780394666911,0.16600941839514172,1.028513261124866
39,0.38,accept,0.009245073034753764,0.0015283538572705715,1.028513261124866,0.060000806847351075,43.90205413899559,0.12422502623872811,0.16646746748986652,1.0407207120091757
40,0.39,accept,0.00925457242396339,0.001509846747099637,1.0407207120091757,0.060325988964727406,43.645450547742705,0.124974982439642,0.16675757152229453,1.0528727917038894
41,0.4,accept,0.009264290087458271,0.0014908474609819258,1.0528727917038894,0.060592819904315975,43.38181139595306,0.1256007430246171,0.16688580874912595,1.0649636821091084
42,0.41000000000000003,accept,0.009274198955279672,0.0014714116501489856,1.0649636821091084,0.06080298546491151,43.11121799555527,0.1261056458715013,0.1668585203794425,1.0769873940741255
43,0.42,accept,0.00928427293075593,0.0014515934580890209,1.0769873940741255,0.060958250568432064,42.83380707031362,0.12649314219735341,0.16668213907281526,1.088937832739039
44,0.43,accept,0.009294486865629515,0.0014314450811554044,1.088937832739039,0.061060445441296386,42.54976752385073,0.12676690121054057,0.16636327758187008,1.1008088565258898
45,0.44,accept,0.009304816720225097,0.0014110168183163534,1.1008088565258898,0.06111145253245677,42.25933622041612,0.12693069695370873,0.1659086010636266,1.1125943249491095
46,0.45,accept,0.009315239510933406,0.001390356750831773,1.1125943249491095,0.06111319404749424,41.9627936655553,0.12698843047163866,0.1653248362189602,1.1242881412959747
47,0.46,accept,0.00932573337074133,0.0013695108473061276,1.1242881412959747,0.06106762034524839,41.66045949218215,0.1269441479889366,0.16461877794880309,1.1358843250572153
48,0.47000000000000003,accept,0.009336276635497454,0.0013485228426551353,1.1358843250572153,0.060976699103683876,41.35268779351332,0.12680447152230978,0.1637997099360441,1.147376992220413
49,0.48,accept,0.00934685078788846,0.0013274360656065683,1.147376992220413,0.0608424062400255,41.039862387295614,0.12657084848005218,0.16287164567280532,1.158759631121311
50,0.49,accept,0.009357437488727248,0.001306287550783079,1.158759631121311,0.06066671470303064,40.72427751246747,0.1262473616239994,0.16184113126059008,1.170026619801519
51,0.5,accept,0.009368019575159158,0.0012851139761656466,1.170026619801519,0.0604515871129266,40.41052951513303,0.1258380988591642,0.16071460938830262,1.181173391497809
52,0.51,accept,0.009378581051556317,0.001263949666720931,1.181173391497809,0.060198968187895066,40.09322671707905,0.12534712728420944,0.15949838885090656,1.1921947466843124
53,0.52,accept,0.009389107073863283,0.001242826612653759,1.1921947466843124,0.059910777963429265,39.772583916280716,0.1247784798570431,0.15819862788465144,1.2157188452152385
54,0.53,accept,0.009399583928149966,0.0012217745007569898,1.2157188452152385,0.05958890577897809,39.44902491064936,0.12413614090630198,0.15682131746535077,1.24052827203099
55,0.54,accept,0.009409998957430466,0.0012008207573460817,1.24052827203099,0.059235205002386715,39.12297902744392,0.12342403348101999,0.15537247066606663,1.2648000131396082
56,0.55,accept,0.009420340588376415,0.0011799906946605141,1.2648000131396082,0.05885150625983465,38.79487766647514,0.12264621564124634,0.15385803541563753,1.2885201703479146
57,0.56,accept,0.00943059726010332,0.0011593074574606464,1.2885201703479146,0.05844234917945726,38.46515109133241,0.1218122834753419,0.1522888898059126,1.3116773141659661
58,0.5700000000000001,accept,0.009440760260142463,0.0011387941633686205,1.3116773141659661,0.05800753893535307,38.134225484880375,0.12092159088205534,0.15066591771170534,1.3342623948026897
59,0.58,accept,0.009450819107024215,0.0011184682367156992,1.3342623948026897,0.057547733842568935,37.802520274062054,0.11997569757066662,0.14899209292006543,1.3562686386030143
60,0.59,accept,0.009460768150929402,0.0010983506391013548,1.3562686386030143,0.057064549692521824,37.47044572967637,0.11897807446953759,0.14727218711808457,1.3776914365157549
61,0.6,accept,0.009470601113458136,0.0010784526680172307,1.3776914365157549,0.056559546926501614,37.13840085563803,0.11793208594743956,0.1455107551937136,1.3985282192568245
62,0.61,accept,0.009480312086306609,0.001058786878115369,1.3985282192568245,0.05603423088804612,36.80677163993155,0.1168423965756964,0.1437135454994163,1.4187783279977202
63,0.62,accept,0.00948989592971402,0.0010393650838751622,1.4187783279977202,0.05549005139839435,36.475929466747864,0.11571108928916901,0.14188362186313014,1.438442880941969
64,0.63,accept,0.009499348271010118,0.0010201975627281963,1.438442880941969,0.054928402244004054,36.14622986148767,0.11454070452755821,0.1400244068594468,1.4575246372951014
65,0.64,accept,0.009508647473587414,0.0010012930579795306,1.4575246372951014,0.05439242692660701,35.818011467258394,0.11341787960902132,0.13822332552966682,1.4760278605042303
66,0.65,accept,0.009509010919790084,0.0009826948088557013,1.4760278605042303,0.053859609427481574,35.49159525396173,0.11229776706978772,0.1364362282264055,1.4939581855634274
67,0.66,accept,0.009502380603610543,0.0009819716669834402,1.4939581855634274,0.05330805197313634,35.16728394656071,0.11113675595839875,0.134620116518719,1.5113224885783403
68,0.67,accept,0.009496054188786237,0.0009952323929803735,1.5113224885783403,0.05273914226667702,34.845361529844205,0.10993784572380585,0.1327785217496163,1.5281287500292975
69,0.68,accept,0.00949002309870615,0.001007885303720756,1.5281287500292975,0.05215421123571784,34.52609281210279,0.10870392108287077,0.13091478458929176,1.5443859255310306
70,0.6900000000000001,accept,0.00948427870788117,0.0010199475529193511,1.5443859255310306,0.051554532996767086,34.20972355358379,0.10743774869367942,0.12903205637324855,1.5601038253236372
71,0.7000000000000001,accept,0.009478812863491505,0.001031436392058847,1.5601038253236372,0.05094132543830422,33.89648094884984,0.10614197639658257,0.12713330295473246,1.575292999467111
72,0.71,accept,0.00947361723727421,0.0010423681272910125,1.575292999467111,0.050315751065128325,33.58657387285186,0.10481913457029941,0.12522131059079405,1.5899646292145568
73,0.72,accept,0.009468683604717289,0.0010527594156583189,1.5899646292145568,0.049685043649439486,33.280193239216025,0.1034946800386104,0.12332173427368717,1.6041304248987251
74,0.73,accept,0.009464003851888086,0.0010626267067024395,1.6041304248987251,0.049076247505263945,32.98447324362673,0.10218032259435514,0.12144642855439455,1.617802568346255
75,0.74,accept,0.009459569986364045,0.0010719862288046601,1.617802568346255,0.048485320574610476,32.70159759273536,0.10090028270734863,0.11959590221507194,1.6309949193604525
76,0.75,accept,0.009455374151896357,0.0010808539673219332,1.6309949193604525,0.04789932424537846,32.42641687444354,0.09967254903262666,0.11777422816677166,1.6437217809224944
77,0.76,accept,0.009451408638516727,0.0010892456352574605,1.6437217809224944,0.04731838113287473,32.15686470337445,0.09846694532510344,0.11602403568265507,1.6559969474967873
78,0.77,accept,0.009447655705127152,0.0010971766530453245,1.6559969474967873,0.04674259809024338,31.891474615631626,0.09727030444520428,0.11434157272298327,1.6678345833288168
79,0.78,accept,0.009444104035076355,0.00110468250120237,1.6678345833288168,0.04617206696815006,31.631990131110353,0.09608292907520534,0.11268468317023878,1.6792484688692206
80,0.79,accept,0.00944075098055828,0.0011117858029595857,1.6792484688692206,0.045606865309060836,31.37571146604189,0.09490506410357882,0.11105032073335924,1.6902520907153333
81,0.8,accept,0.009437589797345049,0.0011184918555102949,1.6902520907153333,0.04504705717683483,31.122360181280563,0.09373694276146496,0.10943863980456403,1.7008587007773686
82,0.81,accept,0.00943461388371709,0.001124814148785949,1.7008587007773686,0.04449269419818506,30.87293325515823,0.09257876760857499,0.10784973931609972,1.7110813044851265
83,0.8200000000000001,accept,0.009431816802014588,0.001130765887597696,1.7110813044851265,0.04394381581649011,30.641835163765,0.09143071165609834,0.10628366641975753,1.7209326531026412
84,0.8300000000000001,accept,0.009429192100079357,0.0011363599485383511,1.7209326531026412,0.04340045009767399,30.927197461187045,0.09029444636578238,0.10474194689185098,1.7304252321417801
85,0.84,accept,0.009426733857147962,0.0011416092371036306,1.7304252321417801,0.04286261455355043,31.19274918130861,0.08917101763928972,0.1032254633801429,1.7395712540814565
86,0.85,accept,0.009424436190141793,0.0011465255959109057,1.7395712540814565,0.04233031680803445,31.4381833839147,0.08805782377620078,0.10173143547429458,1.7483826513900276
87,0.86,accept,0.009422293355421165,0.001151120792124258,1.7483826513900276,0.04180355526378775,31.663280077697475,0.08695494767132683,0.10025975387438582,1.7568710706678052
88,0.87,accept,0.009420299781448238,0.0011554063139512525,1.7568710706678052,0.04128232422735996,31.86790451584316,0.08586245941717657,0.09881028482778226,1.7650478679086226
89,0.88,accept,0.009418450025990765,0.00115939330532194,1.7650478679086226,0.04076660136924846,32.052004754521235,0.08478039132819654,0.09738284685584131,1.7729241048598023
90,0.89,accept,0.009416738835645212,0.0011630926514861423,1.7729241048598023,0.040256360672466136,32.215608474452374,0.08372340526678962,0.09599187965566708,1.780510546447757
91,0.9,accept,0.009415160939554086,0.0011665148599717943,1.780510546447757,0.03977239852272834,32.35881925513921,0.08276061902477405,0.09470627193602876,1.7878181739524248
92,0.91,accept,0.009413711705662171,0.0011696704731547199,1.7878181739524248,0.03932048594780247,32.4818121132032,0.0818626976017498,0.09349645403452217,1.7948586682426981
93,0.92,accept,0.00941238639074003,0.0011725687557502956,1.7948586682426981,0.03889975853003494,32.58482865692643,0.08102802200805015,0.0923605679493677,1.8016431094379277
94,0.93,accept,0.009411180408765344,0.001175219194770406,1.8016431094379277,0.03850936524658089,32.66817217084469,0.08025472907546527,0.09129650827477415,1.8081820174956953
95,0.9400000000000001,accept,0.00941008932871304,0.0011776309627646608,1.8081820174956953,0.03814847007308865,32.73220509085238,0.0795411121765473,0.09030232394641075,1.8144853896248492
96,0.9500000000000001,accept,0.009409108864652002,0.0011798129222448813,1.8144853896248492,0.03781625349759992,32.77732714652634,0.07888550527678911,0.08937610322694628,1.8205627345760305
97,0.96,accept,0.009408234884703022,0.001181773645488108,1.8205627345760305,0.03751191380247105,32.80400158289131,0.07828627867415738,0.08851597029170899,1.8264231039253445
98,0.97,accept,0.009407463400965259,0.0011835213966374073,1.8264231039253445,0.03750373622474313,32.812733494294015,0.0777418407027266,0.08772008769665662,1.8320751207443609
99,0.98,accept,0.00940679056236425,0.0011850641518448696,1.8320751207443609,0.037810303599430405,32.80405545927625,0.07725063965789619,0.0869866589914271,1.8375270059152018
100,0.99,accept,0.009406212653736246,0.001186409613574719,1.8375270059152018,0.038118820079874445,32.778529400883926,0.07707558480685472,0.08631393094286766,1.8427866023207713
101,1.0,accept,0.00940572599420768,0.0011875652124402965,1.8427866023207713,0.038429421776061734,32.73674143537977,0.07769192931549096,0.08570019572350368,1.8478613969226338
102,1.01,accept,0.009405327132083861,0.0011885383104475358,1.8478613969226338,0.03874223953420319,32.679296840294015,0.07831321672007352,0.08514379184134918,1.8527585416293197
103,1.02,accept,0.009405012835946816,0.0011893358112197495,1.8527585416293197,0.039057399227068836,32.606815498784016,0.07893968333573143,0.08464310565188354,1.857484872426339
104,1.03,accept,0.009404779899231722,0.0011899641778040588,1.857484872426339,0.03937502205292092,32.519927621065364,0.07957155665253501,0.08419657245672013,1.8620469263614083
105,1.04,accept,0.009404625229539134,0.001190429823520503,1.8620469263614083,0.03969522480878897,32.41926956584588,0.08020905588795513,0.08441010438104146,1.8664509580395698
106,1.05,accept,0.009404545847864543,0.001190738933339295,1.8664509580395698,0.04001812016224331,32.30548008585107,0.08085239251955323,0.08513360138286163,1.8707029547027065
107,1.06,accept,0.00940453888182553,0.0011908974654233392,1.8707029547027065,0.04034381690927417,32.17919690503708,0.08150177080497634,0.08586138250605413,1.8748086502229073
108,1.07,accept,0.00940460156404114,0.0011909111646754098,1.8748086502229073,0.040672420226480606,32.041053622642856,0.08215738828319386,0.0865937177923577,1.8787735381339679
109,1.08,accept,0.009404731241701563,0.0011907855659807876,1.8787735381339679,0.04100403191474947,31.891676946216858,0.08281943625747035,0.08733086880598195,1.882602883775634
110,1.09,accept,0.009404925353530045,0.0011905259750691738,1.882602883775634,0.041338750634566185,31.731684257302923,0.08348810026057452,0.08807308915674517,1.8863017356277578
111,1.1,accept,0.00940518143404616,0.0011901375145920118,1.8863017356277578,0.041676672133122095,31.56168146538781,0.08416389747089625,0.08882096197473222,1.88987493590389
112,1.11,accept,0.009405497110245574,0.0011896251155970395,1.88987493590389,0.04201788959096677,31.382261164885108,0.08484685270081793,0.08957457595757723,1.8933271308083939
113,1.12,accept,0.009405870098368746,0.001188993524169711,1.8933271308083939,0.042362493981965746,31.194001071362205,0.08553695574442144,0.0903339827772458,1.8966627790621482
114,1.1300000000000001,accept,0.009406298200747135,0.0011882473078966924,1.8966627790621482,0.042710574061744375,30.997462719795035,0.08623437393050892,0.0910994096920772,1.8998861628677468
115,1.1400000000000001,accept,0.009406779302731576,0.001187390862174266,1.8998861628677468,0.043062216513640554,30.793190406519397,0.08693927094996301,0.09187107843295594,1.9030013935533177
116,1.1500000000000001,accept,0.009407311369704064,0.0011864284163523287,1.9030013935533177,0.04341750612920183,30.58171035595862,0.08765180857598698,0.09264920698199064,1.906012419708849
117,1.16,accept,0.009407892444173721,0.0011853640397115031,1.906012419708849,0.04377652598674155,30.36353009299021,0.08837214407761418,0.09343400704395677,1.9089230346470458
118,1.17,accept,0.009408520642914609,0.0011842016472718038,1.9089230346470458,0.04414965782956579,30.139138001926483,0.08912103163781726,0.0942462855217121,1.9112908713269132
119,1.18,accept,0.009409194086981048,0.0011829450055176108,1.9112908713269132,0.044608288045961675,29.909003053428194,0.09004123788856133,0.0952288601078235,1.9100710541879122
120,1.19,accept,0.009409911103496746,0.0011815978723675215,1.9100710541879122,0.045068783848307724,29.67357462213879,0.09096549201643267,0.096214509445959,1.9089207716250074
121,1.2,accept,0.009410670016078808,0.0011801635935965418,1.9089207716250074,0.04553129824973754,29.433282621101036,0.09189409308945651,0.09720358051256373,1.9078367216467669
122,1.21,accept,0.009411469212215383,0.0011786455219885523,1.9078367216467669,0.04599598114581454,29.188537561697018,0.09282733436446566,0.09819641297813164,1.9068157754923172
123,1.22,accept,0.009412307140864265,0.0011770468825813714,1.9068157754923172,0.046462979517301856,28.939730780419797,0.09376550366996916,0.09919333964296517,1.9058549668624676
124,1.23,accept,0.009413182310132348,0.0011753707774698958,1.9058549668624676,0.0469324376217902,28.68723475225989,0.09470888382177933,0.10019468690462596,1.9058918880874411
125,1.24,accept,0.009414093285034602,0.0011736201904475234,1.9058918880874411,0.04740449720171875,28.431403477470596,0.09565775300832202,0.10120077519398296,1.9081647466619436
126,1.25,accept,0.009415038685331157,0.0011717979914884849,1.9081647466619436,0.04787929767725306,28.172572929566712,0.09661238516583359,0.10221191940001995,1.910367116119449
127,1.26,accept,0.009416017183440964,0.0011699069410739343,1.910367116119449,0.04835697633411925,27.911061553490534,0.09757305034374375,0.10322842928368625,1.9125014626293333
128,1.27,accept,0.009417027502430397,0.001167949694364877,1.9125014626293333,0.048837668506544744,27.647170803931004,0.09854001506058374,0.1042506098811169,1.914570160111587
129,1.28,accept,0.009418068414075144,0.0011659288052251605,1.914570160111587,0.04932150775546303,27.381185714795627,0.09951354265072387,0.10527876189651364,1.916575493899254
130,1.29,accept,0.009419138736993614,0.001163846730097911,1.916575493899254,0.04980862604214594,27.113375491800753,0.10049389360229077,0.10631318208504004,1.91851966423843
131,1.3,accept,0.00942023733485013,0.001161705831738867,1.91851966423843,0.05029915389743162,26.843994121057865,0.10148132588661674,0.10735416362607486,1.9180790507408012
132,1.31,accept,0.009421363114626064,0.0011595083828101838,1.9180790507408012,0.050793220586719964,26.573280987387065,0.10247609527957358,0.10840199648719273,1.917446375066861
133,1.32,accept,0.00942251502495714,0.0011572565693382805,1.917446375066861,0.05129095427091026,26.30146149688216,0.10347845567511071,0.10945696777918923,1.9168527559174973
134,1.33,accept,0.009423692054535065,0.0011549524940393766,1.9168527559174973,0.051792482163457464,26.02874769898336,0.10448865939142338,0.11051936210259594,1.9162964388109271
135,1.34,accept,0.00942489323057168,0.0011525981795163414,1.9162964388109271,0.052297930683725145,25.755338903983983,0.10550695747004313,0.11158946188599006,1.9157757523221153
136,1.35,accept,0.009426117617323829,0.0011501955713304974,1.9157757523221153,0.052807425606813195,25.481422292508096,0.10653360008766333,0.11266754783592559,1.9177220335399918
137,1.36,accept,0.009427364314677155,0.0011477465409519749,1.9177220335399918,0.05332109221031833,25.207173514048844,0.10756883668998451,0.11375389910779332,1.9209563563169416
138,1.37,accept,0.00942863245678707,0.0011452528885922038,1.9209563563169416,0.05383905541760885,24.932757272154674,0.10861291600822809,0.11484879335827847,1.9240710018627158
139,1.3800000000000001,accept,0.009429921210775143,0.0011427163459220555,1.9240710018627158,0.05436145811778783,24.658327894295795,0.10966612320119862,0.11595254392231391,1.9270701007111697
140,1.3900000000000001,accept,0.009431229775479236,0.0011401385786791163,1.9270701007111697,0.05488873754836887,24.384029884839897,0.11072933241101701,0.11706605240268231,1.929957682637602
141,1.4000000000000001,accept,0.009432557283987605,0.001137521189167497,1.929957682637602,0.055420684746411826,24.10999845991629,0.11180212565348424,0.11818892759324395,1.9327376741829185
142,1.41,accept,0.009433902850699102,0.001134865911189681,1.9327376741829185,0.0559574247016139,23.836360008559783,0.11288475310849977,0.11932144580124393,1.9354138970210335
143,1.42,accept,0.009435266012082437,0.0011321745159261424,1.9354138970210335,0.056499082724795736,23.563232568993875,0.11397746586166102,0.12046388361984994,1.937990066800205
144,1.43,accept,0.009436646081913486,0.0011294479304167413,1.937990066800205,0.05704578457578835,23.290726529200963,0.115080516155591,0.12161651820949348,1.9404697919891412
145,1.44,accept,0.009438042400201963,0.0011266875270864395,1.9404697919891412,0.057597656589362355,23.018944931663526,0.11619415763767238,0.12277962757471861,1.9428565741944053
146,1.45,accept,0.009439454332229152,0.0011238946258918267,1.9428565741944053,0.05815482579936194,22.747983908170372,0.11731864560451877,0.1239534908368991,1.9451538083982536
147,1.46,accept,0.009440881267629436,0.0011210704962456848,1.9451538083982536,0.058717420061203486,22.4779330956329,0.11845423724350601,0.12513838850316938,1.9473647836715124
148,1.47,accept,0.009442322619513185,0.0011182163588539747,1.9473647836715124,0.05928556817289603,22.208876031537052,0.1196011918716593,0.1263346027318959,1.9494926841802744
149,1.48,accept,0.009443777823629994,0.0011153333874700593,1.9494926841802744,0.059859399994737654,21.94089052977674,0.12075977117219727,0.12754241759501328,1.9515405904748904
150,1.49,accept,0.009445246337571003,0.0011124227105682595,1.9515405904748904,0.06043904656783987,21.674049037295326,0.12193023942905135,0.1287621222260391,1.9535114810210215
151,1.5,accept,0.009446727640009107,0.001109485412939225,1.9535114810210215,0.06102464023162843,21.40841897203038,0.12311286376262354,0.12999400664959326,1.955408233936352
152,1.51,accept,0.009448221229975911,0.0011065225372095294,1.955408233936352,0.06161631474194297,21.14406304271112,0.12430791436236643,0.13123835787557003,1.9572336289001393
153,1.52,accept,0.009449726626174331,0.0011035350852877726,1.9572336289001393,0.06221420538757645,20.881039551099434,0.1255156647122777,0.13249547021674712,1.958990349206065
154,1.53,accept,0.009451243366325792,0.0011005240197393966,1.958990349206065,0.06281844910330943,20.61940267729615,0.126736391820226,0.13376564117495815,1.9606809839318997
155,1.54,accept,0.009452771006551041,0.0010974902650922897,1.9606809839318997,0.06342918458475845,20.359202748755795,0.1279703764465414,0.13504917169128672,1.9623080302022984
156,1.55,accept,0.00945430912078362,0.0010944347090751775,1.9623080302022984,0.06404655240290302,20.10048649366609,0.12921790333224425,0.13634636639528797,1.9638738955236006
157,1.56,accept,0.009455837999139835,0.0010913582037906768,1.9638738955236006,0.06467069511842308,19.821594732210347,0.1304792614271557,0.13765753385350132,1.9637213997180702
158,1.57,accept,0.009457367808246681,0.0010883001474593281,1.9637213997180702,0.0653017573959761,19.535674647609497,0.13175474411815236,0.13898298681754273,1.96287314316966
159,1.58,accept,0.009458907412571025,0.0010852402183995028,1.96287314316966,0.06593988611854114,19.25331746510314,0.1330446494578068,0.14032304247203897,1.9612318265426587
160,1.59,accept,0.009460456431059763,0.0010821606979222415,1.9612318265426587,0.06658523050195318,18.97445653625229,0.13434928039364946,0.14167802268266239,1.95965764541916
161,1.6,accept,0.009462014498649963,0.0010790623480865934,1.95965764541916,0.06723794220974964,18.699027750534512,0.13566894499830773,0.14304825424454104,1.9581478572254087
162,1.61,accept,0.009463581265839491,0.0010759458989711597,1.9581478572254087,0.06789817546844717,18.42696945515298,0.13700395670073218,0.1444340691312762,1.957917046797013
163,1.62,accept,0.009465156398285867,0.0010728120495328368,1.957917046797013,0.0685660871833653,18.158222375371956,0.1383546345187563,0.14583580474483648,1.9591571419705063
164,1.6300000000000001,accept,0.009466739576432792,0.0010696614684091057,1.9591571419705063,0.06924183799512952,17.904624430312307,0.13972130517338677,0.14725380604673388,1.960351204669756
165,1.6400000000000001,accept,0.00946833049511413,0.0010664947946649674,1.960351204669756,0.06992558969177612,17.662457437375785,0.14110429791399204,0.148688420399687,1.961501000330351
166,1.6500000000000001,accept,0.009469928863192274,0.0010633126385849988,1.961501000330351,0.07061750780709654,17.42208356450816,0.14250394971684122,0.15014000278221729,1.9626082274845733
167,1.6600000000000001,accept,0.009471534403692129,0.0010601155823966413,1.9626082274845733,0.07131776113495032,17.18352443703575,0.14392060431545417,0.15161000918116474,1.963674520014305
168,1.67,accept,0.009473146853004074,0.0010569041800022046,1.963674520014305,0.07202652173919472,16.933381448460942,0.14535461222243207,0.15311313314862196,1.9634789301443503
169,1.68,accept,0.009474765960836415,0.0010536789585730184,1.9634789301443503,0.07274396507507173,16.680905340846426,0.14680633102831941,0.1546398328902061,1.9628394906540858
170,1.69,accept,0.009476391489999009,0.001050440418644513,1.9628394906540858,0.07347027011187725,16.43145381311085,0.1482761255341154,0.15618552506625805,1.9620434096875796
171,1.7,accept,0.009478023216132843,0.00104718903454902,1.9620434096875796,0.07420561945700548,16.184982683167163,0.1497643680240397,0.15775061658678702,1.9609644078187665
